date,EU_FTSE_MIB_2023_Q1,meta
2023-01-18 00:00:00,87.19444357166913,
2023-01-18 03:30:00,112.77073054276752,
2023-01-18 04:00:00,110.97444276913347,
2023-01-18 06:00:00,62.40865621820558,
2023-01-18 08:00:00,96.58542352345285,
2023-01-18 10:30:00,50.823859956905835,
2023-01-18 11:00:00,43.210845512161086,
2023-01-18 23:59:59,21.2953834266159,c
2023-01-19 00:00:00,50.7233303536309,
2023-01-19 03:30:00,92.97746010042329,
2023-01-19 04:00:00,64.05008446354714,
2023-01-19 06:00:00,57.69368621097237,
2023-01-19 08:00:00,21.30126425230901,
2023-01-19 10:30:00,-21.38129942138812,
2023-01-19 11:00:00,-9.167780501325979,
2023-01-19 23:59:59,-12.852776350504428,c
2023-01-20 00:00:00,0.8931354908004323,
2023-01-20 03:30:00,-14.950396476207061,
2023-01-20 04:00:00,-19.096057074036707,
2023-01-20 06:00:00,-44.08516148326271,
2023-01-20 08:00:00,-14.726079487325023,
2023-01-20 10:30:00,28.655363175623734,
2023-01-20 11:00:00,5.86223434825115,
2023-01-20 23:59:59,-6.849385224920297,w
2023-01-23 00:00:00,14.598808857419044,
2023-01-23 03:30:00,53.54975001690718,
2023-01-23 04:00:00,108.80347251633884,
2023-01-23 06:00:00,137.83035324093817,
2023-01-23 08:00:00,208.4241361886866,
2023-01-23 10:30:00,199.702467270713,
2023-01-23 11:00:00,200.3267700328065,
2023-01-23 23:59:59,190.66832836824415,c
2023-01-24 00:00:00,196.5273062764045,
2023-01-24 03:30:00,213.94800293452636,
2023-01-24 04:00:00,182.11361119791536,
2023-01-24 06:00:00,168.74642770431228,
2023-01-24 08:00:00,149.3756062683965,
2023-01-24 10:30:00,147.70046066110763,
2023-01-24 11:00:00,159.9021762385628,
2023-01-24 23:59:59,153.8042139726299,c
2023-01-25 00:00:00,171.61220884498152,
2023-01-25 03:30:00,183.07230810184683,
2023-01-25 04:00:00,141.20650412373607,
2023-01-25 06:00:00,79.1863376446604,
2023-01-25 08:00:00,92.09716429629134,
2023-01-25 10:30:00,40.967390499577505,
2023-01-25 11:00:00,53.624933856201096,
2023-01-25 23:59:59,36.69377692761054,c
2023-01-26 00:00:00,55.270247342840776,
2023-01-26 03:30:00,159.8113694641761,
2023-01-26 04:00:00,196.04384593979148,
2023-01-26 06:00:00,134.30972021730395,
2023-01-26 08:00:00,113.60712183628948,
2023-01-26 10:30:00,114.7401996729318,
2023-01-26 11:00:00,136.5332490606429,
2023-01-26 23:59:59,126.58887476270047,c
2023-01-27 00:00:00,153.214219140777,
2023-01-27 03:30:00,9.878392364230876,
2023-01-27 04:00:00,-29.36250988032134,
2023-01-27 06:00:00,-31.13287957197963,
2023-01-27 08:00:00,-4.669954228807001,
2023-01-27 10:30:00,0.752659811837475,
2023-01-27 11:00:00,23.650429844633436,
2023-01-27 23:59:59,-7.4053125631589864,w
2023-01-30 00:00:00,20.91892293037108,
2023-01-30 03:30:00,37.094987976779066,
2023-01-30 04:00:00,116.37333772318834,
2023-01-30 06:00:00,148.82572281060447,
2023-01-30 08:00:00,132.703203556096,
2023-01-30 10:30:00,129.91592424599958,
2023-01-30 11:00:00,132.2768803696904,
2023-01-30 23:59:59,166.91890637644747,c
2023-01-31 00:00:00,217.09569296109748,
2023-01-31 03:30:00,234.7297432507985,
2023-01-31 04:00:00,223.868321527234,
2023-01-31 06:00:00,280.854854925537,
2023-01-31 08:00:00,262.00163362414787,
2023-01-31 10:30:00,246.7890126056568,
2023-01-31 11:00:00,233.9444987475831,
2023-01-31 23:59:59,341.8094223545381,c
2023-02-01 00:00:00,389.4321943504051,
2023-02-01 03:30:00,475.4207814175629,
2023-02-01 04:00:00,501.011371934605,
2023-02-01 06:00:00,344.83096367272765,
2023-02-01 08:00:00,281.86320642376404,
2023-02-01 10:30:00,262.85811203169715,
2023-02-01 11:00:00,221.95648323514342,
2023-02-01 23:59:59,338.5158148663645,c
2023-02-02 00:00:00,334.8292062006135,
2023-02-02 03:30:00,333.4917818917538,
2023-02-02 04:00:00,274.6920468299604,
2023-02-02 06:00:00,329.81201331105785,
2023-02-02 08:00:00,322.5569146757275,
2023-02-02 10:30:00,249.41002953707948,
2023-02-02 11:00:00,238.46443521723359,
2023-02-02 23:59:59,159.68393128128082,c
2023-02-03 00:00:00,219.40630443984264,
2023-02-03 03:30:00,272.72560835458717,
2023-02-03 04:00:00,309.58435186425777,
2023-02-03 06:00:00,394.17906106628243,
2023-02-03 08:00:00,357.32627658763704,
2023-02-03 10:30:00,303.40810189084095,
