date,FTSE_EM_ADR_HEDGED_2020_Q4,meta
2020-10-19 00:00:00,-1166.861089799379,
2020-10-19 10:00:00,-1220.9795089607333,
2020-10-19 10:30:00,-1225.2699959796237,
2020-10-19 12:00:00,-1233.9033888574322,
2020-10-19 13:30:00,-1226.2741594923557,
2020-10-19 15:00:00,-1212.5629784397959,
2020-10-19 15:30:30,-1212.5629784397959,
2020-10-19 23:59:59,-1205.5100582356802,c
2020-10-20 00:00:00,-1231.9631762416925,
2020-10-20 10:00:00,-1240.08310595037,
2020-10-20 10:30:00,-1254.9369004772805,
2020-10-20 12:00:00,-1208.007669740465,
2020-10-20 13:30:00,-1194.38003148663,
2020-10-20 15:00:00,-1172.060990137442,
2020-10-20 15:30:30,-1172.060990137442,
2020-10-20 23:59:59,-1173.3850542805778,c
2020-10-21 00:00:00,-1194.803089221199,
2020-10-21 10:00:00,-1179.4247834406553,
2020-10-21 10:30:00,-1181.5693679034985,
2020-10-21 12:00:00,-1156.3728508677295,
2020-10-21 13:30:00,-1156.615047947475,
2020-10-21 15:00:00,-1154.9152894133654,
2020-10-21 15:30:30,-1154.9152894133654,
2020-10-21 23:59:59,-1142.293315376671,c
2020-10-22 00:00:00,-1127.8854401691642,
2020-10-22 10:00:00,-1171.245070226096,
2020-10-22 10:30:00,-1158.2868175236274,
2020-10-22 12:00:00,-1157.5407499525238,
2020-10-22 13:30:00,-1170.9241292572658,
2020-10-22 15:00:00,-1178.3961442222187,
2020-10-22 15:30:30,-1178.3961442222187,
2020-10-22 23:59:59,-1180.4529192562777,c
2020-10-23 00:00:00,-1204.5642241201656,
2020-10-23 10:00:00,-1215.4046685184614,
2020-10-23 10:30:00,-1245.9773484511718,
2020-10-23 12:00:00,-1252.7831513975711,
2020-10-23 13:30:00,-1256.475294637843,
2020-10-23 15:00:00,-1260.0263185735112,
2020-10-23 15:30:30,-1260.0263185735112,
2020-10-23 23:59:59,-1263.0964642523636,w
2020-10-26 00:00:00,-1264.8183993156863,
2020-10-26 10:00:00,-1251.5855616924694,
2020-10-26 10:30:00,-1232.496132342399,
2020-10-26 12:00:00,-1216.1864059627674,
2020-10-26 13:30:00,-1196.6228169133467,
2020-10-26 15:00:00,-1195.2267704446263,
2020-10-26 15:30:30,-1195.2267704446263,
2020-10-26 23:59:59,-1190.9565907618346,c
2020-10-27 00:00:00,-1207.1492731564654,
2020-10-27 10:00:00,-1192.6848601632792,
2020-10-27 10:30:00,-1197.638126549024,
2020-10-27 12:00:00,-1217.0048849989741,
2020-10-27 13:30:00,-1198.3962124739865,
2020-10-27 15:00:00,-1193.2905232828125,
2020-10-27 15:30:30,-1193.2905232828125,
2020-10-27 23:59:59,-1182.2474648361865,c
2020-10-28 00:00:00,-1172.7472476830944,
2020-10-28 10:00:00,-1200.3542368019932,
2020-10-28 10:30:00,-1188.1923802053343,
2020-10-28 12:00:00,-1179.6734732292591,
2020-10-28 13:30:00,-1184.6253996397184,
2020-10-28 15:00:00,-1174.845472901936,
2020-10-28 15:30:30,-1174.845472901936,
2020-10-28 23:59:59,-1162.5947471457341,c
2020-10-29 00:00:00,-1151.707379295249,
2020-10-29 10:00:00,-1106.78430021543,
2020-10-29 10:30:00,-1077.915805093711,
2020-10-29 12:00:00,-1074.0347904439836,
2020-10-29 13:30:00,-1071.0071572149081,
2020-10-29 15:00:00,-1048.870724452445,
2020-10-29 15:30:30,-1048.870724452445,
2020-10-29 23:59:59,-1049.2262301993328,c
2020-10-30 00:00:00,-1039.3113915629065,
2020-10-30 10:00:00,-1003.2728726553778,
2020-10-30 10:30:00,-1015.4206385034856,
2020-10-30 12:00:00,-1006.575892842289,
2020-10-30 13:30:00,-1015.3224748688547,
2020-10-30 15:00:00,-1039.2542346097816,
2020-10-30 15:30:30,-1039.2542346097816,
2020-10-30 23:59:59,-1045.6115158827981,w
2020-11-02 00:00:00,-932.4769815078919,
2020-11-02 10:00:00,-926.1723045426952,
2020-11-02 10:30:00,-964.8054173239645,
2020-11-02 12:00:00,-954.80384381009,
2020-11-02 13:30:00,-921.4908423415479,
2020-11-02 15:00:00,-921.1724396478728,
2020-11-02 15:30:30,-921.1724396478728,
2020-11-02 23:59:59,-922.4538636618763,c
2020-11-03 00:00:00,-813.9748228904739,
2020-11-03 10:00:00,-813.8228147568929,
2020-11-03 10:30:00,-843.2464067481071,
2020-11-03 12:00:00,-828.0767423331074,
2020-11-03 13:30:00,-796.5642067911499,
2020-11-03 15:00:00,-790.2959237620039,
2020-11-03 15:30:30,-790.2959237620039,
2020-11-03 23:59:59,-790.9915004832899,c
2020-11-04 00:00:00,-731.6480953835049,
2020-11-04 10:00:00,-707.960727402562,
2020-11-04 10:30:00,-686.1934873277729,
2020-11-04 12:00:00,-661.1568023759153,
2020-11-04 13:30:00,-741.978377003838,
2020-11-04 15:00:00,-734.0456678229716,
2020-11-04 15:30:30,-734.0456678229716,
2020-11-04 23:59:59,-713.5581868195904,c
2020-11-05 00:00:00,-614.9672912799292,
2020-11-05 10:00:00,-607.067595414627,
2020-11-05 10:30:00,-623.7077892315099,
2020-11-05 12:00:00,-592.7449825583848,
2020-11-05 13:30:00,-581.1382361274999,
2020-11-05 15:00:00,-538.3921456584615,
2020-11-05 15:30:30,-538.3921456584615,
2020-11-05 23:59:59,-489.1163572871113,c
2020-11-06 00:00:00,-555.6129039807361,
2020-11-06 10:00:00,-655.5085378177548,
2020-11-06 10:30:00,-579.2278545769203,
2020-11-06 12:00:00,-641.7910869826883,
2020-11-06 13:30:00,-652.8877678589394,
2020-11-06 15:00:00,-626.8613314751993,
2020-11-06 15:30:30,-626.8613314751993,
2020-11-06 23:59:59,-629.909302245664,w
2020-11-09 00:00:00,-691.184361588038,
2020-11-09 10:00:00,-636.9363468868173,
2020-11-09 10:30:00,-693.558952012977,
2020-11-09 12:00:00,-657.0156813783381,
2020-11-09 13:30:00,-643.5360864012312,
2020-11-09 15:00:00,-614.4770072160579,
2020-11-09 15:30:30,-614.4770072160579,x
2020-11-09 23:59:59,-588.1483266022015,c
2020-11-10 00:00:00,-572.3282060460779,
2020-11-10 10:00:00,-626.2925392686673,
2020-11-10 10:30:00,-616.7583058247286,
2020-11-10 12:00:00,-673.183495593682,
2020-11-10 13:30:00,-620.3834956543201,
2020-11-10 15:00:00,-621.5083232219915,
2020-11-10 15:30:30,-621.5083232219915,
2020-11-10 23:59:59,-614.1027332520028,c
2020-11-11 00:00:00,-702.995944309574,
2020-11-11 10:00:00,-636.5214992113482,
2020-11-11 10:30:00,-595.4387062229753,
2020-11-11 12:00:00,-604.3840950885609,
2020-11-11 13:30:00,-597.9794435231386,
2020-11-11 15:00:00,-553.009086323452,
2020-11-11 15:30:30,-553.009086323452,
2020-11-11 23:59:59,-559.6707246327499,c
2020-11-12 00:00:00,-445.02740585015147,
2020-11-12 10:00:00,-416.40478393164386,
2020-11-12 10:30:00,-374.2445932644404,
2020-11-12 12:00:00,-317.89685304823513,
2020-11-12 13:30:00,-169.44447448549502,
2020-11-12 15:00:00,-172.83363509933912,
2020-11-12 15:30:30,-172.83363509933912,
2020-11-12 23:59:59,-162.41526605296383,c
2020-11-13 00:00:00,160.83523407434774,
2020-11-13 10:00:00,261.9919818178292,
2020-11-13 10:30:00,98.85696979670115,
2020-11-13 12:00:00,-91.30124745992708,
2020-11-13 13:30:00,-121.90341403963671,
2020-11-13 15:00:00,-277.85652507798267,
2020-11-13 15:30:30,-277.85652507798267,
2020-11-13 23:59:59,-224.7603991106874,w
2020-11-16 00:00:00,-290.44045570412834,
2020-11-16 10:00:00,-171.55003599308637,
2020-11-16 10:30:00,-180.01098872568141,
2020-11-16 12:00:00,-201.7229356343843,
2020-11-16 13:30:00,-73.15666774465348,
2020-11-16 15:00:00,-95.7828212827207,
2020-11-16 15:30:30,-95.7828212827207,
2020-11-16 23:59:59,-89.19045173970568,c
2020-11-17 00:00:00,25.065237151370923,
2020-11-17 10:00:00,-32.742509422373416,
2020-11-17 10:30:00,-14.748799784240305,
2020-11-17 12:00:00,-11.62500570011872,
2020-11-17 13:30:00,-36.677191081693195,
2020-11-17 15:00:00,-45.488986227331566,
2020-11-17 15:30:30,-45.488986227331566,
2020-11-17 23:59:59,-111.29542307846827,c
2020-11-18 00:00:00,-158.22414151922908,
2020-11-18 10:00:00,-269.95836819763974,
2020-11-18 10:30:00,-276.43773258119404,
2020-11-18 12:00:00,-169.049987677607,
2020-11-18 13:30:00,-149.74773045520783,
2020-11-18 15:00:00,-172.05056850030041,
2020-11-18 15:30:30,-172.05056850030041,
2020-11-18 23:59:59,-167.23786822888957,c
2020-11-19 00:00:00,-166.0388771955644,
2020-11-19 10:00:00,-139.74498964249753,
2020-11-19 10:30:00,-110.31976232149975,
2020-11-19 12:00:00,-126.93286280563396,
2020-11-19 13:30:00,-128.19870098652436,
2020-11-19 15:00:00,-99.31464649985446,
2020-11-19 15:30:30,-99.31464649985446,
2020-11-19 23:59:59,-98.74660241019575,c
2020-11-20 00:00:00,-114.47850445017343,
2020-11-20 10:00:00,-67.3626404657756,
2020-11-20 10:30:00,-14.717328280050197,
2020-11-20 12:00:00,-16.831664218471133,
2020-11-20 13:30:00,27.689823707889275,
2020-11-20 15:00:00,-42.64244376515899,
2020-11-20 15:30:30,-42.64244376515899,
2020-11-20 23:59:59,0.0,a
2020-11-23 00:00:00,129.32565467596493,
2020-11-23 10:00:00,180.48741381354642,
2020-11-23 10:30:00,225.9761152308011,
2020-11-23 12:00:00,228.02453256880727,
2020-11-23 13:30:00,255.93928638703238,
2020-11-23 15:00:00,259.6378208889452,
2020-11-23 15:30:30,259.6378208889452,
2020-11-23 23:59:59,314.40193266918976,c
2020-11-24 00:00:00,464.2345648583021,
2020-11-24 10:00:00,244.49738048091587,
2020-11-24 10:30:00,229.2156488258393,
2020-11-24 12:00:00,288.57258422014576,
2020-11-24 13:30:00,171.26483609789653,
2020-11-24 15:00:00,191.85709694108283,
2020-11-24 15:30:30,191.85709694108283,
2020-11-24 23:59:59,187.92148064049974,c
2020-11-25 00:00:00,-26.7689744421466,
2020-11-25 10:00:00,102.32923602617336,
2020-11-25 10:30:00,75.13187963714574,
2020-11-25 12:00:00,134.9364822749481,
2020-11-25 13:30:00,110.49735882825644,
2020-11-25 15:00:00,104.699339182453,
2020-11-25 15:30:30,104.699339182453,
2020-11-25 23:59:59,155.50073237917792,c
2020-11-26 00:00:00,155.50073237917792,
2020-11-26 10:00:00,155.50073237917792,
2020-11-26 10:30:00,155.50073237917792,
2020-11-26 12:00:00,155.50073237917792,
2020-11-26 13:30:00,155.50073237917792,
2020-11-26 15:00:00,155.50073237917792,
2020-11-26 15:30:30,155.50073237917792,
2020-11-26 23:59:59,155.50073237917792,c
2020-11-27 00:00:00,140.16300426221386,
2020-11-27 10:00:00,159.86387122648438,
2020-11-27 10:30:00,161.61068539543652,
2020-11-27 12:00:00,129.05900234488092,
2020-11-27 13:30:00,129.05900234488092,
2020-11-27 15:00:00,129.05900234488092,
2020-11-27 15:30:30,129.05900234488092,
2020-11-27 23:59:59,165.27476618389,w
2020-11-30 00:00:00,172.20935341675835,
2020-11-30 10:00:00,40.25785372822304,
2020-11-30 10:30:00,-8.752471955418116,
2020-11-30 12:00:00,24.585186667190555,
2020-11-30 13:30:00,-10.246346925034686,
2020-11-30 15:00:00,-0.7100575093772363,
2020-11-30 15:30:30,-0.7100575093772363,x
2020-11-30 23:59:59,-18.595531050630484,c
2020-12-01 00:00:00,86.94763872931964,
2020-12-01 10:00:00,-23.31570198759607,
2020-12-01 10:30:00,-132.05994379611323,
2020-12-01 12:00:00,-120.17916606691472,
2020-12-01 13:30:00,-93.15571821183084,
2020-12-01 15:00:00,-136.2530989411367,
2020-12-01 15:30:30,-136.2530989411367,
2020-12-01 23:59:59,-127.61064858953503,c
2020-12-02 00:00:00,-336.9687271591028,
2020-12-02 10:00:00,-227.98868317722048,
2020-12-02 10:30:00,-215.8016376001917,
2020-12-02 12:00:00,-206.10033974752912,
2020-12-02 13:30:00,-133.0209920903743,
2020-12-02 15:00:00,-158.17461160423935,
2020-12-02 15:30:30,-158.17461160423935,
2020-12-02 23:59:59,-110.54042363203024,c
2020-12-03 00:00:00,-143.7296270877466,
2020-12-03 10:00:00,-198.65926694562614,
2020-12-03 10:30:00,-320.3013143744972,
2020-12-03 12:00:00,-334.8422105798903,
2020-12-03 13:30:00,-331.5418160115802,
2020-12-03 15:00:00,-370.0330514258633,
2020-12-03 15:30:30,-370.0330514258633,
2020-12-03 23:59:59,-387.6371822544729,c
2020-12-04 00:00:00,-481.5881478809567,
2020-12-04 10:00:00,-457.34033365668324,
2020-12-04 10:30:00,-482.4382932962698,
2020-12-04 12:00:00,-536.3247803352168,
2020-12-04 13:30:00,-546.7521059600052,
2020-12-04 15:00:00,-573.7214181114216,
2020-12-04 15:30:30,-573.7214181114216,
2020-12-04 23:59:59,-587.8629408673174,w
2020-12-07 00:00:00,-602.1676042260688,
2020-12-07 10:00:00,-513.7656591911885,
2020-12-07 10:30:00,-465.3989673183273,
2020-12-07 12:00:00,-471.3896998800826,
2020-12-07 13:30:00,-465.7336407445222,
2020-12-07 15:00:00,-489.7857358594381,
2020-12-07 15:30:30,-489.7857358594381,
2020-12-07 23:59:59,-501.1011735179251,c
2020-12-08 00:00:00,-376.0717304958574,
2020-12-08 10:00:00,-403.49710872954506,
2020-12-08 10:30:00,-437.78833944398093,
2020-12-08 12:00:00,-468.94914601106916,
2020-12-08 13:30:00,-484.72084410532835,
2020-12-08 15:00:00,-499.5988927576395,
2020-12-08 15:30:30,-499.5988927576395,
2020-12-08 23:59:59,-487.57767644230046,c
2020-12-09 00:00:00,-453.59760607443434,
2020-12-09 10:00:00,-468.1190076148491,
2020-12-09 10:30:00,-526.1640689799608,
2020-12-09 12:00:00,-485.65979400266326,
2020-12-09 13:30:00,-548.1828216831567,
2020-12-09 15:00:00,-527.6557092985095,
2020-12-09 15:30:30,-527.6557092985095,
2020-12-09 23:59:59,-557.7209352709709,c
2020-12-10 00:00:00,-593.9189083779113,
2020-12-10 10:00:00,-506.12525538746263,
2020-12-10 10:30:00,-512.2416974245964,
2020-12-10 12:00:00,-473.7124694798232,
2020-12-10 13:30:00,-491.4741393371152,
2020-12-10 15:00:00,-477.48502401932615,
2020-12-10 15:30:30,-477.48502401932615,
2020-12-10 23:59:59,-472.0245542565249,c
2020-12-11 00:00:00,-527.0971900603181,
2020-12-11 10:00:00,-485.6354302835744,
2020-12-11 10:30:00,-495.74483417311535,
2020-12-11 12:00:00,-536.2071678360066,
2020-12-11 13:30:00,-541.3787603337187,
2020-12-11 15:00:00,-503.8098043668439,
2020-12-11 15:30:30,-503.8098043668439,
2020-12-11 23:59:59,-497.2372331381609,w
2020-12-14 00:00:00,-481.98372612078396,
2020-12-14 10:00:00,-593.8444760736116,
2020-12-14 10:30:00,-563.8764776468582,
2020-12-14 12:00:00,-566.3889731231698,
2020-12-14 13:30:00,-559.1578577102985,
2020-12-14 15:00:00,-542.7997684893628,
2020-12-14 15:30:30,-542.7997684893628,
2020-12-14 23:59:59,-522.5455835277833,c
2020-12-15 00:00:00,-503.2480048451892,
2020-12-15 10:00:00,-591.7507182773174,
2020-12-15 10:30:00,-511.27592577619237,
2020-12-15 12:00:00,-548.3623517792943,
2020-12-15 13:30:00,-575.9195532458564,
2020-12-15 15:00:00,-558.9472621962553,
2020-12-15 15:30:30,-558.9472621962553,
2020-12-15 23:59:59,-561.1673647424061,c
2020-12-16 00:00:00,-541.8068092897902,
2020-12-16 10:00:00,-526.235719551114,
2020-12-16 10:30:00,-547.0909949926724,
2020-12-16 12:00:00,-545.9057813057707,
2020-12-16 13:30:00,-558.3626683417958,
2020-12-16 15:00:00,-572.6306334236776,
2020-12-16 15:30:30,-572.6306334236776,
2020-12-16 23:59:59,-578.3834504509479,c
2020-12-17 00:00:00,-557.6905154975856,
2020-12-17 10:00:00,-608.5103377666233,
2020-12-17 10:30:00,-647.6905645704309,
2020-12-17 12:00:00,-620.6910259303261,
2020-12-17 13:30:00,-613.089589646246,
2020-12-17 15:00:00,-608.2775260207827,
2020-12-17 15:30:30,-608.2775260207827,
2020-12-17 23:59:59,-580.689298946723,c
2020-12-18 00:00:00,-583.2722388319722,
2020-12-18 10:00:00,-560.2633983000956,
2020-12-18 10:30:00,-537.4468841869292,
2020-12-18 12:00:00,-519.5219977879395,
2020-12-18 13:30:00,-491.14076245243285,
2020-12-18 15:00:00,-523.6484744433429,
2020-12-18 15:30:30,-523.6484744433429,
2020-12-18 23:59:59,-530.7897704852173,e
2020-12-21 00:00:00,-541.7012684156908,
2020-12-21 10:00:00,-540.2766262617804,
2020-12-21 10:30:00,-461.42216931869586,
2020-12-21 12:00:00,-512.5124334778768,
2020-12-21 13:30:00,-504.76776461314074,
2020-12-21 15:00:00,-519.8297012377392,
2020-12-21 15:30:30,-519.8297012377392,
2020-12-21 23:59:59,-528.4675582234779,c
2020-12-22 00:00:00,-484.21419515283367,
2020-12-22 10:00:00,-566.8952099569979,
2020-12-22 10:30:00,-583.2935265992551,
2020-12-22 12:00:00,-643.3808406469295,
2020-12-22 13:30:00,-690.1252006801678,
2020-12-22 15:00:00,-682.8008055024496,
2020-12-22 15:30:30,-682.8008055024496,
2020-12-22 23:59:59,-709.0854423210226,c
2020-12-23 00:00:00,-677.2847808159343,
2020-12-23 10:00:00,-721.0854614862114,
2020-12-23 10:30:00,-642.6570620682976,
2020-12-23 12:00:00,-694.1756235107091,
2020-12-23 13:30:00,-704.4207976239375,
2020-12-23 15:00:00,-697.2915002646287,
2020-12-23 15:30:30,-697.2915002646287,
2020-12-23 23:59:59,-704.4653612823945,c
2020-12-24 00:00:00,-611.6084437388342,
2020-12-24 10:00:00,-552.2834235293592,
2020-12-24 10:30:00,-554.166085292794,
2020-12-24 12:00:00,-617.3995263274437,
2020-12-24 13:30:00,-617.3995263274437,
2020-12-24 15:00:00,-617.3995263274437,
2020-12-24 15:30:30,-617.3995263274437,
2020-12-24 23:59:59,-636.4161493130882,c
2020-12-25 00:00:00,-636.4161493130882,
2020-12-25 10:00:00,-636.4161493130882,
2020-12-25 10:30:00,-636.4161493130882,
2020-12-25 12:00:00,-636.4161493130882,
2020-12-25 13:30:00,-636.4161493130882,
2020-12-25 15:00:00,-636.4161493130882,
2020-12-25 15:30:30,-636.4161493130882,
2020-12-25 23:59:59,-636.4161493130882,w
2020-12-28 00:00:00,-587.2764715880744,
2020-12-28 10:00:00,-697.8114998720691,
2020-12-28 10:30:00,-762.6754273953507,
2020-12-28 12:00:00,-752.5954658844258,
2020-12-28 13:30:00,-757.6902654494077,
2020-12-28 15:00:00,-757.0856328116488,
2020-12-28 15:30:30,-757.0856328116488,
2020-12-28 23:59:59,-747.2976250137053,c
2020-12-29 00:00:00,-774.812717268291,
2020-12-29 10:00:00,-717.95193210715,
2020-12-29 10:30:00,-720.3330385310446,
2020-12-29 12:00:00,-689.5720188428015,
2020-12-29 13:30:00,-693.2605048606433,
2020-12-29 15:00:00,-690.5461695479523,
2020-12-29 15:30:30,-690.5461695479523,
2020-12-29 23:59:59,-671.057393538837,c
2020-12-30 00:00:00,-678.4800377885967,
2020-12-30 10:00:00,-669.6734485104389,
2020-12-30 10:30:00,-660.8969376381083,
2020-12-30 12:00:00,-650.092012914525,
2020-12-30 13:30:00,-680.2090834700743,
2020-12-30 15:00:00,-678.7988062293241,
2020-12-30 15:30:30,-678.7988062293241,
2020-12-30 23:59:59,-686.1713203287819,c
2020-12-31 00:00:00,-658.486345117518,
2020-12-31 10:00:00,-604.1933706508778,
2020-12-31 10:30:00,-617.24713967988,
2020-12-31 12:00:00,-608.3710975586292,
2020-12-31 13:30:00,-613.5718926908653,
2020-12-31 15:00:00,-625.4734193960113,
2020-12-31 15:30:30,-625.4734193960113,
2020-12-31 23:59:59,-621.9140354540704,c
2021-01-01 00:00:00,-621.9140354540704,
2021-01-01 10:00:00,-621.9140354540704,
2021-01-01 10:30:00,-621.9140354540704,
2021-01-01 12:00:00,-621.9140354540704,
2021-01-01 13:30:00,-621.9140354540704,
2021-01-01 15:00:00,-621.9140354540704,
2021-01-01 15:30:30,-621.9140354540704,
2021-01-01 23:59:59,-621.9140354540704,w
2021-01-04 00:00:00,-491.65806099495444,
2021-01-04 10:00:00,-466.9383503683449,
2021-01-04 10:30:00,-433.21449442939536,
2021-01-04 12:00:00,-373.6125145677599,
2021-01-04 13:30:00,-394.03411157174514,
2021-01-04 15:00:00,-404.3639919269784,
2021-01-04 15:30:30,-404.3639919269784,
2021-01-04 23:59:59,-361.6501998873357,c
2021-01-05 00:00:00,-361.3253191113437,
2021-01-05 10:00:00,-404.76715550258484,
2021-01-05 10:30:00,-483.27197324148284,
2021-01-05 12:00:00,-470.9728605167504,
2021-01-05 13:30:00,-465.6924481256215,
2021-01-05 15:00:00,-487.7371860532163,
2021-01-05 15:30:30,-487.7371860532163,
2021-01-05 23:59:59,-493.68370762985876,c
2021-01-06 00:00:00,-440.98454995916626,
2021-01-06 10:00:00,-408.63036312029396,
2021-01-06 10:30:00,-419.9913662393667,
2021-01-06 12:00:00,-431.52632009652757,
2021-01-06 13:30:00,-456.5783834785793,
2021-01-06 15:00:00,-493.6805546946192,
2021-01-06 15:30:30,-493.6805546946192,
2021-01-06 23:59:59,-481.5875106321193,c
2021-01-07 00:00:00,-418.3933067094858,
2021-01-07 10:00:00,-407.03188659902474,
2021-01-07 10:30:00,-390.3816788887253,
2021-01-07 12:00:00,-404.97108290866197,
2021-01-07 13:30:00,-410.145066227287,
2021-01-07 15:00:00,-411.0316252455877,
2021-01-07 15:30:30,-411.0316252455877,
2021-01-07 23:59:59,-400.1563757701133,c
2021-01-08 00:00:00,-286.27995169087853,
2021-01-08 10:00:00,-319.5613193098079,
2021-01-08 10:30:00,-356.61905997831235,
2021-01-08 12:00:00,-324.75105690443047,
2021-01-08 13:30:00,-358.4477847994382,
2021-01-08 15:00:00,-324.68371318197933,
2021-01-08 15:30:30,-324.68371318197933,
2021-01-08 23:59:59,-312.20299229114767,w
