date,DGRO_2021_Q2,meta
2021-05-21 00:00:00,96.89050732818907,
2021-05-21 10:00:00,81.15129970007627,
2021-05-21 10:30:00,82.06154403244955,
2021-05-21 12:00:00,75.30214382428767,
2021-05-21 13:30:00,73.61204787506801,
2021-05-21 15:00:00,72.78546594500847,
2021-05-21 15:30:30,72.78546594500847,
2021-05-21 23:59:59,77.95694827232307,w
2021-05-24 00:00:00,77.91309113817158,
2021-05-24 10:00:00,50.41596231512108,
2021-05-24 10:30:00,60.39908609784061,
2021-05-24 12:00:00,60.058328914467666,
2021-05-24 13:30:00,57.24096405777948,
2021-05-24 15:00:00,54.031700395872804,
2021-05-24 15:30:30,54.031700395872804,
2021-05-24 23:59:59,59.024192197624984,c
2021-05-25 00:00:00,66.76367931541984,
2021-05-25 10:00:00,51.397267043188776,
2021-05-25 10:30:00,47.06583977085961,
2021-05-25 12:00:00,54.61334671670397,
2021-05-25 13:30:00,47.343370392732595,
2021-05-25 15:00:00,54.721936365518786,
2021-05-25 15:30:30,54.721936365518786,
2021-05-25 23:59:59,60.41890671544206,c
2021-05-26 00:00:00,59.01641778881799,
2021-05-26 10:00:00,73.14846495168433,
2021-05-26 10:30:00,77.60418222473493,
2021-05-26 12:00:00,68.8625695164402,
2021-05-26 13:30:00,64.57730784972603,
2021-05-26 15:00:00,63.68605144861158,
2021-05-26 15:30:30,63.68605144861158,
2021-05-26 23:59:59,60.047806964745064,c
2021-05-27 00:00:00,44.7637264142611,
2021-05-27 10:00:00,36.95331594781385,
2021-05-27 10:30:00,36.85037142802162,
2021-05-27 12:00:00,44.610292534985774,
2021-05-27 13:30:00,45.611701714363676,
2021-05-27 15:00:00,36.60972849638074,
2021-05-27 15:30:30,36.60972849638074,m
2021-05-27 23:59:59,35.42494950237631,c
2021-05-28 00:00:00,34.429131616075665,
2021-05-28 10:00:00,41.076468799750046,
2021-05-28 10:30:00,51.38710003984477,
2021-05-28 12:00:00,46.97721067950374,
2021-05-28 13:30:00,39.359518569832176,
2021-05-28 15:00:00,41.777936763467665,
2021-05-28 15:30:30,41.777936763467665,
2021-05-28 23:59:59,39.6467158591646,w
2021-05-31 00:00:00,39.6467158591646,
2021-05-31 10:00:00,39.6467158591646,
2021-05-31 10:30:00,39.6467158591646,
2021-05-31 12:00:00,39.6467158591646,
2021-05-31 13:30:00,39.6467158591646,
2021-05-31 15:00:00,39.6467158591646,
2021-05-31 15:30:30,39.6467158591646,s
2021-05-31 23:59:59,39.6467158591646,c
2021-06-01 00:00:00,0.5518848002619734,
2021-06-01 10:00:00,-16.0161929492441,
2021-06-01 10:30:00,-18.976391951835694,
2021-06-01 12:00:00,-37.94347225904437,
2021-06-01 13:30:00,-35.766603188927206,
2021-06-01 15:00:00,-43.27452851879764,
2021-06-01 15:30:30,-43.27452851879764,
2021-06-01 23:59:59,-49.5668230877867,c
2021-06-02 00:00:00,-55.225861526456356,
2021-06-02 10:00:00,-37.0001606735907,
2021-06-02 10:30:00,-40.203793205645525,
2021-06-02 12:00:00,-29.42911233701284,
2021-06-02 13:30:00,-16.5852662669123,
2021-06-02 15:00:00,-28.315146364394764,
2021-06-02 15:30:30,-28.315146364394764,
2021-06-02 23:59:59,-27.0113778268784,c
2021-06-03 00:00:00,-13.981057733538705,
2021-06-03 10:00:00,-27.459361204612833,
2021-06-03 10:30:00,-27.51010471571385,
2021-06-03 12:00:00,-42.043039190747095,
2021-06-03 13:30:00,-30.914210366689076,
2021-06-03 15:00:00,-24.59867028806434,
2021-06-03 15:30:30,-24.59867028806434,
2021-06-03 23:59:59,-31.633331320372463,c
2021-06-04 00:00:00,-40.852200074345774,
2021-06-04 10:00:00,-38.04947228579442,
2021-06-04 10:30:00,-39.29933914174046,
2021-06-04 12:00:00,-31.219898993262177,
2021-06-04 13:30:00,-40.17727328093156,
2021-06-04 15:00:00,-35.1450453143965,
2021-06-04 15:30:30,-35.1450453143965,
2021-06-04 23:59:59,-43.42844455549539,w
2021-06-07 00:00:00,-52.634692835234546,
2021-06-07 10:00:00,-38.473788655014346,
2021-06-07 10:30:00,-32.020902758589955,
2021-06-07 12:00:00,-35.071556508126605,
2021-06-07 13:30:00,-34.045036254939305,
2021-06-07 15:00:00,-28.553455395820606,
2021-06-07 15:30:30,-28.553455395820606,
2021-06-07 23:59:59,-35.45228042666963,c
2021-06-08 00:00:00,-33.518033526370004,
2021-06-08 10:00:00,-41.73853206018214,
2021-06-08 10:30:00,-63.76995453992947,
2021-06-08 12:00:00,-77.83750688190878,
2021-06-08 13:30:00,-75.77651270439037,
2021-06-08 15:00:00,-73.45322253347729,
2021-06-08 15:30:30,-73.45322253347729,
2021-06-08 23:59:59,-73.16942902987012,c
2021-06-09 00:00:00,-56.55109671737239,
2021-06-09 10:00:00,-39.617872622177515,
2021-06-09 10:30:00,-54.424019968121684,
2021-06-09 12:00:00,-52.587109860754936,
2021-06-09 13:30:00,-40.2692298111499,
2021-06-09 15:00:00,-40.71987339546399,
2021-06-09 15:30:30,-40.71987339546399,
2021-06-09 23:59:59,-35.786587089001955,c
2021-06-10 00:00:00,-43.90456277970691,
2021-06-10 10:00:00,-21.012515009245362,
2021-06-10 10:30:00,-18.21445073695793,
2021-06-10 12:00:00,-11.99643194023895,
2021-06-10 13:30:00,-8.981072563886642,
2021-06-10 15:00:00,-11.29891544051327,
2021-06-10 15:30:30,-11.29891544051327,
2021-06-10 23:59:59,-1.1691309273470551,c
2021-06-11 00:00:00,-7.952295425442685,
2021-06-11 10:00:00,-5.173758187786007,
2021-06-11 10:30:00,-0.9251255886839544,
2021-06-11 12:00:00,0.660468264576707,
2021-06-11 13:30:00,-1.7205589136769959,
2021-06-11 15:00:00,0.8513628028636049,
2021-06-11 15:30:30,0.8513628028636049,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,6.8842465212317165,
2021-06-14 10:00:00,13.481071099213068,
2021-06-14 10:30:00,15.637331681252476,
2021-06-14 12:00:00,31.897175597411092,
2021-06-14 13:30:00,32.63062736246866,
2021-06-14 15:00:00,40.54136573591893,
2021-06-14 15:30:30,40.54136573591893,
2021-06-14 23:59:59,40.09650933840794,c
2021-06-15 00:00:00,44.597748874004765,
2021-06-15 10:00:00,51.794261914978165,
2021-06-15 10:30:00,64.51284487459179,
