date,FTSE_NA_REIT_2021_Q3,meta
2021-08-11 00:00:00,-230.7749952752556,
2021-08-11 10:00:00,-234.2402358651309,
2021-08-11 10:30:00,-241.8361366862332,
2021-08-11 12:00:00,-223.42565601926287,
2021-08-11 13:30:00,-234.65038366204442,
2021-08-11 15:00:00,-216.24333947199693,
2021-08-11 15:30:30,-216.24333947199693,
2021-08-11 23:59:59,-214.80060357930563,c
2021-08-12 00:00:00,-221.3005084009941,
2021-08-12 10:00:00,-203.36715284818126,
2021-08-12 10:30:00,-185.29897920001758,
2021-08-12 12:00:00,-184.1914763859644,
2021-08-12 13:30:00,-182.9239556389747,
2021-08-12 15:00:00,-170.42394106083702,
2021-08-12 15:30:30,-170.42394106083702,
2021-08-12 23:59:59,-192.3400159043407,c
2021-08-13 00:00:00,-162.34381651288618,
2021-08-13 10:00:00,-201.13047497514503,
2021-08-13 10:30:00,-203.14666387576597,
2021-08-13 12:00:00,-177.74960577770332,
2021-08-13 13:30:00,-210.36094302608842,
2021-08-13 15:00:00,-205.80400008395145,
2021-08-13 15:30:30,-205.80400008395145,
2021-08-13 23:59:59,-198.58466047674392,w
2021-08-16 00:00:00,-195.29033382700152,
2021-08-16 10:00:00,-151.20998216609053,
2021-08-16 10:30:00,-172.7033504345269,
2021-08-16 12:00:00,-167.2134439077057,
2021-08-16 13:30:00,-165.7302405637405,
2021-08-16 15:00:00,-158.15692980836536,
2021-08-16 15:30:30,-158.15692980836536,
2021-08-16 23:59:59,-147.70830517429727,c
2021-08-17 00:00:00,-132.94270815813366,
2021-08-17 10:00:00,-103.54515579438385,
2021-08-17 10:30:00,-109.75268982186833,
2021-08-17 12:00:00,-92.18076680319814,
2021-08-17 13:30:00,-81.64430831102777,
2021-08-17 15:00:00,-100.6650248605597,
2021-08-17 15:30:30,-100.6650248605597,
2021-08-17 23:59:59,-93.67513422956017,c
2021-08-18 00:00:00,-72.62503108412182,
2021-08-18 10:00:00,-100.44257924744716,
2021-08-18 10:30:00,-124.0733659907961,
2021-08-18 12:00:00,-155.6498067405647,
2021-08-18 13:30:00,-138.00148689874993,
2021-08-18 15:00:00,-138.63358972832225,
2021-08-18 15:30:30,-138.63358972832225,
2021-08-18 23:59:59,-142.62237898198168,c
2021-08-19 00:00:00,-110.99791533415817,
2021-08-19 10:00:00,-115.03169026311457,
2021-08-19 10:30:00,-73.44166876492102,
2021-08-19 12:00:00,-35.27895696723033,
2021-08-19 13:30:00,-43.241119216311745,
2021-08-19 15:00:00,-33.83114379515109,
2021-08-19 15:30:30,-33.83114379515109,
2021-08-19 23:59:59,-45.565927802147826,c
2021-08-20 00:00:00,-63.3349705423301,
2021-08-20 10:00:00,11.53186094943078,
2021-08-20 10:30:00,-1.5446613944505998,
2021-08-20 12:00:00,-32.61250934606812,
2021-08-20 13:30:00,-41.787558037542226,
2021-08-20 15:00:00,-57.171638665845535,
2021-08-20 15:30:30,-57.171638665845535,
2021-08-20 23:59:59,-53.65837234429807,w
2021-08-23 00:00:00,-69.13384949117699,
2021-08-23 10:00:00,-85.56095537525596,
2021-08-23 10:30:00,-51.25295098007825,
2021-08-23 12:00:00,-32.910063228465674,
2021-08-23 13:30:00,-34.64949701390219,
2021-08-23 15:00:00,-46.9474540753813,
2021-08-23 15:30:30,-46.9474540753813,s
2021-08-23 23:59:59,-43.09560231639534,c
2021-08-24 00:00:00,-35.17746545445573,
2021-08-24 10:00:00,-90.16726519225585,
2021-08-24 10:30:00,-79.30230361882388,
2021-08-24 12:00:00,-78.08943184515545,
2021-08-24 13:30:00,-115.47568984586053,
2021-08-24 15:00:00,-99.03277015337642,
2021-08-24 15:30:30,-99.03277015337642,
2021-08-24 23:59:59,-120.81497840017607,c
2021-08-25 00:00:00,-67.47202096654235,
2021-08-25 10:00:00,-189.91388362472014,
2021-08-25 10:30:00,-188.31252946486268,
2021-08-25 12:00:00,-221.78892177499586,
2021-08-25 13:30:00,-232.60923454129352,
2021-08-25 15:00:00,-209.89795277731616,
2021-08-25 15:30:30,-209.89795277731616,
2021-08-25 23:59:59,-194.80025700031842,c
2021-08-26 00:00:00,-159.8266748708362,
2021-08-26 10:00:00,-185.78965988169386,
2021-08-26 10:30:00,-178.96693477985207,
2021-08-26 12:00:00,-139.0940900467765,
2021-08-26 13:30:00,-126.75707913317547,
2021-08-26 15:00:00,-112.32946087817697,
2021-08-26 15:30:30,-112.32946087817697,
2021-08-26 23:59:59,-96.77895818935019,c
2021-08-27 00:00:00,-104.76099765761865,
2021-08-27 10:00:00,-135.03089508492167,
2021-08-27 10:30:00,-117.52636442450898,
2021-08-27 12:00:00,-169.72765474150674,
2021-08-27 13:30:00,-147.0675246512642,
2021-08-27 15:00:00,-149.60072005682287,
2021-08-27 15:30:30,-149.60072005682287,
2021-08-27 23:59:59,-138.27122311270944,w
2021-08-30 00:00:00,-144.6487971116037,
2021-08-30 10:00:00,-108.65051455133266,
2021-08-30 10:30:00,-58.48163028869203,
2021-08-30 12:00:00,-83.31263852474535,
2021-08-30 13:30:00,-99.1485706961131,
2021-08-30 15:00:00,-87.1362858067888,
2021-08-30 15:30:30,-87.1362858067888,
2021-08-30 23:59:59,-80.31247796108221,c
2021-08-31 00:00:00,-76.73336349232363,
2021-08-31 10:00:00,-69.7142561930807,
2021-08-31 10:30:00,-72.7610627251778,
2021-08-31 12:00:00,-91.50717575788804,
2021-08-31 13:30:00,-95.87023884171322,
2021-08-31 15:00:00,-86.4573127477795,
2021-08-31 15:30:30,-86.4573127477795,m
2021-08-31 23:59:59,-81.71761124324996,c
2021-09-01 00:00:00,-138.93845619802823,
2021-09-01 10:00:00,-63.55682552109056,
