date,EU_SXXEP6_AD_2021_Q4,meta
2021-11-10 00:00:00,-837.7932491648528,
2021-11-10 03:30:00,-860.7268854833834,
2021-11-10 04:00:00,-871.4785856903179,
2021-11-10 06:00:00,-899.7003317315214,
2021-11-10 08:00:00,-876.1775107011988,
2021-11-10 10:30:00,-808.8344319107698,
2021-11-10 11:00:00,-812.0675565517167,
2021-11-10 23:59:59,-793.4974052472114,c
2021-11-11 00:00:00,-767.732151888318,
2021-11-11 03:30:00,-770.2887958656904,
2021-11-11 04:00:00,-749.4997861484403,
2021-11-11 06:00:00,-750.8015903373591,
2021-11-11 08:00:00,-710.5849890363183,
2021-11-11 10:30:00,-695.4800629589139,
2021-11-11 11:00:00,-708.0092937758906,
2021-11-11 23:59:59,-700.5870585313045,c
2021-11-12 00:00:00,-679.7641654967646,
2021-11-12 03:30:00,-648.4671213133033,
2021-11-12 04:00:00,-651.2967810085611,
2021-11-12 06:00:00,-629.786787379983,
2021-11-12 08:00:00,-625.4434214412868,
2021-11-12 10:30:00,-607.1610211707571,
2021-11-12 11:00:00,-605.2535879730025,
2021-11-12 23:59:59,-588.708887358779,w
2021-11-15 00:00:00,-577.2035343818745,
2021-11-15 03:30:00,-572.7865082580979,
2021-11-15 04:00:00,-565.7863464303291,
2021-11-15 06:00:00,-549.9255993824722,
2021-11-15 08:00:00,-556.157610030553,
2021-11-15 10:30:00,-535.7539096202689,
2021-11-15 11:00:00,-544.3290637791144,
2021-11-15 23:59:59,-535.8921064690581,c
2021-11-16 00:00:00,-512.8825993544825,
2021-11-16 03:30:00,-540.0645432982749,
2021-11-16 04:00:00,-503.285212781705,
2021-11-16 06:00:00,-546.244301423672,
2021-11-16 08:00:00,-571.4136585815253,
2021-11-16 10:30:00,-533.5446726658279,
2021-11-16 11:00:00,-518.4618763059111,
2021-11-16 23:59:59,-495.8233660935317,c
2021-11-17 00:00:00,-476.5577450597084,
2021-11-17 03:30:00,-465.99417997971966,
2021-11-17 04:00:00,-470.8738853933255,
2021-11-17 06:00:00,-446.8513164277497,
2021-11-17 08:00:00,-424.3475250773963,
2021-11-17 10:30:00,-413.6929464482149,
2021-11-17 11:00:00,-418.39649532716885,
2021-11-17 23:59:59,-422.38101293175,c
2021-11-18 00:00:00,-389.4775207135815,
2021-11-18 03:30:00,-411.1313402663825,
2021-11-18 04:00:00,-388.1580429497735,
2021-11-18 06:00:00,-407.2747172653885,
2021-11-18 08:00:00,-405.90626483224185,
2021-11-18 10:30:00,-382.38251014575644,
2021-11-18 11:00:00,-366.0854521881488,
2021-11-18 23:59:59,-356.23529866417925,c
2021-11-19 00:00:00,-347.737930399196,
2021-11-19 03:30:00,-347.5152199362218,
2021-11-19 04:00:00,-361.4293210101781,
2021-11-19 06:00:00,-389.6797598978851,
2021-11-19 08:00:00,-381.62000503814556,
2021-11-19 10:30:00,-335.7448362661652,
2021-11-19 11:00:00,-348.1113561994815,
