date,MSCI_FACT_MTUM_HEDGED_2022_Q4,meta
2022-10-14 00:00:00,-36.87709130108584,
2022-10-14 10:00:00,-43.811836992353335,
2022-10-14 10:30:00,-43.16459153857403,
2022-10-14 12:00:00,-45.88937344196495,
2022-10-14 13:30:00,-47.305492723253224,
2022-10-14 15:00:00,-49.10486670928259,
2022-10-14 15:30:30,-49.10486670928259,
2022-10-14 23:59:59,-46.46821506417854,w
2022-10-17 00:00:00,-51.946992845965895,
2022-10-17 10:00:00,-61.05351960162261,
2022-10-17 10:30:00,-56.879127227724666,
2022-10-17 12:00:00,-63.271223977709724,
2022-10-17 13:30:00,-65.42405289198723,
2022-10-17 15:00:00,-66.6326864210015,
2022-10-17 15:30:30,-66.6326864210015,
2022-10-17 23:59:59,-64.82871742251746,c
2022-10-18 00:00:00,-67.7514320241861,
2022-10-18 10:00:00,-74.8977990561844,
2022-10-18 10:30:00,-74.0222466813064,
2022-10-18 12:00:00,-72.96447109016515,
2022-10-18 13:30:00,-66.92678594425882,
2022-10-18 15:00:00,-64.8524945970056,
2022-10-18 15:30:30,-64.8524945970056,
2022-10-18 23:59:59,-62.94493175703559,c
2022-10-19 00:00:00,-68.3571880889557,
2022-10-19 10:00:00,-63.83845349811173,
2022-10-19 10:30:00,-64.71097259375426,
2022-10-19 12:00:00,-59.89482089984597,
2022-10-19 13:30:00,-60.85806427822564,
2022-10-19 15:00:00,-56.51204780456709,
2022-10-19 15:30:30,-56.51204780456709,
2022-10-19 23:59:59,-55.91838045529454,c
2022-10-20 00:00:00,-53.60172756200109,
2022-10-20 10:00:00,-53.95765086713254,
2022-10-20 10:30:00,-54.707510226714135,
2022-10-20 12:00:00,-53.01790251365372,
2022-10-20 13:30:00,-54.990008026319686,
2022-10-20 15:00:00,-46.439228955274245,
2022-10-20 15:30:30,-46.439228955274245,
2022-10-20 23:59:59,-43.7192335389052,c
2022-10-21 00:00:00,-44.677802451412106,
2022-10-21 10:00:00,-48.95104502312563,
2022-10-21 10:30:00,-54.729578661798996,
2022-10-21 12:00:00,-49.7633909493519,
2022-10-21 13:30:00,-52.85588104267919,
2022-10-21 15:00:00,-56.40414488133388,
2022-10-21 15:30:30,-56.40414488133388,
