date,BOTZ_2022_Q2,meta
2022-06-09 00:00:00,-260.24194522849547,
2022-06-09 10:00:00,-250.10340893930538,
2022-06-09 10:30:00,-205.13151856037553,
2022-06-09 12:00:00,-227.2272617362171,
2022-06-09 13:30:00,-238.8829642734823,
2022-06-09 15:00:00,-266.8660047057217,
2022-06-09 15:30:30,-266.8660047057217,
2022-06-09 23:59:59,-245.73751136616187,c
2022-06-10 00:00:00,-230.42730381010995,
2022-06-10 10:00:00,-224.12557343369485,
2022-06-10 10:30:00,-240.78977042199062,
2022-06-10 12:00:00,-262.3592011567123,
2022-06-10 13:30:00,-241.6934663663626,
2022-06-10 15:00:00,-219.02328534995695,
2022-06-10 15:30:30,-219.02328534995695,
2022-06-10 23:59:59,-208.3516969757402,w
2022-06-13 00:00:00,-247.70325715965913,
2022-06-13 10:00:00,-252.02853964231758,
2022-06-13 10:30:00,-235.93162820622302,
2022-06-13 12:00:00,-251.4408670245706,
2022-06-13 13:30:00,-269.7723685689385,
2022-06-13 15:00:00,-262.7057022002876,
2022-06-13 15:30:30,-262.7057022002876,
2022-06-13 23:59:59,-259.56884749193057,c
2022-06-14 00:00:00,-263.0690727430476,
2022-06-14 10:00:00,-256.67689633805156,
2022-06-14 10:30:00,-258.62527220078266,
2022-06-14 12:00:00,-266.5244941419655,
2022-06-14 13:30:00,-272.89163725969934,
2022-06-14 15:00:00,-264.02779937863306,
2022-06-14 15:30:30,-264.02779937863306,
2022-06-14 23:59:59,-248.88141187986525,c
2022-06-15 00:00:00,-263.04367123377585,
2022-06-15 10:00:00,-235.027909501311,
2022-06-15 10:30:00,-244.44546425908544,
2022-06-15 12:00:00,-234.27648703353054,
2022-06-15 13:30:00,-217.9951332712301,
2022-06-15 15:00:00,-191.02617111929737,
2022-06-15 15:30:30,-191.02617111929737,
2022-06-15 23:59:59,-189.57781124663597,c
2022-06-16 00:00:00,-189.54015034772,
2022-06-16 10:00:00,-184.0457627169156,
2022-06-16 10:30:00,-206.38839153608603,
2022-06-16 12:00:00,-216.72711152152004,
2022-06-16 13:30:00,-234.62715495831566,
2022-06-16 15:00:00,-238.8649167422152,
2022-06-16 15:30:30,-238.8649167422152,
2022-06-16 23:59:59,-239.43670694097398,c
2022-06-17 00:00:00,-261.24859946356395,
2022-06-17 10:00:00,-222.81782596475125,
2022-06-17 10:30:00,-222.27959130275656,
2022-06-17 12:00:00,-229.57880783184407,
2022-06-17 13:30:00,-224.2154774936904,
2022-06-17 15:00:00,-225.0488267806894,
2022-06-17 15:30:30,-225.0488267806894,q
2022-06-17 23:59:59,-216.91307889668667,w
2022-06-20 00:00:00,-216.91307889668667,
2022-06-20 10:00:00,-216.27534468370754,
2022-06-20 10:30:00,-214.47242428485907,
2022-06-20 12:00:00,-215.54780850522286,
2022-06-20 13:30:00,-214.29827254127366,
2022-06-20 15:00:00,-214.22589630727742,
2022-06-20 15:30:30,-214.22589630727742,
2022-06-20 23:59:59,-214.22589630727742,c
2022-06-21 00:00:00,-221.43025402196582,
2022-06-21 10:00:00,-208.17026608737518,
2022-06-21 10:30:00,-200.8112432443794,
2022-06-21 12:00:00,-192.55442874236985,
2022-06-21 13:30:00,-197.59839524319528,
2022-06-21 15:00:00,-219.87543994783874,
2022-06-21 15:30:30,-219.87543994783874,
2022-06-21 23:59:59,-221.39171252543787,c
2022-06-22 00:00:00,-211.3929083283707,
2022-06-22 10:00:00,-184.1717267328081,
2022-06-22 10:30:00,-165.79865218312995,
2022-06-22 12:00:00,-170.65852568202905,
2022-06-22 13:30:00,-161.26368785580598,
2022-06-22 15:00:00,-159.97088413810974,
2022-06-22 15:30:30,-159.97088413810974,
2022-06-22 23:59:59,-180.41992720371792,c
2022-06-23 00:00:00,-180.86805589479167,
2022-06-23 10:00:00,-132.53294121500528,
