date,XSLV_2022_Q2,meta
2022-04-15 00:00:00,87.09755421252696,
2022-04-15 10:00:00,87.09755421252696,
2022-04-15 10:30:00,87.09755421252696,
2022-04-15 12:00:00,87.09755421252696,
2022-04-15 13:30:00,87.09755421252696,
2022-04-15 15:00:00,87.09755421252696,
2022-04-15 15:30:30,87.09755421252696,
2022-04-15 23:59:59,87.09755421252696,w
2022-04-18 00:00:00,87.09755421252696,
2022-04-18 10:00:00,99.51182593460058,
2022-04-18 10:30:00,104.67896775974613,
2022-04-18 12:00:00,126.20363169703084,
2022-04-18 13:30:00,117.56037882859445,
2022-04-18 15:00:00,114.0268183291363,
2022-04-18 15:30:30,114.0268183291363,
2022-04-18 23:59:59,112.72267581826095,c
2022-04-19 00:00:00,102.95066279796056,
2022-04-19 10:00:00,103.17750726590101,
2022-04-19 10:30:00,97.44490099666712,
2022-04-19 12:00:00,104.50342918297285,
2022-04-19 13:30:00,117.53458662552501,
2022-04-19 15:00:00,102.9492502857363,
2022-04-19 15:30:30,102.9492502857363,
2022-04-19 23:59:59,107.62706900436997,c
2022-04-20 00:00:00,97.35115834406203,
2022-04-20 10:00:00,117.5129155788846,
2022-04-20 10:30:00,118.46437777584276,
2022-04-20 12:00:00,111.19346481228547,
2022-04-20 13:30:00,101.20512674956478,
2022-04-20 15:00:00,91.13096180378808,
2022-04-20 15:30:30,91.13096180378808,
2022-04-20 23:59:59,93.96850365804266,c
2022-04-21 00:00:00,102.89698668284026,
2022-04-21 10:00:00,95.8750102585071,
2022-04-21 10:30:00,78.97857427832045,
2022-04-21 12:00:00,81.80072135199053,
2022-04-21 13:30:00,88.50126928454344,
2022-04-21 15:00:00,89.03927065230961,
2022-04-21 15:30:30,89.03927065230961,
2022-04-21 23:59:59,84.68265774915979,c
2022-04-22 00:00:00,92.00715959243135,
2022-04-22 10:00:00,74.1229458571444,
2022-04-22 10:30:00,101.142844574695,
2022-04-22 12:00:00,81.74242014919915,
2022-04-22 13:30:00,88.99359340074597,
2022-04-22 15:00:00,93.30769775640987,
2022-04-22 15:30:30,93.30769775640987,
2022-04-22 23:59:59,93.55553072635098,w
2022-04-25 00:00:00,110.47588239597307,
2022-04-25 10:00:00,117.47461569227517,
2022-04-25 10:30:00,110.37122144056949,
2022-04-25 12:00:00,131.63799699097487,
2022-04-25 13:30:00,150.71611986412893,
2022-04-25 15:00:00,151.6162447537469,
2022-04-25 15:30:30,151.6162447537469,
2022-04-25 23:59:59,145.44085915027432,c
2022-04-26 00:00:00,138.98202557348424,
2022-04-26 10:00:00,152.12564661337188,
2022-04-26 10:30:00,156.25555093024906,
2022-04-26 12:00:00,162.30866709652946,
2022-04-26 13:30:00,193.45982257919422,
2022-04-26 15:00:00,199.37997799855503,
2022-04-26 15:30:30,199.37997799855503,
2022-04-26 23:59:59,179.6656865762883,c
2022-04-27 00:00:00,176.13650542387393,
2022-04-27 10:00:00,174.4630072705467,
2022-04-27 10:30:00,184.8052468659393,
2022-04-27 12:00:00,177.8546003380684,
