date,MTECH_2022_Q3,meta
2022-08-19 00:00:00,346.56827177618334,
2022-08-19 10:00:00,327.568179005086,
2022-08-19 10:30:00,321.97761133207837,
2022-08-19 12:00:00,324.84711481139107,
2022-08-19 13:30:00,320.3409627085657,
2022-08-19 15:00:00,327.8798103836525,
2022-08-19 15:30:30,327.8798103836525,
2022-08-19 23:59:59,327.09709960836744,w
2022-08-22 00:00:00,342.90790334100893,
2022-08-22 10:00:00,332.60404656177366,
2022-08-22 10:30:00,331.1573642920657,
2022-08-22 12:00:00,326.8587844996764,
2022-08-22 13:30:00,316.12393521552895,
2022-08-22 15:00:00,321.0696816036011,
2022-08-22 15:30:30,321.0696816036011,
2022-08-22 23:59:59,316.50184025576937,c
2022-08-23 00:00:00,328.26142701801655,
2022-08-23 10:00:00,314.89518287235705,
2022-08-23 10:30:00,315.488582058108,
2022-08-23 12:00:00,308.1645656852568,
2022-08-23 13:30:00,312.83423230680205,
2022-08-23 15:00:00,309.9670485860081,
2022-08-23 15:30:30,309.9670485860081,
2022-08-23 23:59:59,315.7973392201982,c
2022-08-24 00:00:00,323.1360958516482,
2022-08-24 10:00:00,321.4034279299858,
2022-08-24 10:30:00,313.8240271219729,
2022-08-24 12:00:00,331.1269648967541,
2022-08-24 13:30:00,330.1351260516949,
2022-08-24 15:00:00,333.63615155872685,
2022-08-24 15:30:30,333.63615155872685,
2022-08-24 23:59:59,333.0570732361855,c
2022-08-25 00:00:00,240.3982309665837,
2022-08-25 10:00:00,245.31546978239044,
2022-08-25 10:30:00,266.37998506397366,
2022-08-25 12:00:00,278.05495042715165,
2022-08-25 13:30:00,288.5391936226729,
2022-08-25 15:00:00,277.4068600520202,
2022-08-25 15:30:30,277.4068600520202,
2022-08-25 23:59:59,293.36427300965715,c
2022-08-26 00:00:00,284.1041584999093,
2022-08-26 10:00:00,272.4894958028008,
2022-08-26 10:30:00,285.1969254206879,
2022-08-26 12:00:00,261.6742095197592,
2022-08-26 13:30:00,251.8825208838664,
2022-08-26 15:00:00,262.21423735125427,
2022-08-26 15:30:30,262.21423735125427,
2022-08-26 23:59:59,260.4738170724718,w
2022-08-29 00:00:00,264.73703915116516,
2022-08-29 10:00:00,259.5179166007317,
2022-08-29 10:30:00,255.9668066473389,
2022-08-29 12:00:00,233.93901612712625,
2022-08-29 13:30:00,228.6128303584394,
2022-08-29 15:00:00,227.09064146113087,
2022-08-29 15:30:30,227.09064146113087,
2022-08-29 23:59:59,228.10231298890562,c
2022-08-30 00:00:00,244.50830134551347,
2022-08-30 10:00:00,246.03157279486163,
2022-08-30 10:30:00,233.03811688626502,
2022-08-30 12:00:00,228.80417003347475,
2022-08-30 13:30:00,224.05359181639574,
2022-08-30 15:00:00,227.62468743445788,
2022-08-30 15:30:30,227.62468743445788,
2022-08-30 23:59:59,224.02993409854344,c
2022-08-31 00:00:00,237.11091771349925,
2022-08-31 10:00:00,232.6578882695685,
2022-08-31 10:30:00,222.42448281223733,
2022-08-31 12:00:00,202.3192874204069,
2022-08-31 13:30:00,194.63600985189328,
2022-08-31 15:00:00,202.16660030787966,
2022-08-31 15:30:30,202.16660030787966,s
2022-08-31 23:59:59,201.31266905525126,c
2022-09-01 00:00:00,110.26174913794534,
