date,AS_MSCI_EM_ESG_2022_Q2,meta
2022-04-28 00:00:00,-95.50634916269667,
2022-04-28 01:00:00,-99.39770872112871,
2022-04-28 02:30:00,-66.69248417195541,
2022-04-28 03:00:00,-76.64568753020274,
2022-04-28 18:30:00,-76.64568753020274,
2022-04-28 20:00:00,-76.64568753020274,
2022-04-28 23:00:00,-103.85821426200619,
2022-04-28 23:59:59,-130.77626084131975,c
2022-04-29 00:00:00,-115.57088048360833,
2022-04-29 01:00:00,-112.326513356347,
2022-04-29 02:30:00,-113.4688678140347,
2022-04-29 03:00:00,-118.91400602415644,
2022-04-29 18:30:00,-118.91400602415644,
2022-04-29 20:00:00,-118.91400602415644,
2022-04-29 23:00:00,-118.91400602415644,
2022-04-29 23:59:59,-174.22386267120714,w
2022-05-02 00:00:00,-183.92394276250593,
2022-05-02 01:00:00,-189.7266047168771,
2022-05-02 02:30:00,-189.7266047168771,
2022-05-02 03:00:00,-189.7266047168771,
2022-05-02 18:30:00,-189.7266047168771,
2022-05-02 20:00:00,-189.7266047168771,
2022-05-02 23:00:00,-190.68575035435265,
2022-05-02 23:59:59,-173.56559554324588,c
2022-05-03 00:00:00,-175.2003856810274,
2022-05-03 01:00:00,-187.4230599207915,
2022-05-03 02:30:00,-197.81060951086027,
2022-05-03 03:00:00,-188.47484668615874,
2022-05-03 18:30:00,-188.47484668615874,
2022-05-03 20:00:00,-188.47484668615874,
2022-05-03 23:00:00,-144.548370203787,
2022-05-03 23:59:59,-143.38352212309536,c
2022-05-04 00:00:00,-132.58763929476345,
2022-05-04 01:00:00,-137.05562607609772,
2022-05-04 02:30:00,-136.2134222354797,
2022-05-04 03:00:00,-127.39363702490397,
2022-05-04 18:30:00,-127.39363702490397,
2022-05-04 20:00:00,-127.39363702490397,
2022-05-04 23:00:00,-102.17602507946884,
2022-05-04 23:59:59,-96.90426441272592,c
2022-05-05 00:00:00,-97.35532022061233,
2022-05-05 01:00:00,-96.19488251979107,
2022-05-05 02:30:00,-110.3890121980715,
2022-05-05 03:00:00,-90.55921584266417,
2022-05-05 18:30:00,-90.55921584266417,
2022-05-05 20:00:00,-90.55921584266417,
2022-05-05 23:00:00,-78.85316870292365,
2022-05-05 23:59:59,-58.425289654442594,c
2022-05-06 00:00:00,-34.49766901100148,
2022-05-06 01:00:00,-29.961538818562758,
2022-05-06 02:30:00,-20.738084843921257,
2022-05-06 03:00:00,-24.366019487108133,
2022-05-06 18:30:00,-24.366019487108133,
2022-05-06 20:00:00,-24.366019487108133,
2022-05-06 23:00:00,-24.366019487108133,
2022-05-06 23:59:59,-8.767402668405794,w
2022-05-09 00:00:00,0.9932907684269878,
2022-05-09 01:00:00,-8.089632469984792,
2022-05-09 02:30:00,-8.089632469984792,
2022-05-09 03:00:00,-8.089632469984792,
2022-05-09 18:30:00,-8.089632469984792,
2022-05-09 20:00:00,-8.089632469984792,
2022-05-09 23:00:00,-82.37353777522122,
2022-05-09 23:59:59,-62.357510383761166,c
2022-05-10 00:00:00,-10.02873519864508,
2022-05-10 01:00:00,-13.629759782587143,
2022-05-10 02:30:00,-42.76547988183404,
2022-05-10 03:00:00,-48.11572970201985,
2022-05-10 18:30:00,-48.11572970201985,
2022-05-10 20:00:00,-48.11572970201985,
2022-05-10 23:00:00,-81.77317865694806,
2022-05-10 23:59:59,-67.22399683317727,c
2022-05-11 00:00:00,-73.78630123753442,
2022-05-11 01:00:00,-70.10828162782758,
2022-05-11 02:30:00,-88.47109573278169,
2022-05-11 03:00:00,-76.65956131953169,
2022-05-11 18:30:00,-76.65956131953169,
2022-05-11 20:00:00,-76.65956131953169,
2022-05-11 23:00:00,-54.861646758878464,
2022-05-11 23:59:59,-55.12546742382921,c
2022-05-12 00:00:00,-43.578431761825215,
2022-05-12 01:00:00,-57.50071346036603,
2022-05-12 02:30:00,-30.48385941204623,
2022-05-12 03:00:00,-32.18102910953192,
2022-05-12 18:30:00,-32.18102910953192,
2022-05-12 20:00:00,-32.18102910953192,
2022-05-12 23:00:00,41.77094621224862,
2022-05-12 23:59:59,57.5540324412388,c
2022-05-13 00:00:00,46.86623461995248,
2022-05-13 01:00:00,65.22660543765326,
2022-05-13 02:30:00,42.22423273446245,
2022-05-13 03:00:00,34.645881596534736,
2022-05-13 18:30:00,34.645881596534736,
2022-05-13 20:00:00,34.645881596534736,
2022-05-13 23:00:00,34.645881596534736,
2022-05-13 23:59:59,8.263504464902269,w
2022-05-16 00:00:00,59.65315936620323,
2022-05-16 01:00:00,60.288078417449526,
2022-05-16 02:30:00,47.398501167642706,
2022-05-16 03:00:00,46.50667805222187,
2022-05-16 18:30:00,46.50667805222187,
2022-05-16 20:00:00,46.50667805222187,
2022-05-16 23:00:00,-35.19359360499104,
2022-05-16 23:59:59,-41.64314172230658,c
2022-05-17 00:00:00,-45.8697291973468,
2022-05-17 01:00:00,-53.40843544066439,
2022-05-17 02:30:00,-49.671049076376505,
2022-05-17 03:00:00,-55.98142146122322,
2022-05-17 18:30:00,-55.98142146122322,
2022-05-17 20:00:00,-55.98142146122322,
2022-05-17 23:00:00,-16.20881641453306,
2022-05-17 23:59:59,-56.28144890259637,c
2022-05-18 00:00:00,-69.28505552398423,
2022-05-18 01:00:00,-71.62025673545111,
2022-05-18 02:30:00,-68.0088272809243,
2022-05-18 03:00:00,-52.48987043646483,
2022-05-18 18:30:00,-52.48987043646483,
2022-05-18 20:00:00,-52.48987043646483,
2022-05-18 23:00:00,-68.22652002276843,
2022-05-18 23:59:59,-54.73462746744579,c
2022-05-19 00:00:00,-50.69940885094303,
2022-05-19 01:00:00,-53.88815087457604,
2022-05-19 02:30:00,-44.93996314236614,
2022-05-19 03:00:00,-52.137398674096204,
2022-05-19 18:30:00,-52.137398674096204,
2022-05-19 20:00:00,-52.137398674096204,
2022-05-19 23:00:00,6.114662752539886,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,-15.251581991810468,
2022-05-20 01:00:00,1.827135299049587,
2022-05-20 02:30:00,-21.771858718078136,
2022-05-20 03:00:00,-33.41308965307579,
2022-05-20 18:30:00,-33.41308965307579,
2022-05-20 20:00:00,-33.41308965307579,
2022-05-20 23:00:00,-33.41308965307579,
2022-05-20 23:59:59,-36.539818507139074,w
2022-05-23 00:00:00,54.2336881537349,
2022-05-23 01:00:00,48.480599584050566,
2022-05-23 02:30:00,22.746715467876697,
2022-05-23 03:00:00,32.968603517003345,
2022-05-23 18:30:00,32.968603517003345,
2022-05-23 20:00:00,32.968603517003345,
2022-05-23 23:00:00,108.34865323260918,
2022-05-23 23:59:59,92.62709665466653,c
2022-05-24 00:00:00,61.50519524462875,
2022-05-24 01:00:00,59.427396957925566,
2022-05-24 02:30:00,62.794268036149646,
2022-05-24 03:00:00,71.9599558303961,
2022-05-24 18:30:00,71.9599558303961,
2022-05-24 20:00:00,71.9599558303961,
2022-05-24 23:00:00,72.08754950351594,
2022-05-24 23:59:59,63.84271038775026,c
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
0,63.84271038775026,
2022-05-25 00:00:00,74.98597824233259,
2022-05-25 01:00:00,76.16521690104219,
2022-05-25 02:30:00,52.50035236335506,
2022-05-25 03:00:00,41.57648963094857,
2022-05-25 18:30:00,41.57648963094857,
2022-05-25 20:00:00,41.57648963094857,
2022-05-25 23:00:00,83.43162104283353,
2022-05-25 23:59:59,52.88838516362577,c
2022-05-26 00:00:00,44.623582746846125,
2022-05-26 01:00:00,31.69019483510138,
2022-05-26 02:30:00,67.31456524609688,
2022-05-26 03:00:00,65.57160364994883,
2022-05-26 18:30:00,65.57160364994883,
2022-05-26 20:00:00,65.57160364994883,
2022-05-26 23:00:00,70.81010330148813,
2022-05-26 23:59:59,62.928382897215755,c
2022-05-27 00:00:00,55.118923073960815,
2022-05-27 01:00:00,62.124598254255744,
2022-05-27 02:30:00,69.28680863217187,
2022-05-27 03:00:00,61.02730884428523,
2022-05-27 18:30:00,61.02730884428523,
2022-05-27 20:00:00,61.02730884428523,
2022-05-27 23:00:00,61.02730884428523,
2022-05-27 23:59:59,27.49268447578038,w
2022-05-30 00:00:00,19.68583132176059,
2022-05-30 01:00:00,24.096720467499523,
2022-05-30 02:30:00,25.51556197532406,
2022-05-30 03:00:00,20.854404926020777,
2022-05-30 18:30:00,20.854404926020777,
2022-05-30 20:00:00,20.854404926020777,
2022-05-30 23:00:00,2.980179048091969,
2022-05-30 23:59:59,22.985346606248612,c
2022-05-31 00:00:00,16.498974012340568,
2022-05-31 01:00:00,34.87605770237724,
2022-05-31 02:30:00,29.1254351981992,
2022-05-31 03:00:00,24.91114470810075,
2022-05-31 18:30:00,24.91114470810075,
2022-05-31 20:00:00,24.91114470810075,
2022-05-31 23:00:00,-43.714768569287145,
2022-05-31 23:59:59,-33.44624244004828,e
2022-06-01 00:00:00,-46.79240045164312,
2022-06-01 01:00:00,-50.05602455866605,
2022-06-01 02:30:00,-41.28819485895005,
2022-06-01 03:00:00,-42.8391231164905,
2022-06-01 18:30:00,-42.8391231164905,
2022-06-01 20:00:00,-42.8391231164905,
2022-06-01 23:00:00,-152.97526029726964,
2022-06-01 23:59:59,-143.12817117598325,c
2022-06-02 00:00:00,-133.7702359764951,
2022-06-02 01:00:00,-142.5557810487324,
2022-06-02 02:30:00,-155.65684299145443,
2022-06-02 03:00:00,-159.51770940904402,
2022-06-02 18:30:00,-159.51770940904402,
2022-06-02 20:00:00,-159.51770940904402,
2022-06-02 23:00:00,-169.71420495368886,
2022-06-02 23:59:59,-160.39478665935042,c
2022-06-03 00:00:00,-154.99659199132424,
2022-06-03 01:00:00,-154.07494204583298,
2022-06-03 02:30:00,-154.07494204583298,
2022-06-03 03:00:00,-154.07494204583298,
2022-06-03 18:30:00,-154.07494204583298,
2022-06-03 20:00:00,-154.07494204583298,
2022-06-03 23:00:00,-154.07494204583298,
2022-06-03 23:59:59,-161.63681187357275,w
2022-06-06 00:00:00,-201.12193575035792,
2022-06-06 01:00:00,-200.45186123541419,
2022-06-06 02:30:00,-216.371034277347,
2022-06-06 03:00:00,-235.15020725177806,
2022-06-06 18:30:00,-235.15020725177806,
2022-06-06 20:00:00,-235.15020725177806,
2022-06-06 23:00:00,-267.4494643692568,
2022-06-06 23:59:59,-273.331601894329,c
2022-06-07 00:00:00,-281.82360356256953,
2022-06-07 01:00:00,-272.14162952242293,
2022-06-07 02:30:00,-265.1311196797201,
2022-06-07 03:00:00,-272.91854142535414,
2022-06-07 18:30:00,-272.91854142535414,
2022-06-07 20:00:00,-272.91854142535414,
2022-06-07 23:00:00,-268.1548334595819,
2022-06-07 23:59:59,-265.4041069565411,c
2022-06-08 00:00:00,-263.5254531259412,
2022-06-08 01:00:00,-261.10297358757697,
2022-06-08 02:30:00,-274.163880273754,
2022-06-08 03:00:00,-282.6211267962988,
2022-06-08 18:30:00,-282.6211267962988,
2022-06-08 20:00:00,-282.6211267962988,
2022-06-08 23:00:00,-265.25137555412806,
2022-06-08 23:59:59,-268.0620743298025,c
2022-06-09 00:00:00,-273.9055808527737,
2022-06-09 01:00:00,-268.53092261481515,
2022-06-09 02:30:00,-242.5589610431004,
2022-06-09 03:00:00,-246.17094480860277,
2022-06-09 18:30:00,-246.17094480860277,
2022-06-09 20:00:00,-246.17094480860277,
2022-06-09 23:00:00,-248.95752583952407,
2022-06-09 23:59:59,-264.137279187479,c
2022-06-10 00:00:00,-279.53590195660996,
2022-06-10 01:00:00,-287.47677782310615,
2022-06-10 02:30:00,-306.96702283617435,
2022-06-10 03:00:00,-323.11631589926895,
2022-06-10 18:30:00,-323.11631589926895,
2022-06-10 20:00:00,-323.11631589926895,
2022-06-10 23:00:00,-323.11631589926895,
2022-06-10 23:59:59,-299.91893463728735,w
2022-06-13 00:00:00,-298.90318121865636,
2022-06-13 01:00:00,-295.02871831002454,
2022-06-13 02:30:00,-291.7322583208391,
2022-06-13 03:00:00,-298.55264748941397,
2022-06-13 18:30:00,-298.55264748941397,
2022-06-13 20:00:00,-298.55264748941397,
2022-06-13 23:00:00,-271.754402358368,
2022-06-13 23:59:59,-239.7401085691539,c
2022-06-14 00:00:00,-233.81374796883108,
2022-06-14 01:00:00,-227.3080646249246,
2022-06-14 02:30:00,-242.45202810361133,
2022-06-14 03:00:00,-279.5372833982895,
2022-06-14 18:30:00,-279.5372833982895,
2022-06-14 20:00:00,-279.5372833982895,
2022-06-14 23:00:00,-449.5775114915062,
2022-06-14 23:59:59,-502.09969524914806,c
2022-06-15 00:00:00,-507.2076075669516,
2022-06-15 01:00:00,-518.1850210394578,
2022-06-15 02:30:00,-528.827695790151,
2022-06-15 03:00:00,-507.8606891246099,
2022-06-15 18:30:00,-507.8606891246099,
2022-06-15 20:00:00,-507.8606891246099,
2022-06-15 23:00:00,-546.9950731109543,
2022-06-15 23:59:59,-517.7887406056973,c
2022-06-16 00:00:00,-524.129537954554,
2022-06-16 01:00:00,-537.2781955322555,
2022-06-16 02:30:00,-523.7283319499379,
2022-06-16 03:00:00,-496.74883785494325,
2022-06-16 18:30:00,-496.74883785494325,
2022-06-16 20:00:00,-496.74883785494325,
2022-06-16 23:00:00,-515.3696091521476,
2022-06-16 23:59:59,-513.4675539970506,c
2022-06-17 00:00:00,-537.6368800191165,
2022-06-17 01:00:00,-518.9753090741842,
2022-06-17 02:30:00,-566.4694286110489,
2022-06-17 03:00:00,-561.6314171235767,
2022-06-17 18:30:00,-561.6314171235767,
2022-06-17 20:00:00,-561.6314171235767,
2022-06-17 23:00:00,-561.6314171235767,
2022-06-17 23:59:59,-565.5473290876748,w
2022-06-20 00:00:00,-635.428984983042,
2022-06-20 01:00:00,-641.8392711033193,
2022-06-20 02:30:00,-621.6750748415359,
2022-06-20 03:00:00,-626.289541397113,
2022-06-20 18:30:00,-626.289541397113,
2022-06-20 20:00:00,-626.289541397113,
2022-06-20 23:00:00,-675.3033328624635,
2022-06-20 23:59:59,-678.1673090658337,c
2022-06-21 00:00:00,-688.9788312472292,
2022-06-21 01:00:00,-694.8993988052382,
2022-06-21 02:30:00,-679.4866696057734,
2022-06-21 03:00:00,-688.7952452084321,
2022-06-21 18:30:00,-688.7952452084321,
2022-06-21 20:00:00,-688.7952452084321,
2022-06-21 23:00:00,-789.007620761354,
2022-06-21 23:59:59,-762.4657790711005,c
2022-06-22 00:00:00,-762.1599688348936,
2022-06-22 01:00:00,-770.3514397880347,
2022-06-22 02:30:00,-775.8775636390749,
2022-06-22 03:00:00,-774.6531654675939,
2022-06-22 18:30:00,-774.6531654675939,
2022-06-22 20:00:00,-774.6531654675939,
2022-06-22 23:00:00,-872.8652243504828,
2022-06-22 23:59:59,-866.0507557484923,c
2022-06-23 00:00:00,-872.939348936495,
2022-06-23 01:00:00,-892.470031966375,
2022-06-23 02:30:00,-909.7934893537952,
2022-06-23 03:00:00,-918.1647578838256,
2022-06-23 18:30:00,-918.1647578838256,
2022-06-23 20:00:00,-918.1647578838256,
2022-06-23 23:00:00,-879.26276558828,
2022-06-23 23:59:59,-891.1469185948627,c
2022-06-24 00:00:00,-908.2000235308285,
2022-06-24 01:00:00,-911.0213025174926,
2022-06-24 02:30:00,-931.5249738470281,
2022-06-24 03:00:00,-937.8652650897045,
2022-06-24 18:30:00,-937.8652650897045,
2022-06-24 20:00:00,-937.8652650897045,
2022-06-24 23:00:00,-937.8652650897045,
2022-06-24 23:59:59,-929.9557484857967,w
2022-06-27 00:00:00,-955.3994544687268,
2022-06-27 01:00:00,-961.7002221294613,
2022-06-27 02:30:00,-955.7170896269581,
2022-06-27 03:00:00,-966.9375243852498,
2022-06-27 18:30:00,-966.9375243852498,
2022-06-27 20:00:00,-966.9375243852498,
2022-06-27 23:00:00,-948.5035053827567,
2022-06-27 23:59:59,-956.6172297163271,c
2022-06-28 00:00:00,-937.0459999856785,
2022-06-28 01:00:00,-935.0734266885502,
2022-06-28 02:30:00,-979.4085286946035,
2022-06-28 03:00:00,-966.2727328128328,
2022-06-28 18:30:00,-966.2727328128328,
2022-06-28 20:00:00,-966.2727328128328,
2022-06-28 23:00:00,-966.2727328128328,
2022-06-28 23:59:59,-967.4161486914136,c
