date,EU_DAX_2022_Q1,meta
2022-02-03 00:00:00,1379.776516378698,
2022-02-03 03:30:00,1357.167631892164,
2022-02-03 04:00:00,1314.9926782503599,
2022-02-03 06:00:00,1261.8799144310494,
2022-02-03 08:00:00,1203.9156367311257,
2022-02-03 10:30:00,1298.7833947442193,
2022-02-03 11:00:00,1318.211902746566,
2022-02-03 23:59:59,1278.3597667559839,c
2022-02-04 00:00:00,1324.596462034578,
2022-02-04 03:30:00,1303.9106609713065,
2022-02-04 04:00:00,1290.2317125455413,
2022-02-04 06:00:00,1235.2973600917658,
2022-02-04 08:00:00,1238.8299780565353,
2022-02-04 10:30:00,1188.7373130751862,
2022-02-04 11:00:00,1209.3761048581546,
2022-02-04 23:59:59,1226.330779848071,w
2022-02-07 00:00:00,1249.931597483158,
2022-02-07 03:30:00,1297.8836000919744,
2022-02-07 04:00:00,1311.3738421971088,
2022-02-07 06:00:00,1230.4826578927996,
2022-02-07 08:00:00,1273.7379464473079,
2022-02-07 10:30:00,1248.3691893362768,
2022-02-07 11:00:00,1271.005167540632,
2022-02-07 23:59:59,1279.1688822693327,c
2022-02-08 00:00:00,1296.323124898521,
2022-02-08 03:30:00,1290.7677459526433,
2022-02-08 04:00:00,1303.5435313413147,
2022-02-08 06:00:00,1317.8037547802853,
2022-02-08 08:00:00,1330.094273407223,
2022-02-08 10:30:00,1398.8848743796852,
2022-02-08 11:00:00,1393.0194073284297,
2022-02-08 23:59:59,1404.6040308469949,c
2022-02-09 00:00:00,1397.8651066797859,
2022-02-09 03:30:00,1408.8634818706428,
2022-02-09 04:00:00,1441.3594856084421,
2022-02-09 06:00:00,1475.381115551024,
2022-02-09 08:00:00,1422.894814225461,
2022-02-09 10:30:00,1429.3183657761545,
2022-02-09 11:00:00,1459.6745529889497,
2022-02-09 23:59:59,1486.3301279700752,c
2022-02-10 00:00:00,1526.4851101489035,
2022-02-10 03:30:00,1570.0208330299859,
2022-02-10 04:00:00,1563.4656472030417,
2022-02-10 06:00:00,1563.5533408892786,
2022-02-10 08:00:00,1581.022763572469,
2022-02-10 10:30:00,1492.7393467473428,
2022-02-10 11:00:00,1509.8452994646798,
2022-02-10 23:59:59,1425.8057601754176,c
2022-02-11 00:00:00,1425.8057601754176,
2022-02-11 03:30:00,1425.8057601754176,
2022-02-11 04:00:00,1425.8057601754176,
2022-02-11 06:00:00,1425.8057601754176,
2022-02-11 08:00:00,1425.8057601754176,
2022-02-11 10:30:00,1425.8057601754176,
2022-02-11 11:00:00,1425.8057601754176,
2022-02-11 23:59:59,1425.8057601754176,w
2022-02-14 00:00:00,1309.5472041416074,
2022-02-14 03:30:00,1291.4635196466124,
2022-02-14 04:00:00,1296.8729737769816,
2022-02-14 06:00:00,1331.3213792411414,
2022-02-14 08:00:00,1319.966984478886,
2022-02-14 10:30:00,1341.3087138160365,
2022-02-14 11:00:00,1332.1191873773755,
2022-02-14 23:59:59,1314.478515774214,c
2022-02-15 00:00:00,1288.2582608524272,
2022-02-15 03:30:00,1297.8867062808959,
2022-02-15 04:00:00,1283.3993336252586,
2022-02-15 06:00:00,1321.9021610517748,
2022-02-15 08:00:00,1299.4391272958037,
2022-02-15 10:30:00,1277.6894721500598,
2022-02-15 11:00:00,1286.8538507659675,
2022-02-15 23:59:59,1265.3521975246774,c
2022-02-16 00:00:00,1297.3833081573605,
2022-02-16 03:30:00,1303.360696493171,
2022-02-16 04:00:00,1285.6058249955438,
2022-02-16 06:00:00,1286.5337266525526,
2022-02-16 08:00:00,1281.2969271329803,
2022-02-16 10:30:00,1365.933825266971,
2022-02-16 11:00:00,1341.7099958558235,
2022-02-16 23:59:59,1322.8557479238848,c
2022-02-17 00:00:00,1296.7186723944774,
2022-02-17 03:30:00,1272.8395479579801,
2022-02-17 04:00:00,1266.9694006685063,
2022-02-17 06:00:00,1306.9086670535357,
2022-02-17 08:00:00,1279.6446958870379,
2022-02-17 10:30:00,1256.5163165590893,
2022-02-17 11:00:00,1267.717847300955,
2022-02-17 23:59:59,1261.0209676930335,c
2022-02-18 00:00:00,1269.033328411005,
2022-02-18 03:30:00,1236.237489500269,
2022-02-18 04:00:00,1252.3336803776522,
2022-02-18 06:00:00,1232.7689082661377,
2022-02-18 08:00:00,1245.331993343639,
2022-02-18 10:30:00,1267.3247646378504,
2022-02-18 11:00:00,1286.6159515483553,
2022-02-18 23:59:59,1266.5723955635406,w
2022-02-21 00:00:00,1247.500953834228,
2022-02-21 03:30:00,1259.1606633503152,
2022-02-21 04:00:00,1263.744320714564,
2022-02-21 06:00:00,1238.0502607048084,
2022-02-21 08:00:00,1197.9150296238163,
2022-02-21 10:30:00,1190.8371608716577,
2022-02-21 11:00:00,1199.181133743009,
2022-02-21 23:59:59,1210.3358321662529,c
2022-02-22 00:00:00,1055.1688717939091,
2022-02-22 03:30:00,1183.0525658346521,
2022-02-22 04:00:00,1239.2121279298804,
2022-02-22 06:00:00,1223.1330943373325,
2022-02-22 08:00:00,1272.6446475372945,
2022-02-22 10:30:00,1295.308480641699,
2022-02-22 11:00:00,1286.8203930914785,
2022-02-22 23:59:59,1262.5594246955354,c
2022-02-23 00:00:00,1273.6607055884106,
2022-02-23 03:30:00,1258.7937852904345,
2022-02-23 04:00:00,1245.2362841281401,
2022-02-23 06:00:00,1188.841226259482,
2022-02-23 08:00:00,1143.0520306923415,
2022-02-23 10:30:00,1113.98659364884,
2022-02-23 11:00:00,1106.672016716301,
2022-02-23 23:59:59,1122.05701598799,c
2022-02-24 00:00:00,1054.5068299248267,
2022-02-24 03:30:00,1120.3465223054964,
2022-02-24 04:00:00,1104.0100099643792,
2022-02-24 06:00:00,1012.5204802736978,
2022-02-24 08:00:00,912.1492465580347,
2022-02-24 10:30:00,742.2153232045016,
2022-02-24 11:00:00,712.7204692722905,
2022-02-24 23:59:59,706.5222388650757,c
2022-02-25 00:00:00,781.2534977573937,
2022-02-25 03:30:00,707.9700362900919,
2022-02-25 04:00:00,681.3652022511985,
2022-02-25 06:00:00,706.7046190875424,
2022-02-25 08:00:00,715.1369276616085,
2022-02-25 10:30:00,706.6579748572592,
2022-02-25 11:00:00,687.3528988529463,
2022-02-25 23:59:59,728.089993762155,w
2022-02-28 00:00:00,683.7669323841819,
2022-02-28 03:30:00,528.5430365966831,
2022-02-28 04:00:00,416.37492543926595,
2022-02-28 06:00:00,404.1875139233863,
2022-02-28 08:00:00,318.86635058350663,
2022-02-28 10:30:00,259.98618958999265,
2022-02-28 11:00:00,284.43139862175525,
2022-02-28 23:59:59,281.4416388908305,c
2022-03-01 00:00:00,152.702257907471,
2022-03-01 03:30:00,196.05617523779966,
2022-03-01 04:00:00,129.2905622641032,
2022-03-01 06:00:00,50.63862311485491,
2022-03-01 08:00:00,6.130979408395902,
2022-03-01 10:30:00,-66.52550016553161,
2022-03-01 11:00:00,-33.64548228000846,
2022-03-01 23:59:59,-24.426484100019866,c
2022-03-02 00:00:00,-54.23752907165955,
2022-03-02 03:30:00,-194.9624353051026,
2022-03-02 04:00:00,-190.56000226728736,
2022-03-02 06:00:00,-75.17072914777366,
2022-03-02 08:00:00,-57.32669032282935,
2022-03-02 10:30:00,-92.09866852710765,
2022-03-02 11:00:00,-79.31650771556252,
2022-03-02 23:59:59,-57.744086987590585,c
2022-03-03 00:00:00,-27.274503195571118,
2022-03-03 03:30:00,104.19094181707916,
2022-03-03 04:00:00,123.61968283189691,
2022-03-03 06:00:00,26.279750797390008,
2022-03-03 08:00:00,9.327703036102072,
2022-03-03 10:30:00,62.61882291946117,
2022-03-03 11:00:00,7.703981615402142,
2022-03-03 23:59:59,0.0,a
2022-03-04 00:00:00,0.43354936032865865,
2022-03-04 03:30:00,-120.90812701147118,
2022-03-04 04:00:00,-123.03507107525732,
2022-03-04 06:00:00,-180.32709542943206,
2022-03-04 08:00:00,-171.7682650779715,
2022-03-04 10:30:00,-216.0398888822645,
2022-03-04 11:00:00,-206.39482688316318,
2022-03-04 23:59:59,-187.04479203037573,w
2022-03-07 00:00:00,-242.96929525235873,
2022-03-07 03:30:00,-312.82318873954256,
2022-03-07 04:00:00,-253.71263642313758,
2022-03-07 06:00:00,-305.3256684170367,
2022-03-07 08:00:00,-293.781516678161,
2022-03-07 10:30:00,-200.75539158259437,
2022-03-07 11:00:00,-186.60370479121582,
2022-03-07 23:59:59,-210.26678294064473,c
2022-03-08 00:00:00,-205.54268270456998,
2022-03-08 03:30:00,-73.88374781438971,
2022-03-08 04:00:00,-98.68187948638389,
2022-03-08 06:00:00,-55.675128534294906,
2022-03-08 08:00:00,-140.79665515050345,
2022-03-08 10:30:00,-184.41281923292303,
2022-03-08 11:00:00,-204.51023937981793,
2022-03-08 23:59:59,-229.84256921818178,c
2022-03-09 00:00:00,-132.90889037613545,
2022-03-09 03:30:00,-45.8805810644087,
2022-03-09 04:00:00,-24.568399993357897,
2022-03-09 06:00:00,-21.863209296062013,
2022-03-09 08:00:00,20.191491517753015,
2022-03-09 10:30:00,6.592883586285531,
2022-03-09 11:00:00,39.654848563758435,
2022-03-09 23:59:59,11.927081145029874,c
2022-03-10 00:00:00,-0.4525881598922119,
2022-03-10 03:30:00,-165.38240855862776,
2022-03-10 04:00:00,-164.4098281050553,
2022-03-10 06:00:00,-186.86409464565807,
2022-03-10 08:00:00,-167.8275142943642,
2022-03-10 10:30:00,-150.67826390264463,
2022-03-10 11:00:00,-137.55230363251025,
2022-03-10 23:59:59,-193.7701042613154,c
2022-03-11 00:00:00,-201.56461479294106,
2022-03-11 03:30:00,-279.06637501738624,
2022-03-11 04:00:00,-299.46542989079677,
2022-03-11 06:00:00,-191.06394812712264,
2022-03-11 08:00:00,-121.27620663669516,
2022-03-11 10:30:00,-179.27707589191405,
2022-03-11 11:00:00,-168.7284162529228,
2022-03-11 23:59:59,-169.94464090475356,w
