date,AS_HSCEI_2023_Q1,meta
2023-02-03 00:00:00,160.42489782252392,
2023-02-03 01:00:00,152.94176448275118,
2023-02-03 02:30:00,193.38618370422012,
2023-02-03 03:00:00,191.64055288824443,
2023-02-03 18:30:00,191.64055288824443,
2023-02-03 20:00:00,191.64055288824443,
2023-02-03 23:00:00,191.64055288824443,
2023-02-03 23:59:59,191.50078898990307,w
2023-02-06 00:00:00,98.61960218878869,
2023-02-06 01:00:00,91.69498143534338,
2023-02-06 02:30:00,115.47213487452075,
2023-02-06 03:00:00,122.04766415004019,
2023-02-06 18:30:00,122.04766415004019,
2023-02-06 20:00:00,122.04766415004019,
2023-02-06 23:00:00,82.79285637995781,
2023-02-06 23:59:59,82.76541170222697,c
2023-02-07 00:00:00,130.69116837290755,
2023-02-07 01:00:00,106.38406713639802,
2023-02-07 02:30:00,124.76361249692991,
2023-02-07 03:00:00,127.08322892588819,
2023-02-07 18:30:00,127.08322892588819,
2023-02-07 20:00:00,127.08322892588819,
2023-02-07 23:00:00,25.120748733312325,
2023-02-07 23:59:59,24.992251375016394,c
2023-02-08 00:00:00,-64.01623258227391,
2023-02-08 01:00:00,-41.3823601528095,
2023-02-08 02:30:00,-28.956091669860825,
2023-02-08 03:00:00,-18.581264556357155,
2023-02-08 18:30:00,-18.581264556357155,
2023-02-08 20:00:00,-18.581264556357155,
2023-02-08 23:00:00,48.66312796764237,
2023-02-08 23:59:59,48.5864687903761,c
2023-02-09 00:00:00,-10.301152996819269,
2023-02-09 01:00:00,-12.144383285287972,
2023-02-09 02:30:00,-30.014680669513837,
2023-02-09 03:00:00,-16.028570622437087,
2023-02-09 18:30:00,-16.028570622437087,
2023-02-09 20:00:00,-16.028570622437087,
2023-02-09 23:00:00,-145.34095969868713,
2023-02-09 23:59:59,-145.42533368669626,c
2023-02-10 00:00:00,-178.62522277038,
2023-02-10 01:00:00,-134.1630482487344,
2023-02-10 02:30:00,-166.26376774248774,
2023-02-10 03:00:00,-149.0660076509197,
2023-02-10 18:30:00,-149.0660076509197,
2023-02-10 20:00:00,-149.0660076509197,
2023-02-10 23:00:00,-149.0660076509197,
2023-02-10 23:59:59,-149.0660076509197,w
2023-02-13 00:00:00,-128.16643981710138,
2023-02-13 01:00:00,-135.08805843983725,
2023-02-13 02:30:00,-119.25018376735682,
2023-02-13 03:00:00,-109.88813779625423,
2023-02-13 18:30:00,-109.88813779625423,
2023-02-13 20:00:00,-109.88813779625423,
2023-02-13 23:00:00,-156.19198960856704,
2023-02-13 23:59:59,-156.20417983843413,c
2023-02-14 00:00:00,-97.7495419861732,
2023-02-14 01:00:00,-93.5242372781521,
2023-02-14 02:30:00,-84.31190527243257,
2023-02-14 03:00:00,-99.84494175534667,
2023-02-14 18:30:00,-99.84494175534667,
2023-02-14 20:00:00,-99.84494175534667,
2023-02-14 23:00:00,-83.75629551380268,
2023-02-14 23:59:59,-83.75066151858232,c
2023-02-15 00:00:00,-55.366747166474624,
2023-02-15 01:00:00,-41.18405960243979,
2023-02-15 02:30:00,-53.097792140318234,
2023-02-15 03:00:00,-59.11650875399869,
2023-02-15 18:30:00,-59.11650875399869,
2023-02-15 20:00:00,-59.11650875399869,
2023-02-15 23:00:00,-16.892264642870487,
2023-02-15 23:59:59,-17.16321069003095,c
2023-02-16 00:00:00,-36.592661712769086,
2023-02-16 01:00:00,-43.63926526091825,
2023-02-16 02:30:00,-49.936915202780256,
2023-02-16 03:00:00,-45.75645068712504,
2023-02-16 18:30:00,-45.75645068712504,
2023-02-16 20:00:00,-45.75645068712504,
2023-02-16 23:00:00,-82.41958279580467,
2023-02-16 23:59:59,-82.52085987153248,c
2023-02-17 00:00:00,-90.90651428675369,
2023-02-17 01:00:00,-97.46891655693219,
2023-02-17 02:30:00,-94.1234241749388,
2023-02-17 03:00:00,-109.93848958249146,
2023-02-17 18:30:00,-109.93848958249146,
2023-02-17 20:00:00,-109.93848958249146,
2023-02-17 23:00:00,-109.93848958249146,
2023-02-17 23:59:59,-110.01971222209056,w
2023-02-20 00:00:00,-48.063497412547235,
2023-02-20 01:00:00,-24.74504391355049,
2023-02-20 02:30:00,-6.397073624669929,
2023-02-20 03:00:00,10.408009501354854,
2023-02-20 18:30:00,10.408009501354854,
2023-02-20 20:00:00,10.408009501354854,
2023-02-20 23:00:00,34.74238840685484,
2023-02-20 23:59:59,35.73848073014699,c
2023-02-21 00:00:00,46.50001159020542,
2023-02-21 01:00:00,28.60869829343187,
2023-02-21 02:30:00,38.191629256421606,
2023-02-21 03:00:00,21.995508568855712,
2023-02-21 18:30:00,21.995508568855712,
2023-02-21 20:00:00,21.995508568855712,
2023-02-21 23:00:00,0.4449710859521474,
2023-02-21 23:59:59,0.14378387502824808,c
2023-02-22 00:00:00,0.613301745943204,
2023-02-22 01:00:00,1.522380912132462,
2023-02-22 02:30:00,31.85538151625292,
2023-02-22 03:00:00,21.20549762735334,
2023-02-22 18:30:00,21.20549762735334,
2023-02-22 20:00:00,21.20549762735334,
2023-02-22 23:00:00,14.515746460794958,
2023-02-22 23:59:59,14.555839085461457,c
2023-02-23 00:00:00,22.378573019328996,
2023-02-23 01:00:00,-8.061751781946668,
2023-02-23 02:30:00,-2.359796420837938,
2023-02-23 03:00:00,6.0104268668303575,
2023-02-23 18:30:00,6.0104268668303575,
2023-02-23 20:00:00,6.0104268668303575,
2023-02-23 23:00:00,21.340414468033146,
2023-02-23 23:59:59,21.424864326315856,c
2023-02-24 00:00:00,27.003285179888508,
2023-02-24 01:00:00,25.441755841055397,
2023-02-24 02:30:00,8.506598630681765,
2023-02-24 03:00:00,0.020408610780805247,
2023-02-24 18:30:00,0.020408610780805247,
2023-02-24 20:00:00,0.020408610780805247,
2023-02-24 23:00:00,0.020408610780805247,
2023-02-24 23:59:59,0.0,a
2023-02-27 00:00:00,82.27901436087177,
2023-02-27 01:00:00,89.27978102535371,
2023-02-27 02:30:00,95.73797218799098,
2023-02-27 03:00:00,92.2588408657956,
2023-02-27 18:30:00,92.2588408657956,
2023-02-27 20:00:00,92.2588408657956,
2023-02-27 23:00:00,142.96964343901732,
2023-02-27 23:59:59,143.15822323611474,c
2023-02-28 00:00:00,95.8431638896484,
2023-02-28 01:00:00,115.65969796289403,
2023-02-28 02:30:00,99.00347602550607,
2023-02-28 03:00:00,124.58458139305469,
2023-02-28 18:30:00,124.58458139305469,
2023-02-28 20:00:00,124.58458139305469,
2023-02-28 23:00:00,173.23917950798864,
2023-02-28 23:59:59,173.05923674035023,c
2023-03-01 00:00:00,234.46819581126897,
2023-03-01 01:00:00,213.84342533190136,
2023-03-01 02:30:00,192.43114508601502,
2023-03-01 03:00:00,216.00779024007647,
2023-03-01 18:30:00,216.00779024007647,
2023-03-01 20:00:00,216.00779024007647,
2023-03-01 23:00:00,247.40701835474488,
2023-03-01 23:59:59,247.39291934955577,c
2023-03-02 00:00:00,163.870297252456,
2023-03-02 01:00:00,172.16946973006156,
2023-03-02 02:30:00,148.21424023998827,
2023-03-02 03:00:00,141.32522727698404,
2023-03-02 18:30:00,141.32522727698404,
2023-03-02 20:00:00,141.32522727698404,
2023-03-02 23:00:00,107.62194819532931,
2023-03-02 23:59:59,107.59545663430958,c
2023-03-03 00:00:00,156.18074192811991,
2023-03-03 01:00:00,134.66421437057022,
2023-03-03 02:30:00,125.78155123845329,
2023-03-03 03:00:00,111.04178051177621,
2023-03-03 18:30:00,111.04178051177621,
2023-03-03 20:00:00,111.04178051177621,
2023-03-03 23:00:00,111.04178051177621,
2023-03-03 23:59:59,111.03299395242198,w
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
0,111.03299395242198,
