date,XLKCAP_2022_Q1,meta
2022-03-16 00:00:00,334.2703459251355,
2022-03-16 10:00:00,340.9112490220098,
2022-03-16 10:30:00,301.67811977201336,
2022-03-16 12:00:00,303.4038283459148,
2022-03-16 13:30:00,336.6687931266161,
2022-03-16 15:00:00,307.7898817701692,
2022-03-16 15:30:30,307.7898817701692,
2022-03-16 23:59:59,304.77704758745773,c
2022-03-17 00:00:00,328.07882219058087,
2022-03-17 10:00:00,293.6687038025877,
2022-03-17 10:30:00,315.98211769524113,
2022-03-17 12:00:00,315.491799712299,
2022-03-17 13:30:00,310.4419320849222,
2022-03-17 15:00:00,312.50902336802403,
2022-03-17 15:30:30,312.50902336802403,
2022-03-17 23:59:59,303.87786013707796,c
2022-03-18 00:00:00,287.3453700526396,
2022-03-18 10:00:00,196.02124781303067,
2022-03-18 10:30:00,193.75666634139614,
2022-03-18 12:00:00,196.72827313509157,
2022-03-18 13:30:00,209.41696636418598,
2022-03-18 15:00:00,195.40774580374824,
2022-03-18 15:30:30,195.40774580374824,q
2022-03-18 23:59:59,194.26417824390919,w
2022-03-21 00:00:00,171.5889805902375,
2022-03-21 10:00:00,152.831512275449,
2022-03-21 10:30:00,166.5882828332563,
2022-03-21 12:00:00,94.8723820316805,
2022-03-21 13:30:00,146.26516225885285,
2022-03-21 15:00:00,126.57394714635517,
2022-03-21 15:30:30,126.57394714635517,
2022-03-21 23:59:59,115.75734422794666,c
2022-03-22 00:00:00,123.97899550918929,
2022-03-22 10:00:00,137.18791835000945,
2022-03-22 10:30:00,117.0578614704107,
2022-03-22 12:00:00,128.55151424533656,
2022-03-22 13:30:00,120.61299762928043,
2022-03-22 15:00:00,143.8041533432379,
2022-03-22 15:30:30,143.8041533432379,
2022-03-22 23:59:59,148.78248447590144,c
2022-03-23 00:00:00,149.108022389339,
2022-03-23 10:00:00,120.16868311782024,
2022-03-23 10:30:00,91.20008698393886,
2022-03-23 12:00:00,53.90505470519513,
2022-03-23 13:30:00,59.91781406736487,
2022-03-23 15:00:00,59.28561803777285,
2022-03-23 15:30:30,59.28561803777285,
2022-03-23 23:59:59,90.73884354736322,c
2022-03-24 00:00:00,57.91121944706333,
2022-03-24 10:00:00,32.472788807114355,
2022-03-24 10:30:00,12.04975185106752,
2022-03-24 12:00:00,-45.92894944487172,
2022-03-24 13:30:00,-65.59174701409685,
2022-03-24 15:00:00,-67.79202286694972,
2022-03-24 15:30:30,-67.79202286694972,
2022-03-24 23:59:59,-69.77546850010211,c
2022-03-25 00:00:00,-35.50247805385081,
2022-03-25 10:00:00,-56.8518742174077,
