date,AR2_AD_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,-361.43723156127004,
2021-04-23 10:00:00,-323.0909939965126,
2021-04-23 10:30:00,-306.106522542813,
2021-04-23 12:00:00,-305.2915461400662,
2021-04-23 13:30:00,-296.88112201964486,
2021-04-23 15:00:00,-290.09100052272936,
2021-04-23 15:30:30,-290.09100052272936,
2021-04-23 23:59:59,-298.5831427902441,w
2021-04-26 00:00:00,-264.1426297389455,
2021-04-26 10:00:00,-262.1230679244019,
2021-04-26 10:30:00,-242.83782318272637,
2021-04-26 12:00:00,-226.16819029993235,
2021-04-26 13:30:00,-214.89636223284532,
2021-04-26 15:00:00,-188.4463386662119,
2021-04-26 15:30:30,-188.4463386662119,
2021-04-26 23:59:59,-194.95851308552204,c
2021-04-27 00:00:00,-167.34750477397847,
2021-04-27 10:00:00,-209.50989386873266,
2021-04-27 10:30:00,-203.4410483052821,
2021-04-27 12:00:00,-203.6945754035724,
2021-04-27 13:30:00,-213.32624237545815,
2021-04-27 15:00:00,-202.7157110325507,
2021-04-27 15:30:30,-202.7157110325507,
2021-04-27 23:59:59,-203.62382986205526,c
2021-04-28 00:00:00,-198.5422458580474,
2021-04-28 10:00:00,-191.20255468326914,
2021-04-28 10:30:00,-170.8602436495325,
2021-04-28 12:00:00,-151.59854700100252,
2021-04-28 13:30:00,-147.95312984986938,
2021-04-28 15:00:00,-146.9477420711455,
2021-04-28 15:30:30,-146.9477420711455,
2021-04-28 23:59:59,-142.2524536063962,c
2021-04-29 00:00:00,-163.6099890890637,
2021-04-29 10:00:00,-177.9359147691146,
2021-04-29 10:30:00,-177.96166628272266,
2021-04-29 12:00:00,-175.96768046695342,
2021-04-29 13:30:00,-146.2924370005795,
2021-04-29 15:00:00,-132.63323128482367,
2021-04-29 15:30:30,-132.63323128482367,
2021-04-29 23:59:59,-143.26354228098933,c
2021-04-30 00:00:00,-155.03289460973,
2021-04-30 10:00:00,-137.86529847428432,
2021-04-30 10:30:00,-135.72806927612532,
2021-04-30 12:00:00,-130.4454333207627,
2021-04-30 13:30:00,-126.87502444776115,
2021-04-30 15:00:00,-124.54953069580367,
2021-04-30 15:30:30,-124.54953069580367,
2021-04-30 23:59:59,-134.31126107046313,w
2021-05-03 00:00:00,-131.5514065395911,
2021-05-03 10:00:00,-139.46441353591638,
2021-05-03 10:30:00,-145.58724955972156,
2021-05-03 12:00:00,-172.06498359901724,
2021-05-03 13:30:00,-164.86423497775422,
2021-05-03 15:00:00,-163.52976043975258,
2021-05-03 15:30:30,-163.52976043975258,
2021-05-03 23:59:59,-151.54941511417616,c
2021-05-04 00:00:00,-175.02426194851554,
2021-05-04 10:00:00,-207.9873726038374,
2021-05-04 10:30:00,-188.6792896789086,
2021-05-04 12:00:00,-187.5283553686789,
2021-05-04 13:30:00,-161.20003121390553,
2021-05-04 15:00:00,-142.50639846882635,
2021-05-04 15:30:30,-142.50639846882635,
2021-05-04 23:59:59,-147.69683150198398,c
2021-05-05 00:00:00,-154.86312435333951,
2021-05-05 10:00:00,-139.6380982081494,
2021-05-05 10:30:00,-145.46542099722987,
2021-05-05 12:00:00,-122.54500380897426,
2021-05-05 13:30:00,-130.20519973822488,
2021-05-05 15:00:00,-137.00301725224986,
2021-05-05 15:30:30,-137.00301725224986,
2021-05-05 23:59:59,-143.04079665188306,c
2021-05-06 00:00:00,-168.13604502550794,
2021-05-06 10:00:00,-173.6681925841662,
2021-05-06 10:30:00,-186.79106659805922,
2021-05-06 12:00:00,-215.51178285482484,
2021-05-06 13:30:00,-227.36488780302668,
2021-05-06 15:00:00,-246.2195668326125,
2021-05-06 15:30:30,-246.2195668326125,
2021-05-06 23:59:59,-247.8647557626444,c
2021-05-07 00:00:00,-269.6857601815647,
2021-05-07 10:00:00,-267.25787585320285,
2021-05-07 10:30:00,-242.61933220876614,
2021-05-07 12:00:00,-228.48216827397417,
2021-05-07 13:30:00,-234.4267475987545,
2021-05-07 15:00:00,-250.50903186025602,
2021-05-07 15:30:30,-250.50903186025602,s
2021-05-07 23:59:59,-251.71624942467918,w
2021-05-10 00:00:00,-232.83583314288558,
2021-05-10 10:00:00,-282.1412465637212,
2021-05-10 10:30:00,-278.18697393253666,
2021-05-10 12:00:00,-273.7817051795767,
2021-05-10 13:30:00,-291.02111610238603,
2021-05-10 15:00:00,-313.455660779154,
2021-05-10 15:30:30,-313.455660779154,
2021-05-10 23:59:59,-319.94781402852647,c
2021-05-11 00:00:00,-367.46188273377817,
2021-05-11 10:00:00,-354.0221644101657,
2021-05-11 10:30:00,-373.6121840719113,
2021-05-11 12:00:00,-365.628347501799,
2021-05-11 13:30:00,-360.88361501759255,
2021-05-11 15:00:00,-340.40271770986135,
2021-05-11 15:30:30,-340.40271770986135,
2021-05-11 23:59:59,-329.77911197877063,c
2021-05-12 00:00:00,-307.61605192406415,
2021-05-12 10:00:00,-332.45369406471184,
2021-05-12 10:30:00,-339.2680350959927,
2021-05-12 12:00:00,-351.50010605179006,
2021-05-12 13:30:00,-364.1797654533891,
2021-05-12 15:00:00,-365.2950737572477,
2021-05-12 15:30:30,-365.2950737572477,
2021-05-12 23:59:59,-362.9464671235383,c
2021-05-13 00:00:00,-373.9679748510685,
2021-05-13 10:00:00,-372.94135647880887,
2021-05-13 10:30:00,-371.1642299310433,
2021-05-13 12:00:00,-401.6885136804521,
2021-05-13 13:30:00,-437.1899764872413,
2021-05-13 15:00:00,-464.70540598208675,
2021-05-13 15:30:30,-464.70540598208675,u
2021-05-13 23:59:59,-468.7354905081825,c
2021-05-14 00:00:00,-438.6458027322916,
2021-05-14 10:00:00,-434.85733564746243,
2021-05-14 10:30:00,-431.92354742435276,
2021-05-14 12:00:00,-443.64952341625883,
2021-05-14 13:30:00,-460.6680981076604,
2021-05-14 15:00:00,-466.9220649184867,
2021-05-14 15:30:30,-466.9220649184867,
2021-05-14 23:59:59,-454.6755407449431,w
2021-05-17 00:00:00,-446.2486577465804,
2021-05-17 10:00:00,-402.6748956152694,
2021-05-17 10:30:00,-396.3120861259396,
2021-05-17 12:00:00,-380.10320223645704,
2021-05-17 13:30:00,-376.40082941573473,
2021-05-17 15:00:00,-367.31571542896506,
2021-05-17 15:30:30,-367.31571542896506,
2021-05-17 23:59:59,-360.3216350093763,c
2021-05-18 00:00:00,-346.1614268892777,
2021-05-18 10:00:00,-317.51765943687593,
2021-05-18 10:30:00,-296.9132013413207,
2021-05-18 12:00:00,-281.6598987976355,
2021-05-18 13:30:00,-257.59625718723834,
2021-05-18 15:00:00,-268.69853622128767,
2021-05-18 15:30:30,-268.69853622128767,
2021-05-18 23:59:59,-259.93706007208124,c
2021-05-19 00:00:00,-281.85528340226017,
2021-05-19 10:00:00,-281.6037122010092,
2021-05-19 10:30:00,-271.8564839451912,
2021-05-19 12:00:00,-254.17697699622022,
2021-05-19 13:30:00,-247.78062736088725,
2021-05-19 15:00:00,-248.46292608559114,
2021-05-19 15:30:30,-248.46292608559114,
2021-05-19 23:59:59,-244.4521606850313,c
2021-05-20 00:00:00,-234.47997285338408,
2021-05-20 10:00:00,-232.52576510884512,
2021-05-20 10:30:00,-229.4000140195696,
2021-05-20 12:00:00,-235.3200906260368,
2021-05-20 13:30:00,-234.48063383897997,
2021-05-20 15:00:00,-229.16932136969345,
