date,FPX_2021_Q4,meta
2021-12-10 00:00:00,-110.42152618600736,
2021-12-10 10:00:00,-78.13443441954192,
2021-12-10 10:30:00,-72.06705833971617,
2021-12-10 12:00:00,-55.26125294017201,
2021-12-10 13:30:00,-43.263454380980406,
2021-12-10 15:00:00,-27.123071675953057,
2021-12-10 15:30:30,-27.123071675953057,
2021-12-10 23:59:59,-23.564820986015143,w
2021-12-13 00:00:00,-9.583813925941888,
2021-12-13 10:00:00,-5.60177815226537,
2021-12-13 10:30:00,5.141236138620898,
2021-12-13 12:00:00,28.28792158022064,
2021-12-13 13:30:00,22.081367951926858,
2021-12-13 15:00:00,12.579406496320296,
2021-12-13 15:30:30,12.579406496320296,
2021-12-13 23:59:59,24.469622147140555,c
2021-12-14 00:00:00,27.99152420243543,
2021-12-14 10:00:00,15.971379329810738,
2021-12-14 10:30:00,16.110505688418385,
2021-12-14 12:00:00,23.033433250052987,
2021-12-14 13:30:00,41.14002442562654,
2021-12-14 15:00:00,46.864600893730746,
2021-12-14 15:30:30,46.864600893730746,s
2021-12-14 23:59:59,48.015130225856474,c
2021-12-15 00:00:00,36.0988515038478,
2021-12-15 10:00:00,33.78883907204321,
2021-12-15 10:30:00,19.81770910492014,
2021-12-15 12:00:00,46.03654874304065,
2021-12-15 13:30:00,55.98491700220874,
2021-12-15 15:00:00,35.18743728932497,
2021-12-15 15:30:30,35.18743728932497,
2021-12-15 23:59:59,0.0,a
2021-12-16 00:00:00,-12.916701165137995,
2021-12-16 10:00:00,32.58442628243476,
2021-12-16 10:30:00,62.11352812643213,
2021-12-16 12:00:00,95.8611751120383,
2021-12-16 13:30:00,84.20595461577376,
2021-12-16 15:00:00,89.3951874911111,
2021-12-16 15:30:30,89.3951874911111,
2021-12-16 23:59:59,83.26337688256417,c
0,83.26337688256417,
0,83.26337688256417,
0,83.26337688256417,
0,83.26337688256417,
0,83.26337688256417,
0,83.26337688256417,
0,83.26337688256417,
0,83.26337688256417,
2021-12-17 00:00:00,77.24375930843338,
2021-12-17 10:00:00,43.34910021392594,
2021-12-17 10:30:00,11.063662726312934,
2021-12-17 12:00:00,-16.91335520756801,
2021-12-17 13:30:00,-10.019103567150184,
2021-12-17 15:00:00,1.0080716897460942,
2021-12-17 15:30:30,1.0080716897460942,
2021-12-17 23:59:59,-34.04039472814096,e
2021-12-20 00:00:00,-54.14381261259013,
2021-12-20 10:00:00,-54.82814478889912,
2021-12-20 10:30:00,-58.837734426667645,
2021-12-20 12:00:00,-35.947061215051576,
2021-12-20 13:30:00,-39.90993587872971,
2021-12-20 15:00:00,-54.25409191529817,
2021-12-20 15:30:30,-54.25409191529817,
2021-12-20 23:59:59,-42.87815663892994,c
2021-12-21 00:00:00,-45.180131786778105,
2021-12-21 10:00:00,-4.401460969099668,
2021-12-21 10:30:00,-13.558278812242945,
2021-12-21 12:00:00,-22.404487763572618,
2021-12-21 13:30:00,-48.09605972559621,
2021-12-21 15:00:00,-69.90700888692301,
2021-12-21 15:30:30,-69.90700888692301,
2021-12-21 23:59:59,-71.2193958849727,c
2021-12-22 00:00:00,-57.22904981644634,
2021-12-22 10:00:00,-80.16549273736736,
2021-12-22 10:30:00,-68.18884020413712,
2021-12-22 12:00:00,-56.41994527618666,
2021-12-22 13:30:00,-48.63576036836603,
2021-12-22 15:00:00,-54.277868814966006,
2021-12-22 15:30:30,-54.277868814966006,
2021-12-22 23:59:59,-54.68029707678327,c
2021-12-23 00:00:00,-58.87062168504783,
2021-12-23 10:00:00,-43.59078283311637,
2021-12-23 10:30:00,-40.5242155587449,
2021-12-23 12:00:00,-61.0740694088956,
2021-12-23 13:30:00,-66.3151972499585,
2021-12-23 15:00:00,-70.61117458733001,
2021-12-23 15:30:30,-70.61117458733001,
2021-12-23 23:59:59,-67.69135138380302,c
2021-12-24 00:00:00,-67.69135138380302,
2021-12-24 10:00:00,-67.69135138380302,
2021-12-24 10:30:00,-67.69135138380302,
2021-12-24 12:00:00,-67.69135138380302,
2021-12-24 13:30:00,-67.69135138380302,
2021-12-24 15:00:00,-67.69135138380302,
2021-12-24 15:30:30,-67.69135138380302,
2021-12-24 23:59:59,-67.69135138380302,w
2021-12-27 00:00:00,-71.28678852024314,
2021-12-27 10:00:00,-56.251608140931175,
2021-12-27 10:30:00,-45.285761954225016,
2021-12-27 12:00:00,-16.54622950077792,
2021-12-27 13:30:00,-4.267000793447986,
2021-12-27 15:00:00,8.463854142695048,
2021-12-27 15:30:30,8.463854142695048,
2021-12-27 23:59:59,17.196651937514858,c
2021-12-28 00:00:00,16.16762755605247,
2021-12-28 10:00:00,21.710741903758155,
2021-12-28 10:30:00,2.956187351804239,
2021-12-28 12:00:00,26.63396904271673,
2021-12-28 13:30:00,33.502331888357396,
2021-12-28 15:00:00,31.85390523341735,
2021-12-28 15:30:30,31.85390523341735,
2021-12-28 23:59:59,40.18445727376059,c
2021-12-29 00:00:00,36.731741689278294,
2021-12-29 10:00:00,59.83951179458316,
2021-12-29 10:30:00,41.93428166145926,
2021-12-29 12:00:00,42.95569888887179,
2021-12-29 13:30:00,56.02219877554267,
2021-12-29 15:00:00,56.3965988793141,
2021-12-29 15:30:30,56.3965988793141,
2021-12-29 23:59:59,62.68130859185894,c
2021-12-30 00:00:00,61.22806188902967,
2021-12-30 10:00:00,47.071431961272424,
2021-12-30 10:30:00,35.33786069972139,
2021-12-30 12:00:00,15.408420864417376,
2021-12-30 13:30:00,5.664697407682507,
2021-12-30 15:00:00,17.029130041723832,
2021-12-30 15:30:30,17.029130041723832,
2021-12-30 23:59:59,32.522431260365195,c
2021-12-31 00:00:00,44.40395791354124,
2021-12-31 10:00:00,49.32014831409936,
2021-12-31 10:30:00,62.62291117369456,
2021-12-31 12:00:00,61.723797145151465,
2021-12-31 13:30:00,79.31837009541321,
2021-12-31 15:00:00,66.53737356651166,
2021-12-31 15:30:30,66.53737356651166,
2021-12-31 23:59:59,91.62882959783035,w
