date,MSCI_US_STAY_HEDGED_2021_Q4,meta
2021-10-07 00:00:00,-140.38520304883198,
2021-10-07 10:00:00,-139.43445714102614,
2021-10-07 10:30:00,-142.3365245995662,
2021-10-07 12:00:00,-141.87307740888792,
2021-10-07 13:30:00,-141.30924735326712,
2021-10-07 15:00:00,-136.16005274513358,
2021-10-07 15:30:30,-136.16005274513358,
2021-10-07 23:59:59,-141.46168177714281,c
2021-10-08 00:00:00,-140.28062213284576,
2021-10-08 10:00:00,-143.40815876235433,
2021-10-08 10:30:00,-144.04152087672838,
2021-10-08 12:00:00,-150.82525803784083,
2021-10-08 13:30:00,-151.6876938095793,
2021-10-08 15:00:00,-150.90182944184582,
2021-10-08 15:30:30,-150.90182944184582,
2021-10-08 23:59:59,-152.98492804218685,w
2021-10-11 00:00:00,-157.69559461940267,
2021-10-11 10:00:00,-156.90829161871966,
2021-10-11 10:30:00,-159.38394383734368,
2021-10-11 12:00:00,-158.57922927983594,
2021-10-11 13:30:00,-162.25678608374943,
2021-10-11 15:00:00,-160.56525715410848,
2021-10-11 15:30:30,-160.56525715410848,
2021-10-11 23:59:59,-165.88314480439254,c
2021-10-12 00:00:00,-149.73999481900452,
2021-10-12 10:00:00,-149.3011664259554,
2021-10-12 10:30:00,-144.46631567107903,
2021-10-12 12:00:00,-140.83418528817495,
2021-10-12 13:30:00,-136.57514573240817,
2021-10-12 15:00:00,-138.4467481280463,
2021-10-12 15:30:30,-138.4467481280463,
2021-10-12 23:59:59,-141.5642571266569,c
2021-10-13 00:00:00,-142.66361594127738,
2021-10-13 10:00:00,-141.66304691325777,
2021-10-13 10:30:00,-138.80753201407668,
2021-10-13 12:00:00,-133.38789335567947,
2021-10-13 13:30:00,-135.99867606940424,
2021-10-13 15:00:00,-132.76627469094754,
2021-10-13 15:30:30,-132.76627469094754,
2021-10-13 23:59:59,-130.80146255943407,c
2021-10-14 00:00:00,-124.2456253139581,
2021-10-14 10:00:00,-118.54670507299355,
2021-10-14 10:30:00,-121.58704091744679,
2021-10-14 12:00:00,-119.38094775669799,
2021-10-14 13:30:00,-121.30917591564145,
2021-10-14 15:00:00,-124.32212655375116,
2021-10-14 15:30:30,-124.32212655375116,
2021-10-14 23:59:59,-122.2722772423534,c
2021-10-15 00:00:00,-116.15809635189686,
2021-10-15 10:00:00,-120.34316878725355,
2021-10-15 10:30:00,-121.79479503616449,
2021-10-15 12:00:00,-113.86725701163851,
2021-10-15 13:30:00,-113.94384150473209,
2021-10-15 15:00:00,-114.0035330402925,
2021-10-15 15:30:30,-114.0035330402925,
2021-10-15 23:59:59,-110.94612234766774,w
2021-10-18 00:00:00,-107.78425214047857,
2021-10-18 10:00:00,-104.78413803791648,
2021-10-18 10:30:00,-111.37056067613184,
2021-10-18 12:00:00,-121.58182105973651,
2021-10-18 13:30:00,-118.20005883633027,
2021-10-18 15:00:00,-109.47078638737466,
2021-10-18 15:30:30,-109.47078638737466,s
2021-10-18 23:59:59,-110.26020656334717,c
2021-10-19 00:00:00,-114.27101426235009,
2021-10-19 10:00:00,-130.36367161167303,
2021-10-19 10:30:00,-130.23753764312363,
2021-10-19 12:00:00,-127.00238865171357,
2021-10-19 13:30:00,-123.81810834051194,
2021-10-19 15:00:00,-126.2492664094058,
2021-10-19 15:30:30,-126.2492664094058,
2021-10-19 23:59:59,-131.64113802948262,c
2021-10-20 00:00:00,-139.08003519387043,
2021-10-20 10:00:00,-143.65828338275944,
2021-10-20 10:30:00,-143.0389931135303,
2021-10-20 12:00:00,-142.87756297570343,
2021-10-20 13:30:00,-139.12664524351416,
2021-10-20 15:00:00,-140.10412701661969,
2021-10-20 15:30:30,-140.10412701661969,
2021-10-20 23:59:59,-139.0083803526511,c
2021-10-21 00:00:00,-140.88609430596682,
2021-10-21 10:00:00,-140.34967720544586,
2021-10-21 10:30:00,-138.71613883165034,
2021-10-21 12:00:00,-137.3127546181834,
2021-10-21 13:30:00,-126.9959016626099,
2021-10-21 15:00:00,-127.04906350755397,
2021-10-21 15:30:30,-127.04906350755397,
2021-10-21 23:59:59,-131.83315057264568,c
2021-10-22 00:00:00,-163.49967285197246,
2021-10-22 10:00:00,-162.76355111516972,
2021-10-22 10:30:00,-161.10580136146035,
2021-10-22 12:00:00,-173.27646453080115,
2021-10-22 13:30:00,-172.75316076455331,
2021-10-22 15:00:00,-172.62966094720372,
2021-10-22 15:30:30,-172.62966094720372,
2021-10-22 23:59:59,-176.14675003833588,w
2021-10-25 00:00:00,-163.84735495455408,
2021-10-25 10:00:00,-158.45416338926134,
2021-10-25 10:30:00,-148.522677229147,
2021-10-25 12:00:00,-157.37704850677463,
2021-10-25 13:30:00,-149.90317092302877,
2021-10-25 15:00:00,-145.11246370795251,
2021-10-25 15:30:30,-145.11246370795251,
2021-10-25 23:59:59,-143.38753123061772,c
2021-10-26 00:00:00,-140.3076229228325,
2021-10-26 10:00:00,-115.31267220031557,
2021-10-26 10:30:00,-113.64843965479702,
2021-10-26 12:00:00,-122.53963901988394,
2021-10-26 13:30:00,-126.87526833541997,
2021-10-26 15:00:00,-114.17303667964441,
2021-10-26 15:30:30,-114.17303667964441,
2021-10-26 23:59:59,-118.949250910742,c
2021-10-27 00:00:00,-124.16957701902439,
