date,AS_MSCI_EM_HK_MIG_2022_Q2,meta
2022-03-31 00:00:00,-1125.0082013425144,
2022-03-31 01:00:00,-1125.0082013425144,
2022-03-31 02:30:00,-970.5329429455478,
2022-03-31 03:00:00,-961.1005587325562,
2022-03-31 18:30:00,-961.1005587325562,
2022-03-31 20:00:00,-961.1005587325562,
2022-03-31 23:00:00,-935.5466062435626,
2022-03-31 23:59:59,-900.8062798758156,c
2022-04-01 00:00:00,-830.5211091900874,
2022-04-01 01:00:00,-830.5211091900874,
2022-04-01 02:30:00,-939.8278370736698,
2022-04-01 03:00:00,-986.9691816646955,
2022-04-01 18:30:00,-986.9691816646955,
2022-04-01 20:00:00,-986.9691816646955,
2022-04-01 23:00:00,-986.9691816646955,
2022-04-01 23:59:59,-1019.6350599856942,w
2022-04-04 00:00:00,-1478.543775383243,
2022-04-04 01:00:00,-1478.543775383243,
2022-04-04 02:30:00,-1511.2589817006883,
2022-04-04 03:00:00,-1525.9228530096798,
2022-04-04 18:30:00,-1525.9228530096798,
2022-04-04 20:00:00,-1525.9228530096798,
2022-04-04 23:00:00,-1525.9228530096798,
2022-04-04 23:59:59,-1570.2082327945036,c
2022-04-05 00:00:00,-1570.2082327945036,
2022-04-05 01:00:00,-1570.2082327945036,
2022-04-05 02:30:00,-1570.2082327945036,
2022-04-05 03:00:00,-1570.2082327945036,
2022-04-05 18:30:00,-1570.2082327945036,
2022-04-05 20:00:00,-1570.2082327945036,
2022-04-05 23:00:00,-1689.1839559195596,
2022-04-05 23:59:59,-1689.1839559195596,c
2022-04-06 00:00:00,-1689.9801905657578,
2022-04-06 01:00:00,-1689.9801905657578,
2022-04-06 02:30:00,-1835.165025415814,
2022-04-06 03:00:00,-1866.8077952940057,
2022-04-06 18:30:00,-1866.8077952940057,
2022-04-06 20:00:00,-1866.8077952940057,
2022-04-06 23:00:00,-1754.1165847799975,
2022-04-06 23:59:59,-1589.1242941273713,c
2022-04-07 00:00:00,-1562.8701713937044,
2022-04-07 01:00:00,-1562.8701713937044,
2022-04-07 02:30:00,-1559.0561843748083,
2022-04-07 03:00:00,-1522.7476850225967,
2022-04-07 18:30:00,-1522.7476850225967,
2022-04-07 20:00:00,-1522.7476850225967,
2022-04-07 23:00:00,-1435.9417534335144,
2022-04-07 23:59:59,-1389.3455399204222,c
2022-04-08 00:00:00,-1402.33443502491,
2022-04-08 01:00:00,-1402.33443502491,
2022-04-08 02:30:00,-1516.9078596840072,
2022-04-08 03:00:00,-1562.6595942857202,
2022-04-08 18:30:00,-1562.6595942857202,
2022-04-08 20:00:00,-1562.6595942857202,
2022-04-08 23:00:00,-1562.6595942857202,
2022-04-08 23:59:59,-1633.0188890408217,w
2022-04-11 00:00:00,-1340.85939661856,
2022-04-11 01:00:00,-1340.85939661856,
2022-04-11 02:30:00,-1248.8099919702263,
2022-04-11 03:00:00,-1214.4817238488658,
2022-04-11 18:30:00,-1214.4817238488658,
2022-04-11 20:00:00,-1214.4817238488658,
2022-04-11 23:00:00,-966.4516316316267,
2022-04-11 23:59:59,-978.6293053211493,c
2022-04-12 00:00:00,-1014.0708212930886,
2022-04-12 01:00:00,-1014.0708212930886,
2022-04-12 02:30:00,-1104.891934891787,
2022-04-12 03:00:00,-1124.763877213949,
2022-04-12 18:30:00,-1124.763877213949,
2022-04-12 20:00:00,-1124.763877213949,
2022-04-12 23:00:00,-1120.7406211488224,
2022-04-12 23:59:59,-1125.7015855124246,c
2022-04-13 00:00:00,-1113.7185060244856,
2022-04-13 01:00:00,-1113.7185060244856,
2022-04-13 02:30:00,-1093.0499747123868,
2022-04-13 03:00:00,-1010.2881252300513,
2022-04-13 18:30:00,-1010.2881252300513,
2022-04-13 20:00:00,-1010.2881252300513,
2022-04-13 23:00:00,-1033.4192485485191,
2022-04-13 23:59:59,-1003.6164375026765,c
2022-04-14 00:00:00,-1058.9314874072634,
2022-04-14 01:00:00,-1058.9314874072634,
2022-04-14 02:30:00,-1202.9007481354856,
2022-04-14 03:00:00,-1132.946936032884,
2022-04-14 18:30:00,-1132.946936032884,
2022-04-14 20:00:00,-1132.946936032884,
2022-04-14 23:00:00,-1132.946936032884,
2022-04-14 23:59:59,-1148.9696953447337,c
2022-04-15 00:00:00,-1148.9696953447337,
2022-04-15 01:00:00,-1148.9696953447337,
2022-04-15 02:30:00,-1148.9696953447337,
2022-04-15 03:00:00,-1148.9696953447337,
2022-04-15 18:30:00,-1148.9696953447337,
2022-04-15 20:00:00,-1148.9696953447337,
2022-04-15 23:00:00,-1148.9696953447337,
2022-04-15 23:59:59,-1148.9696953447337,w
2022-04-18 00:00:00,-1148.9696953447337,
2022-04-18 01:00:00,-1148.9696953447337,
2022-04-18 02:30:00,-1148.9696953447337,
2022-04-18 03:00:00,-1148.9696953447337,
2022-04-18 18:30:00,-1148.9696953447337,
2022-04-18 20:00:00,-1148.9696953447337,
2022-04-18 23:00:00,-980.1236471552829,
2022-04-18 23:59:59,-980.1236471552829,c
2022-04-19 00:00:00,-949.8173517584555,
2022-04-19 01:00:00,-949.8173517584555,
2022-04-19 02:30:00,-814.6909374142579,
2022-04-19 03:00:00,-852.5161246404869,
2022-04-19 18:30:00,-852.5161246404869,
2022-04-19 20:00:00,-852.5161246404869,
2022-04-19 23:00:00,-713.9292767384277,
2022-04-19 23:59:59,-787.7371057793898,c
2022-04-20 00:00:00,-854.0775226761125,
2022-04-20 01:00:00,-854.0775226761125,
2022-04-20 02:30:00,-724.8310996591226,
2022-04-20 03:00:00,-702.9987497250486,
2022-04-20 18:30:00,-702.9987497250486,
2022-04-20 20:00:00,-702.9987497250486,
2022-04-20 23:00:00,-620.5828403351879,
2022-04-20 23:59:59,-555.5164344311988,c
2022-04-21 00:00:00,-523.2940337015498,
2022-04-21 01:00:00,-523.2940337015498,
2022-04-21 02:30:00,-465.9699868102207,
2022-04-21 03:00:00,-468.77046237223385,
2022-04-21 18:30:00,-468.77046237223385,
2022-04-21 20:00:00,-468.77046237223385,
2022-04-21 23:00:00,-523.8602797937301,
2022-04-21 23:59:59,-596.3611980406631,c
2022-04-22 00:00:00,-561.9497824024611,
2022-04-22 01:00:00,-561.9497824024611,
2022-04-22 02:30:00,-516.6254283527087,
2022-04-22 03:00:00,-515.5934755893359,
2022-04-22 18:30:00,-515.5934755893359,
2022-04-22 20:00:00,-515.5934755893359,
2022-04-22 23:00:00,-515.5934755893359,
2022-04-22 23:59:59,-527.0734687643508,w
2022-04-25 00:00:00,-342.3904025005395,
2022-04-25 01:00:00,-342.3904025005395,
2022-04-25 02:30:00,-215.9576494837429,
2022-04-25 03:00:00,-168.05559076937607,
2022-04-25 18:30:00,-168.05559076937607,
2022-04-25 20:00:00,-168.05559076937607,
2022-04-25 23:00:00,-408.56086052094815,
2022-04-25 23:59:59,-474.7256866122252,c
2022-04-26 00:00:00,-548.7327532990194,
2022-04-26 01:00:00,-548.7327532990194,
2022-04-26 02:30:00,-346.33611844743973,
2022-04-26 03:00:00,-328.1551027267269,
2022-04-26 18:30:00,-328.1551027267269,
2022-04-26 20:00:00,-328.1551027267269,
2022-04-26 23:00:00,-160.1996348252933,
2022-04-26 23:59:59,-153.09564004529875,c
2022-04-27 00:00:00,-98.93754780898962,
2022-04-27 01:00:00,-98.93754780898962,
2022-04-27 02:30:00,-202.97254383772815,
2022-04-27 03:00:00,-189.19901610457146,
2022-04-27 18:30:00,-189.19901610457146,
2022-04-27 20:00:00,-189.19901610457146,
2022-04-27 23:00:00,-432.81007559629415,
2022-04-27 23:59:59,-372.65218185185313,c
2022-04-28 00:00:00,-386.1950130017358,
2022-04-28 01:00:00,-386.1950130017358,
2022-04-28 02:30:00,-394.6191893390669,
2022-04-28 03:00:00,-405.17838707419014,
2022-04-28 18:30:00,-405.17838707419014,
2022-04-28 20:00:00,-405.17838707419014,
2022-04-28 23:00:00,-380.58355480302816,
2022-04-28 23:59:59,-644.4579949637609,c
2022-04-29 00:00:00,-614.2265848867864,
2022-04-29 01:00:00,-614.2265848867864,
2022-04-29 02:30:00,-739.3891986407134,
2022-04-29 03:00:00,-742.387753950231,
2022-04-29 18:30:00,-742.387753950231,
2022-04-29 20:00:00,-742.387753950231,
2022-04-29 23:00:00,-742.387753950231,
2022-04-29 23:59:59,-955.2629701297947,w
2022-05-02 00:00:00,-955.2629701297947,
2022-05-02 01:00:00,-955.2629701297947,
2022-05-02 02:30:00,-955.2629701297947,
2022-05-02 03:00:00,-955.2629701297947,
2022-05-02 18:30:00,-955.2629701297947,
2022-05-02 20:00:00,-955.2629701297947,
2022-05-02 23:00:00,-1107.3283949189945,
2022-05-02 23:59:59,-1107.3283949189945,c
2022-05-03 00:00:00,-1049.0357934174044,
2022-05-03 01:00:00,-1049.0357934174044,
2022-05-03 02:30:00,-1060.6824567031272,
2022-05-03 03:00:00,-1044.6369677096545,
2022-05-03 18:30:00,-1044.6369677096545,
2022-05-03 20:00:00,-1044.6369677096545,
2022-05-03 23:00:00,-792.5875109574963,
2022-05-03 23:59:59,-813.2862520519575,c
2022-05-04 00:00:00,-808.2619271937556,
2022-05-04 01:00:00,-808.2619271937556,
2022-05-04 02:30:00,-789.2230421525701,
2022-05-04 03:00:00,-748.5811206232129,
2022-05-04 18:30:00,-748.5811206232129,
2022-05-04 20:00:00,-748.5811206232129,
2022-05-04 23:00:00,-739.7045179602055,
2022-05-04 23:59:59,-703.4280284096885,c
2022-05-05 00:00:00,-738.6763303492617,
