date,SP_MIG_2021_Q4,meta
2021-10-22 00:00:00,-208.90606831503874,
2021-10-22 10:00:00,-191.28317824777628,
2021-10-22 10:30:00,-199.92655092122845,
2021-10-22 12:00:00,-223.73926656942012,
2021-10-22 13:30:00,-206.67246530117927,
2021-10-22 15:00:00,-212.64110174299094,
2021-10-22 15:30:30,-212.64110174299094,
2021-10-22 23:59:59,-188.45951985798206,w
2021-10-25 00:00:00,-174.4607125434129,
2021-10-25 10:00:00,-198.24529880136265,
2021-10-25 10:30:00,-200.26633933092717,
2021-10-25 12:00:00,-196.31124988620263,
2021-10-25 13:30:00,-188.37265498903207,
2021-10-25 15:00:00,-186.22850291332884,
2021-10-25 15:30:30,-186.22850291332884,
2021-10-25 23:59:59,-193.6733779654469,c
2021-10-26 00:00:00,-170.47186868566678,
2021-10-26 10:00:00,-189.46508338974513,
2021-10-26 10:30:00,-189.09408943406743,
2021-10-26 12:00:00,-194.82199836951168,
2021-10-26 13:30:00,-182.7562069049386,
2021-10-26 15:00:00,-157.58167585939782,
2021-10-26 15:30:30,-157.58167585939782,
2021-10-26 23:59:59,-158.26121416354977,c
2021-10-27 00:00:00,-77.61263534907744,
2021-10-27 10:00:00,72.8376173854706,
2021-10-27 10:30:00,16.80468164520562,
2021-10-27 12:00:00,-41.483607535593364,
2021-10-27 13:30:00,-2.3958891057361598,
2021-10-27 15:00:00,11.799711334585254,
2021-10-27 15:30:30,11.799711334585254,
2021-10-27 23:59:59,-21.587720002984952,c
2021-10-28 00:00:00,-43.347445749155895,
2021-10-28 10:00:00,-84.73925890986357,
2021-10-28 10:30:00,-56.676548477513506,
2021-10-28 12:00:00,-52.05292014991778,
2021-10-28 13:30:00,-65.58070522385765,
2021-10-28 15:00:00,-34.52343694901697,
2021-10-28 15:30:30,-34.52343694901697,
2021-10-28 23:59:59,-29.795709667715755,c
2021-10-29 00:00:00,13.601893223715933,
2021-10-29 10:00:00,19.661596463416117,
2021-10-29 10:30:00,70.4671385791712,
2021-10-29 12:00:00,36.17450726064135,
2021-10-29 13:30:00,24.753737833740615,
2021-10-29 15:00:00,6.779939739873043,
2021-10-29 15:30:30,6.779939739873043,
2021-10-29 23:59:59,22.495153807198903,w
2021-11-01 00:00:00,25.112598882763905,
2021-11-01 10:00:00,-24.785526017482425,
2021-11-01 10:30:00,-36.26462557925947,
2021-11-01 12:00:00,-35.94390923654055,
2021-11-01 13:30:00,-32.6973120480377,
2021-11-01 15:00:00,-44.70416874135822,
2021-11-01 15:30:30,-44.70416874135822,
2021-11-01 23:59:59,-1.1664063251857897,c
2021-11-02 00:00:00,33.5730758946529,
2021-11-02 10:00:00,62.1014649857309,
2021-11-02 10:30:00,68.33894925904019,
2021-11-02 12:00:00,77.11355541114563,
2021-11-02 13:30:00,91.59912065726462,
2021-11-02 15:00:00,94.55768385647502,
2021-11-02 15:30:30,94.55768385647502,
2021-11-02 23:59:59,110.33978340410431,c
2021-11-03 00:00:00,36.10198021283054,
2021-11-03 10:00:00,-12.007971456005635,
2021-11-03 10:30:00,-27.86193321262408,
2021-11-03 12:00:00,18.51549638171946,
2021-11-03 13:30:00,23.584322842885285,
2021-11-03 15:00:00,29.75271011216728,
2021-11-03 15:30:30,29.75271011216728,
2021-11-03 23:59:59,72.08169890468025,c
2021-11-04 00:00:00,26.8632601865952,
2021-11-04 10:00:00,-28.84739528282944,
2021-11-04 10:30:00,30.08092844346561,
2021-11-04 12:00:00,32.970700368322696,
2021-11-04 13:30:00,0.6886230822826747,
2021-11-04 15:00:00,61.43242062375748,
2021-11-04 15:30:30,61.43242062375748,
2021-11-04 23:59:59,65.70711663871612,c
2021-11-05 00:00:00,-26.062816150019216,
2021-11-05 10:00:00,-70.6461241570189,
2021-11-05 10:30:00,-87.13147126198828,
2021-11-05 12:00:00,-90.04529875877438,
2021-11-05 13:30:00,-119.04720057941836,
2021-11-05 15:00:00,-91.30488043973173,
2021-11-05 15:30:30,-91.30488043973173,
2021-11-05 23:59:59,-77.54755618113086,w
2021-11-08 00:00:00,-26.32769091043042,
2021-11-08 10:00:00,-86.32660066541462,
2021-11-08 10:30:00,-90.2412722541469,
2021-11-08 12:00:00,-80.5023247306849,
2021-11-08 13:30:00,-99.9652002266489,
2021-11-08 15:00:00,-64.48514174201046,
2021-11-08 15:30:30,-64.48514174201046,
2021-11-08 23:59:59,-23.824359058414984,c
2021-11-09 00:00:00,-23.83077632729055,
2021-11-09 10:00:00,-64.70509640079194,
2021-11-09 10:30:00,-30.450948302128154,
2021-11-09 12:00:00,-37.63129851846611,
2021-11-09 13:30:00,-35.79705887374894,
2021-11-09 15:00:00,-35.11387744234389,
2021-11-09 15:30:30,-35.11387744234389,
2021-11-09 23:59:59,8.630748041298148,c
2021-11-10 00:00:00,20.76216458383942,
2021-11-10 10:00:00,-23.556261424913373,
2021-11-10 10:30:00,1.8141901363471788,
2021-11-10 12:00:00,-12.234752167891429,
2021-11-10 13:30:00,-1.6634742430812821,
2021-11-10 15:00:00,-17.554904790269802,
2021-11-10 15:30:30,-17.554904790269802,
2021-11-10 23:59:59,-47.13618806507975,c
2021-11-11 00:00:00,-39.30250860281012,
2021-11-11 10:00:00,11.516444827005444,
2021-11-11 10:30:00,3.8996788769552495,
2021-11-11 12:00:00,9.535260989438939,
2021-11-11 13:30:00,27.295206653398964,
2021-11-11 15:00:00,24.68279420438921,
2021-11-11 15:30:30,24.68279420438921,
2021-11-11 23:59:59,24.53381691175491,c
2021-11-12 00:00:00,26.43760717428131,
2021-11-12 10:00:00,25.66399032870322,
2021-11-12 10:30:00,-25.945959630168318,
2021-11-12 12:00:00,12.93236713728993,
2021-11-12 13:30:00,-0.2049366057426596,
2021-11-12 15:00:00,-1.1918620106121125,
2021-11-12 15:30:30,-1.1918620106121125,s
2021-11-12 23:59:59,16.940342286821988,w
