date,AS_GDX_2022_Q2,meta
2022-06-03 23:00:00,-297.38412228636753,
2022-06-03 23:59:59,-297.38412228636753,w
2022-06-06 00:00:00,-164.56029229920478,
2022-06-06 01:00:00,-160.9165315343762,
2022-06-06 02:30:00,-181.6901536991354,
2022-06-06 03:00:00,-168.1129108234336,
2022-06-06 18:30:00,-168.1129108234336,
2022-06-06 20:00:00,-168.1129108234336,
2022-06-06 23:00:00,-179.89251564844108,
2022-06-06 23:59:59,-157.79514095342256,c
2022-06-07 00:00:00,-137.40639263976664,
2022-06-07 01:00:00,-131.17440367773906,
2022-06-07 02:30:00,-161.3648943472208,
2022-06-07 03:00:00,-164.40888127897597,
2022-06-07 18:30:00,-164.40888127897597,
2022-06-07 20:00:00,-164.40888127897597,
2022-06-07 23:00:00,-103.85340062502564,
2022-06-07 23:59:59,-30.41779444405347,c
2022-06-08 00:00:00,23.018451564150382,
2022-06-08 01:00:00,31.51789865558294,
2022-06-08 02:30:00,64.12941661677542,
2022-06-08 03:00:00,75.32822929570102,
2022-06-08 18:30:00,75.32822929570102,
2022-06-08 20:00:00,75.32822929570102,
2022-06-08 23:00:00,8.030375062500752,
2022-06-08 23:59:59,39.70284288754647,c
2022-06-09 00:00:00,35.586785418003274,
2022-06-09 01:00:00,52.690781054427134,
2022-06-09 02:30:00,9.480464848954398,
2022-06-09 03:00:00,4.249759043161248,
2022-06-09 18:30:00,4.249759043161248,
2022-06-09 20:00:00,4.249759043161248,
2022-06-09 23:00:00,32.11689620657853,
2022-06-09 23:59:59,7.2918998628802,c
2022-06-10 00:00:00,-40.586738234536824,
2022-06-10 01:00:00,-58.33379107322526,
2022-06-10 02:30:00,3.6512749275671013,
2022-06-10 03:00:00,7.94246222736092,
2022-06-10 18:30:00,7.94246222736092,
2022-06-10 20:00:00,7.94246222736092,
2022-06-10 23:00:00,7.94246222736092,
2022-06-10 23:59:59,0.0,a
2022-06-13 00:00:00,-27.203324021145818,
2022-06-13 01:00:00,-27.203324021145818,
2022-06-13 02:30:00,-12.943923076420106,
2022-06-13 03:00:00,-5.841639899832444,
2022-06-13 18:30:00,-5.841639899832444,
2022-06-13 20:00:00,-5.841639899832444,
2022-06-13 23:00:00,36.935764035731154,
2022-06-13 23:59:59,25.617206732574232,c
2022-06-14 00:00:00,-147.02927043876025,
2022-06-14 01:00:00,-119.84399054968526,
2022-06-14 02:30:00,-64.45256858105222,
2022-06-14 03:00:00,-45.7942089723183,
2022-06-14 18:30:00,-45.7942089723183,
2022-06-14 20:00:00,-45.7942089723183,
2022-06-14 23:00:00,12.851206390275365,
2022-06-14 23:59:59,-36.516306679012814,c
2022-06-15 00:00:00,-84.8286602563121,
2022-06-15 01:00:00,-124.27422905560434,
2022-06-15 02:30:00,-129.70390772632072,
2022-06-15 03:00:00,-145.8735509926737,
2022-06-15 18:30:00,-145.8735509926737,
2022-06-15 20:00:00,-145.8735509926737,
2022-06-15 23:00:00,-47.77885908472581,
2022-06-15 23:59:59,-94.71110066003894,c
2022-06-16 00:00:00,-101.51927452020391,
2022-06-16 01:00:00,-85.4452545863005,
2022-06-16 02:30:00,-52.02971583980889,
2022-06-16 03:00:00,-58.79825291274847,
2022-06-16 18:30:00,-58.79825291274847,
2022-06-16 20:00:00,-58.79825291274847,
2022-06-16 23:00:00,-94.25205859072685,
2022-06-16 23:59:59,-99.80721730712594,c
2022-06-17 00:00:00,-36.090710995579684,
2022-06-17 01:00:00,6.920251118842316,
2022-06-17 02:30:00,-63.93684106362434,
2022-06-17 03:00:00,-61.096916097005305,
2022-06-17 18:30:00,-61.096916097005305,
2022-06-17 20:00:00,-61.096916097005305,
2022-06-17 23:00:00,-61.096916097005305,
2022-06-17 23:59:59,-39.39282823681424,e
2022-06-20 00:00:00,-325.92673088479023,
2022-06-20 01:00:00,-380.72852758071895,
2022-06-20 02:30:00,-439.4075697397602,
2022-06-20 03:00:00,-441.2020717049718,
2022-06-20 18:30:00,-441.2020717049718,
2022-06-20 20:00:00,-441.2020717049718,
2022-06-20 23:00:00,-444.7588928697769,
2022-06-20 23:59:59,-454.1655098924548,c
2022-06-21 00:00:00,-410.6954130650165,
2022-06-21 01:00:00,-424.37767256741154,
2022-06-21 02:30:00,-423.1190248189414,
2022-06-21 03:00:00,-417.7490981683277,
2022-06-21 18:30:00,-417.7490981683277,
2022-06-21 20:00:00,-417.7490981683277,
2022-06-21 23:00:00,-425.289379779756,
2022-06-21 23:59:59,-426.02647656248973,c
2022-06-22 00:00:00,-408.1824651948582,
2022-06-22 01:00:00,-441.7669378376795,
2022-06-22 02:30:00,-488.07386649741056,
2022-06-22 03:00:00,-499.5103498803119,
2022-06-22 18:30:00,-499.5103498803119,
2022-06-22 20:00:00,-499.5103498803119,
2022-06-22 23:00:00,-638.1221588276767,
2022-06-22 23:59:59,-624.0940440732866,c
2022-06-23 00:00:00,-655.7674240987444,
2022-06-23 01:00:00,-626.6030727946809,
2022-06-23 02:30:00,-649.9717717493168,
2022-06-23 03:00:00,-640.5711815973755,
2022-06-23 18:30:00,-640.5711815973755,
2022-06-23 20:00:00,-640.5711815973755,
2022-06-23 23:00:00,-645.7022004707969,
2022-06-23 23:59:59,-687.7620167483674,c
2022-06-24 00:00:00,-724.90628538483,
2022-06-24 01:00:00,-745.6711390006367,
2022-06-24 02:30:00,-725.4971267030696,
2022-06-24 03:00:00,-721.9195884649616,
2022-06-24 18:30:00,-721.9195884649616,
2022-06-24 20:00:00,-721.9195884649616,
2022-06-24 23:00:00,-721.9195884649616,
2022-06-24 23:59:59,-732.6790465925242,w
2022-06-27 00:00:00,-769.9757768182999,
2022-06-27 01:00:00,-779.1625006499953,
2022-06-27 02:30:00,-810.7399129980495,
2022-06-27 03:00:00,-811.0495307288293,
2022-06-27 18:30:00,-811.0495307288293,
2022-06-27 20:00:00,-811.0495307288293,
2022-06-27 23:00:00,-882.2199283609216,
2022-06-27 23:59:59,-834.7061932156103,c
2022-06-28 00:00:00,-811.412920689846,
2022-06-28 01:00:00,-851.1412946917826,
2022-06-28 02:30:00,-781.6212568182209,
2022-06-28 03:00:00,-766.1170382563469,
2022-06-28 18:30:00,-766.1170382563469,
2022-06-28 20:00:00,-766.1170382563469,
2022-06-28 23:00:00,-691.5021006162888,
2022-06-28 23:59:59,-738.5893836191744,c
2022-06-29 00:00:00,-825.1634725493468,
2022-06-29 01:00:00,-821.327949047115,
2022-06-29 02:30:00,-874.8299327581908,
2022-06-29 03:00:00,-872.4553763036856,
2022-06-29 18:30:00,-872.4553763036856,
2022-06-29 20:00:00,-872.4553763036856,
2022-06-29 23:00:00,-900.4992121111618,
2022-06-29 23:59:59,-926.2339157406068,c
2022-06-30 00:00:00,-937.1632851463428,
2022-06-30 01:00:00,-909.6471078235327,
2022-06-30 02:30:00,-966.3247779552185,
2022-06-30 03:00:00,-949.845435960021,
2022-06-30 18:30:00,-949.845435960021,
2022-06-30 20:00:00,-949.845435960021,
2022-06-30 23:00:00,-921.845698324586,
2022-06-30 23:59:59,-959.8606648024042,c
2022-07-01 00:00:00,-972.0451042802279,
2022-07-01 01:00:00,-992.6703506758968,
2022-07-01 02:30:00,-992.6703506758968,
2022-07-01 03:00:00,-992.6703506758968,
2022-07-01 18:30:00,-992.6703506758968,
2022-07-01 20:00:00,-992.6703506758968,
2022-07-01 23:00:00,-992.6703506758968,
2022-07-01 23:59:59,-970.4503986964237,w
