date,KRE_2021_Q3,meta
2021-08-20 00:00:00,-92.85618863540549,
2021-08-20 10:00:00,-108.78327395848692,
2021-08-20 10:30:00,-118.51181249111823,
2021-08-20 12:00:00,-151.1435121085633,
2021-08-20 13:30:00,-161.750766229517,
2021-08-20 15:00:00,-155.54731125589433,
2021-08-20 15:30:30,-155.54731125589433,
2021-08-20 23:59:59,-177.2613658089872,w
2021-08-23 00:00:00,-168.65706997295138,
2021-08-23 10:00:00,-201.7108877822684,
2021-08-23 10:30:00,-181.23519281394738,
2021-08-23 12:00:00,-191.79578365020416,
2021-08-23 13:30:00,-193.5891988538001,
2021-08-23 15:00:00,-190.69174614638177,
2021-08-23 15:30:30,-190.69174614638177,
2021-08-23 23:59:59,-189.75271252750053,c
2021-08-24 00:00:00,-201.5320106754766,
2021-08-24 10:00:00,-198.03732173583148,
2021-08-24 10:30:00,-177.05803538948885,
2021-08-24 12:00:00,-184.05873746045927,
2021-08-24 13:30:00,-186.82806403099084,
2021-08-24 15:00:00,-184.2686682791209,
2021-08-24 15:30:30,-184.2686682791209,
2021-08-24 23:59:59,-176.68399850489732,c
2021-08-25 00:00:00,-179.21866726501912,
2021-08-25 10:00:00,-200.22952825137827,
2021-08-25 10:30:00,-204.74415745206124,
2021-08-25 12:00:00,-211.25135803341345,
2021-08-25 13:30:00,-218.83992401168143,
2021-08-25 15:00:00,-205.31186757589376,
2021-08-25 15:30:30,-205.31186757589376,
2021-08-25 23:59:59,-174.99866919783972,c
2021-08-26 00:00:00,-200.51650143564666,
2021-08-26 10:00:00,-165.04160137443205,
2021-08-26 10:30:00,-173.49359317882818,
2021-08-26 12:00:00,-155.21410588571462,
2021-08-26 13:30:00,-144.630075636549,
2021-08-26 15:00:00,-138.75237807866552,
2021-08-26 15:30:30,-138.75237807866552,
2021-08-26 23:59:59,-125.08759729989197,c
2021-08-27 00:00:00,-151.5899129271047,
2021-08-27 10:00:00,-173.80357249329018,
2021-08-27 10:30:00,-172.22563914810053,
2021-08-27 12:00:00,-209.9064541040848,
2021-08-27 13:30:00,-221.43408192950483,
2021-08-27 15:00:00,-232.623765548125,
2021-08-27 15:30:30,-232.623765548125,
2021-08-27 23:59:59,-241.81537613578757,w
2021-08-30 00:00:00,-239.2479354039001,
2021-08-30 10:00:00,-212.71146028226076,
2021-08-30 10:30:00,-205.59028115635192,
2021-08-30 12:00:00,-194.14400770617885,
2021-08-30 13:30:00,-184.51753896969603,
2021-08-30 15:00:00,-187.17201205399897,
2021-08-30 15:30:30,-187.17201205399897,
2021-08-30 23:59:59,-168.8662132368454,c
2021-08-31 00:00:00,-177.06222332573998,
2021-08-31 10:00:00,-174.70657173451355,
2021-08-31 10:30:00,-187.58830118462492,
2021-08-31 12:00:00,-212.18683528509655,
2021-08-31 13:30:00,-202.26901021418325,
2021-08-31 15:00:00,-192.75369278623612,
