date,MSCI_ESG_2022_Q3,meta
2022-07-15 00:00:00,86.17587014080989,
2022-07-15 10:00:00,85.60989016610513,
2022-07-15 10:30:00,85.89502626625104,
2022-07-15 12:00:00,88.80872708713147,
2022-07-15 13:30:00,79.73491971022237,
2022-07-15 15:00:00,78.45486611330273,
2022-07-15 15:30:30,78.45486611330273,
2022-07-15 23:59:59,81.77123107002322,w
2022-07-18 00:00:00,79.38807478135213,
2022-07-18 10:00:00,72.62785318776125,
2022-07-18 10:30:00,77.27548970196793,
2022-07-18 12:00:00,72.43154657345438,
2022-07-18 13:30:00,72.25716321109591,
2022-07-18 15:00:00,81.41938968474301,
2022-07-18 15:30:30,81.41938968474301,
2022-07-18 23:59:59,81.26976991572775,c
2022-07-19 00:00:00,75.76146361150414,
2022-07-19 10:00:00,90.86621737118493,
2022-07-19 10:30:00,95.93991116814486,
2022-07-19 12:00:00,101.77390905850442,
2022-07-19 13:30:00,100.96313364755515,
2022-07-19 15:00:00,97.16279392340006,
2022-07-19 15:30:30,97.16279392340006,
2022-07-19 23:59:59,97.81343895329731,c
2022-07-20 00:00:00,102.53931495824176,
2022-07-20 10:00:00,99.74031238412631,
2022-07-20 10:30:00,94.72487667814049,
2022-07-20 12:00:00,95.30954235622002,
2022-07-20 13:30:00,102.37361405415697,
2022-07-20 15:00:00,98.20276415862875,
2022-07-20 15:30:30,98.20276415862875,
2022-07-20 23:59:59,89.36296266549654,c
2022-07-21 00:00:00,87.42264103722529,
2022-07-21 10:00:00,73.77673194643866,
2022-07-21 10:30:00,85.38632027920497,
2022-07-21 12:00:00,89.19112254501428,
2022-07-21 13:30:00,82.17541318795774,
2022-07-21 15:00:00,84.24880884711212,
2022-07-21 15:30:30,84.24880884711212,
2022-07-21 23:59:59,86.59458073151073,c
2022-07-22 00:00:00,106.54438307080851,
2022-07-22 10:00:00,106.22637348863472,
2022-07-22 10:30:00,102.51255161167849,
2022-07-22 12:00:00,113.6728889729039,
2022-07-22 13:30:00,109.66277512168485,
2022-07-22 15:00:00,106.73113337203615,
2022-07-22 15:30:30,106.73113337203615,
2022-07-22 23:59:59,109.0277702040332,w
2022-07-25 00:00:00,111.75616043334554,
2022-07-25 10:00:00,114.41028737016265,
2022-07-25 10:30:00,113.94721758256868,
2022-07-25 12:00:00,118.15223572596533,
2022-07-25 13:30:00,115.58817523352633,
2022-07-25 15:00:00,113.46334039458118,
2022-07-25 15:30:30,113.46334039458118,
2022-07-25 23:59:59,116.94857145187628,c
2022-07-26 00:00:00,119.94372649779355,
2022-07-26 10:00:00,135.71770312668315,
2022-07-26 10:30:00,137.06863964372278,
2022-07-26 12:00:00,143.44849920366048,
2022-07-26 13:30:00,146.56347235934786,
2022-07-26 15:00:00,140.3132364302193,
2022-07-26 15:30:30,140.3132364302193,
2022-07-26 23:59:59,139.4382860801974,c
2022-07-27 00:00:00,129.3877458171553,
2022-07-27 10:00:00,136.74679114893505,
2022-07-27 10:30:00,129.4987269428547,
2022-07-27 12:00:00,124.58716893343866,
2022-07-27 13:30:00,121.11665623646142,
2022-07-27 15:00:00,116.35551488512844,
2022-07-27 15:30:30,116.35551488512844,
2022-07-27 23:59:59,114.34327321710249,c
2022-07-28 00:00:00,107.3300724069394,
2022-07-28 10:00:00,123.85055827455405,
2022-07-28 10:30:00,132.4702183440604,
2022-07-28 12:00:00,129.18980258715996,
2022-07-28 13:30:00,133.45871314718218,
2022-07-28 15:00:00,132.65488034611192,
2022-07-28 15:30:30,132.65488034611192,
2022-07-28 23:59:59,131.51194682265006,c
