date,SCHH_2021_Q1,meta
2021-03-09 12:00:00,-151.45267102675302,
2021-03-09 13:30:00,-124.81553055422455,
2021-03-09 15:00:00,-111.91054073078908,
2021-03-09 15:30:30,-111.91054073078908,
2021-03-09 23:59:59,-129.15985264094502,c
2021-03-10 00:00:00,-101.57186864375922,
2021-03-10 10:00:00,-70.62776714983261,
2021-03-10 10:30:00,-61.483681986541114,
2021-03-10 12:00:00,-66.0193436833897,
2021-03-10 13:30:00,-70.6857080082707,
2021-03-10 15:00:00,-76.62114353835364,
2021-03-10 15:30:30,-76.62114353835364,
2021-03-10 23:59:59,-98.27794071385733,c
2021-03-11 00:00:00,-69.98640440595727,
2021-03-11 10:00:00,-47.80555966564225,
2021-03-11 10:30:00,-72.57522801961727,
2021-03-11 12:00:00,-39.43847719594146,
2021-03-11 13:30:00,-23.039242329790568,
2021-03-11 15:00:00,-44.40028478392037,
2021-03-11 15:30:30,-44.40028478392037,
2021-03-11 23:59:59,-48.47680380463976,c
2021-03-12 00:00:00,-49.19520912278699,
2021-03-12 10:00:00,-63.852635394353456,
2021-03-12 10:30:00,-65.0827512011358,
2021-03-12 12:00:00,-39.03476821621848,
2021-03-12 13:30:00,-22.257946386813046,
2021-03-12 15:00:00,-19.6187175757118,
2021-03-12 15:30:30,-19.6187175757118,
2021-03-12 23:59:59,0.0,a
2021-03-15 00:00:00,-18.49816384068481,
2021-03-15 10:00:00,25.524825696000107,
2021-03-15 10:30:00,19.05307732565825,
2021-03-15 12:00:00,22.983959137846796,
2021-03-15 13:30:00,19.677247139878546,
2021-03-15 15:00:00,7.573159618084901,
2021-03-15 15:30:30,7.573159618084901,
2021-03-15 23:59:59,8.031391539324204,c
2021-03-16 00:00:00,36.91970534544362,
2021-03-16 10:00:00,39.10326018611363,
2021-03-16 10:30:00,48.582663815180695,
2021-03-16 12:00:00,65.80464261361931,
2021-03-16 13:30:00,51.19008346016926,
2021-03-16 15:00:00,31.122133136947923,
2021-03-16 15:30:30,31.122133136947923,
2021-03-16 23:59:59,37.586494424431294,c
2021-03-17 00:00:00,20.410766726447264,
2021-03-17 10:00:00,28.142568998284332,
2021-03-17 10:30:00,0.1507358063349784,
2021-03-17 12:00:00,-15.149111049744306,
2021-03-17 13:30:00,-28.511893599431687,
2021-03-17 15:00:00,-45.0893861536249,
2021-03-17 15:30:30,-45.0893861536249,
2021-03-17 23:59:59,-50.738421179466286,c
2021-03-18 00:00:00,-38.41651457170224,
2021-03-18 10:00:00,-80.02425824220586,
2021-03-18 10:30:00,-110.65599904864416,
2021-03-18 12:00:00,-114.010772604963,
2021-03-18 13:30:00,-96.7920158434872,
2021-03-18 15:00:00,-80.75157700323575,
2021-03-18 15:30:30,-80.75157700323575,
2021-03-18 23:59:59,-69.27326642227217,c
2021-03-19 00:00:00,-39.940244506969066,
2021-03-19 10:00:00,-53.44659694315078,
2021-03-19 10:30:00,-48.87171856597001,
2021-03-19 12:00:00,-53.935930278948035,
2021-03-19 13:30:00,-58.681715397669905,
2021-03-19 15:00:00,-61.67056322598137,
2021-03-19 15:30:30,-61.67056322598137,
2021-03-19 23:59:59,-34.66163319786574,e
2021-03-22 00:00:00,-45.88059266332766,
2021-03-22 10:00:00,-48.8800280560813,
2021-03-22 10:30:00,-17.977439517460652,
2021-03-22 12:00:00,-5.282713725559006,
2021-03-22 13:30:00,-18.782943379425433,
2021-03-22 15:00:00,-0.211571948813571,
2021-03-22 15:30:30,-0.211571948813571,
2021-03-22 23:59:59,-9.215743834681007,c
2021-03-23 00:00:00,4.370559142373168,
2021-03-23 10:00:00,-0.726087073836652,
2021-03-23 10:30:00,14.726805602600507,
2021-03-23 12:00:00,63.82537969263785,
2021-03-23 13:30:00,54.62828512094143,
2021-03-23 15:00:00,55.17783266415472,
2021-03-23 15:30:30,55.17783266415472,
2021-03-23 23:59:59,62.63790993786506,c
2021-03-24 00:00:00,51.79034604614458,
2021-03-24 10:00:00,21.942037020807675,
2021-03-24 10:30:00,31.82210837634875,
2021-03-24 12:00:00,27.765793017639908,
2021-03-24 13:30:00,28.88469956118979,
2021-03-24 15:00:00,32.83956737256881,
2021-03-24 15:30:30,32.83956737256881,
2021-03-24 23:59:59,37.61636290684419,c
2021-03-25 00:00:00,56.49225616849026,
2021-03-25 10:00:00,55.982233858313975,
2021-03-25 10:30:00,41.58214377508375,
2021-03-25 12:00:00,50.19808912559165,
2021-03-25 13:30:00,57.27310026583564,
2021-03-25 15:00:00,46.38418976617345,
2021-03-25 15:30:30,46.38418976617345,
2021-03-25 23:59:59,68.21454338255285,c
2021-03-26 00:00:00,60.0220815688931,
2021-03-26 10:00:00,41.982762020394375,
2021-03-26 10:30:00,3.28777440199201,
2021-03-26 12:00:00,4.871113013227159,
2021-03-26 13:30:00,12.244331568271491,
2021-03-26 15:00:00,9.150298115136366,
2021-03-26 15:30:30,9.150298115136366,
2021-03-26 23:59:59,44.614227230519646,w
2021-03-29 00:00:00,65.91420527073137,
2021-03-29 10:00:00,14.930278369470216,
2021-03-29 10:30:00,20.095017393444323,
2021-03-29 12:00:00,56.978954124171196,
2021-03-29 13:30:00,61.499583869785965,
2021-03-29 15:00:00,61.06132820500079,
2021-03-29 15:30:30,61.06132820500079,
2021-03-29 23:59:59,64.32842035431622,c
2021-03-30 00:00:00,35.10046519276557,
2021-03-30 10:00:00,46.60211357972457,
2021-03-30 10:30:00,41.623516290844464,
2021-03-30 12:00:00,23.069384379512258,
2021-03-30 13:30:00,22.116564706770987,
2021-03-30 15:00:00,20.533021810024593,
2021-03-30 15:30:30,20.533021810024593,
2021-03-30 23:59:59,25.124267723775574,c
2021-03-31 00:00:00,54.46004667067609,
2021-03-31 10:00:00,33.63147326044009,
2021-03-31 10:30:00,59.47882020072052,
2021-03-31 12:00:00,72.86273642114361,
2021-03-31 13:30:00,93.88819339381894,
2021-03-31 15:00:00,77.26998831743822,
2021-03-31 15:30:30,77.26998831743822,
2021-03-31 23:59:59,58.89147944622391,c
2021-04-01 00:00:00,107.34963933215931,
2021-04-01 10:00:00,70.73873328274885,
2021-04-01 10:30:00,61.96865209124394,
2021-04-01 12:00:00,62.55186363473854,
2021-04-01 13:30:00,58.19704750876872,
2021-04-01 15:00:00,56.132149493536645,
2021-04-01 15:30:30,56.132149493536645,
2021-04-01 23:59:59,58.57177226399858,c
2021-04-02 00:00:00,58.57177226399858,
2021-04-02 10:00:00,58.57177226399858,
2021-04-02 10:30:00,58.57177226399858,
2021-04-02 12:00:00,58.57177226399858,
2021-04-02 13:30:00,58.57177226399858,
2021-04-02 15:00:00,58.57177226399858,
2021-04-02 15:30:30,58.57177226399858,
2021-04-02 23:59:59,58.57177226399858,w
