date,AS_TAN_2022_Q1,meta
2022-03-08 18:30:00,70.75434286932432,
2022-03-08 20:00:00,60.79576686565815,
2022-03-08 23:00:00,-290.4471515046498,
2022-03-08 23:59:59,-284.53908587775277,c
2022-03-09 00:00:00,-207.75436027896194,
2022-03-09 01:00:00,-398.38537311507116,
2022-03-09 02:30:00,-193.1352475115773,
2022-03-09 03:00:00,-164.65342403078103,
2022-03-09 18:30:00,-164.65342403078103,
2022-03-09 20:00:00,-182.52284320357285,
2022-03-09 23:00:00,-54.066925749301845,
2022-03-09 23:59:59,-57.894098433027466,c
2022-03-10 00:00:00,202.0257962138603,
2022-03-10 01:00:00,256.7184788313334,
2022-03-10 02:30:00,187.813268723311,
2022-03-10 03:00:00,261.9280013673433,
2022-03-10 18:30:00,261.9280013673433,
2022-03-10 20:00:00,278.7779039761981,
2022-03-10 23:00:00,40.88176491677223,
2022-03-10 23:59:59,37.888892331233365,c
2022-03-11 00:00:00,-106.95921258231556,
2022-03-11 01:00:00,-39.49565829835228,
2022-03-11 02:30:00,20.638324721390745,
2022-03-11 03:00:00,-4.408777475743591,
2022-03-11 18:30:00,-4.408777475743591,
2022-03-11 20:00:00,-4.408777475743591,
2022-03-11 23:00:00,-4.408777475743591,
2022-03-11 23:59:59,0.0,a
2022-03-14 00:00:00,-272.82399775293925,
2022-03-14 01:00:00,-268.15043910908844,
2022-03-14 02:30:00,-151.41006074423785,
2022-03-14 03:00:00,-190.24918007150973,
2022-03-14 18:30:00,-190.24918007150973,
2022-03-14 20:00:00,-190.24918007150973,
2022-03-14 23:00:00,-61.38290977272936,
2022-03-14 23:59:59,-154.91243109362404,c
2022-03-15 00:00:00,-280.85647157395397,
2022-03-15 01:00:00,-275.78539025787086,
2022-03-15 02:30:00,-362.05783056230393,
2022-03-15 03:00:00,-435.5592696918884,
2022-03-15 18:30:00,-435.5592696918884,
2022-03-15 20:00:00,-435.5592696918884,
2022-03-15 23:00:00,-603.9577973042083,
2022-03-15 23:59:59,-580.3155008740782,c
2022-03-16 00:00:00,-463.23388432181673,
2022-03-16 01:00:00,-473.3902166203861,
2022-03-16 02:30:00,-176.920750809305,
2022-03-16 03:00:00,-149.04435456101146,
2022-03-16 18:30:00,-149.04435456101146,
2022-03-16 20:00:00,-149.04435456101146,
2022-03-16 23:00:00,-253.87979154413097,
2022-03-16 23:59:59,-294.6244548994282,c
2022-03-17 00:00:00,-225.55648185361224,
2022-03-17 01:00:00,-221.34948083567815,
2022-03-17 02:30:00,-250.25097869753063,
2022-03-17 03:00:00,-330.4516277624771,
2022-03-17 18:30:00,-330.4516277624771,
2022-03-17 20:00:00,-330.4516277624771,
2022-03-17 23:00:00,-31.12066750451504,
2022-03-17 23:59:59,-115.36145975331237,c
2022-03-18 00:00:00,-144.86305767989506,
2022-03-18 01:00:00,-139.66529934259688,
2022-03-18 02:30:00,-44.11233429773347,
2022-03-18 03:00:00,-41.84477696313934,
2022-03-18 18:30:00,-41.84477696313934,
2022-03-18 20:00:00,-41.84477696313934,
2022-03-18 23:00:00,-41.84477696313934,
2022-03-18 23:59:59,85.84548199763867,e
2022-03-21 00:00:00,6.228617368346022,
2022-03-21 01:00:00,4.216534432639492,
2022-03-21 02:30:00,-48.03717967877583,
2022-03-21 03:00:00,-39.21459848569157,
2022-03-21 18:30:00,-39.21459848569157,
2022-03-21 20:00:00,-39.21459848569157,
2022-03-21 23:00:00,-123.41467493809614,
2022-03-21 23:59:59,-130.8852170916398,c
2022-03-22 00:00:00,-84.76171516460545,
2022-03-22 01:00:00,-94.54794682225292,
2022-03-22 02:30:00,-71.253714923193,
2022-03-22 03:00:00,-98.95354271326232,
2022-03-22 18:30:00,-98.95354271326232,
2022-03-22 20:00:00,-98.95354271326232,
2022-03-22 23:00:00,-37.04048466360109,
2022-03-22 23:59:59,-88.16396440235894,c
2022-03-23 00:00:00,-48.05374085164931,
2022-03-23 01:00:00,-56.37731123309368,
2022-03-23 02:30:00,-94.91155798612454,
2022-03-23 03:00:00,-136.57566188954206,
2022-03-23 18:30:00,-136.57566188954206,
2022-03-23 20:00:00,-136.57566188954206,
2022-03-23 23:00:00,-315.75708035102616,
2022-03-23 23:59:59,-333.18797621956674,c
2022-03-24 00:00:00,-327.31470960475144,
2022-03-24 01:00:00,-323.6176983655978,
2022-03-24 02:30:00,-228.85759113331824,
2022-03-24 03:00:00,-257.7277375914764,
2022-03-24 18:30:00,-257.7277375914764,
2022-03-24 20:00:00,-257.7277375914764,
2022-03-24 23:00:00,-233.2505203249366,
2022-03-24 23:59:59,-391.0624108402526,c
2022-03-25 00:00:00,-358.6424174291451,
2022-03-25 01:00:00,-351.7226454100728,
2022-03-25 02:30:00,-363.08424120806103,
2022-03-25 03:00:00,-384.87490730715126,
2022-03-25 18:30:00,-384.87490730715126,
2022-03-25 20:00:00,-384.87490730715126,
2022-03-25 23:00:00,-384.87490730715126,
2022-03-25 23:59:59,-375.0680984319306,w
2022-03-28 00:00:00,-216.43633218513605,
2022-03-28 01:00:00,-218.3358618481834,
2022-03-28 02:30:00,-305.16572476045894,
2022-03-28 03:00:00,-298.5371192659122,
2022-03-28 18:30:00,-298.5371192659122,
2022-03-28 20:00:00,-298.5371192659122,
2022-03-28 23:00:00,-297.44591953148847,
2022-03-28 23:59:59,-43.39702190991375,c
2022-03-29 00:00:00,-41.36481048740643,
2022-03-29 01:00:00,-48.022713097123415,
2022-03-29 02:30:00,-142.12735491061903,
2022-03-29 03:00:00,-67.90177401831261,
2022-03-29 18:30:00,-67.90177401831261,
2022-03-29 20:00:00,-67.90177401831261,
2022-03-29 23:00:00,208.90584581129315,
2022-03-29 23:59:59,365.00603643916475,c
2022-03-30 00:00:00,429.5100557250116,
2022-03-30 01:00:00,422.0488580029232,
2022-03-30 02:30:00,487.6509308358336,
2022-03-30 03:00:00,479.8819731406538,
2022-03-30 18:30:00,479.8819731406538,
2022-03-30 20:00:00,479.8819731406538,
2022-03-30 23:00:00,332.08714081922153,
2022-03-30 23:59:59,290.70405737188594,c
2022-03-31 00:00:00,268.24016872374796,
2022-03-31 01:00:00,286.2319896086001,
2022-03-31 02:30:00,191.88115837086934,
2022-03-31 03:00:00,154.48333351040765,
2022-03-31 18:30:00,154.48333351040765,
2022-03-31 20:00:00,154.48333351040765,
2022-03-31 23:00:00,249.59564872357805,
2022-03-31 23:59:59,192.2260461877986,c
2022-04-01 00:00:00,138.03786802892773,
2022-04-01 01:00:00,136.85361697434928,
2022-04-01 02:30:00,156.95349892301874,
2022-04-01 03:00:00,148.24830032477348,
2022-04-01 18:30:00,148.24830032477348,
2022-04-01 20:00:00,148.24830032477348,
2022-04-01 23:00:00,148.24830032477348,
2022-04-01 23:59:59,114.46419305703694,w
