date,AS_TAN_2022_Q1,meta
2022-02-18 00:00:00,-129.69935806984813,
2022-02-18 01:00:00,-147.9915075495328,
2022-02-18 02:30:00,-167.3880006711379,
2022-02-18 03:00:00,-180.54841208477137,
2022-02-18 18:30:00,-180.54841208477137,
2022-02-18 20:00:00,-180.54841208477137,
2022-02-18 23:00:00,-180.54841208477137,
2022-02-18 23:59:59,-178.75688299687317,w
2022-02-21 00:00:00,-133.99844561345435,
2022-02-21 01:00:00,-158.27054505226624,
2022-02-21 02:30:00,-11.28321363305895,
2022-02-21 03:00:00,-25.363651332010704,
2022-02-21 18:30:00,-25.363651332010704,
2022-02-21 20:00:00,-10.632158890551182,
2022-02-21 23:00:00,37.54826971374405,
2022-02-21 23:59:59,39.88333836864058,c
2022-02-22 00:00:00,87.90042335131511,
2022-02-22 01:00:00,95.0628402626271,
2022-02-22 02:30:00,436.596479394746,
2022-02-22 03:00:00,383.1385112673097,
2022-02-22 18:30:00,383.1385112673097,
2022-02-22 20:00:00,383.1385112673097,
2022-02-22 23:00:00,509.169815758004,
2022-02-22 23:59:59,511.1088579864818,c
2022-02-23 00:00:00,580.8950088473448,
2022-02-23 01:00:00,506.469947907417,
2022-02-23 02:30:00,598.5269855250244,
2022-02-23 03:00:00,595.86911575883,
2022-02-23 18:30:00,595.86911575883,
2022-02-23 20:00:00,585.2043881181771,
2022-02-23 23:00:00,525.6880326730488,
2022-02-23 23:59:59,520.4102643698534,c
2022-02-24 00:00:00,465.30520740970223,
2022-02-24 01:00:00,384.67139359330577,
2022-02-24 02:30:00,369.5760852031899,
2022-02-24 03:00:00,280.3851714687271,
2022-02-24 18:30:00,280.3851714687271,
2022-02-24 20:00:00,291.6618579929009,
2022-02-24 23:00:00,252.44197391425223,
2022-02-24 23:59:59,263.55092069386137,c
2022-02-25 00:00:00,462.39248692014826,
2022-02-25 01:00:00,490.9358065161632,
2022-02-25 02:30:00,370.39396198035047,
2022-02-25 03:00:00,406.1290758666328,
2022-02-25 18:30:00,406.1290758666328,
2022-02-25 20:00:00,406.1290758666328,
2022-02-25 23:00:00,406.1290758666328,
2022-02-25 23:59:59,403.0379428813767,w
2022-02-28 00:00:00,205.8770948103902,
2022-02-28 01:00:00,290.9032584297629,
2022-02-28 02:30:00,308.12309796368027,
2022-02-28 03:00:00,378.3739483056597,
2022-02-28 18:30:00,378.3739483056597,
2022-02-28 20:00:00,395.03683431815716,
2022-02-28 23:00:00,332.24961454985805,
2022-02-28 23:59:59,339.7791969785576,c
2022-03-01 00:00:00,539.9081399118431,
2022-03-01 01:00:00,522.4975972426118,
2022-03-01 02:30:00,577.4047513967398,
2022-03-01 03:00:00,566.5312397112302,
2022-03-01 18:30:00,566.5312397112302,
2022-03-01 20:00:00,551.0105719661306,
2022-03-01 23:00:00,686.4721210010066,
2022-03-01 23:59:59,697.1166631743263,c
2022-03-02 00:00:00,660.9627778841614,
2022-03-02 01:00:00,733.9605976731727,
2022-03-02 02:30:00,677.7965452869748,
2022-03-02 03:00:00,669.4228735270972,
2022-03-02 18:30:00,669.4228735270972,
2022-03-02 20:00:00,643.3157863170463,
2022-03-02 23:00:00,666.8014679444577,
2022-03-02 23:59:59,667.4949028433393,c
2022-03-03 00:00:00,793.3399962756512,
2022-03-03 01:00:00,744.2147169821965,
2022-03-03 02:30:00,764.3672940246579,
2022-03-03 03:00:00,852.7071550439841,
2022-03-03 18:30:00,852.7071550439841,
2022-03-03 20:00:00,853.4184427128339,
2022-03-03 23:00:00,681.9228511118654,
2022-03-03 23:59:59,681.5453789237108,c
2022-03-04 00:00:00,585.082204994932,
2022-03-04 01:00:00,593.6296530185809,
2022-03-04 02:30:00,630.4121995940568,
2022-03-04 03:00:00,745.6344028010162,
2022-03-04 18:30:00,745.6344028010162,
2022-03-04 20:00:00,745.6344028010162,
2022-03-04 23:00:00,745.6344028010162,
2022-03-04 23:59:59,745.9747913131669,w
2022-03-07 00:00:00,490.1122773240868,
2022-03-07 01:00:00,412.1477819092206,
2022-03-07 02:30:00,399.59593496751677,
2022-03-07 03:00:00,256.1367683741473,
2022-03-07 18:30:00,256.1367683741473,
2022-03-07 20:00:00,290.64115200743436,
2022-03-07 23:00:00,86.45905496069827,
2022-03-07 23:59:59,72.88393427328356,c
2022-03-08 00:00:00,85.53649438134107,
2022-03-08 01:00:00,232.09165300023597,
2022-03-08 02:30:00,88.61961110282846,
2022-03-08 03:00:00,70.75434286932432,
