date,FT_FAM_2021_Q4,meta
2021-11-19 00:00:00,-270.4747001927806,
2021-11-19 10:00:00,-325.7318839929235,
2021-11-19 10:30:00,-340.61390015717325,
2021-11-19 12:00:00,-320.7018512758932,
2021-11-19 13:30:00,-339.8557507836988,
2021-11-19 15:00:00,-337.39116362605,
2021-11-19 15:30:30,-337.39116362605,
2021-11-19 23:59:59,-309.45487148393,w
2021-11-22 00:00:00,-244.41983562885753,
2021-11-22 10:00:00,-241.42367493866846,
2021-11-22 10:30:00,-234.7760224211395,
2021-11-22 12:00:00,-158.64037050165803,
2021-11-22 13:30:00,-186.16194683478602,
2021-11-22 15:00:00,-199.1326697280697,
2021-11-22 15:30:30,-199.1326697280697,u
2021-11-22 23:59:59,-136.23490657341335,c
2021-11-23 00:00:00,-162.71228895093213,
2021-11-23 10:00:00,-230.803871462477,
2021-11-23 10:30:00,-187.07244482118904,
2021-11-23 12:00:00,-178.00205504434598,
2021-11-23 13:30:00,-202.74787327898434,
2021-11-23 15:00:00,-219.6191406046803,
2021-11-23 15:30:30,-219.6191406046803,
2021-11-23 23:59:59,-224.3451399705316,c
2021-11-24 00:00:00,-202.447772593516,
2021-11-24 10:00:00,-224.91552540229486,
2021-11-24 10:30:00,-258.85858840622154,
2021-11-24 12:00:00,-259.55820918703284,
2021-11-24 13:30:00,-272.2812910077521,
2021-11-24 15:00:00,-274.74762905152556,
2021-11-24 15:30:30,-274.74762905152556,
2021-11-24 23:59:59,-285.751856587661,c
2021-11-25 00:00:00,-285.751856587661,
2021-11-25 10:00:00,-285.751856587661,
2021-11-25 10:30:00,-285.751856587661,
2021-11-25 12:00:00,-285.751856587661,
2021-11-25 13:30:00,-285.751856587661,
2021-11-25 15:00:00,-285.751856587661,
2021-11-25 15:30:30,-285.751856587661,
2021-11-25 23:59:59,-285.751856587661,c
2021-11-26 00:00:00,-186.1784127756007,
2021-11-26 10:00:00,-172.08355363716328,
2021-11-26 10:30:00,-182.6509066286119,
2021-11-26 12:00:00,-152.90901965125772,
2021-11-26 13:30:00,-152.90901965125772,
2021-11-26 15:00:00,-152.90901965125772,
2021-11-26 15:30:30,-152.90901965125772,
2021-11-26 23:59:59,-157.772174878344,w
2021-11-29 00:00:00,-231.0406086857538,
2021-11-29 10:00:00,-202.10042573191754,
2021-11-29 10:30:00,-173.6257227403462,
2021-11-29 12:00:00,-188.5875716040482,
2021-11-29 13:30:00,-209.28194403282555,
2021-11-29 15:00:00,-189.36832275566667,
2021-11-29 15:30:30,-189.36832275566667,
2021-11-29 23:59:59,-198.3868807534011,c
2021-11-30 00:00:00,-160.55182043131367,
