date,PAVE_2021_Q1,meta
2021-01-01 00:00:00,132.52365858471447,
2021-01-01 10:00:00,132.52365858471447,
2021-01-01 10:30:00,132.52365858471447,
2021-01-01 12:00:00,132.52365858471447,
2021-01-01 13:30:00,132.52365858471447,
2021-01-01 15:00:00,132.52365858471447,
2021-01-01 15:30:30,132.52365858471447,
2021-01-01 23:59:59,132.52365858471447,w
2021-01-04 00:00:00,132.52365858471447,
2021-01-04 10:00:00,132.05278491073113,
2021-01-04 10:30:00,137.6779475789621,
2021-01-04 12:00:00,132.53942302038553,
2021-01-04 13:30:00,143.18651026888836,
2021-01-04 15:00:00,145.48309259798935,
2021-01-04 15:30:30,145.48309259798935,
2021-01-04 23:59:59,153.4808271642056,c
2021-01-05 00:00:00,144.00189914501513,
2021-01-05 10:00:00,121.80237150843868,
2021-01-05 10:30:00,117.77653432777502,
2021-01-05 12:00:00,104.78526045537319,
2021-01-05 13:30:00,89.13295707895101,
2021-01-05 15:00:00,81.31144534124816,
2021-01-05 15:30:30,81.31144534124816,
2021-01-05 23:59:59,89.98617042369101,c
2021-01-06 00:00:00,35.161969972215566,
2021-01-06 10:00:00,19.180253570532773,
2021-01-06 10:30:00,0.22911263161426376,
2021-01-06 12:00:00,-16.618468343854133,
2021-01-06 13:30:00,-25.0571537578107,
2021-01-06 15:00:00,-6.503476926923074,
2021-01-06 15:30:30,-6.503476926923074,
2021-01-06 23:59:59,-23.579867987330783,c
2021-01-07 00:00:00,-26.258988346566472,
2021-01-07 10:00:00,-42.06507101417524,
2021-01-07 10:30:00,-42.55537629740016,
2021-01-07 12:00:00,-25.287518555017318,
2021-01-07 13:30:00,-37.851231381572426,
2021-01-07 15:00:00,-28.53984785262305,
2021-01-07 15:30:30,-28.53984785262305,
2021-01-07 23:59:59,-32.16448289465901,c
2021-01-08 00:00:00,-48.26648762171528,
2021-01-08 10:00:00,-32.92399183315427,
2021-01-08 10:30:00,-26.74475224525624,
2021-01-08 12:00:00,-58.22109831600791,
2021-01-08 13:30:00,-49.17275304403404,
2021-01-08 15:00:00,-40.31691375248878,
2021-01-08 15:30:30,-40.31691375248878,
2021-01-08 23:59:59,-52.73389097720714,w
2021-01-11 00:00:00,-35.15993100238389,
2021-01-11 10:00:00,-53.55382702794085,
2021-01-11 10:30:00,-47.39782090617213,
2021-01-11 12:00:00,-60.77277784172787,
2021-01-11 13:30:00,-62.11225380930621,
2021-01-11 15:00:00,-53.03782232180971,
2021-01-11 15:30:30,-53.03782232180971,
2021-01-11 23:59:59,-52.72985361644637,c
2021-01-12 00:00:00,-61.55177325579837,
2021-01-12 10:00:00,-81.4906690311567,
2021-01-12 10:30:00,-92.03819870761019,
2021-01-12 12:00:00,-110.17420937458935,
2021-01-12 13:30:00,-101.0796308543806,
2021-01-12 15:00:00,-100.28455480204946,
2021-01-12 15:30:30,-100.28455480204946,
2021-01-12 23:59:59,-98.96962969843167,c
2021-01-13 00:00:00,-98.21939847932455,
2021-01-13 10:00:00,-54.01006741618986,
2021-01-13 10:30:00,-56.36314683011589,
2021-01-13 12:00:00,-28.220548095556186,
2021-01-13 13:30:00,-34.18933864312589,
2021-01-13 15:00:00,-24.602677902578822,
2021-01-13 15:30:30,-24.602677902578822,
2021-01-13 23:59:59,-19.50461431922676,c
2021-01-14 00:00:00,-34.64739254764129,
2021-01-14 10:00:00,-29.887760829675965,
2021-01-14 10:30:00,-32.88125063820763,
2021-01-14 12:00:00,-13.312048610447118,
2021-01-14 13:30:00,-30.892861707468914,
2021-01-14 15:00:00,-41.198542253007595,
2021-01-14 15:30:30,-41.198542253007595,
2021-01-14 23:59:59,-30.179010678338052,c
2021-01-15 00:00:00,-28.41995044028089,
2021-01-15 10:00:00,-8.196481047245129,
2021-01-15 10:30:00,0.3169204624926829,
2021-01-15 12:00:00,-12.341988133593334,
2021-01-15 13:30:00,-34.369308911353954,
2021-01-15 15:00:00,-26.330237018634257,
2021-01-15 15:30:30,-26.330237018634257,
2021-01-15 23:59:59,-25.502858118700495,w
2021-01-18 00:00:00,-25.502858118700495,
2021-01-18 10:00:00,-25.502858118700495,
2021-01-18 10:30:00,-25.502858118700495,
2021-01-18 12:00:00,-25.502858118700495,
2021-01-18 13:30:00,-25.502858118700495,
2021-01-18 15:00:00,-25.502858118700495,
2021-01-18 15:30:30,-25.502858118700495,
2021-01-18 23:59:59,-25.502858118700495,c
2021-01-19 00:00:00,-14.359462452912254,
2021-01-19 10:00:00,-16.47984852212471,
2021-01-19 10:30:00,-19.50160210009247,
2021-01-19 12:00:00,-29.7935593047907,
2021-01-19 13:30:00,-21.841089490630758,
2021-01-19 15:00:00,-27.966072607714807,
2021-01-19 15:30:30,-27.966072607714807,
2021-01-19 23:59:59,-35.67439552379766,c
2021-01-20 00:00:00,-51.76242428492097,
2021-01-20 10:00:00,-23.728150706264476,
2021-01-20 10:30:00,-18.55350200644838,
2021-01-20 12:00:00,-7.188657095980615,
2021-01-20 13:30:00,15.481812793747363,
2021-01-20 15:00:00,7.095820943267367,
2021-01-20 15:30:30,7.095820943267367,
2021-01-20 23:59:59,5.72064698950557,c
2021-01-21 00:00:00,-4.350069398156577,
2021-01-21 10:00:00,25.36691736434171,
2021-01-21 10:30:00,16.47709704843507,
2021-01-21 12:00:00,25.799368345163973,
2021-01-21 13:30:00,44.68094719954599,
2021-01-21 15:00:00,43.904372492968626,
2021-01-21 15:30:30,43.904372492968626,
2021-01-21 23:59:59,39.72546572240489,c
2021-01-22 00:00:00,45.34932893450397,
2021-01-22 10:00:00,14.873032566562763,
2021-01-22 10:30:00,23.066625915272095,
2021-01-22 12:00:00,21.023684297839235,
2021-01-22 13:30:00,22.589432977241387,
2021-01-22 15:00:00,12.331085923751786,
2021-01-22 15:30:30,12.331085923751786,
2021-01-22 23:59:59,0.0,a
2021-01-25 00:00:00,-4.979718502174226,
2021-01-25 10:00:00,2.5400327827422657,
2021-01-25 10:30:00,-8.224873821554901,
2021-01-25 12:00:00,-8.491475627186436,
2021-01-25 13:30:00,9.53228855113922,
2021-01-25 15:00:00,14.723916411228174,
2021-01-25 15:30:30,14.723916411228174,
2021-01-25 23:59:59,17.24360888475604,c
2021-01-26 00:00:00,31.011445019320398,
2021-01-26 10:00:00,36.60294638759258,
2021-01-26 10:30:00,42.412815283576464,
2021-01-26 12:00:00,48.30803797175124,
2021-01-26 13:30:00,38.5608504867816,
2021-01-26 15:00:00,32.80301471916914,
2021-01-26 15:30:30,32.80301471916914,
2021-01-26 23:59:59,31.794526538241115,c
2021-01-27 00:00:00,50.91583876386281,
2021-01-27 10:00:00,25.452157021126517,
2021-01-27 10:30:00,20.908716051622797,
2021-01-27 12:00:00,-15.14924793286719,
2021-01-27 13:30:00,-30.06290574249225,
2021-01-27 15:00:00,-24.10569551684689,
2021-01-27 15:30:30,-24.10569551684689,
2021-01-27 23:59:59,-37.038025968445815,c
2021-01-28 00:00:00,-29.5081425162262,
2021-01-28 10:00:00,-4.740354759272611,
2021-01-28 10:30:00,28.447431198399983,
2021-01-28 12:00:00,63.82653409135371,
2021-01-28 13:30:00,78.3873798698209,
2021-01-28 15:00:00,76.45754644109127,
2021-01-28 15:30:30,76.45754644109127,
2021-01-28 23:59:59,69.71173633753196,c
2021-01-29 00:00:00,71.30420318476288,
2021-01-29 10:00:00,103.3876128077583,
2021-01-29 10:30:00,131.31410003009535,
2021-01-29 12:00:00,145.00331456639498,
2021-01-29 13:30:00,161.6273588335731,
2021-01-29 15:00:00,176.59594279818694,
2021-01-29 15:30:30,176.59594279818694,
2021-01-29 23:59:59,154.36370153272333,e
2021-02-01 00:00:00,145.16090078032087,
2021-02-01 10:00:00,150.3239580178896,
2021-02-01 10:30:00,139.61770581845118,
2021-02-01 12:00:00,127.58371797023602,
2021-02-01 13:30:00,118.89707571119591,
2021-02-01 15:00:00,101.7665387913881,
2021-02-01 15:30:30,101.7665387913881,
2021-02-01 23:59:59,92.45134680566413,c
2021-02-02 00:00:00,94.23648441787617,
2021-02-02 10:00:00,98.3197473098761,
2021-02-02 10:30:00,107.20776886326203,
2021-02-02 12:00:00,79.1462082800982,
2021-02-02 13:30:00,69.08851196461285,
2021-02-02 15:00:00,75.68638077476142,
2021-02-02 15:30:30,75.68638077476142,
2021-02-02 23:59:59,79.7039345787456,c
2021-02-03 00:00:00,60.6355691518321,
2021-02-03 10:00:00,72.26219484440703,
2021-02-03 10:30:00,79.09890990244489,
2021-02-03 12:00:00,80.03587837036682,
2021-02-03 13:30:00,75.35389992476615,
2021-02-03 15:00:00,74.46298285800403,
2021-02-03 15:30:30,74.46298285800403,
2021-02-03 23:59:59,75.73719288854119,c
2021-02-04 00:00:00,106.2771380453434,
2021-02-04 10:00:00,87.9162282590636,
2021-02-04 10:30:00,97.01777431325478,
2021-02-04 12:00:00,81.38135769178741,
2021-02-04 13:30:00,67.8909647323896,
2021-02-04 15:00:00,54.44890421997934,
2021-02-04 15:30:30,54.44890421997934,
2021-02-04 23:59:59,40.83944212274055,c
2021-02-05 00:00:00,49.19193828977571,
2021-02-05 10:00:00,49.40746561821978,
2021-02-05 10:30:00,42.72749339376257,
2021-02-05 12:00:00,48.7110823353616,
2021-02-05 13:30:00,52.45888489181041,
2021-02-05 15:00:00,44.256883721267684,
2021-02-05 15:30:30,44.256883721267684,
2021-02-05 23:59:59,46.72205213283913,w
2021-02-08 00:00:00,29.742728204950843,
2021-02-08 10:00:00,-9.749129889572732,
2021-02-08 10:30:00,-24.935946723293842,
2021-02-08 12:00:00,-10.93226476667999,
2021-02-08 13:30:00,2.908671017212691,
2021-02-08 15:00:00,-1.717021830558307,
2021-02-08 15:30:30,-1.717021830558307,
2021-02-08 23:59:59,-9.906261621534082,c
2021-02-09 00:00:00,13.968051767123633,
2021-02-09 10:00:00,-10.18114126678635,
2021-02-09 10:30:00,-11.384259961285153,
2021-02-09 12:00:00,-12.28144151651674,
2021-02-09 13:30:00,-8.483016344745353,
2021-02-09 15:00:00,-21.74213394843906,
2021-02-09 15:30:30,-21.74213394843906,
2021-02-09 23:59:59,-22.981012673501528,c
2021-02-10 00:00:00,-14.432973981905842,
2021-02-10 10:00:00,0.32833751006597733,
2021-02-10 10:30:00,3.200813375241771,
2021-02-10 12:00:00,-6.6734873787840865,
2021-02-10 13:30:00,-11.440677997717275,
2021-02-10 15:00:00,1.493819041820447,
2021-02-10 15:30:30,1.493819041820447,
2021-02-10 23:59:59,8.953305322833987,c
2021-02-11 00:00:00,-9.265430117869712,
2021-02-11 10:00:00,-34.534927778019494,
2021-02-11 10:30:00,-29.834074552935363,
2021-02-11 12:00:00,-16.300462547559295,
2021-02-11 13:30:00,-0.9384257070084541,
2021-02-11 15:00:00,-17.608000213545097,
2021-02-11 15:30:30,-17.608000213545097,
2021-02-11 23:59:59,-11.178694349433453,c
2021-02-12 00:00:00,-15.746308517424243,
2021-02-12 10:00:00,2.2386995204025277,
2021-02-12 10:30:00,-17.987722418939317,
2021-02-12 12:00:00,-25.585748691836226,
2021-02-12 13:30:00,-40.83750060586852,
2021-02-12 15:00:00,-40.79550576504682,
2021-02-12 15:30:30,-40.79550576504682,
2021-02-12 23:59:59,-41.24770917424545,w
