date,AS_MSCI_EM_HK_AD_2023_Q1,meta
2022-12-29 00:00:00,1067.2574862893853,
2022-12-29 01:00:00,1093.0976988279617,
2022-12-29 02:30:00,1142.9570676368166,
2022-12-29 03:00:00,1091.9548168263645,
2022-12-29 18:30:00,1091.9548168263645,
2022-12-29 20:00:00,1091.9548168263645,
2022-12-29 23:00:00,1015.8306268126544,
2022-12-29 23:59:59,1014.1010947938285,c
2022-12-30 00:00:00,936.4132080053041,
2022-12-30 01:00:00,987.0714544998973,
2022-12-30 02:30:00,1064.7926302018132,
2022-12-30 03:00:00,1077.2872798034768,
2022-12-30 18:30:00,1077.2872798034768,
2022-12-30 20:00:00,1077.2872798034768,
2022-12-30 23:00:00,1077.2872798034768,
2022-12-30 23:59:59,1077.4016713423298,w
2023-01-02 00:00:00,1077.4016713423298,
2023-01-02 01:00:00,1077.4016713423298,
2023-01-02 02:30:00,1077.4016713423298,
2023-01-02 03:00:00,1077.4016713423298,
2023-01-02 18:30:00,1077.4016713423298,
2023-01-02 20:00:00,1077.4016713423298,
2023-01-02 23:00:00,897.8784967935699,
2023-01-02 23:59:59,897.8784967935699,c
2023-01-03 00:00:00,845.4921859837486,
2023-01-03 01:00:00,603.7694072246577,
2023-01-03 02:30:00,616.6658515317249,
2023-01-03 03:00:00,540.253663813819,
2023-01-03 18:30:00,540.253663813819,
2023-01-03 20:00:00,540.253663813819,
2023-01-03 23:00:00,608.6518840251847,
2023-01-03 23:59:59,606.6073914973622,c
2023-01-04 00:00:00,555.6256134322193,
2023-01-04 01:00:00,596.0464210362588,
2023-01-04 02:30:00,622.0050796886862,
2023-01-04 03:00:00,620.8655699225565,
2023-01-04 18:30:00,620.8655699225565,
2023-01-04 20:00:00,620.8655699225565,
2023-01-04 23:00:00,630.9984642798718,
2023-01-04 23:59:59,625.3628994392384,c
2023-01-05 00:00:00,535.5920927307197,
2023-01-05 01:00:00,394.14795921415134,
2023-01-05 02:30:00,507.4192590220664,
2023-01-05 03:00:00,469.4934629578747,
