date,FT_STYLE_2022_Q1,meta
2021-12-20 00:00:00,-91.65182155494159,
2021-12-20 10:00:00,-99.9183903367371,
2021-12-20 10:30:00,-97.83741422230939,
2021-12-20 12:00:00,-91.3445301423468,
2021-12-20 13:30:00,-88.01003136253645,
2021-12-20 15:00:00,-89.92487633369022,
2021-12-20 15:30:30,-89.92487633369022,
2021-12-20 23:59:59,-84.02987879940727,c
2021-12-21 00:00:00,-81.5085386439031,
2021-12-21 10:00:00,-62.324109340741956,
2021-12-21 10:30:00,-65.24390380787312,
2021-12-21 12:00:00,-79.13640999452139,
2021-12-21 13:30:00,-87.71943939164436,
2021-12-21 15:00:00,-97.79726777126908,
2021-12-21 15:30:30,-97.79726777126908,
2021-12-21 23:59:59,-99.17852189439961,c
2021-12-22 00:00:00,-95.49878427308018,
2021-12-22 10:00:00,-99.15788507895503,
2021-12-22 10:30:00,-91.68706395296591,
2021-12-22 12:00:00,-99.18668784141187,
2021-12-22 13:30:00,-86.91124647669051,
2021-12-22 15:00:00,-94.16183950937,
2021-12-22 15:30:30,-94.16183950937,
2021-12-22 23:59:59,-93.81438254265821,c
2021-12-23 00:00:00,-90.07788243957343,
2021-12-23 10:00:00,-81.02252342472232,
2021-12-23 10:30:00,-78.58964482072756,
2021-12-23 12:00:00,-88.89690313222886,
2021-12-23 13:30:00,-95.23825108645704,
2021-12-23 15:00:00,-93.71237996857026,
2021-12-23 15:30:30,-93.71237996857026,
2021-12-23 23:59:59,-95.0093253446378,c
2021-12-24 00:00:00,-95.0093253446378,
2021-12-24 10:00:00,-95.0093253446378,
2021-12-24 10:30:00,-95.0093253446378,
2021-12-24 12:00:00,-95.0093253446378,
2021-12-24 13:30:00,-95.0093253446378,
2021-12-24 15:00:00,-95.0093253446378,
2021-12-24 15:30:30,-95.0093253446378,
2021-12-24 23:59:59,-95.0093253446378,w
2021-12-27 00:00:00,-95.0636135360848,
2021-12-27 10:00:00,-88.49368043988947,
2021-12-27 10:30:00,-82.03400677431748,
2021-12-27 12:00:00,-73.56769832608444,
2021-12-27 13:30:00,-75.62676908669684,
2021-12-27 15:00:00,-70.5422891075016,
2021-12-27 15:30:30,-70.5422891075016,
2021-12-27 23:59:59,-67.03525137236429,c
2021-12-28 00:00:00,-69.6181954048287,
2021-12-28 10:00:00,-66.60637592426002,
2021-12-28 10:30:00,-64.32951800356369,
2021-12-28 12:00:00,-53.95253680847041,
2021-12-28 13:30:00,-51.49999553371485,
2021-12-28 15:00:00,-51.46657951870738,
2021-12-28 15:30:30,-51.46657951870738,
2021-12-28 23:59:59,-49.81061520487603,c
2021-12-29 00:00:00,-49.24375420580614,
2021-12-29 10:00:00,-35.13293189654429,
2021-12-29 10:30:00,-39.70781211206116,
2021-12-29 12:00:00,-45.31078932155482,
2021-12-29 13:30:00,-43.73076172882777,
2021-12-29 15:00:00,-44.47731556240237,
2021-12-29 15:30:30,-44.47731556240237,
2021-12-29 23:59:59,-46.59904371912123,c
2021-12-30 00:00:00,-47.30972617670449,
2021-12-30 10:00:00,-52.923961198657665,
2021-12-30 10:30:00,-53.716171575187715,
2021-12-30 12:00:00,-62.38305132051153,
2021-12-30 13:30:00,-67.00190323221418,
2021-12-30 15:00:00,-62.11352782846102,
2021-12-30 15:30:30,-62.11352782846102,
2021-12-30 23:59:59,-57.64773324291028,c
2021-12-31 00:00:00,-53.7411219852101,
2021-12-31 10:00:00,-56.550569171753665,
2021-12-31 10:30:00,-54.40770203081483,
2021-12-31 12:00:00,-53.60507349025124,
2021-12-31 13:30:00,-48.08452356104115,
2021-12-31 15:00:00,-47.24399690699964,
2021-12-31 15:30:30,-47.24399690699964,
2021-12-31 23:59:59,-46.0586711885843,w
2022-01-03 00:00:00,-45.81555419460362,
2022-01-03 10:00:00,-3.966470744093769,
2022-01-03 10:30:00,-6.591216696967791,
2022-01-03 12:00:00,2.8480387649563568,
2022-01-03 13:30:00,2.0879484828713544,
2022-01-03 15:00:00,3.444440676075601,
2022-01-03 15:30:30,3.444440676075601,s
2022-01-03 23:59:59,0.0,a
2022-01-04 00:00:00,12.021678937716615,
2022-01-04 10:00:00,51.07413994976744,
2022-01-04 10:30:00,61.83898003097298,
2022-01-04 12:00:00,74.09230382941826,
2022-01-04 13:30:00,85.54753140803604,
2022-01-04 15:00:00,81.31707971936234,
2022-01-04 15:30:30,81.31707971936234,
2022-01-04 23:59:59,64.40020514683923,c
2022-01-05 00:00:00,84.65122625699354,
2022-01-05 10:00:00,90.37022688881254,
2022-01-05 10:30:00,95.77242678084502,
2022-01-05 12:00:00,107.71237267403365,
2022-01-05 13:30:00,116.774849094876,
2022-01-05 15:00:00,131.45985941511685,
2022-01-05 15:30:30,131.45985941511685,
2022-01-05 23:59:59,126.18548523094012,c
2022-01-06 00:00:00,145.15893382234003,
2022-01-06 10:00:00,151.13115044262713,
2022-01-06 10:30:00,142.0237806070727,
2022-01-06 12:00:00,121.33006917633386,
2022-01-06 13:30:00,134.37575771287635,
2022-01-06 15:00:00,129.69497289444575,
2022-01-06 15:30:30,129.69497289444575,
2022-01-06 23:59:59,129.9473347641054,c
