date,RDVY_2021_Q4,meta
2021-11-19 00:00:00,285.0120011671589,
2021-11-19 10:00:00,237.86014037288282,
2021-11-19 10:30:00,245.99699389088892,
2021-11-19 12:00:00,226.23813719152622,
2021-11-19 13:30:00,220.1686174749908,
2021-11-19 15:00:00,210.38898830805113,
2021-11-19 15:30:30,210.38898830805113,
2021-11-19 23:59:59,201.16992049811165,w
2021-11-22 00:00:00,194.58910840961357,
2021-11-22 10:00:00,151.22438500785938,
2021-11-22 10:30:00,116.14490845210469,
2021-11-22 12:00:00,184.6510497798074,
2021-11-22 13:30:00,190.7156991208492,
2021-11-22 15:00:00,217.4521816845164,
2021-11-22 15:30:30,217.4521816845164,u
2021-11-22 23:59:59,241.85283036044325,c
2021-11-23 00:00:00,228.19539070754627,
2021-11-23 10:00:00,195.64063037423477,
2021-11-23 10:30:00,209.61779067076588,
2021-11-23 12:00:00,262.09384206592165,
2021-11-23 13:30:00,270.86873479374185,
2021-11-23 15:00:00,250.2967316828075,
2021-11-23 15:30:30,250.2967316828075,
2021-11-23 23:59:59,236.11154559138845,c
2021-11-24 00:00:00,210.27920871201025,
2021-11-24 10:00:00,171.5722277948115,
2021-11-24 10:30:00,175.39295381177124,
2021-11-24 12:00:00,139.53432956236793,
2021-11-24 13:30:00,131.5753724806815,
2021-11-24 15:00:00,129.23385896806633,
2021-11-24 15:30:30,129.23385896806633,
2021-11-24 23:59:59,119.56082199964328,c
2021-11-25 00:00:00,119.56082199964328,
2021-11-25 10:00:00,119.56082199964328,
2021-11-25 10:30:00,119.56082199964328,
2021-11-25 12:00:00,119.56082199964328,
2021-11-25 13:30:00,119.56082199964328,
2021-11-25 15:00:00,119.56082199964328,
2021-11-25 15:30:30,119.56082199964328,
2021-11-25 23:59:59,119.56082199964328,c
2021-11-26 00:00:00,65.13205118634983,
2021-11-26 10:00:00,33.67929792266767,
2021-11-26 10:30:00,61.551074535313546,
2021-11-26 12:00:00,108.42504664224339,
2021-11-26 13:30:00,108.42504664224339,
2021-11-26 15:00:00,108.42504664224339,
2021-11-26 15:30:30,108.42504664224339,
2021-11-26 23:59:59,134.37875914347103,w
2021-11-29 00:00:00,110.60408139085928,
2021-11-29 10:00:00,15.852327498158672,
2021-11-29 10:30:00,12.968584977022317,
2021-11-29 12:00:00,-30.881529678350887,
2021-11-29 13:30:00,-18.961742723462578,
2021-11-29 15:00:00,-35.03751655498684,
2021-11-29 15:30:30,-35.03751655498684,
2021-11-29 23:59:59,-56.29547017775343,c
2021-11-30 00:00:00,-73.70299153914266,
2021-11-30 10:00:00,-97.21706435001823,
2021-11-30 10:30:00,-118.1698953139209,
2021-11-30 12:00:00,-62.56749247756966,
2021-11-30 13:30:00,-76.28833980264756,
2021-11-30 15:00:00,-75.25935048689144,
2021-11-30 15:30:30,-75.25935048689144,m
2021-11-30 23:59:59,-106.71661328713947,c
2021-12-01 00:00:00,-108.27550144897958,
2021-12-01 10:00:00,-129.46706844980298,
2021-12-01 10:30:00,-121.96616818230478,
2021-12-01 12:00:00,-164.92818183515806,
2021-12-01 13:30:00,-172.94101412094534,
2021-12-01 15:00:00,-177.23423331773938,
2021-12-01 15:30:30,-177.23423331773938,
2021-12-01 23:59:59,-164.1350573100013,c
2021-12-02 00:00:00,-111.39291507584034,
2021-12-02 10:00:00,-131.97858452918996,
2021-12-02 10:30:00,-116.87238082363592,
2021-12-02 12:00:00,-122.60943390755483,
2021-12-02 13:30:00,-132.52006920217565,
2021-12-02 15:00:00,-128.03871491143053,
2021-12-02 15:30:30,-128.03871491143053,
2021-12-02 23:59:59,-117.00671400059724,c
2021-12-03 00:00:00,-112.67355022187036,
2021-12-03 10:00:00,-108.66021726817661,
2021-12-03 10:30:00,-77.93005838948392,
2021-12-03 12:00:00,-69.04442531951423,
2021-12-03 13:30:00,-57.450633560331426,
2021-12-03 15:00:00,-59.847216786850595,
2021-12-03 15:30:30,-59.847216786850595,
2021-12-03 23:59:59,-61.036939292412626,w
2021-12-06 00:00:00,-15.470302797408578,
2021-12-06 10:00:00,84.04545644467908,
2021-12-06 10:30:00,85.4154521593822,
2021-12-06 12:00:00,89.01793321979312,
2021-12-06 13:30:00,53.856092167334964,
2021-12-06 15:00:00,38.07144427208448,
2021-12-06 15:30:30,38.07144427208448,
2021-12-06 23:59:59,34.72464435678489,c
2021-12-07 00:00:00,27.783961713457472,
2021-12-07 10:00:00,21.447524091543926,
2021-12-07 10:30:00,-8.782302520938629,
2021-12-07 12:00:00,-32.18122206038197,
2021-12-07 13:30:00,-42.50745076263155,
2021-12-07 15:00:00,-54.17423101183954,
2021-12-07 15:30:30,-54.17423101183954,
2021-12-07 23:59:59,-72.12197759008018,c
2021-12-08 00:00:00,-50.5325471074043,
2021-12-08 10:00:00,-41.52367721599444,
2021-12-08 10:30:00,-35.119795024192,
2021-12-08 12:00:00,-38.048851990451226,
2021-12-08 13:30:00,-20.802321474562916,
2021-12-08 15:00:00,-13.371337961655115,
2021-12-08 15:30:30,-13.371337961655115,
2021-12-08 23:59:59,-28.966633632454148,c
2021-12-09 00:00:00,-34.4802838873598,
2021-12-09 10:00:00,-38.411739447559796,
2021-12-09 10:30:00,-25.986952885049448,
2021-12-09 12:00:00,-22.10522557211334,
2021-12-09 13:30:00,-6.517154910530621,
2021-12-09 15:00:00,8.07664699274892,
2021-12-09 15:30:30,8.07664699274892,
2021-12-09 23:59:59,28.900622691953288,c
2021-12-10 00:00:00,-12.389623618660039,
2021-12-10 10:00:00,12.34037752768512,
2021-12-10 10:30:00,-10.373140421131097,
2021-12-10 12:00:00,-0.38556330928474836,
2021-12-10 13:30:00,14.239195216707742,
2021-12-10 15:00:00,5.553910567633807,
2021-12-10 15:30:30,5.553910567633807,s
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,-18.942558040570134,
2021-12-13 10:00:00,-21.238488625981176,
2021-12-13 10:30:00,-3.357713285918237,
2021-12-13 12:00:00,28.483209179190624,
2021-12-13 13:30:00,36.96653594996053,
2021-12-13 15:00:00,45.30482585094296,
2021-12-13 15:30:30,45.30482585094296,
2021-12-13 23:59:59,78.35774778044743,c
2021-12-14 00:00:00,102.67090404127805,
2021-12-14 10:00:00,128.74921981625982,
2021-12-14 10:30:00,127.07479593403241,
2021-12-14 12:00:00,163.8850024436524,
2021-12-14 13:30:00,146.38005202248507,
2021-12-14 15:00:00,134.48931401162145,
2021-12-14 15:30:30,134.48931401162145,
2021-12-14 23:59:59,114.6406583900224,c
2021-12-15 00:00:00,104.23127182817518,
2021-12-15 10:00:00,85.60735998511552,
2021-12-15 10:30:00,64.2961209888723,
2021-12-15 12:00:00,100.06340968952179,
2021-12-15 13:30:00,99.31751635389992,
2021-12-15 15:00:00,52.45730771203637,
2021-12-15 15:30:30,52.45730771203637,
2021-12-15 23:59:59,-2.860626114413094,c
2021-12-16 00:00:00,-23.59497954530542,
2021-12-16 10:00:00,50.29614175892425,
2021-12-16 10:30:00,62.58482189108611,
2021-12-16 12:00:00,119.88964260659884,
2021-12-16 13:30:00,119.67958712134384,
2021-12-16 15:00:00,136.2865085884098,
2021-12-16 15:30:30,136.2865085884098,
2021-12-16 23:59:59,138.0827404354128,c
2021-12-17 00:00:00,151.23528539088863,
2021-12-17 10:00:00,76.61493838820184,
2021-12-17 10:30:00,101.16501260548989,
2021-12-17 12:00:00,100.41297486249402,
2021-12-17 13:30:00,109.46567963197265,
2021-12-17 15:00:00,108.99441606002142,
2021-12-17 15:30:30,108.99441606002142,
2021-12-17 23:59:59,128.35512228555115,e
2021-12-20 00:00:00,123.9136663895357,
2021-12-20 10:00:00,90.46656037679281,
2021-12-20 10:30:00,102.16647945854857,
2021-12-20 12:00:00,104.83546477226753,
2021-12-20 13:30:00,96.5481503532178,
2021-12-20 15:00:00,90.9094854648539,
2021-12-20 15:30:30,90.9094854648539,
2021-12-20 23:59:59,82.97274025163495,c
2021-12-21 00:00:00,59.07487886546437,
2021-12-21 10:00:00,128.1585676893119,
2021-12-21 10:30:00,141.41106407833865,
2021-12-21 12:00:00,142.40111438325061,
2021-12-21 13:30:00,111.65966087781374,
2021-12-21 15:00:00,86.23015195312826,
2021-12-21 15:30:30,86.23015195312826,
2021-12-21 23:59:59,75.68165796995879,c
2021-12-22 00:00:00,80.18020126407498,
2021-12-22 10:00:00,99.7532736867131,
2021-12-22 10:30:00,105.25672511326331,
2021-12-22 12:00:00,65.84598913681225,
2021-12-22 13:30:00,73.89732652440398,
2021-12-22 15:00:00,49.87253595785887,
2021-12-22 15:30:30,49.87253595785887,
