date,EU_SX5EP_STAY_2022_Q2,meta
2022-05-20 00:00:00,-42.553527063030515,
2022-05-20 03:30:00,-27.71363150625166,
2022-05-20 04:00:00,-49.16766140785444,
2022-05-20 06:00:00,-119.63478174114198,
2022-05-20 08:00:00,-134.33083749867228,
2022-05-20 10:30:00,-91.66997661510277,
2022-05-20 11:00:00,-108.69277242077055,
2022-05-20 23:59:59,-106.61705515338099,w
2022-05-23 00:00:00,-114.09076965983286,
2022-05-23 03:30:00,-89.68426156580222,
2022-05-23 04:00:00,-76.81030414687211,
2022-05-23 06:00:00,-62.05860886577352,
2022-05-23 08:00:00,-46.40899662265156,
2022-05-23 10:30:00,-45.63175177893913,
2022-05-23 11:00:00,-66.20188845808252,
2022-05-23 23:59:59,-62.31403347964533,c
2022-05-24 00:00:00,-80.14356342245583,
2022-05-24 03:30:00,-102.787007346363,
2022-05-24 04:00:00,-104.35490460714072,
2022-05-24 06:00:00,-97.80791621513299,
2022-05-24 08:00:00,-69.3870450783827,
2022-05-24 10:30:00,-46.828116151740915,
2022-05-24 11:00:00,41.152107953878044,
2022-05-24 23:59:59,-10.675359532084713,c
2022-05-25 00:00:00,19.987637478111537,
2022-05-25 03:30:00,23.147689890295965,
2022-05-25 04:00:00,21.933352369088084,
2022-05-25 06:00:00,41.539422846701086,
2022-05-25 08:00:00,24.37902208871685,
2022-05-25 10:30:00,-9.693146214916396,
2022-05-25 11:00:00,-27.64995516748786,
2022-05-25 23:59:59,-17.97123550492438,c
2022-05-26 00:00:00,-66.90254819394886,
2022-05-26 03:30:00,-82.22579963451744,
2022-05-26 04:00:00,-76.97115111153789,
2022-05-26 06:00:00,-90.02241557655748,
2022-05-26 08:00:00,-70.5424927585766,
2022-05-26 10:30:00,-100.04847189660768,
2022-05-26 11:00:00,-99.06888120924418,
2022-05-26 23:59:59,-88.39511598561808,c
2022-05-27 00:00:00,-63.444331488801026,
2022-05-27 03:30:00,-7.658598563772557,
2022-05-27 04:00:00,-8.656420820880157,
