date,FCTR_2022_J,meta
2022-03-18 00:00:00,-52.55432096669878,
2022-03-18 10:00:00,-61.101420778226014,
2022-03-18 10:30:00,-64.32129760974478,
2022-03-18 12:00:00,-67.28100925143501,
2022-03-18 13:30:00,-70.25702144508557,
2022-03-18 15:00:00,-74.68564865020838,
2022-03-18 15:30:30,-74.68564865020838,q
2022-03-18 23:59:59,-67.84491922134389,w
2022-03-21 00:00:00,-51.62366060048403,
2022-03-21 10:00:00,-29.774700218393292,
2022-03-21 10:30:00,-20.45168006230128,
2022-03-21 12:00:00,-41.77196241636675,
2022-03-21 13:30:00,-23.719504188474886,
2022-03-21 15:00:00,-23.838901340077513,
2022-03-21 15:30:30,-23.838901340077513,
2022-03-21 23:59:59,-25.651450770780613,c
2022-03-22 00:00:00,-33.81273192018686,
2022-03-22 10:00:00,-31.17536994883926,
2022-03-22 10:30:00,-45.84322046591478,
2022-03-22 12:00:00,-43.54569884135117,
2022-03-22 13:30:00,-39.199494118486626,
2022-03-22 15:00:00,-38.74094521874504,
2022-03-22 15:30:30,-38.74094521874504,
2022-03-22 23:59:59,-38.17835786394893,c
2022-03-23 00:00:00,-20.174879653462824,
2022-03-23 10:00:00,-7.690985425493963,
2022-03-23 10:30:00,-11.720370976046283,
2022-03-23 12:00:00,-15.173118688971812,
2022-03-23 13:30:00,-2.5690244551593935,
2022-03-23 15:00:00,4.747843595712226,
2022-03-23 15:30:30,4.747843595712226,
2022-03-23 23:59:59,4.226806822100542,c
2022-03-24 00:00:00,-4.525145453866088,
2022-03-24 10:00:00,11.993960631086452,
2022-03-24 10:30:00,15.251154910846736,
2022-03-24 12:00:00,6.235848203786446,
2022-03-24 13:30:00,6.213448647780666,
2022-03-24 15:00:00,8.970453150630703,
2022-03-24 15:30:30,8.970453150630703,
2022-03-24 23:59:59,5.373930922273672,c
2022-03-25 00:00:00,1.8627761744079692,
2022-03-25 10:00:00,23.88893547255026,
2022-03-25 10:30:00,31.485351453856595,
2022-03-25 12:00:00,30.365514590225615,
2022-03-25 13:30:00,35.254023820241486,
2022-03-25 15:00:00,34.04973451821647,
2022-03-25 15:30:30,34.04973451821647,
2022-03-25 23:59:59,36.683657773634735,w
2022-03-28 00:00:00,29.984651321079838,
2022-03-28 10:00:00,7.75796571314882,
2022-03-28 10:30:00,17.69995942056437,
2022-03-28 12:00:00,15.467410741100736,
2022-03-28 13:30:00,7.642410838929521,
2022-03-28 15:00:00,6.992401228015609,
2022-03-28 15:30:30,6.992401228015609,
2022-03-28 23:59:59,4.093417365860773,c
2022-03-29 00:00:00,-37.09145574395947,
2022-03-29 10:00:00,-44.556159287030624,
2022-03-29 10:30:00,-38.50736006431957,
2022-03-29 12:00:00,-40.29691398840262,
2022-03-29 13:30:00,-42.48272122004326,
2022-03-29 15:00:00,-40.89858952421767,
2022-03-29 15:30:30,-40.89858952421767,
2022-03-29 23:59:59,-32.314846810014245,c
2022-03-30 00:00:00,-22.4952864120212,
2022-03-30 10:00:00,-17.70893867253524,
2022-03-30 10:30:00,-19.751551693125123,
2022-03-30 12:00:00,-13.98641597226738,
2022-03-30 13:30:00,-13.041082781040444,
2022-03-30 15:00:00,-11.178634946509831,
2022-03-30 15:30:30,-11.178634946509831,
2022-03-30 23:59:59,-6.982531041081501,c
2022-03-31 00:00:00,-11.5377910753719,
2022-03-31 10:00:00,-4.023741516723419,
2022-03-31 10:30:00,-10.014631920821728,
2022-03-31 12:00:00,1.4525273337218607,
2022-03-31 13:30:00,6.7591669427644945,
2022-03-31 15:00:00,4.747435850488358,
2022-03-31 15:30:30,4.747435850488358,s
2022-03-31 23:59:59,14.299810663792329,c
2022-04-01 00:00:00,9.617357068914032,
2022-04-01 10:00:00,4.498330365019058,
2022-04-01 10:30:00,5.468811944719306,
2022-04-01 12:00:00,-1.2271765930375693,
2022-04-01 13:30:00,-3.598953139200688,
2022-04-01 15:00:00,1.2829996505361692,
2022-04-01 15:30:30,1.2829996505361692,
2022-04-01 23:59:59,0.0,a
2022-04-04 00:00:00,-0.9074790445560552,
2022-04-04 10:00:00,-20.0547378276529,
2022-04-04 10:30:00,-24.89778971747046,
2022-04-04 12:00:00,-17.886582403575005,
2022-04-04 13:30:00,-16.27254098262779,
2022-04-04 15:00:00,-16.295434227163526,
2022-04-04 15:30:30,-16.295434227163526,
2022-04-04 23:59:59,-15.913159894493461,c
0,-15.913159894493461,
0,-15.913159894493461,
0,-15.913159894493461,
0,-15.913159894493461,
0,-15.913159894493461,
0,-15.913159894493461,
0,-15.913159894493461,
0,-15.913159894493461,
