date,COMP_AD_HEDGED_2022_Q1,meta
2022-01-21 00:00:00,465.5585549022617,
2022-01-21 10:00:00,387.5533901655908,
2022-01-21 10:30:00,367.6493616625489,
2022-01-21 12:00:00,400.2922190878394,
2022-01-21 13:30:00,422.7578112444967,
2022-01-21 15:00:00,433.87812804844157,
2022-01-21 15:30:30,433.87812804844157,
2022-01-21 23:59:59,477.50556453166166,w
2022-01-24 00:00:00,469.9203489411949,
2022-01-24 10:00:00,400.3669729655385,
2022-01-24 10:30:00,363.02084750406766,
2022-01-24 12:00:00,288.4369382362279,
2022-01-24 13:30:00,265.1762982537598,
2022-01-24 15:00:00,203.9627087193644,
2022-01-24 15:30:30,203.9627087193644,
2022-01-24 23:59:59,201.16227532692278,c
2022-01-25 00:00:00,230.5118458334382,
2022-01-25 10:00:00,333.29211708238836,
2022-01-25 10:30:00,318.73206162722954,
2022-01-25 12:00:00,364.0308709397045,
2022-01-25 13:30:00,346.73622505612616,
2022-01-25 15:00:00,294.9911442663981,
2022-01-25 15:30:30,294.9911442663981,
2022-01-25 23:59:59,330.184138249173,c
2022-01-26 00:00:00,353.57534814522523,
2022-01-26 10:00:00,346.52662178511446,
2022-01-26 10:30:00,403.7287610725432,
2022-01-26 12:00:00,378.3970020582326,
2022-01-26 13:30:00,361.06324747230724,
2022-01-26 15:00:00,456.40194019662,
2022-01-26 15:30:30,456.40194019662,
2022-01-26 23:59:59,487.5707158557218,c
2022-01-27 00:00:00,491.12840308587624,
2022-01-27 10:00:00,426.6134412673807,
2022-01-27 10:30:00,479.6427995332534,
2022-01-27 12:00:00,482.80699668556394,
2022-01-27 13:30:00,492.08222874060607,
2022-01-27 15:00:00,470.39028248783677,
2022-01-27 15:30:30,470.39028248783677,
2022-01-27 23:59:59,470.8394564511342,c
2022-01-28 00:00:00,471.86497642462234,
2022-01-28 10:00:00,439.38584210794045,
2022-01-28 10:30:00,470.02664316785774,
2022-01-28 12:00:00,430.96080348416876,
2022-01-28 13:30:00,477.71432737243913,
2022-01-28 15:00:00,495.7615961800028,
2022-01-28 15:30:30,495.7615961800028,
2022-01-28 23:59:59,397.3120254941598,w
2022-01-31 00:00:00,420.81124787664066,
2022-01-31 10:00:00,471.1431449005669,
2022-01-31 10:30:00,514.2495259760175,
2022-01-31 12:00:00,457.4554310367886,
2022-01-31 13:30:00,441.67964786379696,
2022-01-31 15:00:00,456.4944935912804,
2022-01-31 15:30:30,456.4944935912804,
2022-01-31 23:59:59,427.84023565810026,c
2022-02-01 00:00:00,439.19700285747035,
2022-02-01 10:00:00,486.19292927467745,
2022-02-01 10:30:00,514.7794792769074,
2022-02-01 12:00:00,576.4581818867949,
2022-02-01 13:30:00,616.0093916471761,
2022-02-01 15:00:00,607.1650249973943,
2022-02-01 15:30:30,607.1650249973943,
2022-02-01 23:59:59,589.1220375953244,c
2022-02-02 00:00:00,657.1212841727539,
2022-02-02 10:00:00,631.8350873083405,
2022-02-02 10:30:00,641.2079169207805,
2022-02-02 12:00:00,605.4733333715092,
2022-02-02 13:30:00,621.4904036392032,
2022-02-02 15:00:00,637.3475337473996,
2022-02-02 15:30:30,637.3475337473996,
2022-02-02 23:59:59,580.294561294333,c
2022-02-03 00:00:00,620.5342670254806,
2022-02-03 10:00:00,601.3948221515548,
2022-02-03 10:30:00,590.1589589118191,
2022-02-03 12:00:00,619.9686706030208,
2022-02-03 13:30:00,581.0041763692459,
2022-02-03 15:00:00,555.4059368918822,
2022-02-03 15:30:30,555.4059368918822,
2022-02-03 23:59:59,535.5151344931601,c
2022-02-04 00:00:00,552.9200824988557,
2022-02-04 10:00:00,518.7074961523697,
2022-02-04 10:30:00,568.8292378509124,
2022-02-04 12:00:00,551.8244491545121,
2022-02-04 13:30:00,494.41458093152085,
2022-02-04 15:00:00,499.6882126219115,
2022-02-04 15:30:30,499.6882126219115,
2022-02-04 23:59:59,530.6525392499094,w
2022-02-07 00:00:00,543.2814489159664,
2022-02-07 10:00:00,522.8490384219851,
2022-02-07 10:30:00,555.6676106014345,
2022-02-07 12:00:00,556.8781057452009,
2022-02-07 13:30:00,558.8761545523932,
2022-02-07 15:00:00,517.0770106905259,
2022-02-07 15:30:30,517.0770106905259,
2022-02-07 23:59:59,503.1132411717757,c
2022-02-08 00:00:00,562.4416137684518,
2022-02-08 10:00:00,478.6817955358281,
2022-02-08 10:30:00,461.27973214858696,
2022-02-08 12:00:00,523.3575335114995,
2022-02-08 13:30:00,479.9113062254023,
2022-02-08 15:00:00,524.3210018521875,
2022-02-08 15:30:30,524.3210018521875,
2022-02-08 23:59:59,482.4924273179287,c
2022-02-09 00:00:00,478.35946017960646,
2022-02-09 10:00:00,464.4357661907602,
2022-02-09 10:30:00,428.02710416043124,
2022-02-09 12:00:00,457.6517121960014,
2022-02-09 13:30:00,457.795679970033,
2022-02-09 15:00:00,436.59897985280736,
2022-02-09 15:30:30,436.59897985280736,
2022-02-09 23:59:59,417.75040530432807,c
2022-02-10 00:00:00,437.31348991479194,
2022-02-10 10:00:00,427.8365242233874,
2022-02-10 10:30:00,412.1012476162173,
2022-02-10 12:00:00,450.6834932764691,
2022-02-10 13:30:00,434.7490579779005,
2022-02-10 15:00:00,444.11915881973016,
2022-02-10 15:30:30,444.11915881973016,
2022-02-10 23:59:59,448.2202112583592,c
2022-02-11 00:00:00,476.3827606328198,
2022-02-11 10:00:00,398.2081606241611,
2022-02-11 10:30:00,362.69657894961847,
2022-02-11 12:00:00,393.2279734764188,
2022-02-11 13:30:00,389.871052216359,
2022-02-11 15:00:00,351.7701821299838,
2022-02-11 15:30:30,351.7701821299838,s
2022-02-11 23:59:59,301.54771810841453,w
2022-02-14 00:00:00,269.4987220893381,
2022-02-14 10:00:00,194.368890372951,
2022-02-14 10:30:00,191.41222596751913,
2022-02-14 12:00:00,196.37382487641275,
2022-02-14 13:30:00,211.47746503212966,
2022-02-14 15:00:00,186.35473609994324,
2022-02-14 15:30:30,186.35473609994324,
2022-02-14 23:59:59,170.465446453288,c
2022-02-15 00:00:00,178.86319769279362,
2022-02-15 10:00:00,112.74474216711019,
2022-02-15 10:30:00,110.3886697616058,
2022-02-15 12:00:00,84.91555784487264,
2022-02-15 13:30:00,69.26098813262229,
2022-02-15 15:00:00,80.34505222967277,
2022-02-15 15:30:30,80.34505222967277,
2022-02-15 23:59:59,79.75513942181215,c
2022-02-16 00:00:00,132.51595685708753,
2022-02-16 10:00:00,160.14872147276083,
2022-02-16 10:30:00,154.4842389346561,
2022-02-16 12:00:00,152.5335735982137,
2022-02-16 13:30:00,138.6705790560361,
2022-02-16 15:00:00,116.88555878154102,
2022-02-16 15:30:30,116.88555878154102,
2022-02-16 23:59:59,112.62109041918325,c
2022-02-17 00:00:00,138.66084225629947,
2022-02-17 10:00:00,148.23239663784193,
2022-02-17 10:30:00,143.80355572255826,
2022-02-17 12:00:00,111.79786803112074,
2022-02-17 13:30:00,104.01651411315288,
2022-02-17 15:00:00,166.06639887698475,
2022-02-17 15:30:30,166.06639887698475,
2022-02-17 23:59:59,126.29960286037567,c
