date,AS_HEAL_2021_Q2,meta
2021-05-21 00:00:00,-145.05385559892034,
2021-05-21 01:00:00,-157.80079275315074,
2021-05-21 02:30:00,-145.0497739645716,
2021-05-21 03:00:00,-145.21628613144526,
2021-05-21 18:30:00,-145.21628613144526,
2021-05-21 20:00:00,-145.21628613144526,
2021-05-21 23:00:00,-145.21628613144526,
2021-05-21 23:59:59,-143.639934238852,w
2021-05-24 00:00:00,-173.12100611097912,
2021-05-24 01:00:00,-168.8897107932255,
2021-05-24 02:30:00,-141.5396125842242,
2021-05-24 03:00:00,-145.6451160785616,
2021-05-24 18:30:00,-145.6451160785616,
2021-05-24 20:00:00,-145.6451160785616,
2021-05-24 23:00:00,-130.40258226757533,
2021-05-24 23:59:59,-141.45538333827653,c
2021-05-25 00:00:00,-119.6143442411776,
2021-05-25 01:00:00,-106.62870744048541,
2021-05-25 02:30:00,-107.7129783173798,
2021-05-25 03:00:00,-111.00311902022236,
2021-05-25 18:30:00,-111.00311902022236,
2021-05-25 20:00:00,-111.00311902022236,
2021-05-25 23:00:00,-124.40478074500083,
2021-05-25 23:59:59,-120.12872671634227,c
2021-05-26 00:00:00,-118.14610396882836,
2021-05-26 01:00:00,-125.94105021348537,
2021-05-26 02:30:00,-130.33830197649263,
2021-05-26 03:00:00,-133.76310451220183,
2021-05-26 18:30:00,-133.76310451220183,
2021-05-26 20:00:00,-133.76310451220183,
2021-05-26 23:00:00,-76.82152549619104,
2021-05-26 23:59:59,-47.631005325214346,c
2021-05-27 00:00:00,-37.76021136868417,
2021-05-27 01:00:00,-42.03496794716216,
2021-05-27 02:30:00,-71.91533230346045,
2021-05-27 03:00:00,-69.85089232464429,
2021-05-27 18:30:00,-69.85089232464429,
2021-05-27 20:00:00,-69.85089232464429,
2021-05-27 23:00:00,-107.38082339072707,
2021-05-27 23:59:59,-128.62004747969377,c
2021-05-28 00:00:00,-132.41189695905223,
2021-05-28 01:00:00,-139.02412013623393,
2021-05-28 02:30:00,-134.45118447446066,
2021-05-28 03:00:00,-129.3788421385441,
2021-05-28 18:30:00,-129.3788421385441,
2021-05-28 20:00:00,-129.3788421385441,
2021-05-28 23:00:00,-129.3788421385441,
2021-05-28 23:59:59,-136.1582509609675,w
2021-05-31 00:00:00,-130.52032923447746,
2021-05-31 01:00:00,-106.87529649143971,
2021-05-31 02:30:00,-114.39634351705195,
2021-05-31 03:00:00,-121.91293407993294,
2021-05-31 18:30:00,-121.91293407993294,
2021-05-31 20:00:00,-121.91293407993294,
2021-05-31 23:00:00,-77.11280252448933,
2021-05-31 23:59:59,-79.57496675778611,c
2021-06-01 00:00:00,-66.77019165673482,
2021-06-01 01:00:00,-44.8031350540557,
2021-06-01 02:30:00,-80.17289643428762,
2021-06-01 03:00:00,-89.34272347326646,
2021-06-01 18:30:00,-89.34272347326646,
2021-06-01 20:00:00,-89.34272347326646,
2021-06-01 23:00:00,-69.4018964187726,
2021-06-01 23:59:59,-82.76078684442109,c
2021-06-02 00:00:00,-72.94791526394215,
2021-06-02 01:00:00,-68.64800905288166,
2021-06-02 02:30:00,-88.33071265784315,
2021-06-02 03:00:00,-76.99058072697176,
2021-06-02 18:30:00,-76.99058072697176,
2021-06-02 20:00:00,-76.99058072697176,
2021-06-02 23:00:00,-49.1440519126179,
2021-06-02 23:59:59,-12.427746000565094,c
2021-06-03 00:00:00,-19.87285363721412,
2021-06-03 01:00:00,19.915867124280112,
2021-06-03 02:30:00,-13.70350876838188,
2021-06-03 03:00:00,-8.628667449805107,
2021-06-03 18:30:00,-8.628667449805107,
2021-06-03 20:00:00,-8.628667449805107,
2021-06-03 23:00:00,-20.38682508575789,
2021-06-03 23:59:59,-10.553639667447214,c
2021-06-04 00:00:00,-11.519094945512506,
2021-06-04 01:00:00,-23.97550919841433,
2021-06-04 02:30:00,-13.742016860645663,
2021-06-04 03:00:00,-0.08566272893085625,
2021-06-04 18:30:00,-0.08566272893085625,
2021-06-04 20:00:00,-0.08566272893085625,
2021-06-04 23:00:00,-0.08566272893085625,
2021-06-04 23:59:59,0.0,a
2021-06-07 00:00:00,-35.29690246101541,
2021-06-07 01:00:00,-47.67061490215906,
2021-06-07 02:30:00,-53.74238914496482,
2021-06-07 03:00:00,-53.56773229065311,
2021-06-07 18:30:00,-53.56773229065311,
2021-06-07 20:00:00,-53.56773229065311,
2021-06-07 23:00:00,-95.45462709585149,
2021-06-07 23:59:59,-87.45615142310203,c
2021-06-08 00:00:00,-102.34477583086618,
2021-06-08 01:00:00,-109.83122263535051,
2021-06-08 02:30:00,-112.31947796705686,
2021-06-08 03:00:00,-111.44590441876153,
2021-06-08 18:30:00,-111.44590441876153,
2021-06-08 20:00:00,-111.44590441876153,
2021-06-08 23:00:00,-104.66808838006887,
2021-06-08 23:59:59,-122.7792360862993,c
2021-06-09 00:00:00,-128.41654524203386,
2021-06-09 01:00:00,-132.16389737105192,
2021-06-09 02:30:00,-117.01071887257785,
2021-06-09 03:00:00,-119.01583093984891,
2021-06-09 18:30:00,-119.01583093984891,
2021-06-09 20:00:00,-119.01583093984891,
2021-06-09 23:00:00,-107.64592035755413,
2021-06-09 23:59:59,-94.6707027401269,c
2021-06-10 00:00:00,-117.11315692164612,
2021-06-10 01:00:00,-114.92884005069209,
2021-06-10 02:30:00,-116.13507452033332,
2021-06-10 03:00:00,-120.51315938653443,
2021-06-10 18:30:00,-120.51315938653443,
2021-06-10 20:00:00,-120.51315938653443,
2021-06-10 23:00:00,-135.5525617781575,
2021-06-10 23:59:59,-132.93157265296622,c
2021-06-11 00:00:00,-144.4507669278894,
2021-06-11 01:00:00,-139.640498834887,
2021-06-11 02:30:00,-132.01406211755057,
2021-06-11 03:00:00,-135.9745713554762,
2021-06-11 18:30:00,-135.9745713554762,
2021-06-11 20:00:00,-135.9745713554762,
2021-06-11 23:00:00,-135.9745713554762,
2021-06-11 23:59:59,-127.89527900421376,w
2021-06-14 00:00:00,-110.04133769834652,
2021-06-14 01:00:00,-110.80820782089381,
2021-06-14 02:30:00,-110.80820782089381,
2021-06-14 03:00:00,-110.80820782089381,
2021-06-14 18:30:00,-110.80820782089381,
2021-06-14 20:00:00,-110.80820782089381,
2021-06-14 23:00:00,-99.43799483330031,
2021-06-14 23:59:59,-105.60191402331202,c
2021-06-15 00:00:00,-85.97215654349975,
2021-06-15 01:00:00,-88.89742122103235,
2021-06-15 02:30:00,-83.02586466760044,
2021-06-15 03:00:00,-82.82338554558237,
2021-06-15 18:30:00,-82.82338554558237,
2021-06-15 20:00:00,-82.82338554558237,
2021-06-15 23:00:00,-60.437604120993456,
2021-06-15 23:59:59,-56.68646772222064,c
2021-06-16 00:00:00,-45.57680508609337,
2021-06-16 01:00:00,-37.77186656219533,
2021-06-16 02:30:00,-35.2818012145342,
2021-06-16 03:00:00,-34.074534389934115,
2021-06-16 18:30:00,-34.074534389934115,
2021-06-16 20:00:00,-34.074534389934115,
2021-06-16 23:00:00,32.85216354981958,
2021-06-16 23:59:59,33.7343374596328,c
2021-06-17 00:00:00,23.125661275623088,
2021-06-17 01:00:00,43.33836483588016,
2021-06-17 02:30:00,44.28348667242153,
2021-06-17 03:00:00,45.85388206171524,
2021-06-17 18:30:00,45.85388206171524,
2021-06-17 20:00:00,45.85388206171524,
2021-06-17 23:00:00,36.180871428420915,
2021-06-17 23:59:59,50.89720019743163,c
2021-06-18 00:00:00,44.73032598079658,
2021-06-18 01:00:00,39.329230523560454,
2021-06-18 02:30:00,65.49151697833076,
2021-06-18 03:00:00,75.69579765144499,
2021-06-18 18:30:00,75.69579765144499,
2021-06-18 20:00:00,75.69579765144499,
2021-06-18 23:00:00,75.69579765144499,
2021-06-18 23:59:59,126.14495211773283,e
2021-06-21 00:00:00,166.75993868115302,
2021-06-21 01:00:00,169.52032494203422,
2021-06-21 02:30:00,167.844951388425,
2021-06-21 03:00:00,162.01214184345122,
2021-06-21 18:30:00,162.01214184345122,
2021-06-21 20:00:00,162.01214184345122,
2021-06-21 23:00:00,120.19616431116924,
2021-06-21 23:59:59,116.28155079943735,c
2021-06-22 00:00:00,80.97484972841607,
2021-06-22 01:00:00,83.95820153649197,
2021-06-22 02:30:00,68.43496116108281,
2021-06-22 03:00:00,63.60248952245547,
2021-06-22 18:30:00,63.60248952245547,
2021-06-22 20:00:00,63.60248952245547,
2021-06-22 23:00:00,87.02314333330605,
2021-06-22 23:59:59,77.48793789252886,c
2021-06-23 00:00:00,53.0059490505796,
2021-06-23 01:00:00,53.00381924643966,
2021-06-23 02:30:00,55.2311877177483,
2021-06-23 03:00:00,48.05359546250884,
2021-06-23 18:30:00,48.05359546250884,
2021-06-23 20:00:00,48.05359546250884,
2021-06-23 23:00:00,11.61414921838832,
2021-06-23 23:59:59,22.332748062757446,c
2021-06-24 00:00:00,16.954830912500483,
2021-06-24 01:00:00,15.13629588358026,
2021-06-24 02:30:00,3.641817103012272,
2021-06-24 03:00:00,7.491981816332782,
2021-06-24 18:30:00,7.491981816332782,
2021-06-24 20:00:00,7.491981816332782,
2021-06-24 23:00:00,3.3176562244191246,
2021-06-24 23:59:59,6.036182266261676,c
2021-06-25 00:00:00,-15.491149419125122,
2021-06-25 01:00:00,-19.388990947291177,
2021-06-25 02:30:00,-18.08467711025446,
2021-06-25 03:00:00,-26.595370066327632,
2021-06-25 18:30:00,-26.595370066327632,
2021-06-25 20:00:00,-26.595370066327632,
2021-06-25 23:00:00,-26.595370066327632,
2021-06-25 23:59:59,-25.595023308104373,w
2021-06-28 00:00:00,-30.097118046144487,
2021-06-28 01:00:00,-32.92184356565281,
2021-06-28 02:30:00,-38.37293990561716,
2021-06-28 03:00:00,-33.349383528703584,
2021-06-28 18:30:00,-33.349383528703584,
2021-06-28 20:00:00,-33.349383528703584,
2021-06-28 23:00:00,-35.84152356587242,
2021-06-28 23:59:59,-25.074197194588123,c
2021-06-29 00:00:00,-22.230214146242815,
2021-06-29 01:00:00,-26.293302088165547,
2021-06-29 02:30:00,-49.36188543237495,
2021-06-29 03:00:00,-50.77998864308074,
