date,AS_MSCI_EM_REST_STAY_2022_Q3,meta
2022-06-30 00:00:00,-275.9204283442348,
2022-06-30 01:00:00,-295.79259608412985,
2022-06-30 02:30:00,-295.79259608412985,
2022-06-30 03:00:00,-295.79259608412985,
2022-06-30 18:30:00,-295.79259608412985,
2022-06-30 20:00:00,-295.79259608412985,
2022-06-30 23:00:00,-330.32293255858735,
2022-06-30 23:59:59,-325.0518252971499,c
2022-07-01 00:00:00,-335.7126890603272,
2022-07-01 01:00:00,-341.19998254028405,
2022-07-01 02:30:00,-341.19998254028405,
2022-07-01 03:00:00,-341.19998254028405,
2022-07-01 18:30:00,-341.19998254028405,
2022-07-01 20:00:00,-341.19998254028405,
2022-07-01 23:00:00,-341.19998254028405,
2022-07-01 23:59:59,-342.20748143913033,w
2022-07-04 00:00:00,-339.21902453906205,
2022-07-04 01:00:00,-353.8926842782564,
2022-07-04 02:30:00,-353.8926842782564,
2022-07-04 03:00:00,-353.8926842782564,
2022-07-04 18:30:00,-353.8926842782564,
2022-07-04 20:00:00,-353.8926842782564,
2022-07-04 23:00:00,-265.8085706483996,
2022-07-04 23:59:59,-273.0620031876874,c
2022-07-05 00:00:00,-289.4744404911937,
2022-07-05 01:00:00,-295.9281305777499,
2022-07-05 02:30:00,-295.9281305777499,
2022-07-05 03:00:00,-295.9281305777499,
2022-07-05 18:30:00,-295.9281305777499,
2022-07-05 20:00:00,-295.9281305777499,
2022-07-05 23:00:00,-214.00508959047033,
2022-07-05 23:59:59,-230.39876188688027,c
2022-07-06 00:00:00,-201.79756245575595,
2022-07-06 01:00:00,-226.02586485498819,
2022-07-06 02:30:00,-226.02586485498819,
2022-07-06 03:00:00,-226.02586485498819,
2022-07-06 18:30:00,-226.02586485498819,
2022-07-06 20:00:00,-226.02586485498819,
2022-07-06 23:00:00,-221.27215737740858,
2022-07-06 23:59:59,-221.62423938614575,c
2022-07-07 00:00:00,-200.4002845640764,
2022-07-07 01:00:00,-192.72627064619724,
2022-07-07 02:30:00,-192.72627064619724,
2022-07-07 03:00:00,-192.72627064619724,
2022-07-07 18:30:00,-192.72627064619724,
2022-07-07 20:00:00,-192.72627064619724,
2022-07-07 23:00:00,-176.5375368526386,
2022-07-07 23:59:59,-158.93259003362118,c
2022-07-08 00:00:00,-155.57087171306034,
2022-07-08 01:00:00,-154.34405994795475,
2022-07-08 02:30:00,-154.34405994795475,
2022-07-08 03:00:00,-154.34405994795475,
2022-07-08 18:30:00,-154.34405994795475,
2022-07-08 20:00:00,-154.34405994795475,
2022-07-08 23:00:00,-154.34405994795475,
2022-07-08 23:59:59,-144.7280286387945,w
2022-07-11 00:00:00,-77.31717563307689,
2022-07-11 01:00:00,-69.19408658526731,
2022-07-11 02:30:00,-69.19408658526731,
2022-07-11 03:00:00,-69.19408658526731,
2022-07-11 18:30:00,-69.19408658526731,
2022-07-11 20:00:00,-69.19408658526731,
2022-07-11 23:00:00,-26.651756787632166,
2022-07-11 23:59:59,-9.49153811163319,c
2022-07-12 00:00:00,6.6965390020893665,
2022-07-12 01:00:00,-40.08373088410599,
2022-07-12 02:30:00,-40.08373088410599,
2022-07-12 03:00:00,-40.08373088410599,
2022-07-12 18:30:00,-40.08373088410599,
2022-07-12 20:00:00,-40.08373088410599,
2022-07-12 23:00:00,48.39592661843062,
2022-07-12 23:59:59,33.961227279985906,c
2022-07-13 00:00:00,4.964414907974515,
2022-07-13 01:00:00,2.4400742010343492,
2022-07-13 02:30:00,2.4400742010343492,
2022-07-13 03:00:00,2.4400742010343492,
2022-07-13 18:30:00,2.4400742010343492,
2022-07-13 20:00:00,2.4400742010343492,
2022-07-13 23:00:00,-46.757732679083574,
2022-07-13 23:59:59,-44.91278509872586,c
2022-07-14 00:00:00,-36.084033537431424,
2022-07-14 01:00:00,-45.87812471075131,
2022-07-14 02:30:00,-45.87812471075131,
2022-07-14 03:00:00,-45.87812471075131,
2022-07-14 18:30:00,-45.87812471075131,
2022-07-14 20:00:00,-45.87812471075131,
2022-07-14 23:00:00,-70.21109031765673,
2022-07-14 23:59:59,-70.47789955318285,c
2022-07-15 00:00:00,-56.073774922112534,
2022-07-15 01:00:00,-60.23171048594713,
2022-07-15 02:30:00,-60.23171048594713,
2022-07-15 03:00:00,-60.23171048594713,
2022-07-15 18:30:00,-60.23171048594713,
2022-07-15 20:00:00,-60.23171048594713,
2022-07-15 23:00:00,-60.23171048594713,
2022-07-15 23:59:59,-51.73714236154774,w
2022-07-18 00:00:00,-117.55355165539845,
2022-07-18 01:00:00,-137.7969686468375,
2022-07-18 02:30:00,-137.7969686468375,
2022-07-18 03:00:00,-137.7969686468375,
2022-07-18 18:30:00,-137.7969686468375,
2022-07-18 20:00:00,-137.7969686468375,
2022-07-18 23:00:00,-178.99159487836346,
2022-07-18 23:59:59,-180.79360350673664,c
2022-07-19 00:00:00,-175.34813737258878,
2022-07-19 01:00:00,-183.34434220566777,
2022-07-19 02:30:00,-183.34434220566777,
2022-07-19 03:00:00,-183.34434220566777,
2022-07-19 18:30:00,-183.34434220566777,
2022-07-19 20:00:00,-183.34434220566777,
2022-07-19 23:00:00,-225.06036874473625,
2022-07-19 23:59:59,-227.3074001316379,c
2022-07-20 00:00:00,-238.11662274577998,
2022-07-20 01:00:00,-215.04915592424004,
2022-07-20 02:30:00,-215.04915592424004,
2022-07-20 03:00:00,-215.04915592424004,
2022-07-20 18:30:00,-215.04915592424004,
2022-07-20 20:00:00,-215.04915592424004,
2022-07-20 23:00:00,-221.31225756730305,
2022-07-20 23:59:59,-237.950679764411,c
2022-07-21 00:00:00,-238.91458341106795,
2022-07-21 01:00:00,-235.66254326889657,
2022-07-21 02:30:00,-235.66254326889657,
2022-07-21 03:00:00,-235.66254326889657,
2022-07-21 18:30:00,-235.66254326889657,
2022-07-21 20:00:00,-235.66254326889657,
2022-07-21 23:00:00,-272.35497309419975,
2022-07-21 23:59:59,-276.92322350467157,c
2022-07-22 00:00:00,-260.5690816475292,
2022-07-22 01:00:00,-270.48433706560104,
2022-07-22 02:30:00,-270.48433706560104,
2022-07-22 03:00:00,-270.48433706560104,
2022-07-22 18:30:00,-270.48433706560104,
2022-07-22 20:00:00,-270.48433706560104,
2022-07-22 23:00:00,-270.48433706560104,
2022-07-22 23:59:59,-270.86708443266343,w
2022-07-25 00:00:00,-263.4850052478264,
2022-07-25 01:00:00,-240.87012976123356,
2022-07-25 02:30:00,-240.87012976123356,
2022-07-25 03:00:00,-240.87012976123356,
2022-07-25 18:30:00,-240.87012976123356,
2022-07-25 20:00:00,-240.87012976123356,
2022-07-25 23:00:00,-160.4638355238185,
2022-07-25 23:59:59,-160.08738441234914,c
2022-07-26 00:00:00,-161.43814036886874,
2022-07-26 01:00:00,-163.9848735785256,
2022-07-26 02:30:00,-163.9848735785256,
2022-07-26 03:00:00,-163.9848735785256,
2022-07-26 18:30:00,-163.9848735785256,
2022-07-26 20:00:00,-163.9848735785256,
2022-07-26 23:00:00,-208.16951188596113,
2022-07-26 23:59:59,-214.53072484510608,c
2022-07-27 00:00:00,-240.28832884305893,
2022-07-27 01:00:00,-215.23007403070164,
2022-07-27 02:30:00,-215.23007403070164,
2022-07-27 03:00:00,-215.23007403070164,
2022-07-27 18:30:00,-215.23007403070164,
2022-07-27 20:00:00,-215.23007403070164,
2022-07-27 23:00:00,-116.62446296952135,
2022-07-27 23:59:59,-121.46755090910915,c
2022-07-28 00:00:00,-129.15976123988412,
2022-07-28 01:00:00,-119.4230319992887,
2022-07-28 02:30:00,-119.4230319992887,
2022-07-28 03:00:00,-119.4230319992887,
2022-07-28 18:30:00,-119.4230319992887,
2022-07-28 20:00:00,-119.4230319992887,
2022-07-28 23:00:00,-113.43848130627543,
2022-07-28 23:59:59,-114.62492571094367,c
2022-07-29 00:00:00,-115.99436403929417,
2022-07-29 01:00:00,-89.99042592064802,
2022-07-29 02:30:00,-89.99042592064802,
2022-07-29 03:00:00,-89.99042592064802,
2022-07-29 18:30:00,-89.99042592064802,
2022-07-29 20:00:00,-89.99042592064802,
2022-07-29 23:00:00,-89.99042592064802,
2022-07-29 23:59:59,-98.92568283491732,w
2022-08-01 00:00:00,-73.20672784826638,
2022-08-01 01:00:00,-81.05206127063957,
2022-08-01 02:30:00,-81.05206127063957,
2022-08-01 03:00:00,-81.05206127063957,
2022-08-01 18:30:00,-81.05206127063957,
2022-08-01 20:00:00,-81.05206127063957,
2022-08-01 23:00:00,-136.27350276045513,
2022-08-01 23:59:59,-133.86407354805556,c
2022-08-02 00:00:00,-121.29489561495802,
2022-08-02 01:00:00,-115.74571974006972,
2022-08-02 02:30:00,-115.74571974006972,
