date,R1_STAY_HEDGED_2022_Q1,meta
2022-01-07 00:00:00,5.786488856049573,
2022-01-07 10:00:00,-12.216488595165458,
2022-01-07 10:30:00,-26.182533188479965,
2022-01-07 12:00:00,-27.499134199198636,
2022-01-07 13:30:00,-34.53419869749109,
2022-01-07 15:00:00,-21.382486508370448,
2022-01-07 15:30:30,-21.382486508370448,
2022-01-07 23:59:59,-19.125389185567542,w
2022-01-10 00:00:00,-33.42985744309027,
2022-01-10 10:00:00,-20.66028541241201,
2022-01-10 10:30:00,-1.9489654409550212,
2022-01-10 12:00:00,-22.216186420700808,
2022-01-10 13:30:00,-27.423100937755578,
2022-01-10 15:00:00,-14.713545949758611,
2022-01-10 15:30:30,-14.713545949758611,
2022-01-10 23:59:59,-7.48709884910545,c
2022-01-11 00:00:00,-6.497714450545573,
2022-01-11 10:00:00,-4.989559384501661,
2022-01-11 10:30:00,-1.1471822604857493,
2022-01-11 12:00:00,-0.11884934189299656,
2022-01-11 13:30:00,-3.49709574231332,
2022-01-11 15:00:00,-10.52732604769733,
2022-01-11 15:30:30,-10.52732604769733,
2022-01-11 23:59:59,-8.745570474138901,c
2022-01-12 00:00:00,-8.375287796193902,
2022-01-12 10:00:00,-1.483414703316953,
2022-01-12 10:30:00,16.47896861189264,
2022-01-12 12:00:00,22.16594069529566,
2022-01-12 13:30:00,27.82348317257339,
2022-01-12 15:00:00,32.50195837718593,
2022-01-12 15:30:30,32.50195837718593,
2022-01-12 23:59:59,35.4606841900989,c
2022-01-13 00:00:00,33.980779024960555,
2022-01-13 10:00:00,20.37783643115654,
2022-01-13 10:30:00,11.862418879640018,
2022-01-13 12:00:00,-8.749485832874427,
2022-01-13 13:30:00,-9.674493591062344,
2022-01-13 15:00:00,-12.283477675372865,
2022-01-13 15:30:30,-12.283477675372865,
2022-01-13 23:59:59,-15.248284413531792,c
2022-01-14 00:00:00,-13.490721124403763,
2022-01-14 10:00:00,-18.097583470196753,
2022-01-14 10:30:00,-8.796872741951404,
2022-01-14 12:00:00,-5.535495182690511,
2022-01-14 13:30:00,-4.549666642736781,
2022-01-14 15:00:00,-8.565805942623058,
2022-01-14 15:30:30,-8.565805942623058,
2022-01-14 23:59:59,-8.281333437165927,w
2022-01-17 00:00:00,-8.281333437165927,
2022-01-17 10:00:00,-8.281333437165927,
2022-01-17 10:30:00,-8.281333437165927,
2022-01-17 12:00:00,-8.281333437165927,
2022-01-17 13:30:00,-8.281333437165927,
2022-01-17 15:00:00,-8.281333437165927,
2022-01-17 15:30:30,-8.281333437165927,
2022-01-17 23:59:59,-8.281333437165927,c
2022-01-18 00:00:00,-1.1797015362968182,
2022-01-18 10:00:00,22.892619914766158,
2022-01-18 10:30:00,32.5365653645884,
2022-01-18 12:00:00,28.642824517582085,
2022-01-18 13:30:00,21.587907976857878,
2022-01-18 15:00:00,27.130407029772584,
2022-01-18 15:30:30,27.130407029772584,
2022-01-18 23:59:59,25.247995875676793,c
2022-01-19 00:00:00,30.55864987360053,
2022-01-19 10:00:00,13.422923970269778,
2022-01-19 10:30:00,23.093562166813,
2022-01-19 12:00:00,10.027691079692374,
2022-01-19 13:30:00,13.950397553550317,
2022-01-19 15:00:00,22.534126610074225,
2022-01-19 15:30:30,22.534126610074225,
2022-01-19 23:59:59,23.20100182685968,c
2022-01-20 00:00:00,27.823692981100294,
2022-01-20 10:00:00,12.17912140966149,
2022-01-20 10:30:00,16.029704113061825,
2022-01-20 12:00:00,16.357351976067548,
2022-01-20 13:30:00,12.114778738573591,
2022-01-20 15:00:00,3.0181679572379494,
2022-01-20 15:30:30,3.0181679572379494,
2022-01-20 23:59:59,7.4012789627244615,c
2022-01-21 00:00:00,13.70846273147464,
2022-01-21 10:00:00,-12.35262196142412,
2022-01-21 10:30:00,-12.532295525898633,
2022-01-21 12:00:00,-0.9438001549253272,
2022-01-21 13:30:00,-2.490652679202981,
2022-01-21 15:00:00,0.9687806943448436,
2022-01-21 15:30:30,0.9687806943448436,
2022-01-21 23:59:59,3.5125688540945816,w
2022-01-24 00:00:00,-11.5192366592687,
2022-01-24 10:00:00,-34.651029904432505,
2022-01-24 10:30:00,-33.879769240777364,
2022-01-24 12:00:00,-31.252802527904464,
2022-01-24 13:30:00,-20.111229547710423,
2022-01-24 15:00:00,-30.632666889654672,
2022-01-24 15:30:30,-30.632666889654672,
2022-01-24 23:59:59,-26.675561430024743,c
2022-01-25 00:00:00,-20.09046974710094,
2022-01-25 10:00:00,3.6133399207622006,
2022-01-25 10:30:00,-15.776922641353167,
2022-01-25 12:00:00,-29.93564848827623,
2022-01-25 13:30:00,-30.24464224227887,
2022-01-25 15:00:00,-20.575145034604816,
2022-01-25 15:30:30,-20.575145034604816,
2022-01-25 23:59:59,-23.40931752540456,c
2022-01-26 00:00:00,-0.611778219334326,
2022-01-26 10:00:00,-22.425834933662202,
2022-01-26 10:30:00,-14.861055697951429,
2022-01-26 12:00:00,-27.049896241655972,
2022-01-26 13:30:00,-33.11330237901802,
2022-01-26 15:00:00,-27.240247099506917,
2022-01-26 15:30:30,-27.240247099506917,
2022-01-26 23:59:59,-28.810825446656963,c
2022-01-27 00:00:00,-15.254872495633492,
2022-01-27 10:00:00,-42.79637397871829,
2022-01-27 10:30:00,-50.70643148512585,
2022-01-27 12:00:00,-69.02963506343934,
2022-01-27 13:30:00,-58.24775313382111,
2022-01-27 15:00:00,-66.6820407456031,
2022-01-27 15:30:30,-66.6820407456031,
2022-01-27 23:59:59,-67.16022799386269,c
2022-01-28 00:00:00,-77.13165075040945,
2022-01-28 10:00:00,-101.20152074472179,
2022-01-28 10:30:00,-92.94230097274448,
2022-01-28 12:00:00,-97.5790048685842,
2022-01-28 13:30:00,-102.99859931175865,
2022-01-28 15:00:00,-107.14052954486186,
2022-01-28 15:30:30,-107.14052954486186,
2022-01-28 23:59:59,-108.29829241536868,w
2022-01-31 00:00:00,-80.22050559741604,
2022-01-31 10:00:00,-66.27514801412576,
2022-01-31 10:30:00,-69.09589536828247,
2022-01-31 12:00:00,-64.06325813490395,
2022-01-31 13:30:00,-65.16490935088581,
2022-01-31 15:00:00,-55.691301416594115,
2022-01-31 15:30:30,-55.691301416594115,
2022-01-31 23:59:59,-57.258272067667974,c
2022-02-01 00:00:00,-90.27359224154628,
2022-02-01 10:00:00,-107.80965970830681,
2022-02-01 10:30:00,-100.89714456371132,
2022-02-01 12:00:00,-99.22671327159424,
2022-02-01 13:30:00,-101.49768914297891,
2022-02-01 15:00:00,-104.78866722242003,
2022-02-01 15:30:30,-104.78866722242003,
2022-02-01 23:59:59,-108.90239512581962,c
2022-02-02 00:00:00,-126.24910425329603,
2022-02-02 10:00:00,-119.449678805301,
2022-02-02 10:30:00,-115.09461144957663,
2022-02-02 12:00:00,-126.6503574416243,
2022-02-02 13:30:00,-127.58692729963445,
2022-02-02 15:00:00,-125.52181195445593,
2022-02-02 15:30:30,-125.52181195445593,
2022-02-02 23:59:59,-124.94511950887727,c
2022-02-03 00:00:00,-67.69773494048945,
2022-02-03 10:00:00,-60.53075151364766,
2022-02-03 10:30:00,-53.32950270561736,
2022-02-03 12:00:00,-51.072266234588994,
2022-02-03 13:30:00,-54.58376926700441,
2022-02-03 15:00:00,-59.772596478122296,
2022-02-03 15:30:30,-59.772596478122296,
2022-02-03 23:59:59,-64.07852535693797,c
2022-02-04 00:00:00,-38.20464088463683,
2022-02-04 10:00:00,-33.34698392779171,
2022-02-04 10:30:00,-26.54517734563251,
2022-02-04 12:00:00,-28.908692591146973,
2022-02-04 13:30:00,-21.1511240076112,
2022-02-04 15:00:00,-19.211136784185044,
2022-02-04 15:30:30,-19.211136784185044,
2022-02-04 23:59:59,-24.62244284411406,w
2022-02-07 00:00:00,-13.703483028738901,
2022-02-07 10:00:00,1.6285357011507244,
2022-02-07 10:30:00,-2.99867631557953,
2022-02-07 12:00:00,-6.8228541160635245,
2022-02-07 13:30:00,-9.930623869108729,
2022-02-07 15:00:00,-9.167608733079646,
2022-02-07 15:30:30,-9.167608733079646,
2022-02-07 23:59:59,-8.879714903330012,c
2022-02-08 00:00:00,-16.650616021092276,
2022-02-08 10:00:00,-15.061035176730343,
2022-02-08 10:30:00,-15.310329236763607,
2022-02-08 12:00:00,-6.974382812127601,
2022-02-08 13:30:00,-0.5722129937459499,
2022-02-08 15:00:00,6.158951885052943,
