date,NUFAM_2022_Q2,meta
2022-05-16 00:00:00,-13.987733684433039,
2022-05-16 10:00:00,-6.408156376742596,
2022-05-16 10:30:00,-8.178928866660058,
2022-05-16 12:00:00,-0.08066732991500203,
2022-05-16 13:30:00,-4.064275668316128,
2022-05-16 15:00:00,-7.881969786534569,
2022-05-16 15:30:30,-7.881969786534569,
2022-05-16 23:59:59,-9.708177673390722,c
2022-05-17 00:00:00,-14.859807069258082,
2022-05-17 10:00:00,-23.379506472727293,
2022-05-17 10:30:00,-17.95342098293429,
2022-05-17 12:00:00,-13.270351647879536,
2022-05-17 13:30:00,-14.768310177429328,
2022-05-17 15:00:00,-21.73979822473057,
2022-05-17 15:30:30,-21.73979822473057,
2022-05-17 23:59:59,-16.437801339213664,c
2022-05-18 00:00:00,-12.30200415466929,
2022-05-18 10:00:00,-17.543609249428997,
2022-05-18 10:30:00,-10.770822637922166,
2022-05-18 12:00:00,-3.1238321688255013,
2022-05-18 13:30:00,4.015176883177077,
2022-05-18 15:00:00,-0.6615752332763947,
2022-05-18 15:30:30,-0.6615752332763947,
2022-05-18 23:59:59,-1.2878406709582748,c
2022-05-19 00:00:00,2.816558399859531,
2022-05-19 10:00:00,7.464849864603394,
2022-05-19 10:30:00,7.51273520330065,
2022-05-19 12:00:00,6.791476416826782,
2022-05-19 13:30:00,6.525872092421338,
2022-05-19 15:00:00,8.30139941498021,
2022-05-19 15:30:30,8.30139941498021,
2022-05-19 23:59:59,11.616176095277211,c
2022-05-20 00:00:00,3.2612449185564003,
2022-05-20 10:00:00,7.36580777754493,
2022-05-20 10:30:00,4.692893636598669,
2022-05-20 12:00:00,6.357195147558016,
2022-05-20 13:30:00,5.287094568409358,
2022-05-20 15:00:00,10.374504303754406,
2022-05-20 15:30:30,10.374504303754406,
2022-05-20 23:59:59,8.774001296559064,w
2022-05-23 00:00:00,7.466193633249716,
2022-05-23 10:00:00,3.0844801308720236,
2022-05-23 10:30:00,0.4328312762352482,
2022-05-23 12:00:00,3.466786127566394,
2022-05-23 13:30:00,7.711621329783995,
2022-05-23 15:00:00,8.224989767090591,
2022-05-23 15:30:30,8.224989767090591,
2022-05-23 23:59:59,6.906175452224147,c
2022-05-24 00:00:00,19.091636261535314,
2022-05-24 10:00:00,3.421002162926257,
2022-05-24 10:30:00,1.3722207684768648,
