date,EU_XT_2021_Q4,meta
2021-12-10 08:00:00,20.116146570534426,
2021-12-10 10:30:00,17.256231807163772,
2021-12-10 11:00:00,6.302920441777616,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,19.970288016219115,
2021-12-13 03:30:00,46.09888816105888,
2021-12-13 04:00:00,57.8123989036003,
2021-12-13 06:00:00,61.8647641848421,
2021-12-13 08:00:00,65.80857810763166,
2021-12-13 10:30:00,38.8836047363439,
2021-12-13 11:00:00,32.106923946872826,
2021-12-13 23:59:59,32.13803374296151,c
2021-12-14 00:00:00,59.56203109749535,
2021-12-14 03:30:00,39.27208673437579,
2021-12-14 04:00:00,46.60066479627818,
2021-12-14 06:00:00,34.14983781776857,
2021-12-14 08:00:00,33.887994380958304,
2021-12-14 10:30:00,43.34420338696708,
2021-12-14 11:00:00,30.415464721870563,
2021-12-14 23:59:59,22.065800792394157,c
2021-12-15 00:00:00,35.729421644725846,
2021-12-15 03:30:00,38.28038013520879,
2021-12-15 04:00:00,40.17209410334476,
2021-12-15 06:00:00,51.423671097395356,
2021-12-15 08:00:00,53.274559089487326,
2021-12-15 10:30:00,45.787512750010876,
2021-12-15 11:00:00,40.95971729956008,
2021-12-15 23:59:59,34.8023335598707,c
2021-12-16 00:00:00,53.20028985432202,
2021-12-16 03:30:00,64.17060355849776,
2021-12-16 04:00:00,64.35520608601297,
2021-12-16 06:00:00,69.13807910953028,
2021-12-16 08:00:00,78.5602674093521,
2021-12-16 10:30:00,43.90381372523461,
2021-12-16 11:00:00,43.770749750625725,
2021-12-16 23:59:59,36.322827853058925,c
2021-12-17 00:00:00,25.35908802482922,
2021-12-17 03:30:00,10.316074071925527,
2021-12-17 04:00:00,9.048290710618772,
2021-12-17 06:00:00,-5.5504036717147756,
2021-12-17 08:00:00,1.7511955105575794,
2021-12-17 10:30:00,-15.680690965010115,
2021-12-17 11:00:00,-6.522560136364234,
2021-12-17 23:59:59,-11.63526055176635,e
2021-12-20 00:00:00,-0.8668997041898479,
2021-12-20 03:30:00,-11.936316384049348,
2021-12-20 04:00:00,-12.153941802332895,
2021-12-20 06:00:00,0.03125536598560075,
2021-12-20 08:00:00,1.580570134591028,
2021-12-20 10:30:00,3.8308363394814933,
2021-12-20 11:00:00,5.636029031506979,
2021-12-20 23:59:59,-3.896829794456494,c
2021-12-21 00:00:00,10.099924632175117,
2021-12-21 03:30:00,2.6519537872796377,
2021-12-21 04:00:00,2.221005519978405,
2021-12-21 06:00:00,2.694272720469371,
2021-12-21 08:00:00,2.6300859130061554,
2021-12-21 10:30:00,7.664990634286681,
2021-12-21 11:00:00,5.590497319102781,
2021-12-21 23:59:59,3.9191012870827535,c
2021-12-22 00:00:00,5.699099949323198,
2021-12-22 03:30:00,15.398010251277356,
2021-12-22 04:00:00,10.817649142065022,
2021-12-22 06:00:00,18.462016610409222,
2021-12-22 08:00:00,6.920355681938702,
2021-12-22 10:30:00,8.985935271739663,
2021-12-22 11:00:00,8.29104074879345,
2021-12-22 23:59:59,15.942069874772471,c
2021-12-23 00:00:00,24.100066097248657,
2021-12-23 03:30:00,20.752302051093864,
2021-12-23 04:00:00,27.970726376446066,
2021-12-23 06:00:00,20.43603236710419,
2021-12-23 08:00:00,18.44543117818293,
2021-12-23 10:30:00,26.405975726735505,
2021-12-23 11:00:00,28.93961282880022,
2021-12-23 23:59:59,32.82734628608651,c
2021-12-24 00:00:00,20.058038081009414,
2021-12-24 03:30:00,22.295424572037803,
2021-12-24 04:00:00,27.261118204572426,
2021-12-24 06:00:00,33.972247656531266,
2021-12-24 08:00:00,33.972247656531266,
2021-12-24 10:30:00,33.972247656531266,
2021-12-24 11:00:00,33.972247656531266,
2021-12-24 23:59:59,30.522898926435772,w
2021-12-27 00:00:00,23.469827377156435,
2021-12-27 03:30:00,10.836898462623253,
2021-12-27 04:00:00,9.397908657039665,
2021-12-27 06:00:00,9.91601215247482,
2021-12-27 08:00:00,7.169169017186533,
2021-12-27 10:30:00,11.614490851497862,
2021-12-27 11:00:00,10.56828819716452,
2021-12-27 23:59:59,22.244991193459327,c
2021-12-28 00:00:00,17.732279676540116,
2021-12-28 03:30:00,6.508537614069326,
2021-12-28 04:00:00,4.900655954043884,
2021-12-28 06:00:00,5.751092598076838,
2021-12-28 08:00:00,1.260472543808362,
2021-12-28 10:30:00,-2.3479594277196156,
2021-12-28 11:00:00,0.14049333233236894,
2021-12-28 23:59:59,3.507122773500896,c
2021-12-29 00:00:00,0.019224061793750025,
2021-12-29 03:30:00,8.290033347026736,
2021-12-29 04:00:00,0.8566570983139172,
2021-12-29 06:00:00,0.24024764981390945,
2021-12-29 08:00:00,8.571116225284442,
2021-12-29 10:30:00,3.3680160617969364,
2021-12-29 11:00:00,-0.6097529240178687,
2021-12-29 23:59:59,4.315605549412908,c
2021-12-30 00:00:00,8.746241017289464,
2021-12-30 03:30:00,10.500220725781958,
2021-12-30 04:00:00,16.73148142835302,
2021-12-30 06:00:00,18.26539444674836,
2021-12-30 08:00:00,18.159674604197875,
2021-12-30 10:30:00,8.412677061688072,
2021-12-30 11:00:00,13.153316283797437,
2021-12-30 23:59:59,18.12383207209797,c
2021-12-31 00:00:00,1.944218864535344,
2021-12-31 03:30:00,13.626820449998917,
2021-12-31 04:00:00,17.022320341748497,
2021-12-31 06:00:00,13.02775463175098,
2021-12-31 08:00:00,13.02775463175098,
2021-12-31 10:30:00,13.02775463175098,
2021-12-31 11:00:00,13.02775463175098,
2021-12-31 23:59:59,18.842693800844728,w
