date,CRSP_AD_HEDGED_2022_Q1,meta
2022-01-21 00:00:00,-159.04110990935658,
2022-01-21 10:00:00,-210.96084935344527,
2022-01-21 10:30:00,-262.36811469924453,
2022-01-21 12:00:00,-253.2709910569995,
2022-01-21 13:30:00,-285.2401226927557,
2022-01-21 15:00:00,-284.88864595251016,
2022-01-21 15:30:30,-284.88864595251016,
2022-01-21 23:59:59,-258.537228395239,w
2022-01-24 00:00:00,-337.47094467933243,
2022-01-24 10:00:00,-368.9354519641671,
2022-01-24 10:30:00,-423.0880068729954,
2022-01-24 12:00:00,-408.58378108139743,
2022-01-24 13:30:00,-349.2742276886024,
2022-01-24 15:00:00,-325.72896537281974,
2022-01-24 15:30:30,-325.72896537281974,
2022-01-24 23:59:59,-312.65538964978487,c
2022-01-25 00:00:00,-347.7546467933564,
2022-01-25 10:00:00,-285.72499967981025,
2022-01-25 10:30:00,-278.657824109379,
2022-01-25 12:00:00,-302.21000484497256,
2022-01-25 13:30:00,-301.5536770663523,
2022-01-25 15:00:00,-294.3460571387491,
2022-01-25 15:30:30,-294.3460571387491,
2022-01-25 23:59:59,-303.3445980584098,c
2022-01-26 00:00:00,-258.66578751377176,
2022-01-26 10:00:00,-260.3054513847285,
2022-01-26 10:30:00,-255.14350186369006,
2022-01-26 12:00:00,-249.32391918948838,
2022-01-26 13:30:00,-213.26898100540757,
2022-01-26 15:00:00,-282.9167426069396,
2022-01-26 15:30:30,-282.9167426069396,
2022-01-26 23:59:59,-331.96664902629993,c
2022-01-27 00:00:00,-305.2784734277708,
2022-01-27 10:00:00,-349.47594417014534,
2022-01-27 10:30:00,-365.3923834132389,
2022-01-27 12:00:00,-335.2105750219208,
2022-01-27 13:30:00,-385.87068997406413,
2022-01-27 15:00:00,-403.5624648783171,
2022-01-27 15:30:30,-403.5624648783171,
2022-01-27 23:59:59,-402.3298694020971,c
2022-01-28 00:00:00,-514.0411556082802,
2022-01-28 10:00:00,-456.60262525860287,
2022-01-28 10:30:00,-437.0069987258821,
2022-01-28 12:00:00,-336.36667651837433,
2022-01-28 13:30:00,-362.41374822134503,
2022-01-28 15:00:00,-350.3074617363675,
2022-01-28 15:30:30,-350.3074617363675,
2022-01-28 23:59:59,-325.8293199051402,w
2022-01-31 00:00:00,-331.6859811037607,
2022-01-31 10:00:00,-247.71837864661677,
2022-01-31 10:30:00,-225.27095338277843,
2022-01-31 12:00:00,-151.36871809162778,
2022-01-31 13:30:00,-191.21479967342805,
2022-01-31 15:00:00,-212.9083626817527,
2022-01-31 15:30:30,-212.9083626817527,
2022-01-31 23:59:59,-182.9722568972137,c
2022-02-01 00:00:00,-153.1144518462121,
2022-02-01 10:00:00,-180.01543101672246,
2022-02-01 10:30:00,-163.38794529471704,
2022-02-01 12:00:00,-118.04619672032277,
2022-02-01 13:30:00,-108.7166500084345,
2022-02-01 15:00:00,-108.15243528315159,
2022-02-01 15:30:30,-108.15243528315159,
2022-02-01 23:59:59,-102.17024970685452,c
2022-02-02 00:00:00,-95.04067283785889,
2022-02-02 10:00:00,-95.42821134572682,
2022-02-02 10:30:00,-110.79481639737423,
2022-02-02 12:00:00,-162.36700474907047,
2022-02-02 13:30:00,-134.96351308903274,
2022-02-02 15:00:00,-127.37473377606807,
2022-02-02 15:30:30,-127.37473377606807,
2022-02-02 23:59:59,-145.41452055177547,c
2022-02-03 00:00:00,-192.61794259931912,
2022-02-03 10:00:00,-144.20500494473538,
2022-02-03 10:30:00,-107.32753296235114,
2022-02-03 12:00:00,-94.31508949413819,
2022-02-03 13:30:00,-94.5643279251085,
2022-02-03 15:00:00,-120.77969420180261,
2022-02-03 15:30:30,-120.77969420180261,
2022-02-03 23:59:59,-131.05400644785425,c
2022-02-04 00:00:00,-105.99922106224562,
2022-02-04 10:00:00,-113.55465156414743,
2022-02-04 10:30:00,-44.53859998297139,
2022-02-04 12:00:00,-47.844326479512574,
2022-02-04 13:30:00,-61.01561263319036,
2022-02-04 15:00:00,-43.683267584793384,
