date,XLCCAP_2021_Q1,meta
2021-03-16 00:00:00,884.0203163908036,
2021-03-16 10:00:00,840.4547717326038,
2021-03-16 10:30:00,827.5742116090877,
2021-03-16 12:00:00,847.5850469702376,
2021-03-16 13:30:00,813.3784474786872,
2021-03-16 15:00:00,786.2073812473238,
2021-03-16 15:30:30,786.2073812473238,
2021-03-16 23:59:59,807.0508930273667,c
2021-03-17 00:00:00,771.4663361680832,
2021-03-17 10:00:00,720.0719770427116,
2021-03-17 10:30:00,682.1613677661559,
2021-03-17 12:00:00,685.0459140997979,
2021-03-17 13:30:00,690.2953960984614,
2021-03-17 15:00:00,715.7993373945809,
2021-03-17 15:30:30,715.7993373945809,
2021-03-17 23:59:59,737.2683373547478,c
2021-03-18 00:00:00,742.5335867802548,
2021-03-18 10:00:00,729.7560412499637,
2021-03-18 10:30:00,749.1574928780419,
2021-03-18 12:00:00,798.5254574912617,
2021-03-18 13:30:00,786.4879619932685,
2021-03-18 15:00:00,767.6969179553743,
2021-03-18 15:30:30,767.6969179553743,
2021-03-18 23:59:59,766.9714992731127,c
2021-03-19 00:00:00,743.9920742771537,
2021-03-19 10:00:00,749.2281785919115,
2021-03-19 10:30:00,727.2452969582263,
2021-03-19 12:00:00,735.3467801090424,
2021-03-19 13:30:00,735.12314169331,
2021-03-19 15:00:00,746.5551757485017,
2021-03-19 15:30:30,746.5551757485017,q
2021-03-19 23:59:59,713.6404186635557,w
2021-03-22 00:00:00,762.5118729401187,
2021-03-22 10:00:00,740.413530563717,
2021-03-22 10:30:00,739.0914443235173,
2021-03-22 12:00:00,705.6972097359179,
2021-03-22 13:30:00,697.5395478856567,
2021-03-22 15:00:00,716.1703001593942,
2021-03-22 15:30:30,716.1703001593942,
2021-03-22 23:59:59,733.9025290564588,c
2021-03-23 00:00:00,631.6800041708236,
2021-03-23 10:00:00,612.8588184341816,
2021-03-23 10:30:00,583.9770165705243,
2021-03-23 12:00:00,580.1660528938369,
2021-03-23 13:30:00,596.6579481610677,
2021-03-23 15:00:00,558.6355850927879,
2021-03-23 15:30:30,558.6355850927879,
2021-03-23 23:59:59,554.1127797552341,c
2021-03-24 00:00:00,508.8515482456079,
2021-03-24 10:00:00,412.77848320602595,
2021-03-24 10:30:00,372.1371727918385,
2021-03-24 12:00:00,330.091367597018,
2021-03-24 13:30:00,324.4844092613654,
2021-03-24 15:00:00,298.0864961454339,
2021-03-24 15:30:30,298.0864961454339,
2021-03-24 23:59:59,266.1879264169519,c
2021-03-25 00:00:00,186.7633166218171,
2021-03-25 10:00:00,235.97365227574636,
2021-03-25 10:30:00,248.56619808523408,
2021-03-25 12:00:00,293.4523314243596,
2021-03-25 13:30:00,263.88065839560636,
2021-03-25 15:00:00,249.66304569066187,
2021-03-25 15:30:30,249.66304569066187,
2021-03-25 23:59:59,272.81003909860425,c
2021-03-26 00:00:00,279.85924364531996,
2021-03-26 10:00:00,199.90795719179403,
2021-03-26 10:30:00,206.13847955383298,
2021-03-26 12:00:00,133.67969014776182,
2021-03-26 13:30:00,0.7028094956209827,
2021-03-26 15:00:00,5.354819072749507,
2021-03-26 15:30:30,5.354819072749507,
2021-03-26 23:59:59,34.47739903317512,w
2021-03-29 00:00:00,7.621572915231013,
2021-03-29 10:00:00,41.02778288400299,
2021-03-29 10:30:00,-3.8453692488692184,
2021-03-29 12:00:00,-19.297565262120088,
2021-03-29 13:30:00,-40.980212566028285,
2021-03-29 15:00:00,-41.75622517679565,
2021-03-29 15:30:30,-41.75622517679565,
2021-03-29 23:59:59,-55.804908408336814,c
2021-03-30 00:00:00,-57.01958234933514,
2021-03-30 10:00:00,-43.01753716169429,
2021-03-30 10:30:00,-8.762417658103487,
2021-03-30 12:00:00,-5.857950865194226,
2021-03-30 13:30:00,-9.311036558781268,
2021-03-30 15:00:00,-11.503122392872115,
2021-03-30 15:30:30,-11.503122392872115,
2021-03-30 23:59:59,0.0,a
2021-03-31 00:00:00,10.580419997084135,
2021-03-31 10:00:00,-1.756884011533316,
2021-03-31 10:30:00,-6.968768398807384,
2021-03-31 12:00:00,-14.068544700932904,
2021-03-31 13:30:00,-30.266074131759353,
2021-03-31 15:00:00,-24.15926002327629,
2021-03-31 15:30:30,-24.15926002327629,
2021-03-31 23:59:59,-22.41922227310195,e
2021-04-01 00:00:00,-16.841288796082466,
2021-04-01 10:00:00,4.441415025473617,
2021-04-01 10:30:00,-13.518268095397445,
2021-04-01 12:00:00,-38.75654229157732,
2021-04-01 13:30:00,-35.50464392525271,
2021-04-01 15:00:00,-37.60013812060663,
2021-04-01 15:30:30,-37.60013812060663,
2021-04-01 23:59:59,-32.31722117903206,c
2021-04-02 00:00:00,-32.31722117903206,
2021-04-02 10:00:00,-32.31722117903206,
2021-04-02 10:30:00,-32.31722117903206,
2021-04-02 12:00:00,-32.31722117903206,
2021-04-02 13:30:00,-32.31722117903206,
2021-04-02 15:00:00,-32.31722117903206,
2021-04-02 15:30:30,-32.31722117903206,
2021-04-02 23:59:59,-32.31722117903206,w
2021-04-05 00:00:00,-35.73905571684864,
2021-04-05 10:00:00,-145.47474106831365,
2021-04-05 10:30:00,-122.17063694859476,
2021-04-05 12:00:00,-153.91860375918864,
2021-04-05 13:30:00,-141.09263299648418,
2021-04-05 15:00:00,-121.09575623640424,
2021-04-05 15:30:30,-121.09575623640424,
2021-04-05 23:59:59,-126.07889727297672,c
2021-04-06 00:00:00,-132.24285441032467,
2021-04-06 10:00:00,-61.97666679953542,
2021-04-06 10:30:00,-52.52664262955838,
2021-04-06 12:00:00,-54.42464521447914,
2021-04-06 13:30:00,-50.362854112597944,
2021-04-06 15:00:00,-43.40969144833477,
2021-04-06 15:30:30,-43.40969144833477,
2021-04-06 23:59:59,-53.63813502576377,c
2021-04-07 00:00:00,-32.45403207411297,
2021-04-07 10:00:00,-46.81719662488541,
2021-04-07 10:30:00,-49.504677585678365,
2021-04-07 12:00:00,-72.19982573683095,
2021-04-07 13:30:00,-75.88461182616092,
2021-04-07 15:00:00,-60.76124771706725,
2021-04-07 15:30:30,-60.76124771706725,
2021-04-07 23:59:59,-75.23988271238113,c
2021-04-08 00:00:00,-84.45389690423767,
2021-04-08 10:00:00,-74.59349702970107,
2021-04-08 10:30:00,-81.50626332634639,
2021-04-08 12:00:00,-59.79356407151519,
2021-04-08 13:30:00,-66.10762095333502,
2021-04-08 15:00:00,-70.85375330712552,
2021-04-08 15:30:30,-70.85375330712552,
2021-04-08 23:59:59,-60.60064362990954,c
2021-04-09 00:00:00,-56.69020227006362,
2021-04-09 10:00:00,-76.52478342924394,
2021-04-09 10:30:00,-81.56552072601187,
2021-04-09 12:00:00,-83.47863597922176,
2021-04-09 13:30:00,-81.52927263839513,
2021-04-09 15:00:00,-75.06538301913761,
2021-04-09 15:30:30,-75.06538301913761,
2021-04-09 23:59:59,-80.12266243229777,w
2021-04-12 00:00:00,-73.51300058387076,
2021-04-12 10:00:00,-92.01554607484351,
2021-04-12 10:30:00,-82.16043551368969,
2021-04-12 12:00:00,-77.21188855068775,
2021-04-12 13:30:00,-69.64078664793445,
2021-04-12 15:00:00,-77.02763678948898,
2021-04-12 15:30:30,-77.02763678948898,
2021-04-12 23:59:59,-81.237474024629,c
2021-04-13 00:00:00,-62.64214949112397,
2021-04-13 10:00:00,-79.61468817482518,
2021-04-13 10:30:00,-55.25167327538881,
2021-04-13 12:00:00,-69.98847220784407,
2021-04-13 13:30:00,-73.18846091655723,
2021-04-13 15:00:00,-70.31375261932777,
2021-04-13 15:30:30,-70.31375261932777,
2021-04-13 23:59:59,-66.70274817031415,c
2021-04-14 00:00:00,-51.29112147716228,
2021-04-14 10:00:00,11.531839284737714,
2021-04-14 10:30:00,-17.123566496625187,
2021-04-14 12:00:00,-30.96365647588229,
2021-04-14 13:30:00,-38.05154395958482,
2021-04-14 15:00:00,-68.0490576866309,
2021-04-14 15:30:30,-68.0490576866309,
2021-04-14 23:59:59,-72.9867748066662,c
