date,R2_IPO_HEDGED_2021_Q4,meta
2021-10-15 00:00:00,-357.0138161603063,
2021-10-15 10:00:00,-363.78072727588005,
2021-10-15 10:30:00,-346.1964654001788,
2021-10-15 12:00:00,-336.9288580416586,
2021-10-15 13:30:00,-329.25000192242703,
2021-10-15 15:00:00,-342.6469084622223,
2021-10-15 15:30:30,-342.6469084622223,
2021-10-15 23:59:59,-310.7473987949511,w
2021-10-18 00:00:00,-282.2402115834908,
2021-10-18 10:00:00,-304.75089792488234,
2021-10-18 10:30:00,-306.98597720241924,
2021-10-18 12:00:00,-312.51700493284056,
2021-10-18 13:30:00,-321.72721376907634,
2021-10-18 15:00:00,-307.59200833724685,
2021-10-18 15:30:30,-307.59200833724685,
2021-10-18 23:59:59,-309.30086205540397,c
2021-10-19 00:00:00,-322.9554081393394,
2021-10-19 10:00:00,-327.74267994865136,
2021-10-19 10:30:00,-332.07603703881375,
2021-10-19 12:00:00,-352.57840476755973,
2021-10-19 13:30:00,-353.9752121754324,
2021-10-19 15:00:00,-344.2059740768782,
2021-10-19 15:30:30,-344.2059740768782,
2021-10-19 23:59:59,-345.2636234981168,c
2021-10-20 00:00:00,-327.1184234921967,
2021-10-20 10:00:00,-338.4565533532291,
2021-10-20 10:30:00,-339.3726163778308,
2021-10-20 12:00:00,-314.3997180772874,
2021-10-20 13:30:00,-295.09115773577025,
2021-10-20 15:00:00,-289.7435689509008,
2021-10-20 15:30:30,-289.7435689509008,
2021-10-20 23:59:59,-300.35952871348206,c
2021-10-21 00:00:00,-295.91002900480964,
2021-10-21 10:00:00,-325.9625661233363,
2021-10-21 10:30:00,-313.9451930317181,
2021-10-21 12:00:00,-267.1020781674197,
2021-10-21 13:30:00,-249.79368059294168,
2021-10-21 15:00:00,-273.3549243409717,
2021-10-21 15:30:30,-273.3549243409717,
2021-10-21 23:59:59,-272.8932575160121,c
2021-10-22 00:00:00,-223.95029582603374,
2021-10-22 10:00:00,-224.74603925453957,
2021-10-22 10:30:00,-234.0149143813952,
2021-10-22 12:00:00,-199.82766245355518,
2021-10-22 13:30:00,-176.05029800511372,
2021-10-22 15:00:00,-195.11939819713663,
2021-10-22 15:30:30,-195.11939819713663,
2021-10-22 23:59:59,-213.69569593710534,w
2021-10-25 00:00:00,-173.35866497116623,
2021-10-25 10:00:00,-248.44581065476112,
2021-10-25 10:30:00,-250.6517022345154,
2021-10-25 12:00:00,-245.97106849540225,
2021-10-25 13:30:00,-236.053649949103,
2021-10-25 15:00:00,-263.16595880443583,
2021-10-25 15:30:30,-263.16595880443583,
2021-10-25 23:59:59,-274.6710648672363,c
2021-10-26 00:00:00,-269.33893298070006,
2021-10-26 10:00:00,-269.91045305547993,
2021-10-26 10:30:00,-280.4853848787162,
2021-10-26 12:00:00,-267.2584175794261,
2021-10-26 13:30:00,-261.2072647302574,
2021-10-26 15:00:00,-271.2075303866817,
2021-10-26 15:30:30,-271.2075303866817,
2021-10-26 23:59:59,-267.60997304360603,c
2021-10-27 00:00:00,-242.39699411748742,
2021-10-27 10:00:00,-268.99765565345035,
2021-10-27 10:30:00,-259.58586595166514,
2021-10-27 12:00:00,-255.92982959354057,
2021-10-27 13:30:00,-243.405945838179,
2021-10-27 15:00:00,-238.64258197916885,
2021-10-27 15:30:30,-238.64258197916885,
2021-10-27 23:59:59,-210.15791872088786,c
2021-10-28 00:00:00,-215.14926432389294,
2021-10-28 10:00:00,-276.9357771674448,
2021-10-28 10:30:00,-271.5211347307936,
2021-10-28 12:00:00,-273.82895364413343,
2021-10-28 13:30:00,-286.9792467685352,
2021-10-28 15:00:00,-295.9249800674056,
2021-10-28 15:30:30,-295.9249800674056,
2021-10-28 23:59:59,-307.8359066951765,c
2021-10-29 00:00:00,-307.82373626759806,
2021-10-29 10:00:00,-304.06566831303974,
2021-10-29 10:30:00,-295.00081625805865,
2021-10-29 12:00:00,-314.00551883656306,
2021-10-29 13:30:00,-335.6350818974581,
2021-10-29 15:00:00,-314.1036495713083,
2021-10-29 15:30:30,-314.1036495713083,
2021-10-29 23:59:59,-304.49998043620803,w
2021-11-01 00:00:00,-266.0959436241991,
2021-11-01 10:00:00,-268.6878107146408,
2021-11-01 10:30:00,-307.9102917747026,
2021-11-01 12:00:00,-311.2800815598604,
2021-11-01 13:30:00,-305.4011218661535,
2021-11-01 15:00:00,-288.66360841634764,
2021-11-01 15:30:30,-288.66360841634764,
2021-11-01 23:59:59,-308.88151755425054,c
2021-11-02 00:00:00,-273.08062547170914,
2021-11-02 10:00:00,-260.2536297713208,
2021-11-02 10:30:00,-260.3989217090615,
2021-11-02 12:00:00,-244.59412051157048,
2021-11-02 13:30:00,-240.5507042445221,
2021-11-02 15:00:00,-259.56468762134693,
2021-11-02 15:30:30,-259.56468762134693,
2021-11-02 23:59:59,-275.6558784472503,c
2021-11-03 00:00:00,-255.12730020732786,
2021-11-03 10:00:00,-290.6290504188072,
2021-11-03 10:30:00,-286.7363221547058,
2021-11-03 12:00:00,-284.0397710967774,
2021-11-03 13:30:00,-266.5916940177973,
2021-11-03 15:00:00,-304.75041955085044,
2021-11-03 15:30:30,-304.75041955085044,
2021-11-03 23:59:59,-299.30709730357694,c
2021-11-04 00:00:00,-314.0441231489798,
2021-11-04 10:00:00,-294.25188756174975,
2021-11-04 10:30:00,-296.1640138432857,
2021-11-04 12:00:00,-282.44415624743226,
2021-11-04 13:30:00,-229.08904968775786,
2021-11-04 15:00:00,-254.59974473113468,
2021-11-04 15:30:30,-254.59974473113468,
2021-11-04 23:59:59,-220.4104226725635,c
2021-11-05 00:00:00,-202.80233858577506,
2021-11-05 10:00:00,-309.7444307782672,
2021-11-05 10:30:00,-315.5894903899548,
2021-11-05 12:00:00,-347.2924147164348,
2021-11-05 13:30:00,-290.0436556126115,
2021-11-05 15:00:00,-306.43024053702777,
2021-11-05 15:30:30,-306.43024053702777,
2021-11-05 23:59:59,-313.8085431563677,w
2021-11-08 00:00:00,-296.15909249447645,
2021-11-08 10:00:00,-352.56276046987546,
2021-11-08 10:30:00,-340.4294408225886,
2021-11-08 12:00:00,-330.2474628409583,
2021-11-08 13:30:00,-329.686722890841,
2021-11-08 15:00:00,-316.91781618071434,
2021-11-08 15:30:30,-316.91781618071434,
2021-11-08 23:59:59,-313.0282025367427,c
2021-11-09 00:00:00,-309.15527774660177,
2021-11-09 10:00:00,-276.6950323520563,
2021-11-09 10:30:00,-312.2313280739055,
2021-11-09 12:00:00,-274.6514475504814,
2021-11-09 13:30:00,-253.7952018213078,
2021-11-09 15:00:00,-259.89040337697395,
2021-11-09 15:30:30,-259.89040337697395,
2021-11-09 23:59:59,-245.7721669097359,c
2021-11-10 00:00:00,-232.86930408458787,
2021-11-10 10:00:00,-282.7198035408628,
2021-11-10 10:30:00,-244.2880079584647,
2021-11-10 12:00:00,-245.17083656503107,
2021-11-10 13:30:00,-226.5314183613194,
2021-11-10 15:00:00,-257.82260991821636,
2021-11-10 15:30:30,-257.82260991821636,
2021-11-10 23:59:59,-255.73489863989036,c
2021-11-11 00:00:00,-186.30946767161825,
2021-11-11 10:00:00,-225.7843988393184,
2021-11-11 10:30:00,-236.91812648492393,
2021-11-11 12:00:00,-167.32208515493963,
2021-11-11 13:30:00,-189.085177850958,
2021-11-11 15:00:00,-158.7957430782965,
2021-11-11 15:30:30,-158.7957430782965,
2021-11-11 23:59:59,-149.1616693778594,c
2021-11-12 00:00:00,-111.34961827370924,
2021-11-12 10:00:00,-119.33080852605892,
2021-11-12 10:30:00,-127.78062904478466,
2021-11-12 12:00:00,-103.56893220033086,
2021-11-12 13:30:00,-101.874987370333,
2021-11-12 15:00:00,-104.32144618673803,
2021-11-12 15:30:30,-104.32144618673803,s
2021-11-12 23:59:59,-96.80766702709471,w
2021-11-15 00:00:00,-71.82625923880946,
2021-11-15 10:00:00,-55.118208859620296,
2021-11-15 10:30:00,19.804230988110106,
2021-11-15 12:00:00,156.01873363026732,
2021-11-15 13:30:00,98.11757076501509,
2021-11-15 15:00:00,105.26506113447142,
2021-11-15 15:30:30,105.26506113447142,
2021-11-15 23:59:59,127.91321275065539,c
2021-11-16 00:00:00,255.9954697877616,
2021-11-16 10:00:00,170.9842405715762,
2021-11-16 10:30:00,186.48680318163068,
2021-11-16 12:00:00,197.8256755172877,
2021-11-16 13:30:00,235.07940724557164,
2021-11-16 15:00:00,259.5914021369933,
2021-11-16 15:30:30,259.5914021369933,
2021-11-16 23:59:59,280.1747402931256,c
2021-11-17 00:00:00,215.9405891005792,
2021-11-17 10:00:00,143.08522139749766,
2021-11-17 10:30:00,141.99923839630384,
2021-11-17 12:00:00,202.31137177163075,
2021-11-17 13:30:00,204.02436034441922,
2021-11-17 15:00:00,188.99917492412894,
2021-11-17 15:30:30,188.99917492412894,
2021-11-17 23:59:59,222.8835157699811,c
2021-11-18 00:00:00,95.1138750329394,
2021-11-18 10:00:00,62.74840406358578,
2021-11-18 10:30:00,67.6585800086329,
2021-11-18 12:00:00,82.30164413406641,
2021-11-18 13:30:00,4.840628775847023,
2021-11-18 15:00:00,6.2120909559963025,
2021-11-18 15:30:30,6.2120909559963025,
2021-11-18 23:59:59,10.638385687072798,c
2021-11-19 00:00:00,58.42295493880681,
2021-11-19 10:00:00,27.188784596028455,
2021-11-19 10:30:00,35.99075235999172,
2021-11-19 12:00:00,60.316832659313775,
2021-11-19 13:30:00,36.92381643927638,
2021-11-19 15:00:00,62.79188287510328,
2021-11-19 15:30:30,62.79188287510328,
2021-11-19 23:59:59,31.20644306464422,w
2021-11-22 00:00:00,25.018626793747046,
2021-11-22 10:00:00,-38.37082165524831,
2021-11-22 10:30:00,-37.35287101750336,
2021-11-22 12:00:00,-169.41076383468535,
2021-11-22 13:30:00,-143.89351396588953,
2021-11-22 15:00:00,-137.55854215443222,
2021-11-22 15:30:30,-137.55854215443222,u
2021-11-22 23:59:59,-113.08010376417943,c
2021-11-23 00:00:00,-81.34022750568542,
2021-11-23 10:00:00,-110.99582346021876,
2021-11-23 10:30:00,-160.15647203988803,
2021-11-23 12:00:00,-184.39569740581865,
2021-11-23 13:30:00,-193.4684568302135,
2021-11-23 15:00:00,-217.15171887566706,
2021-11-23 15:30:30,-217.15171887566706,
2021-11-23 23:59:59,-170.54890348048875,c
2021-11-24 00:00:00,-113.0808544884238,
2021-11-24 10:00:00,-175.13757293596657,
2021-11-24 10:30:00,-145.43409542589026,
2021-11-24 12:00:00,-93.16381069034085,
2021-11-24 13:30:00,-81.98572251158888,
2021-11-24 15:00:00,-64.81306186385936,
2021-11-24 15:30:30,-64.81306186385936,
2021-11-24 23:59:59,-101.37014870829435,c
2021-11-25 00:00:00,-101.37014870829435,
2021-11-25 10:00:00,-101.37014870829435,
2021-11-25 10:30:00,-101.37014870829435,
2021-11-25 12:00:00,-101.37014870829435,
2021-11-25 13:30:00,-101.37014870829435,
2021-11-25 15:00:00,-101.37014870829435,
2021-11-25 15:30:30,-101.37014870829435,
2021-11-25 23:59:59,-101.37014870829435,c
2021-11-26 00:00:00,-114.61176309090249,
2021-11-26 10:00:00,-77.66720810487405,
