date,COWZ_2022_Q1,meta
2022-03-03 00:00:00,8.80124538739577,
2022-03-03 10:00:00,-3.77478651090782,
2022-03-03 10:30:00,-2.947014163213691,
2022-03-03 12:00:00,-25.23586365830303,
2022-03-03 13:30:00,-22.599087676567724,
2022-03-03 15:00:00,-12.5044549744775,
2022-03-03 15:30:30,-12.5044549744775,
2022-03-03 23:59:59,-22.116451492129496,c
2022-03-04 00:00:00,5.26585670103862,
2022-03-04 10:00:00,-21.985138255719892,
2022-03-04 10:30:00,8.214623982900033,
2022-03-04 12:00:00,19.887087505445695,
2022-03-04 13:30:00,35.735724504181235,
2022-03-04 15:00:00,40.22028066402928,
2022-03-04 15:30:30,40.22028066402928,s
2022-03-04 23:59:59,29.67173051286165,w
2022-03-07 00:00:00,34.2675007253463,
2022-03-07 10:00:00,24.14448018757134,
2022-03-07 10:30:00,49.33264354240086,
2022-03-07 12:00:00,18.379251366563008,
2022-03-07 13:30:00,36.3305554258182,
2022-03-07 15:00:00,47.421765043022816,
2022-03-07 15:30:30,47.421765043022816,
2022-03-07 23:59:59,54.44321507336295,c
2022-03-08 00:00:00,57.85771773456423,
2022-03-08 10:00:00,64.49771766907305,
2022-03-08 10:30:00,87.64461658891437,
2022-03-08 12:00:00,65.67273664583698,
2022-03-08 13:30:00,41.704489232735966,
2022-03-08 15:00:00,58.98631979297579,
2022-03-08 15:30:30,58.98631979297579,
2022-03-08 23:59:59,68.52454437944935,c
2022-03-09 00:00:00,37.34986491358206,
2022-03-09 10:00:00,32.40966342123182,
2022-03-09 10:30:00,9.480791477735842,
2022-03-09 12:00:00,26.5821085056905,
2022-03-09 13:30:00,22.84334861246866,
2022-03-09 15:00:00,2.687287976134076,
2022-03-09 15:30:30,2.687287976134076,
2022-03-09 23:59:59,6.801509786417218,c
2022-03-10 00:00:00,24.299253851860875,
2022-03-10 10:00:00,52.32306585784704,
2022-03-10 10:30:00,53.524600985722756,
2022-03-10 12:00:00,62.547644063924565,
2022-03-10 13:30:00,62.34959488916192,
2022-03-10 15:00:00,33.041048338462545,
2022-03-10 15:30:30,33.041048338462545,
2022-03-10 23:59:59,38.165196346225045,c
