date,COWZ_2022_Q1,meta
2022-03-11 00:00:00,53.59829951363983,
2022-03-11 10:00:00,65.15892311677946,
2022-03-11 10:30:00,48.22804627171526,
2022-03-11 12:00:00,97.44648406268254,
2022-03-11 13:30:00,77.83097468122341,
2022-03-11 15:00:00,82.34593543398218,
2022-03-11 15:30:30,82.34593543398218,
2022-03-11 23:59:59,86.05740296056152,w
2022-03-14 00:00:00,171.95924576987892,
2022-03-14 10:00:00,150.97684553410693,
2022-03-14 10:30:00,135.72484324140484,
2022-03-14 12:00:00,140.58810646948385,
2022-03-14 13:30:00,161.67481902129265,
2022-03-14 15:00:00,150.63314640187355,
2022-03-14 15:30:30,150.63314640187355,
2022-03-14 23:59:59,154.79415093016118,c
2022-03-15 00:00:00,178.42366084322086,
2022-03-15 10:00:00,159.10861805498547,
2022-03-15 10:30:00,124.26525944619176,
2022-03-15 12:00:00,84.39305405794259,
2022-03-15 13:30:00,65.89798343121498,
2022-03-15 15:00:00,51.38719253638426,
2022-03-15 15:30:30,51.38719253638426,
2022-03-15 23:59:59,63.41476651913196,c
2022-03-16 00:00:00,43.9437266871546,
2022-03-16 10:00:00,49.35532355134565,
2022-03-16 10:30:00,2.6380885726295755,
2022-03-16 12:00:00,5.721664001978247,
2022-03-16 13:30:00,45.91730888240072,
2022-03-16 15:00:00,12.866353681750155,
2022-03-16 15:30:30,12.866353681750155,
2022-03-16 23:59:59,4.395118746202934,c
2022-03-17 00:00:00,32.31213467073144,
2022-03-17 10:00:00,-8.970025764295194,
2022-03-17 10:30:00,16.50251917135641,
2022-03-17 12:00:00,17.447921298320587,
2022-03-17 13:30:00,9.452168654660241,
2022-03-17 15:00:00,11.111929928627298,
2022-03-17 15:30:30,11.111929928627298,
2022-03-17 23:59:59,0.0,a
2022-03-18 00:00:00,-17.186209059351466,
2022-03-18 10:00:00,-120.01923528351256,
2022-03-18 10:30:00,-124.09341313074887,
2022-03-18 12:00:00,-121.20128749462873,
2022-03-18 13:30:00,-109.43274708705403,
2022-03-18 15:00:00,-124.98973638900449,
2022-03-18 15:30:30,-124.98973638900449,
2022-03-18 23:59:59,-127.97956778613599,e
2022-03-21 00:00:00,-151.5794745029956,
2022-03-21 10:00:00,-170.18352769748932,
2022-03-21 10:30:00,-152.91513289342967,
2022-03-21 12:00:00,-237.7274043077013,
2022-03-21 13:30:00,-175.31118685294913,
2022-03-21 15:00:00,-197.79898704999022,
2022-03-21 15:30:30,-197.79898704999022,
2022-03-21 23:59:59,-212.69818987816464,c
2022-03-22 00:00:00,-204.24723440505733,
2022-03-22 10:00:00,-190.73614273221392,
2022-03-22 10:30:00,-215.2595637387646,
2022-03-22 12:00:00,-203.2254950494016,
2022-03-22 13:30:00,-210.96800337380245,
2022-03-22 15:00:00,-185.1950621458497,
2022-03-22 15:30:30,-185.1950621458497,
2022-03-22 23:59:59,-179.7488864375687,c
2022-03-23 00:00:00,-175.87499028530428,
2022-03-23 10:00:00,-203.97946892498308,
2022-03-23 10:30:00,-237.9437268036552,
2022-03-23 12:00:00,-280.69406040740995,
2022-03-23 13:30:00,-270.16860099077553,
2022-03-23 15:00:00,-270.45021664132344,
2022-03-23 15:30:30,-270.45021664132344,
2022-03-23 23:59:59,-234.6268171151403,c
2022-03-24 00:00:00,-273.37671847478873,
2022-03-24 10:00:00,-300.7130502664675,
2022-03-24 10:30:00,-323.4639341964185,
2022-03-24 12:00:00,-392.4000391350099,
2022-03-24 13:30:00,-414.28832235961227,
2022-03-24 15:00:00,-417.1760479539595,
2022-03-24 15:30:30,-417.1760479539595,
2022-03-24 23:59:59,-421.6198704514105,c
2022-03-25 00:00:00,-384.10016397490824,
2022-03-25 10:00:00,-405.59392269544173,
2022-03-25 10:30:00,-409.992215185074,
2022-03-25 12:00:00,-393.4155220410866,
2022-03-25 13:30:00,-396.82287640612236,
2022-03-25 15:00:00,-414.4808023572268,
2022-03-25 15:30:30,-414.4808023572268,
2022-03-25 23:59:59,-391.82246515449646,w
2022-03-28 00:00:00,-371.11373025820154,
2022-03-28 10:00:00,-403.1790550675603,
2022-03-28 10:30:00,-392.1733839434284,
2022-03-28 12:00:00,-373.20064104280885,
2022-03-28 13:30:00,-396.8231828249866,
2022-03-28 15:00:00,-391.7979434575456,
2022-03-28 15:30:30,-391.7979434575456,
2022-03-28 23:59:59,-398.69715211258375,c
2022-03-29 00:00:00,-390.843955500812,
2022-03-29 10:00:00,-373.45217501127473,
2022-03-29 10:30:00,-392.7769956839151,
2022-03-29 12:00:00,-363.32539370588614,
2022-03-29 13:30:00,-359.356022361775,
2022-03-29 15:00:00,-362.2253387194819,
2022-03-29 15:30:30,-362.2253387194819,
2022-03-29 23:59:59,-372.3329052373767,c
2022-03-30 00:00:00,-355.1820917727485,
2022-03-30 10:00:00,-343.40642086570034,
2022-03-30 10:30:00,-370.94812566185806,
2022-03-30 12:00:00,-342.10186030935245,
2022-03-30 13:30:00,-350.5498461459468,
2022-03-30 15:00:00,-351.8493437112862,
2022-03-30 15:30:30,-351.8493437112862,
2022-03-30 23:59:59,-348.3756011166075,c
2022-03-31 00:00:00,-364.770917241686,
2022-03-31 10:00:00,-346.1041927895816,
2022-03-31 10:30:00,-366.8872724870123,
2022-03-31 12:00:00,-373.96371112028925,
2022-03-31 13:30:00,-348.1530022902651,
2022-03-31 15:00:00,-363.154872985202,
2022-03-31 15:30:30,-363.154872985202,
2022-03-31 23:59:59,-335.0093755740959,c
2022-04-01 00:00:00,-312.28258596169354,
2022-04-01 10:00:00,-253.20606699235876,
2022-04-01 10:30:00,-266.7322642409435,
2022-04-01 12:00:00,-262.8288952001372,
2022-04-01 13:30:00,-257.9090998253686,
2022-04-01 15:00:00,-263.6640118701695,
2022-04-01 15:30:30,-263.6640118701695,
2022-04-01 23:59:59,-277.8538043570715,w
