date,CAD_CDZ_2021_Q1,meta
2021-01-01 00:00:00,-26.74048675423124,
2021-01-01 10:00:00,-26.74048675423124,
2021-01-01 10:30:00,-26.74048675423124,
2021-01-01 12:00:00,-26.74048675423124,
2021-01-01 13:30:00,-26.74048675423124,
2021-01-01 15:00:00,-26.74048675423124,
2021-01-01 15:30:30,-26.74048675423124,
2021-01-01 23:59:59,-26.74048675423124,w
2021-01-04 00:00:00,-26.74048675423124,
2021-01-04 10:00:00,-32.17729577197777,
2021-01-04 10:30:00,-47.35726630587428,
2021-01-04 12:00:00,-43.959753330770745,
2021-01-04 13:30:00,-34.21727517039941,
2021-01-04 15:00:00,-45.17047045326362,
2021-01-04 15:30:30,-45.17047045326362,
2021-01-04 23:59:59,-53.39151241769483,c
2021-01-05 00:00:00,-32.61886362780536,
2021-01-05 10:00:00,-7.925394501534352,
2021-01-05 10:30:00,-8.276741336021832,
2021-01-05 12:00:00,0.2814263892252434,
2021-01-05 13:30:00,11.849372634604123,
2021-01-05 15:00:00,-5.5758543960196185,
2021-01-05 15:30:30,-5.5758543960196185,
2021-01-05 23:59:59,-12.012160101070652,c
2021-01-06 00:00:00,-18.963535367137844,
2021-01-06 10:00:00,-56.36047302409995,
2021-01-06 10:30:00,-78.14354773362354,
2021-01-06 12:00:00,-108.82139239354936,
2021-01-06 13:30:00,-101.54617432813133,
2021-01-06 15:00:00,-98.22866196313875,
2021-01-06 15:30:30,-98.22866196313875,
2021-01-06 23:59:59,-79.59382042445385,c
2021-01-07 00:00:00,-75.16584826817865,
2021-01-07 10:00:00,-71.11163650295944,
2021-01-07 10:30:00,-80.28316393434578,
2021-01-07 12:00:00,-82.08578120266394,
2021-01-07 13:30:00,-54.008311372405096,
2021-01-07 15:00:00,-63.479375011966226,
2021-01-07 15:30:30,-63.479375011966226,
2021-01-07 23:59:59,-73.4850981508077,c
2021-01-08 00:00:00,-76.14330519946323,
2021-01-08 10:00:00,-115.41342375975621,
2021-01-08 10:30:00,-122.63594481199094,
2021-01-08 12:00:00,-144.28914550559966,
2021-01-08 13:30:00,-156.8181007625592,
2021-01-08 15:00:00,-151.06057523646336,
2021-01-08 15:30:30,-151.06057523646336,
2021-01-08 23:59:59,-144.2974052068262,w
2021-01-11 00:00:00,-141.72729333761097,
2021-01-11 10:00:00,-131.0508899475281,
2021-01-11 10:30:00,-129.27175355640986,
2021-01-11 12:00:00,-112.38993013437955,
2021-01-11 13:30:00,-100.21897744309284,
2021-01-11 15:00:00,-92.24675356047511,
2021-01-11 15:30:30,-92.24675356047511,
