date,MSCI_US_AD_2022_Q4,meta
2022-10-06 00:00:00,-605.7619729632498,
2022-10-06 10:00:00,-467.19937036449016,
2022-10-06 10:30:00,-455.28843380301714,
2022-10-06 12:00:00,-565.4395990201771,
2022-10-06 13:30:00,-519.016715094864,
2022-10-06 15:00:00,-525.3725999467171,
2022-10-06 15:30:30,-525.3725999467171,
2022-10-06 23:59:59,-547.3339904481028,c
2022-10-07 00:00:00,-567.0337646162092,
2022-10-07 10:00:00,-592.0271307746178,
2022-10-07 10:30:00,-528.4800821637028,
2022-10-07 12:00:00,-540.7311543301565,
2022-10-07 13:30:00,-613.4271285801439,
2022-10-07 15:00:00,-601.9463823150783,
2022-10-07 15:30:30,-601.9463823150783,
2022-10-07 23:59:59,-575.818585372676,w
2022-10-10 00:00:00,-236.5180993339286,
2022-10-10 10:00:00,-491.15749808156716,
2022-10-10 10:30:00,-453.8664379634904,
2022-10-10 12:00:00,-475.4217573433683,
2022-10-10 13:30:00,-516.3850708424178,
2022-10-10 15:00:00,-503.8182865783223,
2022-10-10 15:30:30,-503.8182865783223,
2022-10-10 23:59:59,-483.2653024267887,c
2022-10-11 00:00:00,-469.5793051076521,
2022-10-11 10:00:00,-542.4141418488883,
2022-10-11 10:30:00,-486.57293948836707,
2022-10-11 12:00:00,-457.9953376781575,
2022-10-11 13:30:00,-380.9470397547857,
2022-10-11 15:00:00,-358.9603961446936,
2022-10-11 15:30:30,-358.9603961446936,
2022-10-11 23:59:59,-309.34741044614066,c
2022-10-12 00:00:00,-295.93793042373045,
2022-10-12 10:00:00,-439.1270601628306,
2022-10-12 10:30:00,-394.8004482039057,
2022-10-12 12:00:00,-346.1003572026917,
2022-10-12 13:30:00,-267.840656742967,
2022-10-12 15:00:00,-236.754562876705,
2022-10-12 15:30:30,-236.754562876705,
2022-10-12 23:59:59,-156.75137785228264,c
2022-10-13 00:00:00,-183.78642157117304,
2022-10-13 10:00:00,-266.2007206639918,
2022-10-13 10:30:00,-245.36843809363745,
2022-10-13 12:00:00,-140.21798379898723,
2022-10-13 13:30:00,-195.48096057131465,
2022-10-13 15:00:00,-279.20689561787844,
2022-10-13 15:30:30,-279.20689561787844,
2022-10-13 23:59:59,-288.1547592548894,c
2022-10-14 00:00:00,-259.8260654906144,
2022-10-14 10:00:00,-154.51091000358656,
2022-10-14 10:30:00,-152.60587414845304,
2022-10-14 12:00:00,-280.12012673655113,
2022-10-14 13:30:00,-295.97958997850606,
2022-10-14 15:00:00,-263.9361568333893,
2022-10-14 15:30:30,-263.9361568333893,
2022-10-14 23:59:59,-284.2782474903986,w
2022-10-17 00:00:00,-248.56767411366707,
2022-10-17 10:00:00,-233.56846890328166,
2022-10-17 10:30:00,-219.41556152641613,
2022-10-17 12:00:00,-157.15976113157149,
2022-10-17 13:30:00,-146.32524867508664,
2022-10-17 15:00:00,-171.6671060473593,
2022-10-17 15:30:30,-171.6671060473593,
2022-10-17 23:59:59,-82.9396740208615,c
2022-10-18 00:00:00,-59.91605867332191,
2022-10-18 10:00:00,49.479114289227596,
2022-10-18 10:30:00,63.110806673428215,
2022-10-18 12:00:00,32.79731655348917,
2022-10-18 13:30:00,53.97523666724118,
2022-10-18 15:00:00,194.62023107308454,
2022-10-18 15:30:30,194.62023107308454,s
2022-10-18 23:59:59,235.506742247244,c
2022-10-19 00:00:00,182.73158680232888,
2022-10-19 10:00:00,101.27943889165743,
2022-10-19 10:30:00,96.07984426615121,
2022-10-19 12:00:00,104.2103375318705,
2022-10-19 13:30:00,133.77749020200082,
2022-10-19 15:00:00,174.48441114001406,
2022-10-19 15:30:30,174.48441114001406,
2022-10-19 23:59:59,95.82013446023052,c
2022-10-20 00:00:00,97.71224496428795,
2022-10-20 10:00:00,96.29838603470193,
2022-10-20 10:30:00,125.27053426249853,
2022-10-20 12:00:00,209.840549262276,
2022-10-20 13:30:00,144.92594955394384,
2022-10-20 15:00:00,111.87438897986726,
2022-10-20 15:30:30,111.87438897986726,
2022-10-20 23:59:59,116.43297300345506,c
2022-10-21 00:00:00,126.84099602434458,
2022-10-21 10:00:00,120.02361400329869,
2022-10-21 10:30:00,112.19348303057433,
2022-10-21 12:00:00,81.92353139587493,
2022-10-21 13:30:00,198.9392095311369,
2022-10-21 15:00:00,336.7209189921869,
2022-10-21 15:30:30,336.7209189921869,
2022-10-21 23:59:59,330.40603417310695,w
2022-10-24 00:00:00,332.6695545619555,
2022-10-24 10:00:00,224.35097792184098,
2022-10-24 10:30:00,147.1584937956988,
2022-10-24 12:00:00,221.48957496936606,
2022-10-24 13:30:00,194.0688755924436,
2022-10-24 15:00:00,247.60022960472065,
2022-10-24 15:30:30,247.60022960472065,
2022-10-24 23:59:59,262.98246559996414,c
2022-10-25 00:00:00,301.1523115164189,
2022-10-25 10:00:00,376.91842825630096,
2022-10-25 10:30:00,309.68229812794107,
2022-10-25 12:00:00,322.0133927582684,
2022-10-25 13:30:00,405.30384469459915,
2022-10-25 15:00:00,413.5635156477479,
2022-10-25 15:30:30,413.5635156477479,
2022-10-25 23:59:59,483.40422362911073,c
2022-10-26 00:00:00,447.39985642483833,
2022-10-26 10:00:00,523.2097679557554,
2022-10-26 10:30:00,547.5429260197914,
2022-10-26 12:00:00,544.598368451832,
2022-10-26 13:30:00,340.3604899429287,
2022-10-26 15:00:00,376.7092433815017,
2022-10-26 15:30:30,376.7092433815017,
2022-10-26 23:59:59,448.65971996792894,c
2022-10-27 00:00:00,456.9798902581846,
2022-10-27 10:00:00,558.9329736742714,
2022-10-27 10:30:00,528.595056120474,
2022-10-27 12:00:00,472.28658544926776,
2022-10-27 13:30:00,551.8548301294376,
2022-10-27 15:00:00,569.7340408963948,
2022-10-27 15:30:30,569.7340408963948,
2022-10-27 23:59:59,557.096327740141,c
2022-10-28 00:00:00,459.03088942917316,
2022-10-28 10:00:00,498.24029898299335,
2022-10-28 10:30:00,513.2225932548245,
2022-10-28 12:00:00,495.9502654216174,
2022-10-28 13:30:00,504.3814310406138,
2022-10-28 15:00:00,483.89235989761073,
2022-10-28 15:30:30,483.89235989761073,
2022-10-28 23:59:59,466.41062847270223,w
2022-10-31 00:00:00,448.4378698588476,
2022-10-31 10:00:00,513.9997024272913,
2022-10-31 10:30:00,522.6394996479797,
2022-10-31 12:00:00,547.7961496539982,
2022-10-31 13:30:00,569.3524180506688,
2022-10-31 15:00:00,539.9095964534289,
2022-10-31 15:30:30,539.9095964534289,
2022-10-31 23:59:59,507.7838430211218,c
2022-11-01 00:00:00,599.8877683699023,
2022-11-01 10:00:00,595.9447785926243,
2022-11-01 10:30:00,565.2250131779815,
2022-11-01 12:00:00,503.53296441306986,
2022-11-01 13:30:00,502.6085119037867,
2022-11-01 15:00:00,496.23674001465866,
2022-11-01 15:30:30,496.23674001465866,
2022-11-01 23:59:59,534.202027016217,c
2022-11-02 00:00:00,546.3435818076032,
2022-11-02 10:00:00,501.19075065124747,
2022-11-02 10:30:00,479.8976731411531,
2022-11-02 12:00:00,319.67125488302776,
2022-11-02 13:30:00,296.52189032240256,
2022-11-02 15:00:00,293.49081563268976,
2022-11-02 15:30:30,293.49081563268976,
2022-11-02 23:59:59,276.83659980872187,c
2022-11-03 00:00:00,280.3600691899623,
2022-11-03 10:00:00,220.21924244417153,
2022-11-03 10:30:00,224.97295428865397,
2022-11-03 12:00:00,193.85276895019592,
2022-11-03 13:30:00,238.24718553191695,
2022-11-03 15:00:00,286.5730431474085,
2022-11-03 15:30:30,286.5730431474085,
2022-11-03 23:59:59,317.09817863819126,c
2022-11-04 00:00:00,281.357444888317,
2022-11-04 10:00:00,190.95066616498394,
2022-11-04 10:30:00,186.2127636042984,
2022-11-04 12:00:00,191.572940042328,
2022-11-04 13:30:00,34.05413668590677,
2022-11-04 15:00:00,95.23516628906037,
2022-11-04 15:30:30,95.23516628906037,
2022-11-04 23:59:59,114.30915857459382,w
2022-11-07 00:00:00,171.94737584225078,
2022-11-07 10:00:00,56.415505214042184,
2022-11-07 10:30:00,12.07414857403603,
2022-11-07 12:00:00,12.601204858737901,
2022-11-07 13:30:00,67.18058291530798,
2022-11-07 15:00:00,94.81777634931217,
2022-11-07 15:30:30,94.81777634931217,
2022-11-07 23:59:59,44.92196130687364,c
2022-11-08 00:00:00,55.30454932900062,
2022-11-08 10:00:00,-49.61617774323588,
2022-11-08 10:30:00,6.070062763888245,
2022-11-08 12:00:00,97.87359795619426,
2022-11-08 13:30:00,39.811965513664575,
2022-11-08 15:00:00,44.80438901730167,
2022-11-08 15:30:30,44.80438901730167,
2022-11-08 23:59:59,47.08970007840537,c
2022-11-09 00:00:00,-24.633855090533075,
2022-11-09 10:00:00,-62.20716939945032,
2022-11-09 10:30:00,-36.71695683578014,
2022-11-09 12:00:00,-109.42832855624181,
2022-11-09 13:30:00,-205.23255116172493,
2022-11-09 15:00:00,-224.63903950198642,
2022-11-09 15:30:30,-224.63903950198642,
2022-11-09 23:59:59,-118.71386540850597,c
2022-11-10 00:00:00,-41.46916295083213,
2022-11-10 10:00:00,136.34095464523313,
2022-11-10 10:30:00,97.09526525676398,
2022-11-10 12:00:00,52.45110616064699,
2022-11-10 13:30:00,26.41481491020062,
2022-11-10 15:00:00,54.108412044916406,
2022-11-10 15:30:30,54.108412044916406,
2022-11-10 23:59:59,0.0,a
2022-11-11 00:00:00,455.7268672192042,
2022-11-11 10:00:00,91.72204924403042,
2022-11-11 10:30:00,130.52865303061498,
2022-11-11 12:00:00,7.21850543078358,
2022-11-11 13:30:00,-82.67594247429088,
2022-11-11 15:00:00,-184.65768108502402,
2022-11-11 15:30:30,-184.65768108502402,u
2022-11-11 23:59:59,-60.43870299360549,w
2022-11-14 00:00:00,-98.57072072791004,
2022-11-14 10:00:00,-2.8705360633680357,
2022-11-14 10:30:00,44.18873937520141,
2022-11-14 12:00:00,-3.8612098078803,
2022-11-14 13:30:00,110.2382355651743,
2022-11-14 15:00:00,127.15524449965108,
2022-11-14 15:30:30,127.15524449965108,
2022-11-14 23:59:59,87.65088104382613,c
2022-11-15 00:00:00,-38.98596051212644,
2022-11-15 10:00:00,-128.91495464144964,
2022-11-15 10:30:00,-168.04724491942898,
2022-11-15 12:00:00,-135.66181823410386,
2022-11-15 13:30:00,-87.20957753258165,
2022-11-15 15:00:00,-39.26675911816426,
2022-11-15 15:30:30,-39.26675911816426,
2022-11-15 23:59:59,-82.67913568733911,c
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
0,-82.67913568733911,
2022-11-16 00:00:00,-127.25373989132913,
2022-11-16 10:00:00,-147.4518939264949,
2022-11-16 10:30:00,-202.29796327255747,
2022-11-16 12:00:00,-278.57690640666476,
2022-11-16 13:30:00,-342.0725685792502,
2022-11-16 15:00:00,-283.76417733092774,
2022-11-16 15:30:30,-283.76417733092774,
2022-11-16 23:59:59,-304.7241414380246,c
2022-11-17 00:00:00,-321.2800087345554,
2022-11-17 10:00:00,-453.99243970345685,
2022-11-17 10:30:00,-470.95483033810854,
2022-11-17 12:00:00,-453.38138786932006,
2022-11-17 13:30:00,-427.4919768535217,
2022-11-17 15:00:00,-385.31804917038687,
2022-11-17 15:30:30,-385.31804917038687,
2022-11-17 23:59:59,-376.82701221145487,c
2022-11-18 00:00:00,-391.49544215537935,
2022-11-18 10:00:00,-331.15260432574166,
2022-11-18 10:30:00,-342.19621371885285,
2022-11-18 12:00:00,-336.9281933882521,
2022-11-18 13:30:00,-340.5405150235316,
2022-11-18 15:00:00,-388.81370414911567,
2022-11-18 15:30:30,-388.81370414911567,
2022-11-18 23:59:59,-415.161830247353,w
2022-11-21 00:00:00,-395.32513888328754,
2022-11-21 10:00:00,-413.9769528964141,
2022-11-21 10:30:00,-418.9817403351826,
2022-11-21 12:00:00,-406.2888599077511,
2022-11-21 13:30:00,-371.57874003294194,
2022-11-21 15:00:00,-330.5922732591364,
2022-11-21 15:30:30,-330.5922732591364,
2022-11-21 23:59:59,-326.1130633611473,c
2022-11-22 00:00:00,-318.47089200237565,
2022-11-22 10:00:00,-377.3891167515551,
2022-11-22 10:30:00,-382.5483826552795,
2022-11-22 12:00:00,-397.0172263995163,
2022-11-22 13:30:00,-401.4162349900316,
2022-11-22 15:00:00,-411.66991300809684,
2022-11-22 15:30:30,-411.66991300809684,
2022-11-22 23:59:59,-392.8809600047002,c
2022-11-23 00:00:00,-384.4336783238956,
2022-11-23 10:00:00,-447.4124349304735,
2022-11-23 10:30:00,-447.6219007479476,
2022-11-23 12:00:00,-413.3478294074906,
2022-11-23 13:30:00,-373.24416843784195,
2022-11-23 15:00:00,-383.6438244928336,
2022-11-23 15:30:30,-383.6438244928336,
2022-11-23 23:59:59,-372.2390462494352,c
2022-11-24 00:00:00,-372.2390462494352,
2022-11-24 10:00:00,-372.2390462494352,
2022-11-24 10:30:00,-372.2390462494352,
2022-11-24 12:00:00,-372.2390462494352,
2022-11-24 13:30:00,-372.2390462494352,
2022-11-24 15:00:00,-372.2390462494352,
2022-11-24 15:30:30,-372.2390462494352,
2022-11-24 23:59:59,-372.2390462494352,c
2022-11-25 00:00:00,-359.2384979940781,
2022-11-25 10:00:00,-322.08971246168915,
2022-11-25 10:30:00,-330.6179379237692,
2022-11-25 12:00:00,-297.59058312694924,
2022-11-25 13:30:00,-297.59058312694924,
2022-11-25 15:00:00,-297.59058312694924,
2022-11-25 15:30:30,-297.59058312694924,
2022-11-25 23:59:59,-294.71166458731636,w
2022-11-28 00:00:00,-315.51984691469886,
2022-11-28 10:00:00,-322.6689996428428,
2022-11-28 10:30:00,-345.7520407267707,
2022-11-28 12:00:00,-349.8547339173483,
2022-11-28 13:30:00,-348.07699140861564,
2022-11-28 15:00:00,-346.9727666322241,
2022-11-28 15:30:30,-346.9727666322241,
2022-11-28 23:59:59,-397.07385354265455,c
2022-11-29 00:00:00,-351.536277984786,
2022-11-29 10:00:00,-395.7128005247125,
2022-11-29 10:30:00,-401.78280117032193,
2022-11-29 12:00:00,-421.030115073499,
2022-11-29 13:30:00,-501.71773157656855,
