date,FCG_2022_Q4,meta
2022-11-25 00:00:00,759.6427774653021,
2022-11-25 10:00:00,778.5726620139324,
2022-11-25 10:30:00,777.424197847113,
2022-11-25 12:00:00,771.1775857043706,
2022-11-25 13:30:00,771.1775857043706,
2022-11-25 15:00:00,771.1775857043706,
2022-11-25 15:30:30,771.1775857043706,
2022-11-25 23:59:59,762.1579965458241,w
2022-11-28 00:00:00,650.7102722309303,
2022-11-28 10:00:00,656.3685135343933,
2022-11-28 10:30:00,616.9533356657448,
2022-11-28 12:00:00,625.9561123565786,
2022-11-28 13:30:00,591.7468119970715,
2022-11-28 15:00:00,585.6729632835074,
2022-11-28 15:30:30,585.6729632835074,
2022-11-28 23:59:59,578.6401211563068,c
2022-11-29 00:00:00,612.0147278229147,
2022-11-29 10:00:00,652.277826788199,
2022-11-29 10:30:00,657.8148743568879,
2022-11-29 12:00:00,614.7256358074792,
2022-11-29 13:30:00,632.7891333961904,
2022-11-29 15:00:00,634.5371355838195,
2022-11-29 15:30:30,634.5371355838195,
2022-11-29 23:59:59,650.0777591500032,c
2022-11-30 00:00:00,661.8113288776781,
2022-11-30 10:00:00,640.5028387624961,
2022-11-30 10:30:00,619.3495244945555,
2022-11-30 12:00:00,625.1065601634907,
2022-11-30 13:30:00,587.5210265497171,
2022-11-30 15:00:00,615.5882642842525,
2022-11-30 15:30:30,615.5882642842525,s
2022-11-30 23:59:59,670.3309093028349,c
2022-12-01 00:00:00,744.5252833914753,
2022-12-01 10:00:00,709.8316094153465,
2022-12-01 10:30:00,682.687463448995,
2022-12-01 12:00:00,634.4070049002755,
2022-12-01 13:30:00,571.0034769333713,
2022-12-01 15:00:00,525.210224647185,
2022-12-01 15:30:30,525.210224647185,
2022-12-01 23:59:59,494.67751873420866,c
2022-12-02 00:00:00,446.4087058046259,
2022-12-02 10:00:00,424.47372147167584,
2022-12-02 10:30:00,387.22960400172565,
2022-12-02 12:00:00,405.0791226432998,
2022-12-02 13:30:00,408.8651103428267,
2022-12-02 15:00:00,445.36678335292663,
2022-12-02 15:30:30,445.36678335292663,
2022-12-02 23:59:59,414.67996349851546,w
2022-12-05 00:00:00,359.8519866656113,
2022-12-05 10:00:00,344.4818491866947,
2022-12-05 10:30:00,301.94261882183173,
2022-12-05 12:00:00,253.116009852836,
2022-12-05 13:30:00,172.91617475116072,
2022-12-05 15:00:00,140.79570093041912,
2022-12-05 15:30:30,140.79570093041912,
2022-12-05 23:59:59,133.5811903705851,c
2022-12-06 00:00:00,143.2828571219784,
2022-12-06 10:00:00,138.8671506298972,
2022-12-06 10:30:00,171.18603132663907,
2022-12-06 12:00:00,155.06861029408878,
2022-12-06 13:30:00,141.90856950492866,
2022-12-06 15:00:00,132.25207671155295,
2022-12-06 15:30:30,132.25207671155295,
2022-12-06 23:59:59,135.52692639497127,c
2022-12-07 00:00:00,110.41932398485733,
2022-12-07 10:00:00,91.94459928794527,
2022-12-07 10:30:00,109.54826260997788,
2022-12-07 12:00:00,65.37892649108244,
2022-12-07 13:30:00,114.7478625193769,
2022-12-07 15:00:00,83.30152835972581,
2022-12-07 15:30:30,83.30152835972581,
2022-12-07 23:59:59,82.66969759011658,c
2022-12-08 00:00:00,131.40301051926076,
2022-12-08 10:00:00,103.06320754821786,
2022-12-08 10:30:00,109.04994540999382,
2022-12-08 12:00:00,95.37092300605627,
2022-12-08 13:30:00,34.9666776099682,
2022-12-08 15:00:00,18.001641040710865,
2022-12-08 15:30:30,18.001641040710865,
2022-12-08 23:59:59,6.21637029946578,c
2022-12-09 00:00:00,56.530511670569695,
2022-12-09 10:00:00,49.89553358175522,
2022-12-09 10:30:00,82.0493468572165,
2022-12-09 12:00:00,51.333847790456275,
2022-12-09 13:30:00,13.133442651647783,
2022-12-09 15:00:00,14.36998022613625,
2022-12-09 15:30:30,14.36998022613625,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,83.26200702756137,
2022-12-12 10:00:00,193.4127925425464,
2022-12-12 10:30:00,227.77730574256316,
2022-12-12 12:00:00,194.48856035746667,
2022-12-12 13:30:00,156.16147068808664,
2022-12-12 15:00:00,167.89166088094544,
2022-12-12 15:30:30,167.89166088094544,
2022-12-12 23:59:59,143.1443747436124,c
2022-12-13 00:00:00,223.31625465333673,
2022-12-13 10:00:00,294.98176318584547,
2022-12-13 10:30:00,236.4854556544135,
2022-12-13 12:00:00,206.49172054875612,
2022-12-13 13:30:00,198.61686731762825,
2022-12-13 15:00:00,193.87883938128948,
2022-12-13 15:30:30,193.87883938128948,
2022-12-13 23:59:59,198.93739940739738,c
2022-12-14 00:00:00,187.92675286859503,
2022-12-14 10:00:00,199.90202929569386,
2022-12-14 10:30:00,146.96894327954737,
2022-12-14 12:00:00,200.9293938639746,
2022-12-14 13:30:00,228.4680495075154,
2022-12-14 15:00:00,209.01154286399537,
2022-12-14 15:30:30,209.01154286399537,
2022-12-14 23:59:59,205.2414424840299,c
2022-12-15 00:00:00,208.95653272435766,
2022-12-15 10:00:00,249.9913626413495,
2022-12-15 10:30:00,284.0116628535968,
2022-12-15 12:00:00,207.5812008179655,
2022-12-15 13:30:00,242.98852353229654,
2022-12-15 15:00:00,237.96734531681295,
2022-12-15 15:30:30,237.96734531681295,
2022-12-15 23:59:59,265.3163500919493,c
2022-12-16 00:00:00,189.9403195325042,
2022-12-16 10:00:00,182.10294451527625,
2022-12-16 10:30:00,162.96946981093424,
2022-12-16 12:00:00,115.30123439853492,
2022-12-16 13:30:00,129.80240273806385,
2022-12-16 15:00:00,143.88253120270883,
2022-12-16 15:30:30,143.88253120270883,
2022-12-16 23:59:59,162.6643402318498,e
2022-12-19 00:00:00,89.13092212438914,
2022-12-19 10:00:00,-2.958543959985491,
2022-12-19 10:30:00,-9.659066272828568,
2022-12-19 12:00:00,-15.861523282015469,
2022-12-19 13:30:00,-29.915553580150117,
2022-12-19 15:00:00,-36.03167653801711,
2022-12-19 15:30:30,-36.03167653801711,
2022-12-19 23:59:59,-26.016922566546555,c
2022-12-20 00:00:00,-62.353207300374834,
2022-12-20 10:00:00,-69.20281094337815,
