date,ACES_2022_Q4,meta
2022-12-01 00:00:00,445.8566845201605,
2022-12-01 10:00:00,384.60018062917294,
2022-12-01 10:30:00,382.62819069098447,
2022-12-01 12:00:00,402.24191456841476,
2022-12-01 13:30:00,415.6131101759135,
2022-12-01 15:00:00,416.18256901774635,
2022-12-01 15:30:30,416.18256901774635,
2022-12-01 23:59:59,431.6449066554996,c
2022-12-02 00:00:00,427.01164918846837,
2022-12-02 10:00:00,375.21498524024696,
2022-12-02 10:30:00,367.7422102885217,
2022-12-02 12:00:00,432.7871508359862,
2022-12-02 13:30:00,380.1134965448073,
2022-12-02 15:00:00,422.347005943501,
2022-12-02 15:30:30,422.347005943501,s
2022-12-02 23:59:59,435.9188532694329,w
2022-12-05 00:00:00,395.42771573058843,
2022-12-05 10:00:00,364.2293292926595,
2022-12-05 10:30:00,320.1243799556756,
2022-12-05 12:00:00,277.54107118877306,
2022-12-05 13:30:00,262.628530715565,
2022-12-05 15:00:00,232.72116012693405,
2022-12-05 15:30:30,232.72116012693405,
2022-12-05 23:59:59,197.71760843536416,c
2022-12-06 00:00:00,269.74308398591813,
2022-12-06 10:00:00,197.11141107368707,
2022-12-06 10:30:00,175.5053452725195,
2022-12-06 12:00:00,208.5675762493332,
2022-12-06 13:30:00,219.85550306783088,
2022-12-06 15:00:00,226.87637669047265,
2022-12-06 15:30:30,226.87637669047265,
2022-12-06 23:59:59,232.4315016097642,c
2022-12-07 00:00:00,252.78450799596317,
2022-12-07 10:00:00,288.5182959036194,
2022-12-07 10:30:00,290.9040835981568,
2022-12-07 12:00:00,254.65017313009832,
2022-12-07 13:30:00,241.11092851504273,
2022-12-07 15:00:00,246.29069971296448,
2022-12-07 15:30:30,246.29069971296448,
2022-12-07 23:59:59,233.90186059586645,c
2022-12-08 00:00:00,250.99134748229545,
2022-12-08 10:00:00,249.9138882456196,
2022-12-08 10:30:00,233.90665262435124,
2022-12-08 12:00:00,246.55730701095237,
2022-12-08 13:30:00,215.09226973475774,
2022-12-08 15:00:00,218.89983292133124,
2022-12-08 15:30:30,218.89983292133124,
2022-12-08 23:59:59,209.89594441679807,c
2022-12-09 00:00:00,240.04671230674467,
2022-12-09 10:00:00,189.68648251710434,
2022-12-09 10:30:00,193.50393626756986,
2022-12-09 12:00:00,185.41632029741908,
2022-12-09 13:30:00,190.45337586192534,
2022-12-09 15:00:00,203.45786441079278,
2022-12-09 15:30:30,203.45786441079278,
2022-12-09 23:59:59,220.1893041364288,w
2022-12-12 00:00:00,202.3765146924926,
2022-12-12 10:00:00,200.74731743286628,
2022-12-12 10:30:00,207.85443875060471,
2022-12-12 12:00:00,227.87540045897725,
2022-12-12 13:30:00,210.0823422995169,
2022-12-12 15:00:00,223.00406406049078,
2022-12-12 15:30:30,223.00406406049078,
