date,R2_IPO_HEDGED_2021_Q1,meta
2021-01-15 00:00:00,281.10832239703075,
2021-01-15 10:00:00,253.79333564506882,
2021-01-15 10:30:00,235.04349292476329,
2021-01-15 12:00:00,253.0289614189529,
2021-01-15 13:30:00,228.50917637861252,
2021-01-15 15:00:00,253.69181965339627,
2021-01-15 15:30:30,253.69181965339627,
2021-01-15 23:59:59,252.99212501397406,w
2021-01-18 00:00:00,252.99212501397406,
2021-01-18 10:00:00,252.99212501397406,
2021-01-18 10:30:00,252.99212501397406,
2021-01-18 12:00:00,252.99212501397406,
2021-01-18 13:30:00,252.99212501397406,
2021-01-18 15:00:00,252.99212501397406,
2021-01-18 15:30:30,252.99212501397406,
2021-01-18 23:59:59,252.99212501397406,c
2021-01-19 00:00:00,249.65908952345356,
2021-01-19 10:00:00,261.60787812285594,
2021-01-19 10:30:00,261.1212897433393,
2021-01-19 12:00:00,242.3936248782277,
2021-01-19 13:30:00,234.116309836074,
2021-01-19 15:00:00,224.13370996418243,
2021-01-19 15:30:30,224.13370996418243,
2021-01-19 23:59:59,219.6650816122977,c
2021-01-20 00:00:00,228.25702255272748,
2021-01-20 10:00:00,188.403144228103,
2021-01-20 10:30:00,156.10200912733782,
2021-01-20 12:00:00,208.7924993148889,
2021-01-20 13:30:00,217.54003690321522,
2021-01-20 15:00:00,211.03687603349547,
2021-01-20 15:30:30,211.03687603349547,
2021-01-20 23:59:59,215.08375813335252,c
2021-01-21 00:00:00,226.04975498631015,
2021-01-21 10:00:00,252.96339452020877,
2021-01-21 10:30:00,223.17728884772126,
2021-01-21 12:00:00,237.52975625291296,
2021-01-21 13:30:00,251.34813629600606,
2021-01-21 15:00:00,253.9186948083483,
2021-01-21 15:30:30,253.9186948083483,
2021-01-21 23:59:59,261.04226681590217,c
2021-01-22 00:00:00,235.48062016800773,
2021-01-22 10:00:00,249.79139292161662,
2021-01-22 10:30:00,257.1232710422579,
2021-01-22 12:00:00,265.8773518487991,
2021-01-22 13:30:00,240.27610541590136,
2021-01-22 15:00:00,242.42785243627853,
2021-01-22 15:30:30,242.42785243627853,
2021-01-22 23:59:59,224.29866856160962,w
2021-01-25 00:00:00,232.72503073722683,
2021-01-25 10:00:00,264.77607902513785,
2021-01-25 10:30:00,252.63885439699803,
2021-01-25 12:00:00,288.7128656446139,
2021-01-25 13:30:00,281.1372465681269,
2021-01-25 15:00:00,273.27950628209555,
2021-01-25 15:30:30,273.27950628209555,
2021-01-25 23:59:59,239.09025396076956,c
2021-01-26 00:00:00,199.9927013231942,
2021-01-26 10:00:00,226.83618997057604,
2021-01-26 10:30:00,242.3958263024543,
2021-01-26 12:00:00,264.44260506103046,
2021-01-26 13:30:00,252.1289000992363,
2021-01-26 15:00:00,244.0513938554956,
2021-01-26 15:30:30,244.0513938554956,
2021-01-26 23:59:59,258.00372762246366,c
2021-01-27 00:00:00,267.4688978540206,
2021-01-27 10:00:00,250.2288140451798,
2021-01-27 10:30:00,277.31461597658506,
2021-01-27 12:00:00,248.06387922380063,
2021-01-27 13:30:00,185.82345864949744,
2021-01-27 15:00:00,225.49678754111935,
2021-01-27 15:30:30,225.49678754111935,
2021-01-27 23:59:59,208.93081139387985,c
2021-01-28 00:00:00,169.59158920434336,
2021-01-28 10:00:00,184.14356292044968,
2021-01-28 10:30:00,164.32072355419123,
2021-01-28 12:00:00,202.65337987122436,
2021-01-28 13:30:00,192.7186550519348,
2021-01-28 15:00:00,199.51452507868927,
2021-01-28 15:30:30,199.51452507868927,
2021-01-28 23:59:59,201.28741010954653,c
2021-01-29 00:00:00,154.7165872903801,
2021-01-29 10:00:00,167.3771422652973,
2021-01-29 10:30:00,199.32981364658983,
2021-01-29 12:00:00,227.3111149380641,
2021-01-29 13:30:00,216.31195579756925,
2021-01-29 15:00:00,238.87708892814456,
2021-01-29 15:30:30,238.87708892814456,
2021-01-29 23:59:59,244.48942094700593,w
2021-02-01 00:00:00,206.55624634018974,
2021-02-01 10:00:00,209.65668845629816,
2021-02-01 10:30:00,201.48802709486878,
2021-02-01 12:00:00,216.43310851477972,
2021-02-01 13:30:00,198.42110224823736,
2021-02-01 15:00:00,192.35090626167587,
2021-02-01 15:30:30,192.35090626167587,
2021-02-01 23:59:59,186.79559213407217,c
2021-02-02 00:00:00,183.78634797285437,
2021-02-02 10:00:00,281.16643676064064,
2021-02-02 10:30:00,294.19627872574426,
2021-02-02 12:00:00,248.03851075748904,
2021-02-02 13:30:00,232.9344586823718,
2021-02-02 15:00:00,202.37031984461018,
2021-02-02 15:30:30,202.37031984461018,
2021-02-02 23:59:59,196.44144886228642,c
2021-02-03 00:00:00,252.83172390716535,
2021-02-03 10:00:00,220.10690037562168,
2021-02-03 10:30:00,243.2860048122715,
2021-02-03 12:00:00,221.3026520747347,
2021-02-03 13:30:00,211.46527818632583,
2021-02-03 15:00:00,194.33422756064792,
2021-02-03 15:30:30,194.33422756064792,
2021-02-03 23:59:59,197.65701081404902,c
2021-02-04 00:00:00,192.80505907835303,
2021-02-04 10:00:00,213.12623607436424,
2021-02-04 10:30:00,226.95462987515324,
2021-02-04 12:00:00,215.4212584291354,
2021-02-04 13:30:00,204.61866969002304,
2021-02-04 15:00:00,171.48607170845136,
2021-02-04 15:30:30,171.48607170845136,
2021-02-04 23:59:59,164.00811794309632,c
2021-02-05 00:00:00,155.58893425142477,
2021-02-05 10:00:00,139.92797720796827,
2021-02-05 10:30:00,156.4760816183742,
2021-02-05 12:00:00,109.91080072251177,
2021-02-05 13:30:00,155.58959114356966,
2021-02-05 15:00:00,175.36017848093869,
2021-02-05 15:30:30,175.36017848093869,
2021-02-05 23:59:59,169.6556955700477,w
2021-02-08 00:00:00,144.87755962901426,
2021-02-08 10:00:00,128.38732131945633,
2021-02-08 10:30:00,128.60255192016504,
2021-02-08 12:00:00,138.2237365680048,
2021-02-08 13:30:00,126.65940348685618,
2021-02-08 15:00:00,114.89644997708902,
2021-02-08 15:30:30,114.89644997708902,
2021-02-08 23:59:59,106.34340409385632,c
2021-02-09 00:00:00,111.33408895262434,
2021-02-09 10:00:00,153.51112128479437,
2021-02-09 10:30:00,208.89393451558053,
2021-02-09 12:00:00,168.0618439479404,
2021-02-09 13:30:00,166.3636805926606,
2021-02-09 15:00:00,167.39536136704302,
2021-02-09 15:30:30,167.39536136704302,
2021-02-09 23:59:59,179.4767587846504,c
2021-02-10 00:00:00,189.2956777858188,
2021-02-10 10:00:00,174.18471694163546,
2021-02-10 10:30:00,178.24195451400746,
2021-02-10 12:00:00,148.09697939455302,
2021-02-10 13:30:00,159.21206459055023,
2021-02-10 15:00:00,193.6249534560619,
2021-02-10 15:30:30,193.6249534560619,
2021-02-10 23:59:59,227.57965619458403,c
2021-02-11 00:00:00,189.7414251019583,
2021-02-11 10:00:00,220.53600937644526,
2021-02-11 10:30:00,214.46749390811001,
2021-02-11 12:00:00,246.24029963201755,
2021-02-11 13:30:00,267.9488625652732,
2021-02-11 15:00:00,268.85625863655605,
2021-02-11 15:30:30,268.85625863655605,
2021-02-11 23:59:59,261.0424631337936,c
2021-02-12 00:00:00,275.86113913618703,
2021-02-12 10:00:00,262.966737804825,
2021-02-12 10:30:00,283.03065209426416,
2021-02-12 12:00:00,289.41629295428504,
2021-02-12 13:30:00,292.9131155698309,
2021-02-12 15:00:00,337.6947426622643,
2021-02-12 15:30:30,337.6947426622643,s
2021-02-12 23:59:59,313.80134824373124,w
2021-02-15 00:00:00,313.80134824373124,
2021-02-15 10:00:00,313.80134824373124,
2021-02-15 10:30:00,313.80134824373124,
2021-02-15 12:00:00,313.80134824373124,
2021-02-15 13:30:00,313.80134824373124,
2021-02-15 15:00:00,313.80134824373124,
2021-02-15 15:30:30,313.80134824373124,
2021-02-15 23:59:59,313.80134824373124,c
2021-02-16 00:00:00,334.84390686280494,
2021-02-16 10:00:00,365.1780895312238,
2021-02-16 10:30:00,347.724947995688,
2021-02-16 12:00:00,354.00112106185225,
2021-02-16 13:30:00,356.5173345158321,
2021-02-16 15:00:00,400.4666303215628,
2021-02-16 15:30:30,400.4666303215628,
2021-02-16 23:59:59,402.7362080139385,c
2021-02-17 00:00:00,409.1507292961272,
2021-02-17 10:00:00,404.5816803318892,
2021-02-17 10:30:00,405.78775045922146,
