date,FIW_2021_Q3,meta
2021-09-13 15:30:30,279.4519323467141,
2021-09-13 23:59:59,264.7284941083715,c
2021-09-14 00:00:00,250.21916406606874,
2021-09-14 10:00:00,216.10066009602792,
2021-09-14 10:30:00,213.5277021061397,
2021-09-14 12:00:00,230.19122718608128,
2021-09-14 13:30:00,233.94271062551456,
2021-09-14 15:00:00,243.4197694556467,
2021-09-14 15:30:30,243.4197694556467,
2021-09-14 23:59:59,231.4615599305357,c
2021-09-15 00:00:00,238.56299097444048,
2021-09-15 10:00:00,270.8661376531338,
2021-09-15 10:30:00,281.7601272306847,
2021-09-15 12:00:00,290.14220797237294,
2021-09-15 13:30:00,266.23881164721206,
2021-09-15 15:00:00,293.6047627563373,
2021-09-15 15:30:30,293.6047627563373,
2021-09-15 23:59:59,269.0109666658866,c
2021-09-16 00:00:00,267.58831604002035,
2021-09-16 10:00:00,290.2283842376444,
2021-09-16 10:30:00,275.8367214210209,
2021-09-16 12:00:00,278.0801742327892,
2021-09-16 13:30:00,264.3042913927741,
2021-09-16 15:00:00,262.23151084989763,
2021-09-16 15:30:30,262.23151084989763,
2021-09-16 23:59:59,251.21504630506092,c
2021-09-17 00:00:00,220.80955408788486,
2021-09-17 10:00:00,265.2839333731297,
2021-09-17 10:30:00,248.94625939754724,
2021-09-17 12:00:00,242.8071196449364,
2021-09-17 13:30:00,272.0483237758176,
2021-09-17 15:00:00,275.1150913684826,
2021-09-17 15:30:30,275.1150913684826,
2021-09-17 23:59:59,205.6704052470327,e
2021-09-20 00:00:00,260.6102461433263,
2021-09-20 10:00:00,241.68796176325736,
2021-09-20 10:30:00,236.86389154844255,
2021-09-20 12:00:00,206.60274396490377,
2021-09-20 13:30:00,212.89321515511483,
2021-09-20 15:00:00,223.00001747569468,
2021-09-20 15:30:30,223.00001747569468,
2021-09-20 23:59:59,211.2242429556036,c
2021-09-21 00:00:00,204.47637106968045,
2021-09-21 10:00:00,222.75483119604496,
2021-09-21 10:30:00,198.18093033043806,
2021-09-21 12:00:00,228.07973941100636,
2021-09-21 13:30:00,217.6845547289272,
2021-09-21 15:00:00,214.53985313701855,
2021-09-21 15:30:30,214.53985313701855,
2021-09-21 23:59:59,226.04376547649895,c
2021-09-22 00:00:00,191.45046035299492,
2021-09-22 10:00:00,195.5028116221481,
2021-09-22 10:30:00,190.5749517463612,
2021-09-22 12:00:00,180.8493658770201,
2021-09-22 13:30:00,167.48899844134007,
2021-09-22 15:00:00,168.17371039053887,
2021-09-22 15:30:30,168.17371039053887,
2021-09-22 23:59:59,169.06476395984305,c
2021-09-23 00:00:00,163.0758113038014,
2021-09-23 10:00:00,155.67758348100756,
2021-09-23 10:30:00,158.64576100997874,
2021-09-23 12:00:00,150.4431611291825,
2021-09-23 13:30:00,129.6874628639914,
2021-09-23 15:00:00,120.11676490970308,
2021-09-23 15:30:30,120.11676490970308,
2021-09-23 23:59:59,136.429581075957,c
2021-09-24 00:00:00,154.34883980386758,
2021-09-24 10:00:00,116.86179719556753,
2021-09-24 10:30:00,118.49179380013288,
2021-09-24 12:00:00,116.92579518024604,
2021-09-24 13:30:00,140.9582778913707,
2021-09-24 15:00:00,134.01593440957322,
2021-09-24 15:30:30,134.01593440957322,
2021-09-24 23:59:59,149.53251752263668,w
2021-09-27 00:00:00,173.28449301467845,
2021-09-27 10:00:00,164.63955685032033,
2021-09-27 10:30:00,143.06207004363318,
2021-09-27 12:00:00,127.39087033137548,
2021-09-27 13:30:00,143.53424940702507,
2021-09-27 15:00:00,140.01871428961977,
2021-09-27 15:30:30,140.01871428961977,
2021-09-27 23:59:59,158.69551960920558,c
2021-09-28 00:00:00,166.5937539213969,
2021-09-28 10:00:00,200.74515549125658,
2021-09-28 10:30:00,214.59509559994194,
2021-09-28 12:00:00,228.86103133696702,
2021-09-28 13:30:00,214.30918844887265,
2021-09-28 15:00:00,218.04912867700432,
2021-09-28 15:30:30,218.04912867700432,
2021-09-28 23:59:59,233.84160344280758,c
2021-09-29 00:00:00,219.4696496332033,
2021-09-29 10:00:00,193.97075213151675,
2021-09-29 10:30:00,184.40424410608284,
2021-09-29 12:00:00,189.71890418369662,
2021-09-29 13:30:00,191.5003807868968,
2021-09-29 15:00:00,175.92089787194413,
2021-09-29 15:30:30,175.92089787194413,
2021-09-29 23:59:59,178.04394186618674,c
2021-09-30 00:00:00,194.92895654990753,
2021-09-30 10:00:00,178.63265903949673,
2021-09-30 10:30:00,202.29673408375038,
2021-09-30 12:00:00,221.82528828797194,
2021-09-30 13:30:00,234.86071509544263,
2021-09-30 15:00:00,223.83037931007493,
2021-09-30 15:30:30,223.83037931007493,
2021-09-30 23:59:59,277.79707987298434,c
2021-10-01 00:00:00,270.5473295728839,
2021-10-01 10:00:00,260.88082441672054,
2021-10-01 10:30:00,276.6723615766218,
2021-10-01 12:00:00,249.3920872728579,
2021-10-01 13:30:00,252.05846725998322,
2021-10-01 15:00:00,245.0644790216079,
2021-10-01 15:30:30,245.0644790216079,
2021-10-01 23:59:59,278.90970100469576,w
