date,FIW_2021_Q3,meta
2021-08-20 00:00:00,-133.21603336424232,
2021-08-20 10:00:00,-131.57303220126005,
2021-08-20 10:30:00,-129.13187307929184,
2021-08-20 12:00:00,-121.51315729531325,
2021-08-20 13:30:00,-134.7374221088371,
2021-08-20 15:00:00,-138.44643915129745,
2021-08-20 15:30:30,-138.44643915129745,
2021-08-20 23:59:59,-150.34566637757462,w
2021-08-23 00:00:00,-168.88317495055844,
2021-08-23 10:00:00,-139.81568146386326,
2021-08-23 10:30:00,-153.223655775726,
2021-08-23 12:00:00,-153.1625665122142,
2021-08-23 13:30:00,-154.3006492751756,
2021-08-23 15:00:00,-144.0350822679443,
2021-08-23 15:30:30,-144.0350822679443,
2021-08-23 23:59:59,-149.22686825895107,c
2021-08-24 00:00:00,-152.0017460433096,
2021-08-24 10:00:00,-136.90545905106546,
2021-08-24 10:30:00,-121.53513395336768,
2021-08-24 12:00:00,-151.97033057093722,
2021-08-24 13:30:00,-132.69949216136774,
2021-08-24 15:00:00,-139.29913282806683,
2021-08-24 15:30:30,-139.29913282806683,
2021-08-24 23:59:59,-148.06523941652904,c
2021-08-25 00:00:00,-116.3657779202149,
2021-08-25 10:00:00,-163.12871037788273,
2021-08-25 10:30:00,-167.97854120102602,
2021-08-25 12:00:00,-169.7546114892748,
2021-08-25 13:30:00,-165.8074850351859,
2021-08-25 15:00:00,-134.9056518142197,
2021-08-25 15:30:30,-134.9056518142197,
2021-08-25 23:59:59,-128.5427813634078,c
2021-08-26 00:00:00,-121.523566801784,
2021-08-26 10:00:00,-104.920055249906,
2021-08-26 10:30:00,-128.7950673155592,
2021-08-26 12:00:00,-123.5949774443543,
2021-08-26 13:30:00,-124.35933800961266,
2021-08-26 15:00:00,-133.01396703346336,
2021-08-26 15:30:30,-133.01396703346336,
2021-08-26 23:59:59,-125.68383586103573,c
2021-08-27 00:00:00,-141.13492015714883,
2021-08-27 10:00:00,-153.41457416049616,
2021-08-27 10:30:00,-160.3018437554233,
2021-08-27 12:00:00,-160.75530989370282,
2021-08-27 13:30:00,-157.97684595819692,
2021-08-27 15:00:00,-165.23189471240403,
2021-08-27 15:30:30,-165.23189471240403,
2021-08-27 23:59:59,-156.38292510823294,w
2021-08-30 00:00:00,-145.0122534807474,
2021-08-30 10:00:00,-190.16110223441547,
2021-08-30 10:30:00,-177.6906435227752,
2021-08-30 12:00:00,-205.0500067262219,
2021-08-30 13:30:00,-209.8601827411876,
2021-08-30 15:00:00,-204.84853916126985,
2021-08-30 15:30:30,-204.84853916126985,
2021-08-30 23:59:59,-201.79024071314234,c
2021-08-31 00:00:00,-201.13685043077612,
2021-08-31 10:00:00,-196.43059251481782,
2021-08-31 10:30:00,-182.3778584783804,
2021-08-31 12:00:00,-157.42986143231929,
2021-08-31 13:30:00,-152.96834626031205,
2021-08-31 15:00:00,-161.72172420708785,
2021-08-31 15:30:30,-161.72172420708785,s
2021-08-31 23:59:59,-169.40570185659726,c
2021-09-01 00:00:00,-163.36771083245776,
2021-09-01 10:00:00,-124.15796652395875,
2021-09-01 10:30:00,-157.89130202908927,
2021-09-01 12:00:00,-199.76428781628465,
2021-09-01 13:30:00,-212.13825932792543,
2021-09-01 15:00:00,-202.69129834532532,
2021-09-01 15:30:30,-202.69129834532532,
2021-09-01 23:59:59,-199.8273163755207,c
2021-09-02 00:00:00,-205.3359959822169,
2021-09-02 10:00:00,-202.86605201011525,
2021-09-02 10:30:00,-213.44361666818804,
2021-09-02 12:00:00,-206.6761909381812,
2021-09-02 13:30:00,-191.2106637668535,
2021-09-02 15:00:00,-163.8142918883441,
2021-09-02 15:30:30,-163.8142918883441,
2021-09-02 23:59:59,-161.5469868225764,c
2021-09-03 00:00:00,-131.02192792842288,
2021-09-03 10:00:00,-121.40144077706236,
2021-09-03 10:30:00,-107.3416845460074,
2021-09-03 12:00:00,-111.103619861487,
2021-09-03 13:30:00,-125.5829261983472,
2021-09-03 15:00:00,-121.50615839936654,
2021-09-03 15:30:30,-121.50615839936654,
2021-09-03 23:59:59,-119.41153133558964,w
2021-09-06 00:00:00,-119.41153133558964,
2021-09-06 10:00:00,-119.41153133558964,
2021-09-06 10:30:00,-119.41153133558964,
2021-09-06 12:00:00,-119.41153133558964,
2021-09-06 13:30:00,-119.41153133558964,
2021-09-06 15:00:00,-119.41153133558964,
2021-09-06 15:30:30,-119.41153133558964,
2021-09-06 23:59:59,-119.41153133558964,c
2021-09-07 00:00:00,-205.78223502840365,
2021-09-07 10:00:00,-48.134021066420246,
2021-09-07 10:30:00,-61.95706080061723,
2021-09-07 12:00:00,-75.98800368463526,
2021-09-07 13:30:00,-61.58269259319968,
2021-09-07 15:00:00,-33.63028128957353,
2021-09-07 15:30:30,-33.63028128957353,
2021-09-07 23:59:59,-35.921000825343526,c
2021-09-08 00:00:00,-79.68296632212878,
2021-09-08 10:00:00,-48.16590335574688,
2021-09-08 10:30:00,-85.32343885292062,
2021-09-08 12:00:00,-127.01856053305028,
2021-09-08 13:30:00,-115.08118013150488,
2021-09-08 15:00:00,-102.74858892343354,
2021-09-08 15:30:30,-102.74858892343354,
2021-09-08 23:59:59,-112.74320316037574,c
2021-09-09 00:00:00,-137.18705519461037,
2021-09-09 10:00:00,-119.00499569155772,
2021-09-09 10:30:00,-126.58640193634574,
2021-09-09 12:00:00,-89.30445399868927,
2021-09-09 13:30:00,-66.97971524453897,
2021-09-09 15:00:00,-61.47073478411039,
2021-09-09 15:30:30,-61.47073478411039,
2021-09-09 23:59:59,-35.37219399013679,c
2021-09-10 00:00:00,-33.81741974849638,
2021-09-10 10:00:00,-20.40129943126294,
2021-09-10 10:30:00,-25.93822422693711,
2021-09-10 12:00:00,-21.287790566524563,
2021-09-10 13:30:00,-19.6817597938591,
2021-09-10 15:00:00,-2.254353983666988,
2021-09-10 15:30:30,-2.254353983666988,
2021-09-10 23:59:59,0.0,a
2021-09-13 00:00:00,4.425559518796263,
2021-09-13 10:00:00,150.14555911755838,
2021-09-13 10:30:00,195.6438657280205,
2021-09-13 12:00:00,242.7620259996986,
2021-09-13 13:30:00,247.29242778261846,
2021-09-13 15:00:00,279.4519323467141,
