date,EU_MDAX_2022_Q2,meta
2022-05-06 00:00:00,-295.279313980966,
2022-05-06 03:30:00,-265.53443328334515,
2022-05-06 04:00:00,-285.96472446290454,
2022-05-06 06:00:00,-238.2930543679072,
2022-05-06 08:00:00,-241.49125085434343,
2022-05-06 10:30:00,-215.489610538732,
2022-05-06 11:00:00,-214.52352385317454,
2022-05-06 23:59:59,-221.91350193872177,w
2022-05-09 00:00:00,-130.8835592653436,
2022-05-09 03:30:00,-86.43021490782075,
2022-05-09 04:00:00,30.62230872452983,
2022-05-09 06:00:00,-50.30568602265794,
2022-05-09 08:00:00,-70.75349515940889,
2022-05-09 10:30:00,-173.74599366318762,
2022-05-09 11:00:00,-237.70817629325848,
2022-05-09 23:59:59,-280.893355541476,c
2022-05-10 00:00:00,-363.29627479608826,
2022-05-10 03:30:00,-402.35727573329086,
2022-05-10 04:00:00,-403.88563319120794,
2022-05-10 06:00:00,-572.4166511617555,
2022-05-10 08:00:00,-522.2471972682365,
2022-05-10 10:30:00,-474.5979624064439,
2022-05-10 11:00:00,-489.22877964164536,
2022-05-10 23:59:59,-463.998820762331,c
2022-05-11 00:00:00,-417.84180243605306,
2022-05-11 03:30:00,-401.5175287997613,
2022-05-11 04:00:00,-365.07704376483116,
2022-05-11 06:00:00,-398.45207317838776,
2022-05-11 08:00:00,-443.75434975508824,
2022-05-11 10:30:00,-382.1838908450827,
2022-05-11 11:00:00,-359.19977028812355,
2022-05-11 23:59:59,-384.6140199252118,c
2022-05-12 00:00:00,-386.0284161927884,
2022-05-12 03:30:00,-451.2618572699994,
2022-05-12 04:00:00,-418.17300541244595,
2022-05-12 06:00:00,-484.509134139606,
2022-05-12 08:00:00,-383.51252903030036,
2022-05-12 10:30:00,-573.9737830762374,
2022-05-12 11:00:00,-597.6443937923214,
2022-05-12 23:59:59,-568.434503811066,c
2022-05-13 00:00:00,-628.4551596743308,
2022-05-13 03:30:00,-624.176040014393,
2022-05-13 04:00:00,-690.3928655715586,
2022-05-13 06:00:00,-603.0107454102144,
2022-05-13 08:00:00,-559.1369707355848,
2022-05-13 10:30:00,-530.9274348946988,
2022-05-13 11:00:00,-521.6638727055183,
2022-05-13 23:59:59,-521.2088067175105,w
2022-05-16 00:00:00,-548.9379803845554,
2022-05-16 03:30:00,-503.41066772119393,
2022-05-16 04:00:00,-449.00103519793083,
2022-05-16 06:00:00,-533.2092955462826,
2022-05-16 08:00:00,-497.96750108668493,
2022-05-16 10:30:00,-517.5220051459187,
2022-05-16 11:00:00,-516.5442463409358,
2022-05-16 23:59:59,-519.6213082776235,c
2022-05-17 00:00:00,-511.18599077977296,
2022-05-17 03:30:00,-451.021470685494,
2022-05-17 04:00:00,-439.22883653759664,
2022-05-17 06:00:00,-480.1857672349256,
2022-05-17 08:00:00,-426.79071174986666,
2022-05-17 10:30:00,-419.4354861556276,
2022-05-17 11:00:00,-434.47563499629223,
2022-05-17 23:59:59,-420.7321292953602,c
2022-05-18 00:00:00,-426.25690344832856,
2022-05-18 03:30:00,-352.3105919112595,
2022-05-18 04:00:00,-315.2642115260487,
2022-05-18 06:00:00,-217.85970794059904,
2022-05-18 08:00:00,-168.1116721470762,
2022-05-18 10:30:00,-204.8474236038178,
2022-05-18 11:00:00,-238.09017367507067,
2022-05-18 23:59:59,-189.59817865905507,c
2022-05-19 00:00:00,-196.71249397758993,
2022-05-19 03:30:00,-186.04560401725348,
2022-05-19 04:00:00,-267.77791302047126,
2022-05-19 06:00:00,-323.64645919220493,
2022-05-19 08:00:00,-318.2619755159212,
2022-05-19 10:30:00,-293.4941417608279,
2022-05-19 11:00:00,-317.24724247249014,
2022-05-19 23:59:59,-295.36159046811144,c
2022-05-20 00:00:00,-241.61071925989518,
2022-05-20 03:30:00,-303.9882893518925,
2022-05-20 04:00:00,-333.3265900624565,
2022-05-20 06:00:00,-301.5717690288716,
2022-05-20 08:00:00,-341.5864061620682,
2022-05-20 10:30:00,-329.19455311691263,
2022-05-20 11:00:00,-328.43617197500816,
2022-05-20 23:59:59,-341.5930443109519,w
2022-05-23 00:00:00,-296.6388130330538,
2022-05-23 03:30:00,-183.77259799584954,
2022-05-23 04:00:00,-120.52747064411551,
2022-05-23 06:00:00,-89.70557390912836,
2022-05-23 08:00:00,-113.06071114107863,
2022-05-23 10:30:00,-78.20612650661133,
2022-05-23 11:00:00,-116.76229770428745,
2022-05-23 23:59:59,-141.18626115461802,c
2022-05-24 00:00:00,-250.30974371917182,
2022-05-24 03:30:00,-101.2382246006623,
2022-05-24 04:00:00,-85.30465975267316,
2022-05-24 06:00:00,-66.39699845365249,
2022-05-24 08:00:00,-83.22730505795334,
2022-05-24 10:30:00,-26.553388450273815,
2022-05-24 11:00:00,-5.2829614085685535,
2022-05-24 23:59:59,-1.1505013181445065,c
2022-05-25 00:00:00,-0.4176381529250648,
2022-05-25 03:30:00,143.0194258792253,
2022-05-25 04:00:00,136.1039956224895,
2022-05-25 06:00:00,72.11630235442954,
2022-05-25 08:00:00,48.34705593949457,
2022-05-25 10:30:00,-24.191493579734924,
2022-05-25 11:00:00,-19.82666296355228,
2022-05-25 23:59:59,-8.21048495973082,c
2022-05-26 00:00:00,13.504240899521847,
2022-05-26 03:30:00,-9.553407186158893,
2022-05-26 04:00:00,30.54719108778818,
2022-05-26 06:00:00,64.57253788924436,
2022-05-26 08:00:00,56.18232104358276,
2022-05-26 10:30:00,23.204020918036804,
2022-05-26 11:00:00,30.767000886729875,
2022-05-26 23:59:59,6.800882247627669,c
2022-05-27 00:00:00,-8.399496518127762,
2022-05-27 03:30:00,17.03166407390154,
2022-05-27 04:00:00,41.11250055959454,
2022-05-27 06:00:00,-60.30658292676708,
2022-05-27 08:00:00,-67.29396928161714,
2022-05-27 10:30:00,-81.54125344175418,
2022-05-27 11:00:00,-99.2362115885312,
2022-05-27 23:59:59,-134.87050037231757,w
