date,EU_FTSEUK_STAY_2023_Q1,meta
2023-02-08 00:00:00,44.71023045153498,
2023-02-08 03:30:00,40.39467672713337,
2023-02-08 04:00:00,44.223992608391285,
2023-02-08 06:00:00,59.527037167873715,
2023-02-08 08:00:00,61.030016997703484,
2023-02-08 10:30:00,55.11189811673256,
2023-02-08 11:00:00,54.26576605886996,
2023-02-08 23:59:59,56.25193817520409,c
2023-02-09 00:00:00,57.357378362078265,
2023-02-09 03:30:00,50.823086072413474,
2023-02-09 04:00:00,57.462680438768245,
2023-02-09 06:00:00,57.36793938539134,
2023-02-09 08:00:00,62.41967974627303,
2023-02-09 10:30:00,75.25434159835518,
2023-02-09 11:00:00,81.86785310907027,
2023-02-09 23:59:59,70.74639594603292,c
2023-02-10 00:00:00,73.99759208624354,
2023-02-10 03:30:00,64.88902866688312,
2023-02-10 04:00:00,54.79818343590554,
2023-02-10 06:00:00,38.15346077848966,
2023-02-10 08:00:00,42.19153512526006,
2023-02-10 10:30:00,48.997579658533624,
2023-02-10 11:00:00,47.090143271562226,
2023-02-10 23:59:59,45.11303203426013,w
2023-02-13 00:00:00,46.65246381537287,
2023-02-13 03:30:00,44.08316926914003,
2023-02-13 04:00:00,43.946657960419316,
2023-02-13 06:00:00,38.485446124090004,
2023-02-13 08:00:00,40.32937451163443,
2023-02-13 10:30:00,44.500074828613634,
2023-02-13 11:00:00,47.51926316382898,
2023-02-13 23:59:59,35.225448060086364,c
2023-02-14 00:00:00,33.847904726362884,
2023-02-14 03:30:00,29.689429427554245,
2023-02-14 04:00:00,27.959786312848564,
2023-02-14 06:00:00,26.88373958385779,
2023-02-14 08:00:00,22.204609140359167,
2023-02-14 10:30:00,19.889614088896337,
2023-02-14 11:00:00,23.745461280078956,
2023-02-14 23:59:59,17.728699323158366,c
2023-02-15 00:00:00,7.493330543786755,
2023-02-15 03:30:00,6.489211507944248,
2023-02-15 04:00:00,1.450094234876616,
2023-02-15 06:00:00,-11.930573312398195,
2023-02-15 08:00:00,-12.255313384775121,
2023-02-15 10:30:00,7.43939982305281,
2023-02-15 11:00:00,4.847793892037743,
2023-02-15 23:59:59,7.575393886864106,c
2023-02-16 00:00:00,-9.745283291723979,
2023-02-16 03:30:00,-1.53176930515275,
2023-02-16 04:00:00,-6.5319027258346125,
2023-02-16 06:00:00,-13.420909818656497,
2023-02-16 08:00:00,-12.390635146344835,
2023-02-16 10:30:00,-17.57522837927425,
2023-02-16 11:00:00,-22.487133283472332,
2023-02-16 23:59:59,-19.191636529347306,c
2023-02-17 00:00:00,-18.979226770157766,
2023-02-17 03:30:00,-15.59998710444441,
2023-02-17 04:00:00,-15.962565877063497,
2023-02-17 06:00:00,-9.365042630391287,
2023-02-17 08:00:00,-16.010976339612142,
2023-02-17 10:30:00,-1.8133693253667502,
2023-02-17 11:00:00,-0.10073425495488664,
2023-02-17 23:59:59,0.6071083295855146,w
2023-02-20 00:00:00,14.258132577456962,
2023-02-20 03:30:00,10.612429030884726,
2023-02-20 04:00:00,15.262306720471486,
2023-02-20 06:00:00,20.326720558103233,
2023-02-20 08:00:00,27.551526681630406,
2023-02-20 10:30:00,29.5101550457438,
2023-02-20 11:00:00,30.39337278600442,
2023-02-20 23:59:59,34.63160305738916,c
2023-02-21 00:00:00,25.46043292998607,
2023-02-21 03:30:00,22.860813790211353,
2023-02-21 04:00:00,31.57895573689342,
2023-02-21 06:00:00,63.5827613243155,
2023-02-21 08:00:00,67.49741704141113,
2023-02-21 10:30:00,66.07015618032173,
2023-02-21 11:00:00,66.22373590548256,
2023-02-21 23:59:59,59.916013107774745,c
2023-02-22 00:00:00,60.41544218792518,
2023-02-22 03:30:00,62.75554142778938,
2023-02-22 04:00:00,57.59229768366461,
2023-02-22 06:00:00,56.76892730596214,
2023-02-22 08:00:00,64.41650480416297,
2023-02-22 10:30:00,70.75909402565267,
2023-02-22 11:00:00,65.99195354080479,
2023-02-22 23:59:59,68.85209021568363,c
2023-02-23 00:00:00,74.83182939901309,
2023-02-23 03:30:00,61.26297061283975,
2023-02-23 04:00:00,63.11288084716949,
2023-02-23 06:00:00,64.7530606017036,
2023-02-23 08:00:00,48.88374697459378,
2023-02-23 10:30:00,39.07717001991165,
2023-02-23 11:00:00,40.68554294255148,
2023-02-23 23:59:59,43.66484957188976,c
2023-02-24 00:00:00,36.89011005718041,
2023-02-24 03:30:00,28.15371964672272,
2023-02-24 04:00:00,21.69418491194523,
2023-02-24 06:00:00,26.986691444871155,
2023-02-24 08:00:00,22.65007065891845,
2023-02-24 10:30:00,21.305020872964178,
2023-02-24 11:00:00,17.61222222928231,
2023-02-24 23:59:59,19.741353651522246,w
2023-02-27 00:00:00,-2.78153952789998,
2023-02-27 03:30:00,-0.817972812211849,
2023-02-27 04:00:00,-1.7141793010831066,
2023-02-27 06:00:00,-2.871396133654514,
2023-02-27 08:00:00,4.009020220626553,
2023-02-27 10:30:00,10.937966023098141,
2023-02-27 11:00:00,5.514106283687283,
2023-02-27 23:59:59,6.0573606176118915,c
2023-02-28 00:00:00,-13.990020730998737,
2023-02-28 03:30:00,-9.690826407350244,
2023-02-28 04:00:00,-7.279502425857515,
2023-02-28 06:00:00,0.3379785112525724,
2023-02-28 08:00:00,-5.469177852182781,
2023-02-28 10:30:00,0.5477148657788575,
2023-02-28 11:00:00,2.328923955791538,
2023-02-28 23:59:59,6.071333771934064,c
2023-03-01 00:00:00,-3.470459906345752,
2023-03-01 03:30:00,-1.7325373801050716,
2023-03-01 04:00:00,-5.458622847964307,
2023-03-01 06:00:00,-3.644918561559308,
2023-03-01 08:00:00,-7.196794536722592,
2023-03-01 10:30:00,-7.585913297439106,
2023-03-01 11:00:00,-12.632452621564084,
2023-03-01 23:59:59,0.0,a
2023-03-02 00:00:00,8.207749492085156,
2023-03-02 03:30:00,1.8313541583816004,
2023-03-02 04:00:00,4.491289806078441,
2023-03-02 06:00:00,-4.139090096309616,
2023-03-02 08:00:00,-8.394663293323248,
2023-03-02 10:30:00,-26.59483881896159,
2023-03-02 11:00:00,-25.608564073907047,
2023-03-02 23:59:59,-26.615656900052016,c
2023-03-03 00:00:00,-26.297955536872422,
2023-03-03 03:30:00,-23.582256897303296,
2023-03-03 04:00:00,-27.354543376600134,
2023-03-03 06:00:00,-26.66562976404299,
2023-03-03 08:00:00,-29.41016627726492,
2023-03-03 10:30:00,-26.351513742415733,
