date,EU_CGW_2022_Q4,meta
2022-10-14 00:00:00,-69.96292018495728,
2022-10-14 03:30:00,-61.25649052641984,
2022-10-14 04:00:00,-49.40959550852267,
2022-10-14 06:00:00,-10.106381502936074,
2022-10-14 08:00:00,-15.909042295794961,
2022-10-14 10:30:00,-5.933124176367301,
2022-10-14 11:00:00,1.1872022916395508,
2022-10-14 23:59:59,0.0,a
2022-10-17 00:00:00,42.94017533106421,
2022-10-17 03:30:00,262.28289280672084,
2022-10-17 04:00:00,265.10244399541443,
2022-10-17 06:00:00,262.6407123980357,
2022-10-17 08:00:00,275.3746022590101,
2022-10-17 10:30:00,191.297950337585,
2022-10-17 11:00:00,200.6798255346996,
2022-10-17 23:59:59,167.95661783445576,c
2022-10-18 00:00:00,134.31384561877917,
2022-10-18 03:30:00,139.5246801367132,
2022-10-18 04:00:00,151.54468261306647,
2022-10-18 06:00:00,152.65298968190723,
2022-10-18 08:00:00,152.61598674717538,
2022-10-18 10:30:00,156.6070023539985,
2022-10-18 11:00:00,146.6216490390666,
2022-10-18 23:59:59,157.27256334904723,c
2022-10-19 00:00:00,160.82066988278916,
2022-10-19 03:30:00,180.28278741853296,
2022-10-19 04:00:00,162.54392705658347,
2022-10-19 06:00:00,140.2288473210956,
2022-10-19 08:00:00,148.46461629658506,
2022-10-19 10:30:00,112.86928142986153,
2022-10-19 11:00:00,129.15726105279168,
2022-10-19 23:59:59,100.42844723318899,c
2022-10-20 00:00:00,114.73503426626439,
2022-10-20 03:30:00,106.38686696419154,
2022-10-20 04:00:00,124.44492268861723,
2022-10-20 06:00:00,143.96588114211613,
2022-10-20 08:00:00,134.57962417829935,
2022-10-20 10:30:00,50.313627550934825,
2022-10-20 11:00:00,41.500978010244125,
2022-10-20 23:59:59,36.3062581759757,c
2022-10-21 00:00:00,66.47807027430804,
2022-10-21 03:30:00,82.38195567486514,
2022-10-21 04:00:00,76.60179565118074,
2022-10-21 06:00:00,62.84983953529809,
2022-10-21 08:00:00,67.68434248553353,
2022-10-21 10:30:00,30.20048608582215,
2022-10-21 11:00:00,24.488671229903503,
2022-10-21 23:59:59,17.721176293160397,e
2022-10-24 00:00:00,-3.130355257797646,
2022-10-24 03:30:00,5.393645578047426,
2022-10-24 04:00:00,-11.874926086267806,
2022-10-24 06:00:00,-11.479272064973657,
2022-10-24 08:00:00,14.52460204359113,
2022-10-24 10:30:00,79.98244549308379,
2022-10-24 11:00:00,59.22925385104463,
2022-10-24 23:59:59,65.02621147395848,c
2022-10-25 00:00:00,71.60161912689068,
2022-10-25 03:30:00,38.24345011312653,
2022-10-25 04:00:00,51.14855087628666,
2022-10-25 06:00:00,52.279651566330585,
2022-10-25 08:00:00,59.926402734809926,
2022-10-25 10:30:00,61.961162361829565,
2022-10-25 11:00:00,70.22762424359667,
2022-10-25 23:59:59,65.21662889575737,c
2022-10-26 00:00:00,73.29740991430299,
2022-10-26 03:30:00,65.74224515864239,
2022-10-26 04:00:00,64.60248332079755,
2022-10-26 06:00:00,47.69264920150158,
2022-10-26 08:00:00,38.71621679968894,
2022-10-26 10:30:00,19.30374182652895,
2022-10-26 11:00:00,16.90075251800249,
2022-10-26 23:59:59,16.8568211289562,c
2022-10-27 00:00:00,19.54386680566745,
2022-10-27 03:30:00,39.17931671863403,
2022-10-27 04:00:00,39.87075566694898,
2022-10-27 06:00:00,46.27756198406723,
2022-10-27 08:00:00,47.21381624856167,
2022-10-27 10:30:00,78.15671204707928,
2022-10-27 11:00:00,89.40155928498893,
2022-10-27 23:59:59,73.58577034685891,c
2022-10-28 00:00:00,100.67730207749355,
2022-10-28 03:30:00,92.47785122063851,
2022-10-28 04:00:00,79.17126421600437,
2022-10-28 06:00:00,102.48782644148628,
2022-10-28 08:00:00,124.90132280319813,
2022-10-28 10:30:00,128.48004074024266,
2022-10-28 11:00:00,125.43800300333578,
2022-10-28 23:59:59,137.3843043367351,w
2022-10-31 00:00:00,127.0057448672012,
2022-10-31 03:30:00,127.0057448672012,
2022-10-31 04:00:00,127.0057448672012,
2022-10-31 06:00:00,158.23984517227223,
2022-10-31 08:00:00,160.40138713189276,
2022-10-31 10:30:00,186.45609373901016,
2022-10-31 11:00:00,185.47123494634502,
2022-10-31 23:59:59,160.3342541362863,c
2022-11-01 00:00:00,156.27385403656535,
2022-11-01 03:30:00,156.27385403656535,
2022-11-01 04:00:00,156.27385403656535,
2022-11-01 06:00:00,151.87881578440124,
2022-11-01 08:00:00,173.14111297549562,
2022-11-01 10:30:00,149.5607247539972,
2022-11-01 11:00:00,142.50652335415816,
2022-11-01 23:59:59,152.86462764207272,c
2022-11-02 00:00:00,143.84888250163885,
2022-11-02 03:30:00,143.84888250163885,
2022-11-02 04:00:00,143.84888250163885,
2022-11-02 06:00:00,137.04599449055445,
2022-11-02 08:00:00,148.75981680381778,
2022-11-02 10:30:00,144.42527770555967,
2022-11-02 11:00:00,166.37150941000277,
2022-11-02 23:59:59,186.2686688092515,c
2022-11-03 00:00:00,202.93561787127192,
2022-11-03 03:30:00,202.93561787127192,
2022-11-03 04:00:00,202.93561787127192,
2022-11-03 06:00:00,169.113616616203,
2022-11-03 08:00:00,180.54783929780865,
2022-11-03 10:30:00,208.10584818873258,
2022-11-03 11:00:00,216.72546633980846,
2022-11-03 23:59:59,203.0892111589567,c
2022-11-04 00:00:00,233.57530010398204,
2022-11-04 03:30:00,233.57530010398204,
2022-11-04 04:00:00,233.57530010398204,
2022-11-04 06:00:00,219.37340475723227,
2022-11-04 08:00:00,206.91642928697001,
2022-11-04 10:30:00,194.99920084278233,
2022-11-04 11:00:00,205.2510811169493,
2022-11-04 23:59:59,182.67488015437743,w
