date,AS_GDXJ_2022_Q1,meta
2022-03-18 23:00:00,-206.94819035337605,
2022-03-18 23:59:59,-222.4972913194979,e
2022-03-21 00:00:00,-505.57620763015257,
2022-03-21 01:00:00,-506.27640227822303,
2022-03-21 02:30:00,-516.8965570851615,
2022-03-21 03:00:00,-516.8917495897895,
2022-03-21 18:30:00,-516.8917495897895,
2022-03-21 20:00:00,-410.55931239768506,
2022-03-21 23:00:00,-530.652777579473,
2022-03-21 23:59:59,-423.38796635226026,c
2022-03-22 00:00:00,-339.7438719283855,
2022-03-22 01:00:00,-357.18360887975723,
2022-03-22 02:30:00,-362.34564489442164,
2022-03-22 03:00:00,-362.38452888141546,
2022-03-22 18:30:00,-362.38452888141546,
2022-03-22 20:00:00,-338.1899296415977,
2022-03-22 23:00:00,-360.72537605800426,
2022-03-22 23:59:59,-381.1170750756155,c
2022-03-23 00:00:00,-423.37381876106883,
2022-03-23 01:00:00,-384.9984557411208,
2022-03-23 02:30:00,-382.8292271526607,
2022-03-23 03:00:00,-387.10914077040616,
2022-03-23 18:30:00,-387.10914077040616,
2022-03-23 20:00:00,-311.92557564470553,
2022-03-23 23:00:00,-329.50313693870885,
2022-03-23 23:59:59,-344.9607802117971,c
2022-03-24 00:00:00,-336.39878769867573,
2022-03-24 01:00:00,-372.3037545163643,
2022-03-24 02:30:00,-352.2513583577347,
2022-03-24 03:00:00,-347.01708437637535,
2022-03-24 18:30:00,-347.01708437637535,
2022-03-24 20:00:00,-377.5471880422974,
2022-03-24 23:00:00,-332.28413206820005,
2022-03-24 23:59:59,-283.7848090185089,c
2022-03-25 00:00:00,-262.9524002033522,
2022-03-25 01:00:00,-250.09654085198235,
2022-03-25 02:30:00,-242.81206389913677,
2022-03-25 03:00:00,-249.1157005555142,
2022-03-25 18:30:00,-249.1157005555142,
2022-03-25 20:00:00,-249.1157005555142,
2022-03-25 23:00:00,-249.1157005555142,
2022-03-25 23:59:59,-259.35336278954674,w
2022-03-28 00:00:00,-344.68973220607586,
2022-03-28 01:00:00,-311.3289501175441,
2022-03-28 02:30:00,-325.01330582697665,
2022-03-28 03:00:00,-320.7911636489298,
2022-03-28 18:30:00,-320.7911636489298,
2022-03-28 20:00:00,-309.46247349197256,
2022-03-28 23:00:00,-304.5533378471264,
2022-03-28 23:59:59,-314.3997629957521,c
2022-03-29 00:00:00,-355.0416604643633,
2022-03-29 01:00:00,-297.5441691055712,
2022-03-29 02:30:00,-291.1198197875874,
2022-03-29 03:00:00,-293.25503109966303,
2022-03-29 18:30:00,-293.25503109966303,
2022-03-29 20:00:00,-358.7203528117643,
2022-03-29 23:00:00,-292.0866940166343,
2022-03-29 23:59:59,-285.22273068154755,c
2022-03-30 00:00:00,-293.877233982319,
2022-03-30 01:00:00,-270.5982766450088,
2022-03-30 02:30:00,-258.98374648297977,
2022-03-30 03:00:00,-261.10421037574633,
2022-03-30 18:30:00,-261.10421037574633,
2022-03-30 20:00:00,-308.6689627482392,
2022-03-30 23:00:00,-279.063621214711,
2022-03-30 23:59:59,-353.60205338154265,c
2022-03-31 00:00:00,-294.0407568139435,
2022-03-31 01:00:00,-288.5326652828935,
2022-03-31 02:30:00,-293.8790092669951,
2022-03-31 03:00:00,-293.8836909717702,
2022-03-31 18:30:00,-293.8836909717702,
2022-03-31 20:00:00,-185.43054640806986,
2022-03-31 23:00:00,-371.76377029600917,
2022-03-31 23:59:59,-303.02159494332227,c
2022-04-01 00:00:00,-300.5883638917603,
2022-04-01 01:00:00,-312.89152202290643,
2022-04-01 02:30:00,-316.2217319961219,
2022-04-01 03:00:00,-313.0731082543698,
2022-04-01 18:30:00,-313.0731082543698,
2022-04-01 20:00:00,-313.0731082543698,
2022-04-01 23:00:00,-313.0731082543698,
2022-04-01 23:59:59,-305.2602183234976,w
