date,EU_MDAX_2023_Q1,meta
2023-02-03 00:00:00,-440.32149339306284,
2023-02-03 03:30:00,-505.17752086267797,
2023-02-03 04:00:00,-511.8957448366839,
2023-02-03 06:00:00,-461.4769197387184,
2023-02-03 08:00:00,-521.2072424587564,
2023-02-03 10:30:00,-466.01389541989874,
2023-02-03 11:00:00,-455.8320594231004,
2023-02-03 23:59:59,-450.7274136527069,w
2023-02-06 00:00:00,-400.04962124543545,
2023-02-06 03:30:00,-439.572191742971,
2023-02-06 04:00:00,-443.55974789660354,
2023-02-06 06:00:00,-391.9477479818747,
2023-02-06 08:00:00,-381.98156961157906,
2023-02-06 10:30:00,-393.775302682875,
2023-02-06 11:00:00,-383.3706130755045,
2023-02-06 23:59:59,-356.08858980959235,c
2023-02-07 00:00:00,-364.93123794490566,
2023-02-07 03:30:00,-353.47672081675887,
2023-02-07 04:00:00,-320.6999699193293,
2023-02-07 06:00:00,-317.51514917228246,
2023-02-07 08:00:00,-310.1810214634611,
2023-02-07 10:30:00,-383.134163713421,
2023-02-07 11:00:00,-387.34763464567504,
2023-02-07 23:59:59,-391.9693331364681,c
2023-02-08 00:00:00,-329.6596946164234,
2023-02-08 03:30:00,-239.2740595792577,
2023-02-08 04:00:00,-193.834139233594,
2023-02-08 06:00:00,-93.69276356463138,
2023-02-08 08:00:00,-166.02602454065027,
2023-02-08 10:30:00,-85.71861273135437,
2023-02-08 11:00:00,-88.0021577147586,
2023-02-08 23:59:59,-72.090787137397,c
2023-02-09 00:00:00,-145.76484902364837,
2023-02-09 03:30:00,-213.92875521741757,
2023-02-09 04:00:00,-170.48051283468385,
2023-02-09 06:00:00,-148.75786377265604,
2023-02-09 08:00:00,-139.8736991120452,
2023-02-09 10:30:00,-48.1358431375952,
2023-02-09 11:00:00,-18.235009798096826,
2023-02-09 23:59:59,-44.880521771872736,c
2023-02-10 00:00:00,-68.57856666479961,
2023-02-10 03:30:00,38.55644899659433,
2023-02-10 04:00:00,20.19702044595101,
2023-02-10 06:00:00,-112.66849460340973,
2023-02-10 08:00:00,-161.0728368818327,
2023-02-10 10:30:00,-59.54276134230099,
