date,XLYCAP_2021_Q2,meta
2021-06-15 00:00:00,750.3969804156876,
2021-06-15 10:00:00,777.71974803672,
2021-06-15 10:30:00,772.1823025232121,
2021-06-15 12:00:00,775.376739861246,
2021-06-15 13:30:00,775.6806968970355,
2021-06-15 15:00:00,771.8230452776794,
2021-06-15 15:30:30,771.8230452776794,
2021-06-15 23:59:59,782.9497248620136,c
2021-06-16 00:00:00,775.7942268531687,
2021-06-16 10:00:00,779.8426771703084,
2021-06-16 10:30:00,774.193742584092,
2021-06-16 12:00:00,768.6590741464884,
2021-06-16 13:30:00,747.9606750653993,
2021-06-16 15:00:00,740.4950500703245,
2021-06-16 15:30:30,740.4950500703245,
2021-06-16 23:59:59,761.133529044387,c
2021-06-17 00:00:00,797.0360181128517,
2021-06-17 10:00:00,816.1818614263183,
2021-06-17 10:30:00,818.6671759746654,
2021-06-17 12:00:00,775.2117856311368,
2021-06-17 13:30:00,767.5954753509853,
2021-06-17 15:00:00,769.8811989205128,
2021-06-17 15:30:30,769.8811989205128,
2021-06-17 23:59:59,778.2590808121362,c
2021-06-18 00:00:00,794.8260661822617,
2021-06-18 10:00:00,755.0961737861795,
2021-06-18 10:30:00,754.8263516710701,
2021-06-18 12:00:00,754.8383563778316,
2021-06-18 13:30:00,739.2770768945675,
2021-06-18 15:00:00,737.6562297821142,
2021-06-18 15:30:30,737.6562297821142,q
2021-06-18 23:59:59,735.4695889358916,w
2021-06-21 00:00:00,721.2320949785513,
2021-06-21 10:00:00,743.219408253927,
2021-06-21 10:30:00,760.2305490264786,
2021-06-21 12:00:00,747.8378150582873,
2021-06-21 13:30:00,746.3634793088071,
2021-06-21 15:00:00,743.3590082568647,
2021-06-21 15:30:30,743.3590082568647,
2021-06-21 23:59:59,761.9306592991666,c
2021-06-22 00:00:00,746.3082603048397,
2021-06-22 10:00:00,756.6840795632043,
2021-06-22 10:30:00,744.8311949757617,
2021-06-22 12:00:00,713.0078530254971,
2021-06-22 13:30:00,729.7320777236755,
2021-06-22 15:00:00,723.9862430227582,
2021-06-22 15:30:30,723.9862430227582,
2021-06-22 23:59:59,719.2332311100031,c
2021-06-23 00:00:00,709.9840027416338,
2021-06-23 10:00:00,710.7244357224967,
2021-06-23 10:30:00,695.9836446409857,
2021-06-23 12:00:00,703.1203574156513,
2021-06-23 13:30:00,717.7789070891463,
2021-06-23 15:00:00,719.2019058165877,
2021-06-23 15:30:30,719.2019058165877,
2021-06-23 23:59:59,706.157981603096,c
2021-06-24 00:00:00,709.8946329917303,
2021-06-24 10:00:00,693.3928098749128,
2021-06-24 10:30:00,703.8808673796341,
2021-06-24 12:00:00,720.9164887141649,
2021-06-24 13:30:00,706.1942345238706,
2021-06-24 15:00:00,714.3850710067832,
2021-06-24 15:30:30,714.3850710067832,
2021-06-24 23:59:59,710.9531588414842,c
2021-06-25 00:00:00,123.2528678680932,
2021-06-25 10:00:00,120.24481462998827,
2021-06-25 10:30:00,127.27423910542853,
2021-06-25 12:00:00,156.91587967426838,
2021-06-25 13:30:00,126.69970982674297,
2021-06-25 15:00:00,105.59480378042133,
2021-06-25 15:30:30,105.59480378042133,
2021-06-25 23:59:59,76.97257834416925,w
2021-06-28 00:00:00,89.42352314038351,
2021-06-28 10:00:00,124.11598662454358,
2021-06-28 10:30:00,109.72934968415615,
2021-06-28 12:00:00,89.58169019834929,
2021-06-28 13:30:00,81.4521122311634,
2021-06-28 15:00:00,94.71927236703522,
2021-06-28 15:30:30,94.71927236703522,
2021-06-28 23:59:59,99.80171119750506,c
2021-06-29 00:00:00,67.65912439962042,
2021-06-29 10:00:00,61.74812860165812,
2021-06-29 10:30:00,20.665163277593628,
2021-06-29 12:00:00,21.507232388469056,
2021-06-29 13:30:00,37.447065178244976,
2021-06-29 15:00:00,16.43779530069593,
2021-06-29 15:30:30,16.43779530069593,
2021-06-29 23:59:59,0.0,a
2021-06-30 00:00:00,48.40391260239738,
2021-06-30 10:00:00,78.78252812652332,
2021-06-30 10:30:00,66.42756673288889,
2021-06-30 12:00:00,68.65921266619262,
2021-06-30 13:30:00,65.21414038232416,
2021-06-30 15:00:00,87.97472192573227,
2021-06-30 15:30:30,87.97472192573227,
2021-06-30 23:59:59,64.56469865827597,e
2021-07-01 00:00:00,85.5937173942614,
2021-07-01 10:00:00,50.16172468906996,
2021-07-01 10:30:00,11.017300337663777,
2021-07-01 12:00:00,3.6029793778132344,
2021-07-01 13:30:00,14.925608653248538,
2021-07-01 15:00:00,-1.6671914355238115,
2021-07-01 15:30:30,-1.6671914355238115,
2021-07-01 23:59:59,-4.642790493727496,c
2021-07-02 00:00:00,0.3559300965136245,
2021-07-02 10:00:00,-11.457735918892475,
2021-07-02 10:30:00,-36.241207925925885,
2021-07-02 12:00:00,-28.871247481390967,
2021-07-02 13:30:00,-20.488397729809858,
2021-07-02 15:00:00,-30.311820187333595,
2021-07-02 15:30:30,-30.311820187333595,
2021-07-02 23:59:59,-29.179594710110315,w
2021-07-05 00:00:00,-29.179594710110315,
2021-07-05 10:00:00,-29.179594710110315,
2021-07-05 10:30:00,-29.179594710110315,
2021-07-05 12:00:00,-29.179594710110315,
2021-07-05 13:30:00,-29.179594710110315,
2021-07-05 15:00:00,-29.179594710110315,
2021-07-05 15:30:30,-29.179594710110315,
2021-07-05 23:59:59,-29.179594710110315,c
2021-07-06 00:00:00,-37.790135939282905,
2021-07-06 10:00:00,-56.34784602635841,
2021-07-06 10:30:00,-49.788793140380804,
2021-07-06 12:00:00,-50.453390735094395,
2021-07-06 13:30:00,-72.1213724334615,
2021-07-06 15:00:00,-79.21694103783618,
2021-07-06 15:30:30,-79.21694103783618,
2021-07-06 23:59:59,-83.49059989280981,c
2021-07-07 00:00:00,-84.350847882445,
2021-07-07 10:00:00,-89.33998584514003,
2021-07-07 10:30:00,-76.35973052033448,
2021-07-07 12:00:00,-52.04179625910471,
2021-07-07 13:30:00,-76.46102007445508,
2021-07-07 15:00:00,-79.07469547925152,
2021-07-07 15:30:30,-79.07469547925152,
2021-07-07 23:59:59,-88.88459100715096,c
2021-07-08 00:00:00,-95.10657751722556,
2021-07-08 10:00:00,-136.83608885028957,
