date,DIV_2021_Q1,meta
2021-02-04 00:00:00,151.35939279502892,
2021-02-04 10:00:00,137.86520102038227,
2021-02-04 10:30:00,158.3659941610021,
2021-02-04 12:00:00,145.562453781528,
2021-02-04 13:30:00,140.9183985352468,
2021-02-04 15:00:00,141.02768538521724,
2021-02-04 15:30:30,141.02768538521724,
2021-02-04 23:59:59,135.1974452467936,c
2021-02-05 00:00:00,127.35748484334698,
2021-02-05 10:00:00,108.07860426953495,
2021-02-05 10:30:00,93.98009670106867,
2021-02-05 12:00:00,82.78808224016836,
2021-02-05 13:30:00,85.37658683135551,
2021-02-05 15:00:00,82.21588979501661,
2021-02-05 15:30:30,82.21588979501661,
2021-02-05 23:59:59,84.5343338296224,w
2021-02-08 00:00:00,85.1877564853262,
2021-02-08 10:00:00,90.08189758902991,
2021-02-08 10:30:00,81.82163420013097,
2021-02-08 12:00:00,72.77802824443431,
2021-02-08 13:30:00,67.6626451223125,
2021-02-08 15:00:00,69.58631135660325,
2021-02-08 15:30:30,69.58631135660325,
2021-02-08 23:59:59,73.2463249661042,c
2021-02-09 00:00:00,81.99067717296617,
2021-02-09 10:00:00,94.36961027113783,
2021-02-09 10:30:00,85.88956875124683,
2021-02-09 12:00:00,108.63704004491731,
2021-02-09 13:30:00,112.73238489279187,
2021-02-09 15:00:00,99.23138685456964,
2021-02-09 15:30:30,99.23138685456964,
2021-02-09 23:59:59,95.8971997981104,c
2021-02-10 00:00:00,92.56220248149668,
2021-02-10 10:00:00,66.2311455079117,
2021-02-10 10:30:00,56.83013050744434,
2021-02-10 12:00:00,60.44291569227421,
2021-02-10 13:30:00,52.823513578841265,
2021-02-10 15:00:00,51.786961539840675,
2021-02-10 15:30:30,51.786961539840675,
2021-02-10 23:59:59,39.217776153424886,c
2021-02-11 00:00:00,57.09105322379608,
2021-02-11 10:00:00,26.14270351307518,
2021-02-11 10:30:00,25.461753713747015,
2021-02-11 12:00:00,29.301629931914068,
2021-02-11 13:30:00,31.494483591747013,
2021-02-11 15:00:00,25.756397819564114,
2021-02-11 15:30:30,25.756397819564114,
2021-02-11 23:59:59,16.04446377663683,c
2021-02-12 00:00:00,28.476217566787838,
2021-02-12 10:00:00,10.01083595190891,
2021-02-12 10:30:00,23.369288873095105,
2021-02-12 12:00:00,29.500747231671458,
2021-02-12 13:30:00,30.36813721693882,
2021-02-12 15:00:00,32.0423633790715,
2021-02-12 15:30:30,32.0423633790715,
2021-02-12 23:59:59,33.846242080597456,w
2021-02-15 00:00:00,33.846242080597456,
2021-02-15 10:00:00,33.846242080597456,
2021-02-15 10:30:00,33.846242080597456,
2021-02-15 12:00:00,33.846242080597456,
2021-02-15 13:30:00,33.846242080597456,
2021-02-15 15:00:00,33.846242080597456,
2021-02-15 15:30:30,33.846242080597456,
2021-02-15 23:59:59,33.846242080597456,c
2021-02-16 00:00:00,18.625102504329046,
2021-02-16 10:00:00,4.0183678599186905,
2021-02-16 10:30:00,14.39241404735267,
2021-02-16 12:00:00,-11.006666446355464,
2021-02-16 13:30:00,0.01933850483973945,
2021-02-16 15:00:00,4.390827549506897,
2021-02-16 15:30:30,4.390827549506897,
2021-02-16 23:59:59,-0.8639591102133591,c
2021-02-17 00:00:00,-11.429912231520348,
2021-02-17 10:00:00,-3.7807873209799596,
2021-02-17 10:30:00,5.030856531535751,
2021-02-17 12:00:00,25.159662343592544,
2021-02-17 13:30:00,6.936414309615141,
2021-02-17 15:00:00,3.3111150146720667,
2021-02-17 15:30:30,3.3111150146720667,
2021-02-17 23:59:59,11.66303506357013,c
2021-02-18 00:00:00,-11.020127033552892,
2021-02-18 10:00:00,-5.47298797699065,
2021-02-18 10:30:00,13.58979923644379,
2021-02-18 12:00:00,-1.0971071869098297,
2021-02-18 13:30:00,9.314269172944382,
2021-02-18 15:00:00,-0.0561057992966108,
2021-02-18 15:30:30,-0.0561057992966108,
2021-02-18 23:59:59,0.0,a
2021-02-19 00:00:00,20.93323878091075,
2021-02-19 10:00:00,-2.2548315606133924,
2021-02-19 10:30:00,-15.591011684714237,
2021-02-19 12:00:00,-20.912107876322807,
2021-02-19 13:30:00,1.749967016882682,
2021-02-19 15:00:00,3.010151009540724,
2021-02-19 15:30:30,3.010151009540724,s
2021-02-19 23:59:59,1.239300348410875,w
2021-02-22 00:00:00,-2.0219253476627417,
2021-02-22 10:00:00,-42.57205600481628,
2021-02-22 10:30:00,-53.9616847716258,
2021-02-22 12:00:00,-51.31790687218096,
2021-02-22 13:30:00,-26.01508657902833,
2021-02-22 15:00:00,-29.038322387889306,
2021-02-22 15:30:30,-29.038322387889306,
2021-02-22 23:59:59,-4.546874787959956,c
2021-02-23 00:00:00,-10.006246686882434,
2021-02-23 10:00:00,18.256761401356428,
2021-02-23 10:30:00,-19.756784835043767,
2021-02-23 12:00:00,6.6761647547309435,
2021-02-23 13:30:00,-4.497615814223199,
2021-02-23 15:00:00,-14.609593965394263,
2021-02-23 15:30:30,-14.609593965394263,
2021-02-23 23:59:59,-10.584452297619238,c
2021-02-24 00:00:00,-5.854389470853479,
2021-02-24 10:00:00,14.839496070443138,
2021-02-24 10:30:00,41.3572183245979,
2021-02-24 12:00:00,66.3908998971582,
2021-02-24 13:30:00,83.41636630922542,
2021-02-24 15:00:00,95.59811057677301,
2021-02-24 15:30:30,95.59811057677301,
2021-02-24 23:59:59,60.57563989152016,e
2021-02-25 00:00:00,42.34487928572715,
2021-02-25 10:00:00,60.829228289823156,
2021-02-25 10:30:00,75.15422096554684,
2021-02-25 12:00:00,124.08071512723104,
2021-02-25 13:30:00,119.64047539146218,
2021-02-25 15:00:00,112.74010542318601,
2021-02-25 15:30:30,112.74010542318601,
2021-02-25 23:59:59,152.0440761552809,c
2021-02-26 00:00:00,129.3871627971027,
2021-02-26 10:00:00,116.6572028243309,
2021-02-26 10:30:00,99.23641737260428,
2021-02-26 12:00:00,64.46419073617763,
2021-02-26 13:30:00,64.73523743839081,
2021-02-26 15:00:00,55.49976656584303,
2021-02-26 15:30:30,55.49976656584303,m
2021-02-26 23:59:59,112.07476480752588,w
2021-03-01 00:00:00,71.98323352260489,
2021-03-01 10:00:00,55.49915260004081,
2021-03-01 10:30:00,60.63312869135507,
2021-03-01 12:00:00,32.888928645480284,
2021-03-01 13:30:00,58.0285305938422,
2021-03-01 15:00:00,40.24078470911595,
2021-03-01 15:30:30,40.24078470911595,
