date,AS_MSCI_DM_SC_2022_Q3,meta
2022-06-30 00:00:00,48.64280569390121,
2022-06-30 01:00:00,29.721042113111253,
2022-06-30 02:30:00,48.04686684499211,
2022-06-30 03:00:00,47.82471028662894,
2022-06-30 18:30:00,48.224252648427864,
2022-06-30 20:00:00,47.87566208730459,
2022-06-30 23:00:00,62.108751965894044,
2022-06-30 23:59:59,77.4147482925955,c
2022-07-01 00:00:00,76.85468628201306,
2022-07-01 01:00:00,78.8143296115395,
2022-07-01 02:30:00,79.13030766706106,
2022-07-01 03:00:00,79.11021823060037,
2022-07-01 18:30:00,79.11021823060037,
2022-07-01 20:00:00,79.11021823060037,
2022-07-01 23:00:00,79.11021823060037,
2022-07-01 23:59:59,91.94786658067278,w
2022-07-04 00:00:00,75.68464996431976,
2022-07-04 01:00:00,68.02363953762233,
2022-07-04 02:30:00,49.77008426446446,
2022-07-04 03:00:00,49.42917240221141,
2022-07-04 18:30:00,49.10275400215414,
2022-07-04 20:00:00,48.954502898694955,
2022-07-04 23:00:00,72.72669483990012,
2022-07-04 23:59:59,59.79254034092719,c
2022-07-05 00:00:00,54.178957084017384,
2022-07-05 01:00:00,54.44976042285907,
2022-07-05 02:30:00,44.99966703750579,
2022-07-05 03:00:00,45.18075314103862,
2022-07-05 18:30:00,45.124760250353575,
2022-07-05 20:00:00,46.331024168552176,
2022-07-05 23:00:00,35.774871950440684,
2022-07-05 23:59:59,4.189508601089074,c
2022-07-06 00:00:00,26.471892264708913,
2022-07-06 01:00:00,13.229977957693336,
2022-07-06 02:30:00,10.48053346992856,
2022-07-06 03:00:00,10.701794215937298,
2022-07-06 18:30:00,10.807204379952054,
2022-07-06 20:00:00,12.96141742517284,
2022-07-06 23:00:00,30.478730799274672,
2022-07-06 23:59:59,5.059753655151326,c
2022-07-07 00:00:00,-15.637377176502923,
2022-07-07 01:00:00,1.3751225316282216,
2022-07-07 02:30:00,-8.456448239122437,
2022-07-07 03:00:00,-8.694727638649056,
2022-07-07 18:30:00,-10.47344698987672,
2022-07-07 20:00:00,-8.163791541286628,
2022-07-07 23:00:00,-58.398049574805555,
2022-07-07 23:59:59,-25.181591796038447,c
2022-07-08 00:00:00,-24.223063924800044,
2022-07-08 01:00:00,-55.323244768767836,
2022-07-08 02:30:00,-39.589082195006995,
2022-07-08 03:00:00,-39.60920192530193,
2022-07-08 18:30:00,-39.60920192530193,
