date,FVD_2021_Nov,meta
2021-11-08 00:00:00,202.7414612666922,
2021-11-08 10:00:00,215.13655137523907,
2021-11-08 10:30:00,219.93312896649914,
2021-11-08 12:00:00,219.4875437351184,
2021-11-08 13:30:00,221.20080848383358,
2021-11-08 15:00:00,221.67664694594234,
2021-11-08 15:30:30,221.67664694594234,
2021-11-08 23:59:59,218.90890067717848,c
2021-11-09 00:00:00,190.5607863599245,
2021-11-09 10:00:00,198.59871245522916,
2021-11-09 10:30:00,203.54051747047478,
2021-11-09 12:00:00,203.60892846077226,
2021-11-09 13:30:00,188.09324810421484,
2021-11-09 15:00:00,181.6888855236837,
2021-11-09 15:30:30,181.6888855236837,
2021-11-09 23:59:59,191.20188394612993,c
2021-11-10 00:00:00,191.38812984090046,
2021-11-10 10:00:00,208.03431866212512,
2021-11-10 10:30:00,202.3628516396739,
2021-11-10 12:00:00,191.36833523968866,
2021-11-10 13:30:00,191.48395996928994,
2021-11-10 15:00:00,188.28606173010493,
2021-11-10 15:30:30,188.28606173010493,
2021-11-10 23:59:59,185.72200339988748,c
2021-11-11 00:00:00,185.890565171011,
2021-11-11 10:00:00,168.92844902964484,
2021-11-11 10:30:00,166.21718855596677,
2021-11-11 12:00:00,169.67082246388324,
2021-11-11 13:30:00,165.59565190520092,
2021-11-11 15:00:00,160.10140245824184,
2021-11-11 15:30:30,160.10140245824184,
2021-11-11 23:59:59,156.99428239985824,c
2021-11-12 00:00:00,152.85259892966982,
2021-11-12 10:00:00,155.66353278508544,
2021-11-12 10:30:00,141.0346822937682,
2021-11-12 12:00:00,134.33312844089542,
2021-11-12 13:30:00,127.15829522776934,
2021-11-12 15:00:00,127.5071486214784,
2021-11-12 15:30:30,127.5071486214784,
2021-11-12 23:59:59,121.47947688332945,w
2021-11-15 00:00:00,126.8111868621827,
2021-11-15 10:00:00,121.16640835102999,
2021-11-15 10:30:00,127.31354005374976,
2021-11-15 12:00:00,120.64856920377215,
2021-11-15 13:30:00,124.5969987283381,
2021-11-15 15:00:00,115.4752097913638,
2021-11-15 15:30:30,115.4752097913638,
2021-11-15 23:59:59,111.51334165322967,c
2021-11-16 00:00:00,105.40467605455603,
2021-11-16 10:00:00,108.22864033607854,
2021-11-16 10:30:00,100.64675728122646,
2021-11-16 12:00:00,97.55167786127575,
2021-11-16 13:30:00,95.11880522257235,
2021-11-16 15:00:00,96.11801311088911,
2021-11-16 15:30:30,96.11801311088911,
2021-11-16 23:59:59,96.3864667109255,c
2021-11-17 00:00:00,94.08047568271195,
2021-11-17 10:00:00,59.08640742671946,
2021-11-17 10:30:00,40.718171089531154,
2021-11-17 12:00:00,29.577178659608734,
2021-11-17 13:30:00,21.572484487424447,
2021-11-17 15:00:00,22.47980492685363,
2021-11-17 15:30:30,22.47980492685363,
2021-11-17 23:59:59,25.288959537174577,c
2021-11-18 00:00:00,40.597765269138534,
2021-11-18 10:00:00,24.52398865446233,
2021-11-18 10:30:00,31.33355616952619,
2021-11-18 12:00:00,16.674330529402056,
2021-11-18 13:30:00,20.08051161574687,
2021-11-18 15:00:00,26.44233923298961,
2021-11-18 15:30:30,26.44233923298961,
2021-11-18 23:59:59,22.17385727253594,c
2021-11-19 00:00:00,29.06767164355381,
2021-11-19 10:00:00,10.851438356266584,
2021-11-19 10:30:00,15.38725814743799,
2021-11-19 12:00:00,10.245213953469943,
2021-11-19 13:30:00,2.065140155732081,
2021-11-19 15:00:00,-4.425601551472141,
