date,AS_HSCEI_2022_Q1,meta
2022-01-28 00:00:00,74.96366511483768,
2022-01-28 01:00:00,94.19184478059162,
2022-01-28 02:30:00,122.66742165187168,
2022-01-28 03:00:00,105.80831910850213,
2022-01-28 18:30:00,105.80831910850213,
2022-01-28 20:00:00,105.80831910850213,
2022-01-28 23:00:00,105.80831910850213,
2022-01-28 23:59:59,106.10684867634063,w
2022-01-31 00:00:00,294.8862344575251,
2022-01-31 01:00:00,294.8862344575251,
2022-01-31 02:30:00,294.8862344575251,
2022-01-31 03:00:00,294.8862344575251,
2022-01-31 18:30:00,294.8862344575251,
2022-01-31 20:00:00,294.8862344575251,
2022-01-31 23:00:00,294.8862344575251,
2022-01-31 23:59:59,295.17826819049117,c
2022-02-01 00:00:00,295.17826819049117,
2022-02-01 01:00:00,295.17826819049117,
2022-02-01 02:30:00,295.17826819049117,
2022-02-01 03:00:00,295.17826819049117,
2022-02-01 18:30:00,295.17826819049117,
2022-02-01 20:00:00,295.17826819049117,
2022-02-01 23:00:00,295.17826819049117,
2022-02-01 23:59:59,295.17826819049117,c
2022-02-02 00:00:00,295.17826819049117,
2022-02-02 01:00:00,295.17826819049117,
2022-02-02 02:30:00,295.17826819049117,
2022-02-02 03:00:00,295.17826819049117,
2022-02-02 18:30:00,295.17826819049117,
2022-02-02 20:00:00,295.17826819049117,
2022-02-02 23:00:00,295.17826819049117,
2022-02-02 23:59:59,295.17826819049117,c
2022-02-03 00:00:00,295.17826819049117,
2022-02-03 01:00:00,295.17826819049117,
2022-02-03 02:30:00,295.17826819049117,
2022-02-03 03:00:00,295.17826819049117,
2022-02-03 18:30:00,295.17826819049117,
2022-02-03 20:00:00,295.17826819049117,
2022-02-03 23:00:00,267.60530531753477,
2022-02-03 23:59:59,267.60530531753477,c
2022-02-04 00:00:00,387.45115121301717,
2022-02-04 01:00:00,408.2074622434051,
2022-02-04 02:30:00,406.171298289693,
2022-02-04 03:00:00,399.92369313730535,
2022-02-04 18:30:00,399.92369313730535,
2022-02-04 20:00:00,399.92369313730535,
2022-02-04 23:00:00,399.92369313730535,
2022-02-04 23:59:59,399.57997808813286,w
2022-02-07 00:00:00,291.6463850111837,
2022-02-07 01:00:00,336.04355557781207,
2022-02-07 02:30:00,335.01914030268983,
2022-02-07 03:00:00,350.1618998207897,
2022-02-07 18:30:00,350.1618998207897,
