date,KB_FAM_2021_Q4,meta
2021-11-19 00:00:00,-69.7747606972988,
2021-11-19 10:00:00,-69.92399338982761,
2021-11-19 10:30:00,-75.01254471875211,
2021-11-19 12:00:00,-77.56251177034892,
2021-11-19 13:30:00,-80.74438460310398,
2021-11-19 15:00:00,-71.61559020754703,
2021-11-19 15:30:30,-71.61559020754703,
2021-11-19 23:59:59,-68.48853565586614,w
2021-11-22 00:00:00,-71.35441421503947,
2021-11-22 10:00:00,-77.71541096251747,
2021-11-22 10:30:00,-71.97887476829226,
2021-11-22 12:00:00,-65.92061392347568,
2021-11-22 13:30:00,-74.85204874826525,
2021-11-22 15:00:00,-67.15686244891572,
2021-11-22 15:30:30,-67.15686244891572,u
2021-11-22 23:59:59,-73.28856159960219,c
2021-11-23 00:00:00,-72.2789161334938,
2021-11-23 10:00:00,-75.6642384132216,
2021-11-23 10:30:00,-77.32220313401399,
2021-11-23 12:00:00,-71.16807994332305,
2021-11-23 13:30:00,-73.53465509217062,
2021-11-23 15:00:00,-79.54307075259203,
2021-11-23 15:30:30,-79.54307075259203,
2021-11-23 23:59:59,-77.19576278799013,c
2021-11-24 00:00:00,-72.74324324468319,
2021-11-24 10:00:00,-67.93278314948066,
2021-11-24 10:30:00,-63.28126068444044,
2021-11-24 12:00:00,-66.47267307345419,
2021-11-24 13:30:00,-65.81258440812474,
2021-11-24 15:00:00,-66.50882130616583,
2021-11-24 15:30:30,-66.50882130616583,
2021-11-24 23:59:59,-74.32657995820739,c
2021-11-25 00:00:00,-74.32657995820739,
2021-11-25 10:00:00,-74.32657995820739,
2021-11-25 10:30:00,-74.32657995820739,
2021-11-25 12:00:00,-74.32657995820739,
2021-11-25 13:30:00,-74.32657995820739,
2021-11-25 15:00:00,-74.32657995820739,
2021-11-25 15:30:30,-74.32657995820739,
2021-11-25 23:59:59,-74.32657995820739,c
2021-11-26 00:00:00,-96.48338131601497,
2021-11-26 10:00:00,-98.16448794347741,
2021-11-26 10:30:00,-106.94715531696272,
2021-11-26 12:00:00,-99.55809968167137,
2021-11-26 13:30:00,-99.55809968167137,
2021-11-26 15:00:00,-99.55809968167137,
2021-11-26 15:30:30,-99.55809968167137,
2021-11-26 23:59:59,-77.9441765315205,w
2021-11-29 00:00:00,-56.469074434290974,
2021-11-29 10:00:00,-83.72779060758535,
2021-11-29 10:30:00,-84.1083275618048,
2021-11-29 12:00:00,-91.67505947117263,
2021-11-29 13:30:00,-84.86660734573013,
2021-11-29 15:00:00,-87.77562275674325,
2021-11-29 15:30:30,-87.77562275674325,
2021-11-29 23:59:59,-85.84350350006889,c
2021-11-30 00:00:00,-89.02953040906073,
2021-11-30 10:00:00,-83.94238375112161,
2021-11-30 10:30:00,-84.74586471637133,
2021-11-30 12:00:00,-93.82530221280047,
2021-11-30 13:30:00,-94.63183810769488,
2021-11-30 15:00:00,-95.98366606483444,
2021-11-30 15:30:30,-95.98366606483444,s
2021-11-30 23:59:59,-97.57823633911005,c
2021-12-01 00:00:00,-80.50943319472731,
2021-12-01 10:00:00,-76.26013919546972,
2021-12-01 10:30:00,-67.74748247819105,
2021-12-01 12:00:00,-70.08869236583143,
2021-12-01 13:30:00,-71.12663592808929,
2021-12-01 15:00:00,-76.02113876706517,
2021-12-01 15:30:30,-76.02113876706517,
2021-12-01 23:59:59,-87.42758014863398,c
2021-12-02 00:00:00,-82.67074736478764,
2021-12-02 10:00:00,-54.937725986924306,
2021-12-02 10:30:00,-65.81936324064134,
2021-12-02 12:00:00,-63.39724814631484,
2021-12-02 13:30:00,-61.76263644585822,
2021-12-02 15:00:00,-51.13450593662469,
2021-12-02 15:30:30,-51.13450593662469,
2021-12-02 23:59:59,-58.38732933391066,c
2021-12-03 00:00:00,-54.252467008667054,
