date,QDF_2021_Q1,meta
2021-02-05 00:00:00,22.087133670604302,
2021-02-05 10:00:00,11.17343465777067,
2021-02-05 10:30:00,19.542780932866847,
2021-02-05 12:00:00,20.40996486824268,
2021-02-05 13:30:00,9.763495327985623,
2021-02-05 15:00:00,4.165300289325543,
2021-02-05 15:30:30,4.165300289325543,
2021-02-05 23:59:59,9.035745903595227,w
2021-02-08 00:00:00,21.57053201126648,
2021-02-08 10:00:00,-1.3781517363728426,
2021-02-08 10:30:00,-7.724770953756703,
2021-02-08 12:00:00,-3.357997750496054,
2021-02-08 13:30:00,5.2796533138941015,
2021-02-08 15:00:00,17.64077680502136,
2021-02-08 15:30:30,17.64077680502136,
2021-02-08 23:59:59,11.432168229022508,c
2021-02-09 00:00:00,-13.610254439404343,
2021-02-09 10:00:00,-49.477335950476785,
2021-02-09 10:30:00,-43.444730900374424,
2021-02-09 12:00:00,-53.6959801611147,
2021-02-09 13:30:00,-44.06832690528476,
2021-02-09 15:00:00,-44.02589060512687,
2021-02-09 15:30:30,-44.02589060512687,
2021-02-09 23:59:59,-46.74652074304947,c
2021-02-10 00:00:00,-57.06748079301873,
2021-02-10 10:00:00,-56.349843849684646,
2021-02-10 10:30:00,-52.48843190856622,
2021-02-10 12:00:00,-32.41071201389645,
2021-02-10 13:30:00,-31.13365753965497,
2021-02-10 15:00:00,-34.27651433315237,
2021-02-10 15:30:30,-34.27651433315237,
2021-02-10 23:59:59,-43.98965435437529,c
2021-02-11 00:00:00,-30.439849274408104,
2021-02-11 10:00:00,-54.39457143068214,
2021-02-11 10:30:00,-52.64904069369094,
2021-02-11 12:00:00,-48.475787711184374,
2021-02-11 13:30:00,-40.89862807687853,
2021-02-11 15:00:00,-26.467712909738978,
2021-02-11 15:30:30,-26.467712909738978,
2021-02-11 23:59:59,-33.48659111181424,c
2021-02-12 00:00:00,-23.59607542828519,
2021-02-12 10:00:00,-12.677927084341206,
2021-02-12 10:30:00,-6.471333877277701,
2021-02-12 12:00:00,-12.53319907333426,
2021-02-12 13:30:00,-14.54017990852256,
2021-02-12 15:00:00,-11.417005731226851,
2021-02-12 15:30:30,-11.417005731226851,
2021-02-12 23:59:59,-12.194163486687472,w
2021-02-15 00:00:00,-12.194163486687472,
2021-02-15 10:00:00,-12.194163486687472,
2021-02-15 10:30:00,-12.194163486687472,
2021-02-15 12:00:00,-12.194163486687472,
2021-02-15 13:30:00,-12.194163486687472,
2021-02-15 15:00:00,-12.194163486687472,
2021-02-15 15:30:30,-12.194163486687472,
2021-02-15 23:59:59,-12.194163486687472,c
2021-02-16 00:00:00,-1.3704590434560373,
2021-02-16 10:00:00,1.3284901692778988,
2021-02-16 10:30:00,7.191110754667704,
2021-02-16 12:00:00,27.588045443509145,
2021-02-16 13:30:00,22.019260730201736,
2021-02-16 15:00:00,27.064260855117354,
2021-02-16 15:30:30,27.064260855117354,
2021-02-16 23:59:59,12.269602642478176,c
2021-02-17 00:00:00,-5.329978976629349,
2021-02-17 10:00:00,-2.2594791644957155,
2021-02-17 10:30:00,-7.23254851751193,
2021-02-17 12:00:00,-26.154613355032154,
2021-02-17 13:30:00,-14.45862782491541,
2021-02-17 15:00:00,-14.392418005905526,
2021-02-17 15:30:30,-14.392418005905526,
2021-02-17 23:59:59,-15.062760712335319,c
2021-02-18 00:00:00,-18.71532113946813,
2021-02-18 10:00:00,-28.613864578126083,
2021-02-18 10:30:00,-30.455699458930965,
2021-02-18 12:00:00,-53.46955392129313,
2021-02-18 13:30:00,-59.48587411794849,
2021-02-18 15:00:00,-46.27573750162372,
2021-02-18 15:30:30,-46.27573750162372,
2021-02-18 23:59:59,-46.35764325991836,c
2021-02-19 00:00:00,-19.877471985511733,
2021-02-19 10:00:00,2.8885478683291126,
2021-02-19 10:30:00,-4.619892307207451,
2021-02-19 12:00:00,-3.0114674280667657,
2021-02-19 13:30:00,4.510909120208154,
2021-02-19 15:00:00,4.014495581916648,
2021-02-19 15:30:30,4.014495581916648,s
2021-02-19 23:59:59,0.0,a
2021-02-22 00:00:00,-4.547381776540931,
2021-02-22 10:00:00,-0.06850767134386615,
2021-02-22 10:30:00,9.35220184039538,
2021-02-22 12:00:00,6.516272344657182,
2021-02-22 13:30:00,-12.35287019674361,
2021-02-22 15:00:00,-20.786890696101835,
2021-02-22 15:30:30,-20.786890696101835,
2021-02-22 23:59:59,-35.63179803376461,c
2021-02-23 00:00:00,-32.616891876911986,
2021-02-23 10:00:00,-44.00207850691883,
2021-02-23 10:30:00,-44.11196167578151,
2021-02-23 12:00:00,-22.45086856490755,
2021-02-23 13:30:00,-15.021036361164946,
2021-02-23 15:00:00,-18.836419074446056,
2021-02-23 15:30:30,-18.836419074446056,
2021-02-23 23:59:59,-26.817563755597675,c
0,-26.817563755597675,
0,-26.817563755597675,
0,-26.817563755597675,
0,-26.817563755597675,
0,-26.817563755597675,
0,-26.817563755597675,
0,-26.817563755597675,
0,-26.817563755597675,
2021-02-24 00:00:00,-25.20272486739411,
2021-02-24 10:00:00,-26.099692967903323,
2021-02-24 10:30:00,-24.510433740937074,
2021-02-24 12:00:00,-1.2046270719993828,
2021-02-24 13:30:00,-9.050984285149312,
2021-02-24 15:00:00,-0.8815529024579973,
2021-02-24 15:30:30,-0.8815529024579973,
2021-02-24 23:59:59,2.491480310474003,c
2021-02-25 00:00:00,13.381305082030778,
2021-02-25 10:00:00,16.239654337080893,
2021-02-25 10:30:00,3.2775801508268785,
2021-02-25 12:00:00,7.448155996972375,
2021-02-25 13:30:00,2.3297179760543543,
2021-02-25 15:00:00,-2.6136869100761686,
2021-02-25 15:30:30,-2.6136869100761686,
2021-02-25 23:59:59,-2.469174087945035,c
2021-02-26 00:00:00,13.799582543615585,
2021-02-26 10:00:00,20.28683065656095,
2021-02-26 10:30:00,-9.364506350392148,
2021-02-26 12:00:00,4.259958468829396,
2021-02-26 13:30:00,17.668613286744787,
2021-02-26 15:00:00,14.913390173573148,
