date,KWEB_2022_Q4,meta
2022-11-10 23:59:59,-894.9021898508249,c
2022-11-11 00:00:00,-955.1076958337629,
2022-11-11 10:00:00,-1025.3229658316181,
2022-11-11 10:30:00,-1006.6789507515491,
2022-11-11 12:00:00,-971.0754939960498,
2022-11-11 13:30:00,-964.9498640709184,
2022-11-11 15:00:00,-941.4665628216136,
2022-11-11 15:30:30,-941.4665628216136,u
2022-11-11 23:59:59,-964.6304068981285,w
2022-11-14 00:00:00,-976.9689381977835,
2022-11-14 10:00:00,-834.9682972712901,
2022-11-14 10:30:00,-746.5431893743144,
2022-11-14 12:00:00,-813.0603190737395,
2022-11-14 13:30:00,-858.8506919578261,
2022-11-14 15:00:00,-875.5337389187636,
2022-11-14 15:30:30,-875.5337389187636,
2022-11-14 23:59:59,-867.929025244637,c
2022-11-15 00:00:00,-872.0065784117818,
2022-11-15 10:00:00,-844.3532056919829,
2022-11-15 10:30:00,-793.641830315567,
2022-11-15 12:00:00,-853.4784333350028,
2022-11-15 13:30:00,-838.1080416418688,
2022-11-15 15:00:00,-771.2029439049836,
2022-11-15 15:30:30,-771.2029439049836,
2022-11-15 23:59:59,-749.5581446057384,c
2022-11-16 00:00:00,-818.4771104241961,
2022-11-16 10:00:00,-880.51490260159,
2022-11-16 10:30:00,-855.8152847836238,
2022-11-16 12:00:00,-828.105535062752,
2022-11-16 13:30:00,-837.2943235772375,
2022-11-16 15:00:00,-805.5786478733775,
2022-11-16 15:30:30,-805.5786478733775,
2022-11-16 23:59:59,-838.2962295736705,c
2022-11-17 00:00:00,-888.5783079948394,
2022-11-17 10:00:00,-829.3999468673081,
2022-11-17 10:30:00,-787.8132079443396,
2022-11-17 12:00:00,-700.8544762336397,
2022-11-17 13:30:00,-695.4857894554922,
2022-11-17 15:00:00,-628.0237704067305,
2022-11-17 15:30:30,-628.0237704067305,
2022-11-17 23:59:59,-654.9078315885012,c
2022-11-18 00:00:00,-712.6651531156292,
2022-11-18 10:00:00,-636.5454944145654,
2022-11-18 10:30:00,-609.2479911437476,
2022-11-18 12:00:00,-631.269493519764,
2022-11-18 13:30:00,-585.8525766550827,
2022-11-18 15:00:00,-560.7477954321266,
2022-11-18 15:30:30,-560.7477954321266,
2022-11-18 23:59:59,-558.2103420259834,w
2022-11-21 00:00:00,-515.4915159410248,
2022-11-21 10:00:00,-523.4271695669728,
2022-11-21 10:30:00,-492.24612020309524,
2022-11-21 12:00:00,-473.8378679941236,
2022-11-21 13:30:00,-470.9849457809464,
2022-11-21 15:00:00,-464.0840918420304,
2022-11-21 15:30:30,-464.0840918420304,
2022-11-21 23:59:59,-492.8576480646152,c
2022-11-22 00:00:00,-476.0986214080969,
2022-11-22 10:00:00,-336.5111349788053,
2022-11-22 10:30:00,-318.03386474902203,
2022-11-22 12:00:00,-308.44513261666555,
2022-11-22 13:30:00,-278.104319500229,
2022-11-22 15:00:00,-290.131830861056,
2022-11-22 15:30:30,-290.131830861056,
2022-11-22 23:59:59,-316.89717420588926,c
2022-11-23 00:00:00,-368.5318311239269,
2022-11-23 10:00:00,-327.1999401756391,
2022-11-23 10:30:00,-307.4043592266972,
2022-11-23 12:00:00,-263.93135576700155,
2022-11-23 13:30:00,-300.01616891810653,
2022-11-23 15:00:00,-297.3700177300878,
2022-11-23 15:30:30,-297.3700177300878,
2022-11-23 23:59:59,-275.4088083186794,c
2022-11-24 00:00:00,-275.4088083186794,
2022-11-24 10:00:00,-275.4088083186794,
2022-11-24 10:30:00,-275.4088083186794,
2022-11-24 12:00:00,-275.4088083186794,
2022-11-24 13:30:00,-275.4088083186794,
2022-11-24 15:00:00,-275.4088083186794,
2022-11-24 15:30:30,-275.4088083186794,
2022-11-24 23:59:59,-275.4088083186794,c
2022-11-25 00:00:00,-373.07987884592416,
2022-11-25 10:00:00,-282.4637180401141,
2022-11-25 10:30:00,-251.873344529154,
2022-11-25 12:00:00,-248.1396454085393,
2022-11-25 13:30:00,-248.1396454085393,
2022-11-25 15:00:00,-248.1396454085393,
2022-11-25 15:30:30,-248.1396454085393,
2022-11-25 23:59:59,-226.5315408762138,w
2022-11-28 00:00:00,-348.6933086762528,
2022-11-28 10:00:00,-182.82762712394447,
2022-11-28 10:30:00,-142.92450388435418,
2022-11-28 12:00:00,-54.95940040501898,
2022-11-28 13:30:00,-28.841533468185276,
2022-11-28 15:00:00,11.671059759693321,
2022-11-28 15:30:30,11.671059759693321,
2022-11-28 23:59:59,30.02431898697182,c
2022-11-29 00:00:00,-31.212216264680364,
2022-11-29 10:00:00,-87.89866225606022,
2022-11-29 10:30:00,-119.65973433126135,
2022-11-29 12:00:00,-76.92735815534411,
2022-11-29 13:30:00,16.410000125526835,
2022-11-29 15:00:00,26.845447771137856,
2022-11-29 15:30:30,26.845447771137856,
2022-11-29 23:59:59,0.0,a
2022-11-30 00:00:00,-27.084509072629317,
2022-11-30 10:00:00,0.44044105134173606,
2022-11-30 10:30:00,-2.577444156391266,
2022-11-30 12:00:00,2.198786983837749,
2022-11-30 13:30:00,-44.242448064660266,
2022-11-30 15:00:00,-83.19779156164418,
2022-11-30 15:30:30,-83.19779156164418,s
2022-11-30 23:59:59,-38.304336624128496,c
2022-12-01 00:00:00,-56.465192373377704,
2022-12-01 10:00:00,-118.03491785037568,
2022-12-01 10:30:00,-96.81347964979034,
2022-12-01 12:00:00,-37.407690477777464,
2022-12-01 13:30:00,-40.37197078945724,
2022-12-01 15:00:00,-57.999407078959166,
2022-12-01 15:30:30,-57.999407078959166,
2022-12-01 23:59:59,-91.16479940384386,c
2022-12-02 00:00:00,-132.3126624353814,
2022-12-02 10:00:00,-60.29001301401843,
2022-12-02 10:30:00,-1.0960839063080812,
2022-12-02 12:00:00,-32.645838267108275,
2022-12-02 13:30:00,-35.39791493947723,
2022-12-02 15:00:00,-78.27022021545247,
2022-12-02 15:30:30,-78.27022021545247,
2022-12-02 23:59:59,-166.33879971441172,w
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
0,-166.33879971441172,
2022-12-05 00:00:00,-201.46489014443796,
2022-12-05 10:00:00,-42.63614573762038,
2022-12-05 10:30:00,-12.655701228654493,
2022-12-05 12:00:00,-43.271609110410054,
2022-12-05 13:30:00,-63.09110836382058,
2022-12-05 15:00:00,-49.93874684622301,
2022-12-05 15:30:30,-49.93874684622301,
2022-12-05 23:59:59,-40.3985961383338,c
2022-12-06 00:00:00,-19.42616678879449,
2022-12-06 10:00:00,86.82319618783913,
2022-12-06 10:30:00,17.822395120872443,
2022-12-06 12:00:00,-21.777697664477955,
2022-12-06 13:30:00,-1.3495110607599372,
2022-12-06 15:00:00,-2.9034422148328076,
2022-12-06 15:30:30,-2.9034422148328076,A
2022-12-06 23:59:59,4.790257941553477,c
2022-12-07 00:00:00,-31.12043504002031,
2022-12-07 10:00:00,-4.380546571411173,
2022-12-07 10:30:00,78.35448892177646,
2022-12-07 12:00:00,203.00147444840331,
2022-12-07 13:30:00,197.97206571755862,
2022-12-07 15:00:00,194.55749737645658,
2022-12-07 15:30:30,194.55749737645658,
2022-12-07 23:59:59,138.65754174534743,c
2022-12-08 00:00:00,60.06083054734768,
2022-12-08 10:00:00,-121.83346181224454,
2022-12-08 10:30:00,-76.38636518846579,
2022-12-08 12:00:00,2.921271660574689,
2022-12-08 13:30:00,148.99909100552736,
2022-12-08 15:00:00,211.62945847131368,
2022-12-08 15:30:30,211.62945847131368,
2022-12-08 23:59:59,283.51354167668546,c
2022-12-09 00:00:00,182.61689006387473,
2022-12-09 10:00:00,94.33274966679971,
2022-12-09 10:30:00,35.11180024963119,
2022-12-09 12:00:00,-67.65168934329859,
2022-12-09 13:30:00,56.705655776717094,
2022-12-09 15:00:00,81.03972800232327,
2022-12-09 15:30:30,81.03972800232327,
2022-12-09 23:59:59,21.087233477759924,e
2022-12-12 00:00:00,43.318789246797564,
2022-12-12 10:00:00,-77.33356653339513,
2022-12-12 10:30:00,11.97234718853963,
2022-12-12 12:00:00,12.539729885368843,
2022-12-12 13:30:00,-5.389877251707389,
2022-12-12 15:00:00,-46.493297111555535,
2022-12-12 15:30:30,-46.493297111555535,
2022-12-12 23:59:59,-52.928966661325376,c
2022-12-13 00:00:00,-76.81293171708114,
2022-12-13 10:00:00,8.423019937566096,
2022-12-13 10:30:00,104.28504481306607,
2022-12-13 12:00:00,58.202930350946644,
2022-12-13 13:30:00,54.852758566306306,
2022-12-13 15:00:00,32.899111284442256,
2022-12-13 15:30:30,32.899111284442256,
2022-12-13 23:59:59,-4.883217404321499,c
2022-12-14 00:00:00,61.57034256649513,
2022-12-14 10:00:00,-65.31569716595152,
2022-12-14 10:30:00,-95.20221844066509,
2022-12-14 12:00:00,-95.27909980962431,
2022-12-14 13:30:00,-86.74488769565562,
2022-12-14 15:00:00,-64.42830944460991,
2022-12-14 15:30:30,-64.42830944460991,
2022-12-14 23:59:59,-155.01111602454125,c
2022-12-15 00:00:00,-60.494522290130135,
2022-12-15 10:00:00,71.53207219570754,
2022-12-15 10:30:00,-25.431329066924036,
2022-12-15 12:00:00,-57.43033976017284,
2022-12-15 13:30:00,-39.01482587516671,
2022-12-15 15:00:00,-54.559640003881896,
2022-12-15 15:30:30,-54.559640003881896,
2022-12-15 23:59:59,-48.67751176893648,c
2022-12-16 00:00:00,-11.569324031815427,
2022-12-16 10:00:00,122.2299157846536,
2022-12-16 10:30:00,228.04233613909855,
2022-12-16 12:00:00,205.94416855370798,
2022-12-16 13:30:00,146.93951120382462,
2022-12-16 15:00:00,141.54355214894565,
2022-12-16 15:30:30,141.54355214894565,q
2022-12-16 23:59:59,103.49746768080297,w
2022-12-19 00:00:00,144.0746070568954,
2022-12-19 10:00:00,440.26306406257504,
2022-12-19 10:30:00,409.02489781375107,
2022-12-19 12:00:00,408.68105567709745,
2022-12-19 13:30:00,404.981041657672,
2022-12-19 15:00:00,450.4040264697919,
2022-12-19 15:30:30,450.4040264697919,
2022-12-19 23:59:59,384.9239817067478,c
2022-12-20 00:00:00,327.8031701412249,
2022-12-20 10:00:00,468.67217024970296,
2022-12-20 10:30:00,471.56139364382375,
2022-12-20 12:00:00,489.09137573985004,
2022-12-20 13:30:00,472.96516550659226,
2022-12-20 15:00:00,437.69444547500666,
2022-12-20 15:30:30,437.69444547500666,
2022-12-20 23:59:59,445.86566758890626,c
2022-12-21 00:00:00,480.6532960281977,
2022-12-21 10:00:00,477.7609877598736,
2022-12-21 10:30:00,540.2861038952906,
2022-12-21 12:00:00,574.3542306170423,
2022-12-21 13:30:00,561.9380024381512,
2022-12-21 15:00:00,588.4331772822748,
2022-12-21 15:30:30,588.4331772822748,
2022-12-21 23:59:59,597.9762491600388,c
2022-12-22 00:00:00,611.9013792847434,
2022-12-22 10:00:00,683.8864557886768,
2022-12-22 10:30:00,607.9512387038515,
2022-12-22 12:00:00,592.007623446131,
2022-12-22 13:30:00,587.9368820305083,
2022-12-22 15:00:00,560.9858919781602,
2022-12-22 15:30:30,560.9858919781602,
2022-12-22 23:59:59,600.7476095802385,c
2022-12-23 00:00:00,610.1714079389667,
2022-12-23 10:00:00,457.6803078597013,
2022-12-23 10:30:00,483.4879364654985,
2022-12-23 12:00:00,477.4344233805914,
2022-12-23 13:30:00,442.2133347623153,
2022-12-23 15:00:00,398.9747483696383,
2022-12-23 15:30:30,398.9747483696383,
2022-12-23 23:59:59,440.7365124306323,w
2022-12-26 00:00:00,440.7365124306323,
2022-12-26 10:00:00,440.7365124306323,
2022-12-26 10:30:00,440.7365124306323,
2022-12-26 12:00:00,440.7365124306323,
2022-12-26 13:30:00,440.7365124306323,
2022-12-26 15:00:00,440.7365124306323,
2022-12-26 15:30:30,440.7365124306323,
2022-12-26 23:59:59,440.7365124306323,c
2022-12-27 00:00:00,374.85434683131257,
2022-12-27 10:00:00,537.7235033092304,
2022-12-27 10:30:00,556.6255873984608,
2022-12-27 12:00:00,533.3348008430617,
2022-12-27 13:30:00,575.0006091819853,
2022-12-27 15:00:00,538.621401568512,
2022-12-27 15:30:30,538.621401568512,
2022-12-27 23:59:59,520.0429727117792,c
2022-12-28 00:00:00,444.17378941366496,
2022-12-28 10:00:00,351.65090908514026,
2022-12-28 10:30:00,223.3910814883352,
2022-12-28 12:00:00,310.38984612726347,
2022-12-28 13:30:00,264.8181660716584,
2022-12-28 15:00:00,281.166698213931,
2022-12-28 15:30:30,281.166698213931,
2022-12-28 23:59:59,276.6686969446108,c
2022-12-29 00:00:00,189.1443018680219,
2022-12-29 10:00:00,359.35285835832155,
2022-12-29 10:30:00,329.25395822961354,
2022-12-29 12:00:00,309.9058957938281,
2022-12-29 13:30:00,281.68450284235973,
2022-12-29 15:00:00,285.33487866579276,
2022-12-29 15:30:30,285.33487866579276,
2022-12-29 23:59:59,273.478425532968,c
2022-12-30 00:00:00,252.68007015443732,
2022-12-30 10:00:00,285.43784342575384,
2022-12-30 10:30:00,240.7441387569105,
2022-12-30 12:00:00,232.01015727302126,
2022-12-30 13:30:00,253.80651718050615,
2022-12-30 15:00:00,270.90738189073784,
2022-12-30 15:30:30,270.90738189073784,
2022-12-30 23:59:59,248.64586046773798,w
