date,MXN_FTSE_2021_Q3,meta
2021-07-09 00:00:00,580.4393554647133,
2021-07-09 10:00:00,538.9343437067587,
2021-07-09 10:30:00,582.165162128159,
2021-07-09 12:00:00,596.6115521125462,
2021-07-09 13:30:00,594.0075440895168,
2021-07-09 15:00:00,616.5942372182915,
2021-07-09 15:30:30,616.5942372182915,
2021-07-09 23:59:59,618.6381735123655,w
2021-07-12 00:00:00,640.6515589499772,
2021-07-12 10:00:00,633.5122524967805,
2021-07-12 10:30:00,634.2933337704135,
2021-07-12 12:00:00,632.5000433786327,
2021-07-12 13:30:00,610.5105870136554,
2021-07-12 15:00:00,591.8969619711188,
2021-07-12 15:30:30,591.8969619711188,
2021-07-12 23:59:59,590.6241428048979,c
2021-07-13 00:00:00,571.4935769617728,
2021-07-13 10:00:00,604.7999926903065,
2021-07-13 10:30:00,580.6312937230923,
2021-07-13 12:00:00,586.717238787661,
2021-07-13 13:30:00,615.2287247922161,
2021-07-13 15:00:00,599.5154710880993,
2021-07-13 15:30:30,599.5154710880993,
2021-07-13 23:59:59,589.3005977650942,c
2021-07-14 00:00:00,582.293637884751,
2021-07-14 10:00:00,548.6638044084498,
2021-07-14 10:30:00,586.4245730661412,
2021-07-14 12:00:00,546.4598582368508,
2021-07-14 13:30:00,517.0854309953756,
2021-07-14 15:00:00,484.93179942578377,
2021-07-14 15:30:30,484.93179942578377,
2021-07-14 23:59:59,490.33561494337687,c
2021-07-15 00:00:00,477.871652189943,
2021-07-15 10:00:00,441.2519710240126,
2021-07-15 10:30:00,432.82320356251216,
2021-07-15 12:00:00,415.6770737216764,
2021-07-15 13:30:00,389.58295878521994,
2021-07-15 15:00:00,377.7599335066616,
2021-07-15 15:30:30,377.7599335066616,
2021-07-15 23:59:59,389.8322700115707,c
2021-07-16 00:00:00,442.3563964360151,
2021-07-16 10:00:00,477.6414240957406,
2021-07-16 10:30:00,516.5985521315724,
2021-07-16 12:00:00,496.7925922001416,
2021-07-16 13:30:00,476.2508302471076,
2021-07-16 15:00:00,456.9010659745743,
2021-07-16 15:30:30,456.9010659745743,
2021-07-16 23:59:59,445.6357360129491,w
2021-07-19 00:00:00,467.2111608751002,
2021-07-19 10:00:00,414.18024243307514,
2021-07-19 10:30:00,412.9778375493663,
2021-07-19 12:00:00,435.4065187276892,
2021-07-19 13:30:00,403.6194644814575,
2021-07-19 15:00:00,406.9327550413102,
2021-07-19 15:30:30,406.9327550413102,
2021-07-19 23:59:59,373.8727303804087,c
2021-07-20 00:00:00,375.20057611618245,
2021-07-20 10:00:00,375.9562209735741,
2021-07-20 10:30:00,422.382687996532,
2021-07-20 12:00:00,462.54124115950435,
2021-07-20 13:30:00,470.28443232692007,
2021-07-20 15:00:00,464.74954126356533,
2021-07-20 15:30:30,464.74954126356533,
2021-07-20 23:59:59,490.1016131567319,c
2021-07-21 00:00:00,487.14750512988167,
2021-07-21 10:00:00,480.5655380132596,
2021-07-21 10:30:00,443.65533682698333,
2021-07-21 12:00:00,429.15924537354,
2021-07-21 13:30:00,428.8260882190966,
2021-07-21 15:00:00,458.97087869479833,
2021-07-21 15:30:30,458.97087869479833,
2021-07-21 23:59:59,476.21543352398885,c
2021-07-22 00:00:00,469.34489499622555,
2021-07-22 10:00:00,496.3926516176821,
2021-07-22 10:30:00,503.623593916931,
