date,BATT_2022_Q2,meta
2022-04-28 00:00:00,712.7191068079928,
2022-04-28 10:00:00,614.1602717259592,
2022-04-28 10:30:00,539.1249072582236,
2022-04-28 12:00:00,550.7170620439135,
2022-04-28 13:30:00,652.9833566666025,
2022-04-28 15:00:00,711.8267824162566,
2022-04-28 15:30:30,711.8267824162566,
2022-04-28 23:59:59,694.9303485830899,c
2022-04-29 00:00:00,584.8420429617067,
2022-04-29 10:00:00,753.3697613614474,
2022-04-29 10:30:00,703.1457526331548,
2022-04-29 12:00:00,693.2953788639006,
2022-04-29 13:30:00,691.6977918728608,
2022-04-29 15:00:00,647.5195489888209,
2022-04-29 15:30:30,647.5195489888209,
2022-04-29 23:59:59,661.0455496668852,w
2022-05-02 00:00:00,646.265772800499,
2022-05-02 10:00:00,622.8878776601214,
2022-05-02 10:30:00,613.085649171195,
2022-05-02 12:00:00,695.7574767794437,
2022-05-02 13:30:00,606.343563408723,
2022-05-02 15:00:00,666.2598861747522,
2022-05-02 15:30:30,666.2598861747522,
2022-05-02 23:59:59,701.8195721673513,c
2022-05-03 00:00:00,732.7865957026033,
2022-05-03 10:00:00,697.0124905214435,
2022-05-03 10:30:00,707.5061337770242,
2022-05-03 12:00:00,718.5152880622263,
2022-05-03 13:30:00,767.0978301024621,
2022-05-03 15:00:00,779.2756708000037,
2022-05-03 15:30:30,779.2756708000037,
2022-05-03 23:59:59,735.9225606439247,c
2022-05-04 00:00:00,762.3655722749336,
2022-05-04 10:00:00,686.7776601711828,
2022-05-04 10:30:00,643.872300085157,
2022-05-04 12:00:00,690.9834169727936,
2022-05-04 13:30:00,709.2740237725385,
2022-05-04 15:00:00,696.7656715498957,
2022-05-04 15:30:30,696.7656715498957,
2022-05-04 23:59:59,778.3896415985721,c
2022-05-05 00:00:00,760.3395303652201,
2022-05-05 10:00:00,759.4864770842951,
2022-05-05 10:30:00,704.3273491342683,
2022-05-05 12:00:00,671.7687875076481,
2022-05-05 13:30:00,673.4921610840363,
2022-05-05 15:00:00,628.893818159019,
2022-05-05 15:30:30,628.893818159019,
2022-05-05 23:59:59,646.2676803148901,c
2022-05-06 00:00:00,657.3957233245784,
2022-05-06 10:00:00,441.98087064783465,
2022-05-06 10:30:00,525.0492065922497,
2022-05-06 12:00:00,508.2377090211272,
2022-05-06 13:30:00,537.567866519826,
2022-05-06 15:00:00,519.4064765281678,
